,X600519.SH,X000858.SZ,X600276.SH,X002475.SZ,X003816.SZ,X002415.SZ,X600690.SH,X000651.SZ,X600809.SH,X000568.SZ,X002371.SZ,X600104.SH,X000725.SZ,X600031.SH,X000063.SZ,X002304.SZ,X300124.SZ,X000625.SZ,X000338.SZ,X000596.SZ,X002179.SZ,X000100.SZ,X002241.SZ,X300014.SZ,X600089.SH,X002463.SZ,X000157.SZ,X600584.SH,X600372.SH,X600703.SH,X002028.SZ,X000977.SZ,X600066.SH,X002236.SZ,X600183.SH,X600522.SH,X600741.SH,X600418.SH,X002049.SZ,X601877.SH,X000800.SZ,X600177.SH,X002294.SZ,X002180.SZ,X002223.SZ,X002074.SZ,X000921.SZ,X000661.SZ,X601799.SH,X600487.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.27640707183667,0,0,0,0,0,0,0.0778746998103445,0.113226779055348,0,0,0,0,0,0,0,0,0.0294957539907043,0.0653173441717852,0,0,-0.00315010213531877,0,0,0,0,0,0,0,0,0,0,0,0.0151448502540128,0,0,0,0,0,0,0,-0.053863134336877,-0.00101786518101464,-0.0075466945483656,-0.00698014550183577,0,0,0,0,0,0,-0.0610159287659574,0,0,0,0.0232763476004929,0,0
X000858.SZ,0.171009914659306,0,0,0,0,0,0,0,0.243356656529544,0,0,0,0,0.0224491350730775,0,0,0,0,0,0.156328987833884,0,0,0,0,0,0,0,-0.0308932578028969,0,0,0,0,0,0,0,0,0,-0.0151741042352942,-0.0618242357284651,0,0,0,-0.048853015492774,0,0.1440507891154,0,0,0,0,0,0,-0.00558896008489887,0.0656959994832426,0,0,0,0.0295038161303982,0,0
X600276.SH,0,0,0,0,-0.0199182711586601,0.00851924617541382,0.0303298176962119,0,0,0,0.00489286206964166,0,0,0,0,0,0,0,0,0,0,0,0,-0.0252003555542383,0,0,-0.0429746943024646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.190695300804324,0,0,0,0,0.268037690956348,0,0,0,-0.0449713605188768,0.0117578392557414,0,0,0,0.00715646699086819,0,0
X002475.SZ,0,0,0,0,-0.0475809231456549,0,0,0,-0.0861709740895149,0,0,0,0,0,0,0,-0.153325989006569,0,0,0,-0.0688208612223399,0,0.508267821380627,0,0,0.0861793736214116,0,0.204878745934876,0,0,0.0961692477598006,0,0.00805180722771099,0,0,0.0905010451667528,0,0,0,0,0,0,0,-0.0292963951729922,0,0,0,0,0,0,0,0,-0.0472320979220218,0,0,0,-0.0201278114583002,0,0
X003816.SZ,0,0,0,0,0,0,-0.258293754870255,0,-0.134076615352719,0,0,0,0,0,0,0,-0.180522375338605,0.165501024819408,0,0,0,0,0,0,0,-0.0704451394226666,0,0,0,0,0,0,0,0,0,0,-0.0192552394683602,-0.0308108566533242,0,0,0,0,0,-0.0883073257157143,0,0,0,0,0,0,0,0.0982663948682469,-0.110350261442904,0,0,0,-0.0317165409436449,0,0
X002415.SZ,0,0,0.0559527782732839,0,1.73472347597681e-18,0,0.143488826821759,0,-0.0556007448176742,0,0,0,0,0,0,0,0,0,0,0,0.0386979823358093,0.127045709528243,0,0,0,0,-0.101260675249341,0,0,0,0,0,0,0.191365260618466,0.0173136329834826,0,0,0.00950651182410198,0.187672324035958,0,0,0,0,-0.146603592711724,0,-0.0609185498424119,0,0,0.116627571950755,0,0,0.0143176122289863,0,0,0,0,0.0107850189574071,0,0
X600690.SH,0,0,-2.16840434497101e-19,0,0,0,0,0.445715182548399,0,0,0,0,0.0578375617861354,0.218038690965778,0,0,-0.00709777786802322,0,0,0,0,0,0,0,0,0.132609851936023,0,0,0,0,0,0,0,0,0,0.0108418130820753,0,0.0809663909362985,0,0,0,0,-0.0339298535832017,0,0.0211826567339531,0,0.0623376793065192,0,0,0,0,0,-0.021398405727112,0,0,0,-0.00758106151253902,0,0
X000651.SZ,0,0,0,0,-0.140348558084252,0,0.0244211328274373,0,0,0,0,0,0,0,0,0,0,0.000507984914798597,0.0817913695576532,0,0,0,0,0,0,0,0,-0.00716060286535516,0,0,0,0,0.101634643377528,0,0,0,0,0,0,0,0,0,0,0,0,-0.0809726090485136,0.131386082417432,0,0,0,0,-0.00814420996500016,0,0,0,0,-0.00959731346575435,0,0
X600809.SH,0,0,0,0,0.199996282526431,0,0,0.0885898881388662,0,0,0,0,0,0,0,0,0,0,0.064357246889829,0.622944744460336,-0.0977308727510362,0,0,0,0,0,0,0,0,0,0,0,0.09591313343022,0,0,0,0,0.0611353033340268,0,0,0,0,0,0,0,0,0,0,0,-0.0302996344424054,0,0.0336545383193821,0,0.0554554333627198,0,0,0.0283764516560915,0,0
X000568.SZ,0.416477148256115,0.0791633225901692,0,0,0,0,0,0,0.0893253969031998,0,0,0,0,0,0,0,0,0,0,0.237413082970376,-2.16840434497101e-19,0,0,0,0,0,0,0,0,0,0,0,0.0660619681272382,0,-0.0873474699581543,0,0,0.0702515510258791,0,0,0,0,0,0,0,0,0,0,0.00624825375466042,-0.10576340730163,0,0,0,-0.0184448028523805,0,0,-0.0216839628947015,0,0
