,X600519.SH,X000858.SZ,X600276.SH,X000651.SZ,X002415.SZ,X002475.SZ,X600104.SH,X000063.SZ,X600031.SH,X002304.SZ,X003816.SZ,X000725.SZ,X000661.SZ,X000568.SZ,X000338.SZ,X600809.SH,X600703.SH,X600690.SH,X002371.SZ,X000596.SZ,X002007.SZ,X300003.SZ,X002241.SZ,X000100.SZ,X300142.SZ,X600183.SH,X600741.SH,X300124.SZ,X000977.SZ,X300014.SZ,X601877.SH,X002129.SZ,X000157.SZ,X002236.SZ,X000625.SZ,X600584.SH,X000800.SZ,X002049.SZ,X000066.SZ,X002414.SZ,X002463.SZ,X002456.SZ,X300136.SZ,X600118.SH,X600498.SH,X002179.SZ,X600522.SH,X002185.SZ,X002223.SZ,X600487.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.120080678296301,0,0,0,0,0,0,0.0222317795791646,0.0352337962608627,0,0,0,0,0,0,0,0.0764713490951056,0,0.287292033779216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0421630238979858,0,0,0,0,0,0,0,0,0.0265491360567776,0.024816111905016,0,0,0,0,0,0.045342251885795,0.000842585814394554,0,0,0,0,0,0,0
X000858.SZ,0.200192673645988,0,0,0,0,0,0.0640161381940704,0,0,0,0,0,0,0.356157793234986,0,0.177852067544352,0,0,0,0.08406819709439,0.0288442626990506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0420306922175032,0.0392671135424196,0,0,0,0.0105059454555332,0.0424329284376567,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0.153686823870277,0,0,0,0,0,0,0,0,0.142050352625113,0,0,0,0,0,0.0222046458915045,0,0,0,0.0169377403155025,0,0.0229233352666414,0.0404796870134938,0.00927551266905517,0,0,0,0,0,0,0,0,0.0545392015803498,0,0,0,0,0,0,0,-0.102676366560747,8.67361737988404e-19,0,0,0,-0.00662214131386387,0,0,0,0,0,0,0
X000651.SZ,0,0.0708751866618814,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13344165354984,0,0.473633319984045,0,0,0,0,0,0,0,0,0,0,0,0.0404000303523302,0.0120392253844861,0,0,0,0,0,0,0,0,0,0,-0.052194141481602,0,0,0,0,0,0,0,0,0.0454804124080205,0.00969388347416697,0.0201855735925918,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0.0397829754842482,0,0,0,0,0,0,0,0,0,0,0,0.178666376587718,0,0,0,0,0,0,0,0,0.0664269636127501,0,0,0.0477660139452218,0,0,0,0,0.114809631418126,0,0,0.0801297027401347,0,0,0,0,0.0558758258975606,0,0.0547935059359859,0,0,0.00269911834660711,0,0,0,0.0136563274184678,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0.279652628217791,0,0,0,0,0,0,0,0,0.0316047552176675,0,0,0,0,0,0.0623637101989456,0,0,0.0792923644687483,-3.46944695195361e-18,0,0.207615544748588,0,0,-0.0402323320500328,0,0,0.200234865991099,0,0,0,0,0,0.161305542766499,0,0,0,0,0,0.0699620875371137,0,0,0,0,-0.0236121145918008,0,0,0.0103288355158928,0,0,0,0,0,0,0
X600104.SH,0,0.0370437520579609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0496745988557585,0,0.116004574027751,0,0,0,0,0.41360714894641,0,0.151755418734282,0,0,0,0.0237099085795335,0,0.0428952598470347,0,0,0,0,0,0,0,0,0,-0.0933827164253585,0,0,0,0,0,0,0.0185061861655325,0.00740444970455053,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,-1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.185521251629346,0,0,0,0,0,0,0,0,0.193650353147988,0,0,0,0,0,0,0,0.215488784862361,0,0.420087338560717,0,-0.189532877449379,0,0,0,0,0.034262552462985,0.113605097977342,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0.101995938390405,0,0,0,0,0,0,0,0,0.284884186979325,0.0562926838154967,0,0,0,0,0,0,0,0,0,0.039988545631117,0.0520040238526688,0,0,0,0,-0.0345236810340379,0.222228135414066,0,0.125005660957102,-0.0700604382208307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0308176049801971,0,0,0,0,0,0
X002304.SZ,0,0.217017038313226,0,0,0,0,0,0,0.0806930840912032,0,0,0,0,0,0.149568855060884,0,0,0,0,0,0,0,0,0,0.0456930809183093,3.46944695195361e-18,0.0389360681134826,0,0,0,0,0,0,0,0,-0.0099788242479057,0,0,0,0,0.0332396344851564,0,0,0,0.0261648070638841,0,0,0,-0.0768435447092876,0,0,0.00338881522626065,0.00963359221875733,0,0,0,0,0,0
