,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X600276.SH,X002304.SZ,X000725.SZ,X000625.SZ,X000063.SZ,X600690.SH,X600741.SH,X600703.SH,X600066.SH,X002241.SZ,X000568.SZ,X600031.SH,X002236.SZ,X000100.SZ,X600271.SH,X002475.SZ,X002456.SZ,X600118.SH,X000338.SZ,X600177.SH,X002292.SZ,X002085.SZ,X000157.SZ,X002180.SZ,X002007.SZ,X000559.SZ,X600372.SH,X300003.SZ,X300124.SZ,X600867.SH,X002294.SZ,X002074.SZ,X600498.SH,X002506.SZ,X601877.SH,X002426.SZ,X600522.SH,X600089.SH,X002508.SZ,X002465.SZ,X600566.SH,X000050.SZ,X000869.SZ,X000550.SZ,X600487.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.126506944302751,0.0029526162775544,0,0.2554074785324,0,0,0,0,0,0.00672729866488119,0,0,0,0.107784752935261,0.161010163486387,0,0,0,0,0,0.0214398565947108,0,0,0,0,0,0,0,0.0615247471655814,0,0,0,0,0,0,0,0,0,0,-0.126638251682226,0.0752592920135464,0,0,0,0,-0.0110002918570113,0,0,0.0290026858464827,0,0.0635687376330631,-0.0304507008782074,0,0,0,0,0,0
X600104.SH,0,0,0.0694565748482381,0,0,0,0,0,0.318300663756239,0,0,0.238802049241433,0,0,0.0441259406716404,0,0,0,0,0,0,-0.143265014610601,0,0,0.105729193860289,0,0,0,0.0332059432294208,0,0,0,0,0,0,0,0,0.0289800438517196,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00189242548701919,-0.0928125981631916,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,-0.488986725575946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.290301490122705,0,0.0743971087622382,0,0,0,0,-0.0632946865484759,0,0,0,0,0,0.193013211807606,0,-0.0128100679393012,0.0909308207660575,0.0138761552735143,0,0.301021260085896,0,0.0133061830038518,0,0.151677080104662,0,-0.113832666231754,0,0,-0.0505429327611004,0,0,0,0,0,0
X000651.SZ,0,0,-1.73472347597681e-18,0,0,0,-0.096781209811722,0,0,0,0,0,0,0,0,0,0,0,0,-0.140486683934765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0242888883263413,0,0,0.107830150188124,0,0.0976563102350548,0,0,0,0,0,0,0,0,0,-0.107684540761769,0.0619344542555586,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0,0,0.040641384765263,0,0,0,-0.043461760210816,0.591490017524935,0,0,0,0,-0.0331376553865953,0,0,0,0,0,0,0,0,0.0311490570708192,0,0,0,0,0,0,0.161870117816465,0.0645640502560402,0,0,0,0,0,0.0895557791237687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600276.SH,0,0,0.0266432443243322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026609107686855,0,0,0,0,0,0,0,0,0,0,0,0,0,0.130066435983899,0.0602667367098395,0.0381438229199931,0,0.0864077687183237,0,0,0,0,0,0.200588875933559,-0.188707988142106,0,0,-0.0659298913306104,0,-0.0780993061084223,-0.0392130253737472,0,0,0,0,0,0
X002304.SZ,0.253425324561963,0,0,-0.0501052701045653,0,0,0,0,0,0,0,0,0,0,0,0.103918688464913,0,0,0,0,0,0,0,0,0,0,0,0,0.0615552495632986,0,0,0.0229743709389418,0,0,0,0,0,0,0,4.33680868994202e-19,0,0.0657922081739719,0,0,0,0,0,0.230910333008315,0.00810218975925244,0,0,0,0.101460533019129,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.156117902167555,0,0,0.0603550099356472,0.147872260208956,0,0,0,0,0,0,0.0758115982767859,0,0,0,0,0,0,0,0.0189770193561701,0,0,0,0,0,0,0,0,0,-0.0202527509672535,0,0,0,0,0,0,0.00485644851254101,0,0,-0.0850509037501309,-0.00622154979233909,0,0,0,0,0,0
X000625.SZ,0,0.057411119007205,0,0,0,0,0,0,0,0,0,0.153758192504407,-0.115473021218926,0.0381875276812244,0,0,0,0,0,0,0.0816589820750775,0,0.02638935901767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.049264181928735,0,0,0.0744423248156195,0,0,0,0,0.103243890148514,0.121471644400853,0,0.0192371847182907,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0221063635279411,0,0,0,0,0,0,0.0303011326823223,0,0,0,0,0.0328062341398721,0,0,0.00323582979129134,0.00514911988812725,0,0,0,0,0,0,0.0438496656873826,0,0,0.0725925260957412,0.0157052311701575,0,0,0,0,0.166849697649671,0,0.155739201592837,0.00733132186092019,0,0,0,0,0,0,0,0,0
X600690.SH,0,0.105992686627758,0,-0.0318171909172046,0.127573483683117,0,0,0,0,0,0,0,0,0.161455372393666,0.0960848901461108,0.185655577032902,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0837821458451041,0,0,0,0,0,0.095997524564525,0,0,0,0,0,0.0808492329079103,0,0,0,0,0,0,0,0.0472279405815945,0,0.0070744151747079,0.0287991091793029,0,0,0,0,0,0
X600741.SH,0,0.413549934335406,0,0,0.0977619149077606,0,0,0,0.111566772564436,0.0624262209558695,0,0,0,0,0,0,0,-0.0349576325244499,0,0,0,0,0,0,0,0,0.0122989290656413,0,0.0322236048778518,0,0,0,0,0,0,0,0,0.0230683652816235,0,0,0,0,0,0,0,0.0498538821973755,0,0,4.33680868994202e-19,0,0,0,0.0358802345751837,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0272601110587553,0.377396445873031,-0.113303425234474,0,0,0.0952592981849862,0,0,0,0,0,0,0,0.0107666156085423,0,0,0,0,0,0,0,0,0,0.134420197383702,0,-0.0165399560837786,0,0,0.175247798277413,0,0.207341381478431,0,0,-0.0827291686939753,-0.0392400883205173,0,-0.0213062903840941,0,0,0,0,0,0,0
X600066.SH,0,0,0.058639743261282,0,0,0,0,0,0.137833967396515,0,0,0.232080153123321,0,0,0,0,0,0.0577991737638357,0,0,0,0,0,0,0,0,0,0,0.00812148797170683,0,-0.736797473769082,0,0,0,0,0,0.250571559794607,0,0,0,0.114827390194208,0.263588854161586,0,0.108614577611464,0,-0.249074900352172,0,0,0,0,0,0,0.105229810979553,0,0,0,0,0,0
X002241.SZ,0,0,0,0,0,0,0,0.166899554807182,0,0,0.140947913716088,0,0.0547742181969389,0,0,0,0,0,0,0,0.00760194953391871,0,0,0,0,0,0,0,0,0,0,0,0,0.328712585056509,0.00817489548363333,0,0,0.368304750395816,0,-0.3467645579026,0,0,0,0,0,0,0.336535549939977,0,0,0,0,-0.089390011323851,0.108762078956795,0,0,0,0,0,0
X000568.SZ,0.0842956610350782,0,0,0.0899206442976079,0.429288330963418,0,0,0,0,0,0,0,0.045063769827565,0,0,0,0,0,0,0,0,0.00752712416324738,0,0,0,0,0,0,0,0,0,0,0,0,0.0789144894655301,0,0,0,0,-0.0907135505523512,0,-0.00882825261658624,0,0.058377384289061,0,0.0857059463182256,-0.0188403872530694,0,0.0461915238430322,0,0,0,0.0158894297189977,0.0232255316365742,0,0,0,0,0
X600031.SH,0.133441063104249,0,0,0,0,0,0,0,0,0,0,0,0.0669129545188625,0,0,0,0,0,0,0,0.141353572502949,0,0.0792652323402204,0,0,0,0,0,0,0,0.0266078709108657,0.0287150612106132,0,0,0,0,0,0.084781258334857,0.0885670413171056,0.0186222439462974,0,0,0,0,0,0,0,0,0,0,0,-0.0246415105529649,-0.0122307338238943,0,0,0,0,0,0
X002236.SZ,0,0,0.0899513901330301,0,0,0,0,0,0,-0.024578089794126,0,0,0,0,0,0,0,0,0,0,0,0.0262526084371053,0,0,0,0.130327757551139,0,-0.140319980318076,0.159711131161698,0,0,0,0,0,0,0,-0.124182416935104,0,0,0,0,0,-0.318756512510257,0,0,0,0.274945280795058,0,0,0.132482548393177,-0.448005165536893,0,-0.144230255155288,0.463555653727722,0,0,0,0,0
X000100.SZ,0,0,0,-0.0186744662780966,0,0,0.0658012133739964,0,0,0,0,0,0,-0.0419666660356263,0.0573689174504068,0,0,0,0,0,0,0,0,0,0,-0.00729550058718824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0552928531803312,0,0,0,0.00936337926521311,0.102984568634239,0.120341861492812,0,0.0378722621895191,0,0.0523649762484254,0.0181877118973668,0,0,0,0.0486966004887618,0,0
X600271.SH,0,0,0,-0.0107453175385801,0,0,0,0,0,0,0,0,0,0,0.0122975321132883,0,0,0,0,0,0,0,0.0788064078467829,0,0,0,-0.0587091537850339,0,0,-0.0970347850225311,0.214893741327966,0,0,0,0,0,0,0,0,0,0.000201109534046867,0,0,0,0,-0.0745342778100357,0.0530587591507707,0,0,0,0,0.0432801059782353,0,0.0549188519764512,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0.17705639845204,0,0,0,0.212814054390942,0,0.0608113546672472,0,0,0,0,0.0586774661549201,0,0,0.150240853638969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0563261229882429,0,0,0.00382247791864178,0,0,0,0,0,0
