,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X002304.SZ,X600276.SH,X000725.SZ,X000625.SZ,X000063.SZ,X600690.SH,X002292.SZ,X600703.SH,X600741.SH,X000100.SZ,X600066.SH,X600031.SH,X002236.SZ,X600118.SH,X002506.SZ,X002241.SZ,X000559.SZ,X002475.SZ,X000157.SZ,X600372.SH,X000568.SZ,X600177.SH,X002074.SZ,X000338.SZ,X300003.SZ,X002085.SZ,X300124.SZ,X600089.SH,X002294.SZ,X002456.SZ,X600867.SH,X002465.SZ,X002426.SZ,X600498.SH,X600699.SH,X601877.SH,X000050.SZ,X002007.SZ,X002049.SZ,X300001.SZ,X000869.SZ,X002180.SZ,X000977.SZ,X002129.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0.120648888541505,0,0,0.397625062866995,0,0,0,0,0,-0.0201708528851635,0,0,0,0,0.00930799319752659,0,0,0.00467672825227594,0,0,0,0.029757167891239,0,0,0,0,0,-0.0963076359080141,0,0,0,0,0,0,-0.0495474631665466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0906327727920268,0,3.46944695195361e-18,0,0,0,0
X600104.SH,0,0,0.114946088168171,0,0,0,0,0,0.0788035263036301,0,0,0,0,0.251680314321842,0,0,0,0,0,0,0,0,0,0,0,0,0.0478747197206358,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0.0123985086644527,0,0.134286246242905,0,0,0,0,-0.00262469593624478,0,0,0,0,0,0
X002415.SZ,0,0.0144969784136074,0,0,0,0.00388459878631595,0,0,0,0,0,0,0,0,0.207090343862481,0,0,0,0,0,0,0,0,0,0,0,0,0.187178735906799,0,0,0,0,0,0,0.0190630765173247,0,0,0,0,0,0,0.0948503763163629,0,0,0,0.107663653915976,0,0.0622284678882376,0,0,0.0497410908163882,0,0,0,0,0,0,0
X000651.SZ,0,0.0364664104137015,0.00290684629753118,0,0,0,0,0,0.11356564549701,2.71050543121376e-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.122002589693163,0,0.0134112298886042,0,0,0.0410394610578867,0,0,0,0,0.0762632384457793,-0.0976744205684484,0,0,0,0,0,0,0,0.0608022683362705,0,0.30134742018698,0.07076984815038,0,0,0.0368360157650801,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0440592536927231,0,0,0,0,0,0,0.0797372229489908,0.120832111654339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0.00197258452776856,0.0175487798497617,0,0.0539901071249597,0,0.178183506081786,0,0.0233760436340505,0,0,0,0,0,0,0
X002304.SZ,0.218152727017479,0,0,0,0.21089379188896,0,0,0,0,0,0,0,0.204900199963514,0,0,0,0,0.0311597330231751,0,0,0,0,0,0,0,0.214204594929123,0,0,0,0,0,0,0,0,0.00816594733686234,0,0,0,0,0,0.0424556592628664,0,0,0.0313434907451491,0,0.0216833911499991,0,0,0,0,-0.014232814786049,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.00618604798125297,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333350932778453,0.0470877999770725,0,0,0,0,0.0464291211115452,0,0,0,0,0,0.0374562821751718,0,0,0,0.00360371042267697,0,0,0,0,0,-0.0411389166633132,0,-0.00785119490651047,0,-0.0315424789276692,0,0,0,0,0
X000725.SZ,0,0,0.0654227206864704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0541288405382271,0,0.00381003551297932,0,0.157245148534478,0,0,0,0,0.103669088432294,0.0508685354132676,0,0,0,0,0.156686713228367,0,0.0357622765432365,0,0,0,0,0,0,0.0659802958331165,0,0,0,0,0,0,0.0738824760945643,0,0.00832497965381242,0,0,0,0,0,0,0
X000625.SZ,0,0,0,0.229180311658133,0,0,0,0,0,0.0886031379481943,0,0,0.155723607994285,0,0,0,0,0,0,0.0199012439365089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.16840434497101e-19,0,0,0,0,0,0,0.142682046274166,0.148839393528725,0,0.0384051203057567,0,0,0,0,0,0.00283762340636101,-0.0385545468208388,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0.143587252479577,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0.338003321472018,0,0.0914863813418125,0,0.027052430254669,0,0,0,0.0624692592673017,0.0150340859188286,0,0,0,0,0,0,0,0,0.0380141782552611,0,0.0746229818588199,0,0.0821014350140205,0,-0.0182044694328113,0,0,0,0,0,0,0
X600690.SH,3.46944695195361e-18,0,0,-0.223732488439463,-0.0991820317928683,0,0,0,0,0,0,0,0.191386723420098,0,0,6.93889390390723e-18,0.113852801809665,0,0,0,0,-0.0238086237653557,0,0.349753810379748,0,0,0,0.104568146088804,0,0,-0.0105203187413363,0,0,0,0,0,0.346050039217753,0,0,0,-0.404010494388883,0,0,0,0.140500443566601,0,-0.105883785271856,0,0,0,0.0812172185647129,-0.285049276132247,0,0,0,0,0,0
X002292.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14151741292588,0,-0.0543618566150075,0,0,0,0.0375418044492565,0.157500389126545,0,-0.0669542260747693,0,0,0,0.0274487302967125,0,0.188124020200609,0,0,0,0,0.255365881069746,0,-0.111705218689468,0.472882138618253,0,0,0,0,0,0.0590211719201914,-0.020586225389346,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0.0264209353145389,0,0,0,0,0,0,0,0,0,0.0347538642354027,0,0,0,0,0,0,0,0,0,0,0,0.0503811216028063,0,0,0.0453304235323928,0,0,0,0.147525890245874,0,0,0,0.06720607259721,0,0,0.0556262332276987,0,0,0.0918585951035941,0,0,0,0.281023975904528,0,0.00389818063651471,0,0,0,0,0,0,0
X600741.SH,0,0.235544277073188,0.188973815294254,0,0,0,0,0,0,0,0,0,0,0,0,0,0.112802883317913,0,0.00872296890292704,0,0.0544123746952815,0.0199372670528449,0,0,0,0,0.092883988912001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.073389053155697,0,0,0,0,0,0,0,0,0.00326363658546634,0,0,0,0,0,0,0
X000100.SZ,0,0,0.119549974224167,0,0,0,0,0,0.133801480475747,0,0,0,0,0,0,0,0,0,0,0.12120731284073,0,0.0432546156384864,0,0,0,0,0,0.0206239941710265,0,0,0,0,0,0,0.190358683297291,0,0,0,0,0,0.0792342819413025,0,0,0,0.00967297858412494,0,0,0,0,0,0.0208734076620491,0,0,0,0,0,0,0
X600066.SH,0,0,0,0,0,0,0,0,0,0,0,-0.0398853702582771,0.366376983621672,0,0,0,0,0,0,0,0,0,0,0,0,0,0.233026879239464,0.0675594960202659,0,-0.0174970065071728,0,0,0,0,0,0,0,0,0.094043839440534,0,-0.0706905064721355,0,0,0,0,0,0.036681281843937,0,0,0,0.00884632276927574,-0.0631249732970506,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0,0,0,0.0131021946074598,0,0,0,0,0,0,0,0,0.0542775923309583,0,0.0297927717968743,0,0.200394189374665,0,0,0.185095832989201,0,0.137914862793954,0,0,0,0.162079387080818,0,0,0.0384878794696678,0,0,0,0,0,0.0192305274578175,0,0,0,0,0,0,0.0301637000329594,0,0.0174249406551473,-0.0429025895003265,0,0,0,0,0,0
X002236.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.146238695320263,0,0.0734646145159579,0,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0.303719012680435,0.247512792443057,0,0.267991330816816,0,0,-0.0452712412421079,0,0,0,0,0,0.0289314987781917,0,-0.137859057682996,0,0,0,0,0,0
X600118.SH,0,0,0,0,0,0,0,0,0,0,0,-0.0311751958860905,0,-0.0255689787852438,0,0,0.0510394045951742,0,0,0.0912061706236829,0,0.180384385938855,0,0,0.241179033234382,0,0,0,0,0,0,0,0,0,0.379678862988288,0.0531164254848658,0,0,0,0,-0.0385015780047108,0,0,0,0.0325064606056853,-0.0351795914844746,0.021483324902399,0,0,0,0.0181316478340792,0,0,0,0,0,0,0
X002506.SZ,0,0,0,0,0,0,0,0,0,0,0,0.118430157428994,0,0,0,0,0,0,0.0869832548725793,0,0,0,0,0,0,0,0,0,0,0,0.0443939056704987,0,0,0.0029369732468918,0,0,0,-0.0263020042523951,0.229881405380357,0,0,0.0820471933263222,0,0,0,0,0.187356139317466,0.350810316427487,0,0,0.0171116662630954,0,0,0,0,0,0,0
X002241.SZ,0,0,0,0,0,0,0,0,0,0,0,0.173028455677636,0,0,0,0,0,0,0.0561363103301755,0,0,0,0,0,0,0,0,0.0994740422035933,0,0.0243185513231163,0,0.302306854365294,-0.151850229221485,0,0,0,0.216356932708221,0,0,0,0,0.105733509115203,0,0,0.131890514107168,0,0,0.0386700896688542,0,0,-0.000967459973418409,0,0,0,0,0,0,0
X000559.SZ,0,0,0,0,0,0,0,0,0,0,0,0.151087122119851,0,0,0,0,0,0.138635074516847,0.0935426237230624,0,0,0,0.0739934389630753,0,0,0,0,0.025956442474537,0,0,0,0,0,0,0,0,0,0,0,0,0.00302280024616148,0,0,0,0.198941040893324,0,0,0,0.357368683951705,0,-0.0237364868291712,0.056351433590124,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0228222327714358,0,0,0,0,0,0,0,0.0129331442099413,0,0.224843068271992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0260503571702609,0.0042450240348668,0.0105497860651746,0.351875575573045,0,0,0,0,0,0,0,-0.0346253481937484,0.0718202845462034,0,0,0,0,0,0
X000157.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.304015378582083,0.0271396352646383,0,0.113460656770839,0,-5.42101086242752e-20,0,0,0,0,0,0,0,0,0,0,0.0890420011537759,0,0,0,0,0,0,0,0,0.00651770655905314,0,0,0,0,0.0420671705184602,0,0.138882336311154,0,0.0259221329634879,0,0,0,0,0,0,0
