,X600519.SH,X600104.SH,X000858.SZ,X000651.SZ,X002415.SZ,X600276.SH,X002304.SZ,X000725.SZ,X600690.SH,X000063.SZ,X002475.SZ,X000338.SZ,X000568.SZ,X600031.SH,X600741.SH,X600703.SH,X300003.SZ,X601877.SH,X600271.SH,X002008.SZ,X300124.SZ,X600487.SH,X002236.SZ,X000596.SZ,X000100.SZ,X002456.SZ,X600809.SH,X600867.SH,X002007.SZ,X002179.SZ,X600498.SH,X600566.SH,X000661.SZ,X000625.SZ,X600066.SH,X300146.SZ,X002294.SZ,X600177.SH,X000157.SZ,X002506.SZ,X600089.SH,X000977.SZ,X002180.SZ,X000981.SZ,X002241.SZ,X300136.SZ,X300142.SZ,X600522.SH,X600372.SH,X000050.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0.369136720078632,0.00416471381199551,0,0,0,0,0,0,0,0,0,0,0,0,0.168569633349198,0,0,0,0,0,0.000966341675527971,0,0,0,0.105053201144273,0.00355832503446759,0,0,0.0542064722266598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00283575763518041,0.00624912325664109,0,0,0,0,0,0
X600104.SH,0,0,0,0,0.191166763563239,0.0699573224313976,0,0,0.312561379222399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.277370628598655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0672633207488297,0,0,0,0,0,0,0,0.121677097668898,0,0.0223695236177674,0.0328131314564871,0,0,0,0,0,0
X000858.SZ,0,0.156566573831391,0,0,0,0,0.064509768631162,0,0,0,0,0,0.293294904270917,0,0.0130368069043977,0,0,0,0,0.0170181334466337,0,0,0.0502297649442719,0.0343014120691639,0,0,0.0937462612506093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000476087825537347,0,0,0,0,0,0,0
X000651.SZ,0.261531196453129,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0.139492309662796,0,0,0,0,0,0,0.022543866347124,0.0604932595737309,0,0,0.156465831055974,0,0,0,0.0426288255516123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012423073914506,0,0,0,0,0,0.0440330684454162,0,0,0,0.00686288202212375,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0.146303183292112,0,0,0.568997824992055,0.00189265193806067,0,0,6.93889390390723e-18,-1.73472347597681e-18,-0.0326840763323668,0,0.108062858244207,0,0,0,0,0,0,0,0,0,0,0,0.0724389903792506,0,0,0,0,0,-0.082615955700064,0,0.177964624785237,0.0283023434964279,0.0846567239474999,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0.0303861606570284,0,0,0,0,0,0.255410954899789,0,0,0,0,0,0.194554864485517,0,0,0,0,0,0.152522402545474,0,0,0.0404025223253261,0.0461642717390634,0,0,0.225469391416953,0.0949089589828454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0280347770453774,0.0316951114760189,0,0,0,0,0,0
X002304.SZ,0,0,0.477336489324072,0,0,0,0,0,0,0.184167078379571,0,0,0.504859461459109,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0451027703730375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.155515779985535,0,0,0,0,0,0,0,0,0.0201018026290773,0.0275557003728,0,0.0646053539094669,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17156977481008,0,0,0.471486199070221,0,0,0,0,0,0,0,0.092149375869497,0,0,0,0,0,0,0,0,0.00696448681689533,0.166978981659046,0,0,0,0,0,0.186980985471683,0,0,0,0.0498571936364015,0,0,0,0,0,0
X600690.SH,0,0.0209059867177281,0,0,0,0,0,0,0,0,0,0,0.166910512010754,0,0.109804891270607,0,0,0.0376566112439573,0,0,0.373205452281519,0,0,0,0,0,0,0,0,0,0,0,0,0.160882198408324,0,-0.0594810875293645,0,0,0,0,0,0.117481614248295,0,0.0712521323998567,0,0,0,0,0,0,0,-0.0121661407085318,-0.0529345183765687,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0.190781912647195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0790907627797846,0,0,0,0.378207855162816,0,0,0,0,0,0,0,0,0,-0.0996003673415445,0,0,0,0,0,0,0.308741618409471,0,0,0,0,0.0726742394164654,0,0,0,0.023609857571889,3.46944695195361e-18,0,0,0,0,0,0
