,X600519.SH,X600104.SH,X002415.SZ,X600276.SH,X000651.SZ,X000858.SZ,X002304.SZ,X000725.SZ,X600690.SH,X000063.SZ,X002475.SZ,X000568.SZ,X600031.SH,X000338.SZ,X600703.SH,X300003.SZ,X600741.SH,X601877.SH,X600271.SH,X002236.SZ,X002007.SZ,X300124.SZ,X002008.SZ,X000661.SZ,X600809.SH,X600498.SH,X000100.SZ,X600867.SH,X600487.SH,X600566.SH,X002179.SZ,X300146.SZ,X000625.SZ,X002456.SZ,X300142.SZ,X000596.SZ,X000157.SZ,X002294.SZ,X600177.SH,X600066.SH,X002180.SZ,X300136.SZ,X600089.SH,X600372.SH,X002506.SZ,X600522.SH,X002241.SZ,X000977.SZ,X600699.SH,X000050.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0.6168579671861,0.120526727994757,0,0,0.0791648530118702,-0.043543143831678,0,-0.0467450153055061,0,0,0,0,0,0,-0.0722592563605845,0,0,0,0,0,0,0,0.0132572745314606,0.014845014274899,0,0,-0.0318677527666563,0,0,-0.00371589977906354,0.222334615956917,0,0,0,0,0,0,0,0,0,0,0,0,0.0350361711949197,0,0,0.0073167054851539,-8.67361737988404e-19,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.130961000383199,0.218679468241797,0,0,0.178993624161873,0,0,0,0.0970655993671597,0.0939049957525938,0.0734205527218603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.179202122451333,0,0,0,0,0.0639008696908274,0,0,0,0,0,0
X002415.SZ,0,0.0939710694091736,0,0,0,0,0,0,0,0.0532240578774317,0,0,0,0,0,-0.0848308629616881,0,0,0,0.693748507158227,0,0,0.156854105579601,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0.154113022493293,0,-0.00563376496728981,0,0,0,0,0,-0.0184031653226383,0,0,-0.0363165040752603,0,0,0,0,0,0,0.0973652768317866,1.0842021724855e-19,0,0,0.134358253558205,0,0.0969555081378681,0,0
X600276.SH,0.0186834457362835,0.149528619994262,0.0613038147462355,0,0,0,0,0,0,0,0.0288038357545342,0.0131761636608474,0,0,0,0.368138878995982,0,0,0,0.0563485268034304,0,0,0.0374746338211101,0,0,0,0,0.0484703188055516,0,0.075922031936687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000373886516445463,0,0,0,-0.0117173621372367,0.00576122714623306,0,0,0,0,0,0
X000651.SZ,0.321307017745035,0,0,0,0,0,0,0,0.107584016045834,0,0,0.0229820027537776,0.0545248833467926,0,0,0.107582229551634,0.0584026398262292,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0.0116080749300168,0,0,0,0.00568087872151468,0,0,0.0561030013225055,0,0,0,0,0.0176259647229232,4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0.0212529988036163,0,0,0,0,0,0.272372296236196,0
X000858.SZ,0.248766314296844,0,0,0,0,0,0.13881382269312,0,0.0552228885935082,0,0,0,0,0.00366694237648722,0,0,0.16595074706932,0,-0.0149173641853614,0,0,0,0,-0.0279061643456748,0.180588434141524,0,0,-0.0386874409508476,0,0,0,0,0,0,0,0.187810799987005,0,0,0,0.0231152756164224,0,0,0,0,0,0,0,0,-0.0248925173857858,0,0,0,0.0308077763861175,0,0,0,-0.0316151405171551,0,0
X002304.SZ,-2.77555756156289e-17,0,0,0,0,0.297765854542219,0,0,0,0,0,0.309268460530227,0,0,0,0,0,0,0,0,0,0,0,0,0.076797036606875,0,0,0,0,0,0,0.17413370600183,0,0,0,0.308271726269184,0,0,0,-0.0633597006426585,-0.0292974612579119,0,0,0,0,0,-0.0459850099605188,-0.0691309994522218,0,0,0.116751526874066,-0.00456002880664817,0.0572499737381111,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,-0.0558455135501086,0,0,0.00390882199900107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.236542748264152,0,0,0,0.0639552477499975,0.279369533087187,0,0,0,0,0,0,0.138001337549552,0,0,0,0,0.0473977473582014,0,0,0.0392783421639174,0,0,-0.0128859264346443,0,0,0,0,0,0,0
X600690.SH,0,0,0,0,0.22902891718104,0.0743640345593181,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0.0477261679196057,0,0,0,0,0.173886351545473,0,-0.00434425038323789,0,-0.1250906898297,0,0.0145097026350895,0,0,0,0,0.0882101569168135,0,0,0,0,0,0,0.164856902264029,0,-0.0264300685064979,0,0,0,0,0,0.347619184649823,0,0,-0.141052314645923,-0.00278653808758165,-0.0449095590044613,0,0,0,0,0,0
X000063.SZ,0,0,0.109020861887975,0,0,0,0,0,0,0,0.505031639813473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.192956385656108,0,0,0.271863395799104,0,0,-0.0162992277874716,0,0,0,0,0,0,0,-0.0642383343773214,0.0169609281543693,6.93889390390723e-18,0,0,-0.240597420077448,0,0,0,0,0.0818436739005848,0,0.03102893727345,-0.159473426165661,0,0,0,0.057018936068816,0.00788408703875081,0
