,X600519.SH,X600104.SH,X002415.SZ,X000858.SZ,X002304.SZ,X600276.SH,X000725.SZ,X000625.SZ,X600690.SH,X000063.SZ,X600703.SH,X600271.SH,X600741.SH,X600066.SH,X002241.SZ,X000100.SZ,X002292.SZ,X002236.SZ,X600031.SH,X600177.SH,X600118.SH,X002475.SZ,X600372.SH,X000559.SZ,X000568.SZ,X002506.SZ,X000157.SZ,X000338.SZ,X300003.SZ,X002426.SZ,X002085.SZ,X002007.SZ,X002074.SZ,X300124.SZ,X002456.SZ,X600867.SH,X000981.SZ,X000050.SZ,X002294.SZ,X002180.SZ,X600089.SH,X000869.SZ,X002465.SZ,X600498.SH,X600699.SH,X601877.SH,X002508.SZ,X002249.SZ,X002179.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.148597017513167,0,0,0,0,0,0,0,0.00802163622586854,0,0,0,0,0,0,0,0.0315213411945048,0,0,-0.00589746362296272,0.131452541679338,0,0,0,0,0,-0.0497758292294821,0,0.255579764795067,0.0871242573557439,0,0,-0.109126813292203,0,0,0,0.015618326426963,0,0,-0.274694934291635,0,0.0361422188960593,0,0,0,0,0,-0.0526193211973675,0.0121749916276151,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0.104875759269105,0.11840847100287,0,0,0,0.209850289371449,0,0,0,-0.0378058115131328,0,0,0.03992665468883,0,0,0.0426019734000093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0207075627709692,0,-0.0360755682008957,0,0,0,-0.012596062310949,-0.0307900981869922,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0.0261547606137024,0,0,0,0,0,0.124828038634511,0,0.080401693188637,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0.10078948722058,0,0,3.46944695195361e-18,0.05735306118039,0,0.059063281733776,0,0,0.0193098337199948,0,0,0,0,0,0,0,0,0.0351915731972588,0,0,0,-8.67361737988404e-19,0,-0.00365308205966078,0,0,0,0,0
X000858.SZ,0,0,0,0,0.17320563791049,0,0,0,0,0.0207248326233995,0,0.00406614581131333,0,0,0,0,0.00881196078579148,0,0,0,0,0.00826606020301743,0,0,0,0.0978922690256468,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0.0775118485306085,0,0,0,0.187055865006305,0,0,0,0.0237263820630594,0,0,0,0,0,0.0105875047368579,0,0,0,0,0,0
X002304.SZ,0.0917629415057104,0,0,0.640870197783483,0,0,0,0,0,0,0.0222191105541006,0,0,0,0,0,0,0,0,0,0,0,0.140543978511738,0,-5.42101086242752e-20,-0.0708207185443848,0,0,0,0,-0.0571624763755457,0.0894749161102194,0,0,0,0,0,0,0,-0.0430689236987597,0,0,0,0,0,0,-0.167228698200949,0,0,0,0,-0.00362545169788285,0,0,0,0,0,0
X600276.SH,0,0.251265136914809,0,0,0,0,0,0,0.00888952522240327,0,0,0,0,0,0,0,0.00449720454473987,0,0,0,0,0,0,0.0110308951327918,0,0,0,0,0,0,-0.0402992816823749,0,0.0368054968157221,0,0.0225258858310678,0,-0.0684592828341149,0,0,0,0,0,0,0.24135663946045,0,0,0,0,0,0,-0.0442362077003389,0,0.0259959141217374,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0383307138874401,0,0,0,0,0,0,0,0.00375969452115621,0.190706519782181,0,0.103252585463236,0,0.161229317679415,0,0,0,0.0407690589877301,0,0,0.0882016382874767,0,0,0.0719111356576594,0,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0
X000625.SZ,0,0.0292878144484047,0,0.387949577317661,0,0,0,0,0,0,0,0,0.0928433713473224,0,0,0,-0.0391924838610025,0,0,0,0,0,-0.0651671883375898,0,0,0.0235240551664884,0,0,0,0.029256468178716,0,0,0,0,0,0,0,0.259488304364873,0,0,0,0,0,-0.0769482174935397,0,0,0,0,0,0,0.161456703554119,0,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0292672158813764,0,0,0,0,0.0587915740651133,0,0,0,0,0,0,-0.125481043635658,0,0,0.0538846895007761,0,0,0,0.0791208399333382,0,0,0,0,0,0.0236069369724996,0,0,0.365407786469949,0.141966863890277,0,0,0,0,0,0,0.0529657175737552,0,0,-0.00318174275674879,0,0,0,0,0,0
X000063.SZ,0,0,0,0.200218350594451,0,0,0,0.253182257359785,0,0,0,0,0,0,0,0,0,0,0.164013436446356,0.121351199593696,0.0190265575490701,0.171936247773604,0,0,0,0,0,0,0,0.112179045716671,0,0,0,0,0,0,0,0,0,0.0462400714516251,0,0,0,0,0,0,0,0,0,0,-0.086765245708621,0,0,0,0,0,0,0
X600703.SH,0,0,0,0,0.110710784273939,0,0,0,0,0,0,0,0,0,0,0,0.0931257144504649,0.0498258598409081,0,0,0,0,0,0,0.0378647307611309,0,0,0,0,0,0,0,0,0,0.0464476760499796,0,0.0243196090861183,0.079168936679089,0,0,0,0,0,0,0,0.0233190914715233,0,0,0.0534686417581751,0,-0.00583619281573323,-0.0154713953272735,0,0,0,0,0,0
