,X600519.SH,X600104.SH,X002415.SZ,X000858.SZ,X000651.SZ,X000725.SZ,X600276.SH,X002304.SZ,X000063.SZ,X600690.SH,X600703.SH,X000568.SZ,X600741.SH,X002475.SZ,X002236.SZ,X600031.SH,X000338.SZ,X000625.SZ,X002456.SZ,X002241.SZ,X002008.SZ,X600487.SH,X000100.SZ,X300136.SZ,X601877.SH,X600066.SH,X600809.SH,X002508.SZ,X300124.SZ,X600522.SH,X002294.SZ,X600271.SH,X300003.SZ,X600867.SH,X002085.SZ,X600089.SH,X000981.SZ,X600498.SH,X002129.SZ,X000596.SZ,X600177.SH,X000157.SZ,X600699.SH,X600118.SH,X300142.SZ,X002179.SZ,X000661.SZ,X600566.SH,X002049.SZ,X600584.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.499084592425401,0,0,0.0927864385144816,0.0188859743188377,0,0,0,0,0,0,0,0,0,0,0,-0.0691357194963599,0.0825125240353576,0,0.00103869517493203,0,0.0559947346916395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10860703180335,0.127460678962223,0,0,0.0699107835802687,0,0,-0.0816272227293899,0,-0.0310199274591772,0.0558999978364384,0,0,0,0,0,0
X600104.SH,0,0,0,0,0.11204778247001,0,0,0,0,0,0.0541920184157323,0,0.147290121564327,0.131106946055644,0,0,0,0,0,0,8.67361737988404e-19,0,0.138418284534753,0,0,0,0,0,-0.0168486426497347,0,0,0,0,0.0852332664195085,0,0,0,0,0,0,0,0,0,0,0.0182265620138109,0,0,0,0,-0.0976668540539661,0,-0.0431313162672798,0.0599895096763997,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00311704276251141,0.224100439462643,0,0,0,0,0,0.281353901771004,0.186784737257149,0.0229871554696775,0.0101053930592338,0.0796773620490962,0,0,0,0.0135525062632349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0715902665798146,0,0.0266491930670189,0.0427947711086459,0,-0.0176177160658526,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0.108103200043284,-0.0809396830870626,0,0,0.352178937220216,0,0,0,0,0,0,0,0,0,0.0407885567523592,0,0,0,0,0.27359625401213,0,0,0.0690416988557537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0179521152425068,0,0.0124387221224987,0,0,0,0,0,0,0
X000651.SZ,0,0.221374522348768,0,0.168230006360396,0,0,0,0,0.0727538642724673,0,0,0,0,0,0,0,0,0,0,0,0,0.0018398343975867,0,0,0,0,0,0,0,0.0216720345876281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0506033098921622,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0.115371091438391,0.369826584787252,0,0,0,0,0,0,0.122462030288745,0,0,0,0,0,0,0,0.0583626232530409,0.0232400500836476,0,0.211243269735767,-0.119850172885828,0,0,0,0,0,0.137114530949022,0,0,0.0982978801217798,0,0,0.149349644613743,0,0,0,0,0,0,0,0,-0.0558115203411723,0.278925831634285,0,-0.089280080605085,0.128241196845813,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0.0880833922337055,0,0,0,0.0835705716244038,0.0843874177043056,0,0,0,0,0,0,0,-0.0714646138807044,0,0,0.0100977879099127,0,0,0,0,0,0,0.19630846043035,0,0,0,0,0,0,0,0,0,0,0.029437722850718,0,0,0,0,0.121162345967195,0,0,0,-0.0965398836483797,0,0,-0.0298582948044131,0.0644675033217569,0,0,0,0,0,0
X002304.SZ,0.28963928305084,0,0,0.0247497961973706,0,0,0,0,0,0,0,0.263985581968788,0.0895814834645454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0580254496676509,0,0,0,0,0,0,0,0,0,0,0,0.113642611768945,0,-0.0134491368157738,0,0,-0.0334624329804278,0.0232807680552232,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0.263020773585403,0,0,0,0,0,0,-0.0980178805468278,0,0.214000433530547,0,0,0,0,0,0,0,-0.0429249071560723,0,0,0,-0.0302256106453102,0,0,0.261042965778392,-0.192676101252303,0.148186761330785,0,0,0,0,0,0.289609352555351,0,0,0,0,0.0971179589189544,0,0,0,0,0,0.121899611324883,0.164776778593313,0,0,0.0303902190203146,-0.047524800342444,0,0,0,0,0
X600690.SH,0,0,0,0,0.145280450204258,0,0,0,0,0,0.103095587137323,0,0.0569495601987241,0.0169839678267751,0.133669421434023,-0.175203465011875,0,0,0,0.167653546501363,0.107316928983635,0,0.122774957902145,0,0,0,0,0,0,0.10142047571765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.174449404406409,0,-0.00703257932799836,-1.73472347597681e-18,0,0,0,0,0,0
