,X600519.SH,X000858.SZ,X002415.SZ,X600809.SH,X600276.SH,X000568.SZ,X600690.SH,X000651.SZ,X002475.SZ,X003816.SZ,X300124.SZ,X600104.SH,X002304.SZ,X002371.SZ,X000625.SZ,X000725.SZ,X000063.SZ,X000338.SZ,X000596.SZ,X600031.SH,X000100.SZ,X300014.SZ,X600089.SH,X002179.SZ,X000157.SZ,X600703.SH,X002236.SZ,X002049.SZ,X002241.SZ,X000977.SZ,X600372.SH,X002463.SZ,X002129.SZ,X600741.SH,X000661.SZ,X600584.SH,X600522.SH,X601877.SH,X002028.SZ,X600183.SH,X601799.SH,X600066.SH,X000800.SZ,X000921.SZ,X002156.SZ,X002007.SZ,X600418.SH,X002074.SZ,X002180.SZ,X002223.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.204712773543293,0,0.213684996153372,0,0.091843630493412,0,0,0.185978409937999,0,0,0,0,0,0,0,0,0,0,0,0,0.00980318209349808,0,0,0,0,0,0,0,-0.113161030904935,0,-0.00474615001923932,0.022949333724297,0,0,0,0,0,0,0,0.0391162989223277,0,0,0,0,0,0,0,0,0,0,0.00712891883149986,0,0.0305246010677155,0,0,0,0,0
X000858.SZ,0,0,0,0.165710672866664,0,0.390518403360017,0,0,0,0,0,0,0,0.0162512703440125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.109061911137985,0,0,0,0,0,0,0,0,-0.0356653806595668,0,0,0.0694994891480922,0,0,0,0.000149774986376987,0,0,-0.0149064811049173,0.0155760397122796,0,0,0,0,0,0
X002415.SZ,0,0.14774971832857,0,0,0,0.022372989941959,0,0,0,0,0.172077648525652,0,0,0,0.0520409286941589,0,0,0,0,0,0,0,-0.0727761772530153,0.137041165699876,0,0,0.040481535762806,0,0,0,0,0,0,0,0,0.0680928540104352,0,0,0,0,0,-0.024030220803614,3.46944695195361e-18,0,0,0,0,0,0.104921632446715,0,0,-0.0158991789936788,0,0,0,0,0,0,0
X600809.SH,0.0283969514860034,0,-0.114451714115487,0,0,0.540925111066379,0,0,0,0.16749397891355,0.0522640260734608,0,0.144902180684,0,0,0,0,0,0.330104548005455,0,0,0.00880645257929902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.12152603920252,0.01423450788319,0,0,0,-0.129029336563629,0,0,0,0,0,0,-0.017532466122315,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,-0.161166095082881,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0428501165756986,0,0.0354408988678789,0,0,0.0377035980602946,0,0,1.38777878078145e-17,0,-0.0536573757810144,0,0,0.443660045407182,0.164819236687748,0.0311662965966782,0,0,0,0.109066320158976,0,0,0,0,0.160780478087545,0,0,0,0,-0.0865819398893078,-8.67361737988404e-19,-0.00481113627982908,0,0,0,0,0,0
X000568.SZ,0,0.712544608935157,0,0.038910089036308,0,0,0,0,0,-0.068588756125172,0,0,0.172843175844422,0,0,0,0,0,0,0,0.123282535654381,0,0,-0.0922507750737371,0,0,0,0,0,0,0,0,0.0197369565340601,0,0,0,0,0,0,0,0,0,0,-0.0208509652993079,0,0,0,0,0,0,0,0,0.0169590712240517,0,0,0,0,0,0
X600690.SH,0,0,0,0.12417618655241,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0157129074092326,0,0,0,0,0.0178799845678452,0.088993325221711,0,0,0,0,0.0374089014234569,0,0,0,0,0,0,-0.14249624311627,0.114940933874141,0,0,0.0791254544594808,0,0,0,0,0,0,0,0,0.011040677872583,-0.0428269937674803,0,0,0,0,0
X000651.SZ,0,0,0,0.191144665706278,0,0,0.0906875304204578,0,0,-0.0343181257823754,0,0,0,0,0,0,0,0,0.0607424476223246,0,0,0,0,0,0,0,0.216038136229434,-0.41142974505248,0,0.323565852272611,0,-0.0378179716640322,0,0.758233583533774,0,0,-0.159087004475583,0,0,0.109457326896356,0,0,0,0.355078515409316,-0.12887876267598,0,-0.0405577650427506,0,0.0550801869103412,-0.126480849484544,0,0.0151109315100338,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0.104727354605404,0,0.127134882794673,0.0625216190116476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0435902553246341,0,0,0,0,0.587174985829222,-0.0882160607401874,0,-0.154175898882625,0,0,0,0.105073453063305,0,0,0,0,0,-0.00835106175491834,0,0,0.119487953866884,0,0,0,0,0,0,-0.0244709003834175,0,-0.151732543915076,0,0,0,0,0
X003816.SZ,0,0,0,0,0,-0.0133560545698795,0,0,0,0,0,0.153629782563835,0,0,0,0,0,0,0,-0.128245338243596,0.0710085115635967,0,0.36857224054662,0,0,0,-0.146852911298789,0,0,0,0,0.00120130585057075,-0.165985359052239,0,0,0,0,0,0,0.0368903845954591,0,0.192781861969098,0,0.260142570872324,0,0,-0.162669148535065,0,0.0863894391333772,0,0,-0.0453207681295203,0,0,0,0,0,0,0
X300124.SZ,0,0,0.106022742939303,0,0,0,0,0,0,0,0,0.221934392091383,0,0.204640357171627,0,0,0,0,0.0667425317811066,0,0,0,0,0.274929663708418,0,0.0439424541102747,0,0,0.185280541385351,0,0,0.193697454768363,-0.158847214961194,0,0,0,0,0,0,0.07039334445013,3.46944695195361e-18,-0.0847032082019814,0,0,-0.129054855345848,0,0,-0.341932404385919,0,0,0,0,0.00289235888715553,0,0,0,0,0,0
X600104.SH,0,0,0,0.068430663528851,0,0,0,0,0,0,0.174803316528769,0,0,0.000113458515959484,0,0,0.0460317682089642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05597113235447,0,0,0,0,0,-0.022801686568627,0,0,0,0,0,0,0,0,0.00977770551176843,-0.0303769068732709,0.0501450099125886,0,0,0,0,0,0
X002304.SZ,0,0.0610250699305773,0.0876179934720452,0,0,0.369501324575292,0,0,0,0,0,0,0,0,0,0,0,0,0.00502970487481206,0.0182594829465941,0,0.149032008707842,0,0.00170048522115997,0,0,0,0,0,0,-0.0739450672089881,0,0,0,0,0,0,0,0,0,0,0.0660105225075996,0,0,0,0,0,0,0,0,0,-0.0169048819787273,0.00899089635611083,0,0,0,0,0,0
X002371.SZ,0,0.16037186971057,0,0,0,0,0,0,0,0.0327741272591174,0.00861125780058167,0,0,0,0,0,0.286487150468016,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0400730205410632,0,0.156260645742264,0,0,0,0,0,0.083372351137402,0.171826027912531,0,0.00189403026344379,0,0,0,0,-0.0505589936519938,0,0,0.0722831565055284,0,0,0.0287648346798239,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0,0,0,0,0.256506952089634,0,0,0,0,0,0,0,0,0,0,0,0,0.105876956705488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0253388633692656,0,0,0,0,0,0,0,0,0,0.448297175532925,0,0.00209262088987788,0,0,0.0259275327754303,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0.170084571095879,0,0,0,0,0,0,-0.00242209327352922,0,0,0,-0.120625796701754,0,0,0,0,0,0.353818160442458,0,0,0,0,0.141523135497588,0.0996976976707401,0,0,0,0,-0.0845405708503855,-0.0811417357328283,0,0,0,0.0838336580295985,0,0,0,-0.00758562111417612,0,0,-0.0595287000268144,0,0,0,0,0,0,0,-0.00606690245196183,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.137020153651959,0,0,0,0,0,0,0,0,0,0,0,0,0,0.272402548040579,0,0.118592727469667,0,0.0255809756018113,0,0,0,0,0.201899204144845,0,0,0,0,-0.0464006579531723,0,0.146060844289348,0,0,0,0.0537633042889093,0,0,0,-0.025732645748937,0,0,0,0,0,0,0
X000338.SZ,0,0,0,0,-0.0563448573173219,0,0,0.0102907973903128,0,0.0360869638314499,0,0,0,0.0169210809612847,0.0371691345748461,0,0,0,0,0,0,0,0.0708024196326427,0,0.222832655905441,-0.121807544960276,0,-0.0679319344823963,0,0,0,0,0,0,0,0,0,0,0.0477066126468223,0.146040590141682,0,0.0248729970688205,0,0,0,0,0.158137215217186,0,-0.0539591048637582,0,0,-0.043089121313443,0.0473711567114686,-0.0867387000964511,0,0,0,0,0
X000596.SZ,0,0,0,0.181214030568203,0,0.435888320843833,0,0,0,0,0,0,0,0,0.10455346064349,0,-0.0496351447777907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000206713431412458,0,0,0.128611172804244,0,0,0,0.013588020397989,0,0,0,0.0246122380613306,0,0,0,0,0,0,0,-0.0101682119760086,0,0,0,0,0,0,0
X600031.SH,0,0,0,0.0258369628645091,0,0,0.0195723976767226,0,-3.46944695195361e-18,0,0,0,0.0833977167735427,0,0,0,0,0,0.0509118444304439,0,0,0,0,0,0.0132410142964973,0,0,0,0,0,0,0,0,0,0,0,0.0706240846940552,0,0,0,0,0.0184649403776844,0,0,0,0,0.052557098492612,0,0,0,0,-0.0017140207627719,0.00391688870758091,0,0,0,0,0,0
X000100.SZ,0,0,0,0,0,0.0219569037291507,0,0,0,0,0,0,0,0,0,0.250575247894233,0,0,0,0,0,0.0940083043595652,0,0,0.00365532601169719,0,0,0,0,0,0,0,0,0,0,0,0.182602306428706,0,0,0,0,0.162805765462012,0,0,0,0,0,0.00945206283431142,0,0,0,-0.0129103178030434,0.0245549788949037,0,0,0,0,0,0
X300014.SZ,0,0,0,0,0,0.0884189032785794,0,0,0.0628595986587405,0.0796767234276643,0,0,0,0,0.115634240538423,0,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0.130624597167361,0,0.211998061716391,0,0,0,0,0,0,0,0,0,0,0,-0.0156175667814761,0,0,0.451509802879787,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0
X600089.SH,0,0,0,0,0,0,0,0,0,0.135244230466614,0,0,0,0,0,0,0.173696707557532,0,0,0,0,0,0,0.102167276906368,0,0,0,0,0,0,0,0,0,0,0,0,0.0368781876501144,0.124363679353226,0,-0.0489588079353986,0,0,0,0,-0.0536241151308097,-0.0225317797180858,-0.0666697436396809,0.0919558337381016,0,0,0.0388786507042024,0,0,-0.064459015444638,0,0,0,0,0
