,X600519.SH,X600104.SH,X002415.SZ,X000858.SZ,X000651.SZ,X000725.SZ,X600276.SH,X002304.SZ,X000063.SZ,X600690.SH,X600703.SH,X000568.SZ,X600741.SH,X002236.SZ,X002475.SZ,X002241.SZ,X000338.SZ,X600031.SH,X002456.SZ,X000625.SZ,X600487.SH,X601877.SH,X002008.SZ,X000100.SZ,X300136.SZ,X600066.SH,X600522.SH,X300124.SZ,X600809.SH,X002508.SZ,X300003.SZ,X600867.SH,X600089.SH,X600271.SH,X002294.SZ,X600498.SH,X002085.SZ,X600699.SH,X000981.SZ,X000050.SZ,X000157.SZ,X300142.SZ,X600177.SH,X000596.SZ,X600584.SH,X600566.SH,X000661.SZ,X002179.SZ,X600118.SH,X000559.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.264048814909699,0,0,0.194743330602249,0.132123948435975,0,0,0.0417566264838912,0,0,-0.0318319235235719,0,0,0,0,0,0,0,0.0948442915679253,0,0.055391323395771,0,0,0.0825610151689306,0,0,0,0,0.0180668301874642,0,0,0,0,0,0.0154912106578106,0,0,0,0,0,0,0,0,0,0.0207398802275092,0,0.0782129002372588,0,0,0.0275392810777814,0,0,0,0,0,0
X600104.SH,0,0,-0.105836721811635,0,0,0,0,0,0,0,0,0,0.308755063639839,0,0,0,-0.0502246392752905,0,0.0498461256606927,0,0,0,0,0,0.0542671967455653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0911822197028026,0,0,0,0,0,0,-0.067397211968407,0.0606836235494818,0,0,0,0,0,0
X002415.SZ,0,0,0,-0.00652214930368614,0,0,0,0,0.0206494627883971,0,0,0,0,0.253712223042911,0,0,0,0,0,0,0,0.158250142671942,0.166257858784541,0,0,0.0420389124269262,0,0.195060623363276,0,0,0,0.167286374257477,0,0,0,0,0,-0.0135614313009316,0,-0.0937103265548743,0,0,0,0,0,0,0.0315177172983277,0,0,0,0,0.00659811233941172,0,0,0,0,0,0,0
X000858.SZ,0.0469432097227093,0,0,0,0,0,0,0.126442964665772,-0.028558155091309,0,0,0.374448337935532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.247035628285927,0,0,0,0,0,0,0,0,0.0272867777226792,0,0,0,0,0,0.0107251919799198,0,0,0,0,0,0.0705515369780454,0,0,-0.00893131684493752,0,0,0,0,0,0
X000651.SZ,0,0.25689162551798,-0.0748562921245283,0.175779844483334,0,0,0,0,0,0,0,0,0.0357306126832047,0.101675973982326,0,0.0453443643815126,0,0.147976013449922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.065003631263673,0,0,0,0,0,0,0,0,0,0,0,0,-0.00134284213831658,-0.0027620858909737,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,-0.0847842514830016,0.053964125359986,0,0,0,0,0,0.189323680935664,0,0.0865082530772642,0,0,0,0,0,-0.123012970906725,0.11070882357466,0.156113733926313,-0.0529982586678355,0,0,0,0,0,0.260263587880513,0,0,0,0,0,0,0,0.390575905083679,0,0,0,0,0,0,0,0,0,0,0,-0.0297583322547169,0.0367806494592636,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0.213621573797155,0,0,0.153826039711392,0,-0.00897060731302525,0,0,-0.230905009347266,0,0,0,0,0,0,0,0,0.183013878377405,0,0,0,0,0,0,0.176067146011712,0,0,-0.0703425068146735,0,0,0,0,0,0,0,0,0,0,0,-0.0360304742005817,0,0,0.0189044211383178,0,0,0,0,0,0
X002304.SZ,0,0,0,0.452632786281668,0,-0.0160540824908928,0,0,0,0,0.0850983836889556,0,0,0,0,0,-0.0135216082851102,0,0,0,0,-0.0240557077935221,0,0,0,0,0,0,0,0,-0.0809308528040621,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,-0.0317525959800051,0,0.064396787164092,0.015578802103235,0,0.0564906040540011,0,0.0413523919549377,0,0,0,0,0,0,0
X000063.SZ,-0.0586800164618254,0,0,0,0,0.38665296996461,0,-0.233934347119038,0,0,0,0,-0.0989712000906317,0.0128794676077388,0,0,0,0,0,0,0,0,0.0342339482143661,0,0,0,0,0,0,0,-0.152891287156643,0,0,0,0,0.220713448439775,0,0,0,0,0,0,0,0,0.238691507621018,0,0,0,0,0,0,0,0.0173564739351933,0,0,0,0,0,0
X600690.SH,0,0.0214691830371717,0.109881077752666,0,0,0,0,0,0,0,0.0603232610898354,0.0639717925490731,0,0,0,0.0319914009323571,0,0,0.0534316651158734,0,0,0,0,0,0,0,0.235834037120625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00464436909576447,-0.219811688937615,0,0.112229011644528,0,0,0,0,0.039963160637121,-0.0125084829268796,0,0,0,0,0,0
