,X600519.SH,X000858.SZ,X000568.SZ,X002415.SZ,X600809.SH,X600276.SH,X600690.SH,X002475.SZ,X002304.SZ,X000651.SZ,X300124.SZ,X000063.SZ,X600104.SH,X000725.SZ,X000625.SZ,X003816.SZ,X600031.SH,X002371.SZ,X000596.SZ,X300014.SZ,X002129.SZ,X000338.SZ,X002179.SZ,X600703.SH,X600089.SH,X000100.SZ,X002049.SZ,X600372.SH,X002236.SZ,X000977.SZ,X600741.SH,X002241.SZ,X601877.SH,X000661.SZ,X000157.SZ,X600584.SH,X600522.SH,X600702.SH,X002074.SZ,X002180.SZ,X000733.SZ,X300142.SZ,X600460.SH,X000800.SZ,X002007.SZ,X002463.SZ,X601799.SH,X000066.SZ,X300003.SZ,X600487.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.303244911598155,0.129559758259762,0,0,0.0281185495745712,0,0,0,0,0,-0.025319320662224,0,0,0,0,0,0,0,0,0.0831007359967483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0640006243655381,0,0,0,0,0,0,0,-0.0673449448078118,0,0,0,0,-0.0333612202753999,0.00929215366471672,0.0497683643573501,0,0,0,0,0,0
X000858.SZ,0.0658177817535239,0,0.638415201707683,0,0,0,0.0344270509904867,0,0,0.0359905240332118,0,0,0,0,0,0,0.106237210539075,0,0,0,0,0,0,0,0,0,0,0,0,-0.000431468141478778,0,0,0,0,0,-0.0787322335424633,0,0.0671926849506333,0,0,0,0,0,0,0,0,0,0,0,0,0.0401920925011812,-0.00661557678055928,0.0221964774600628,0,0,0,0,0,0
X000568.SZ,0.330258729260691,0.263165543257439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.097824050638258,0.0616286889444874,0,0,0,0,-0.0170767398749384,0,0,8.67361737988404e-19,0,-0.0402698533986036,0,0,0,0,0,0,0,0,0.262616179108252,0,0,0,0,0,0,0,0.00877320407532898,-0.0499391294748031,0,0,0,0,-0.0169187543181405,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.2443119728264,0,0.328944825656198,0,0,0.0980413718534928,0,0,-0.106733148554761,0.184115134560788,0,0,0,0,0.291214601897837,0,0,0,0,0.042861811559484,0,0,-0.0600157794673428,0,0,0.0408050151399264,0,0,0,0,0,-0.0645458850418783,0,0,0,0,0,0,-0.0132398701693913,0,0,0,0,0,0
X600809.SH,0,0,0,0,0,0,0,0,0.366405201220162,0,0,-0.0558296482426675,0,0,0,0,0,0,0,0.047524434918703,0,0,0,0.0387290181465435,0,0,0,0.101374597092572,0,0,0,0,0,0,0,0,0,0.116504326054088,0,-0.130852844198022,0,0,0.120694438053991,0,-0.199074555467441,0,0,0,0,0.0707622232388801,0.0846709349361218,0.0766520850463007,0.099245723485343,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0.0860448157260486,0,0,-0.337657977725245,0,0,-0.0764691030751537,0.272719360411976,0,0.199136229857142,0,0,-0.325863301858225,0,0,0,0,-0.183059517955722,0.2394717780615,0,0,0,0.192815390733207,0,0,0.273563464312978,0,0,0,0,0.182847844355043,0,0,0,-0.0548747705846855,0.0723253332316505,0,0,0,0,0,-0.0622719842504961,0,0,0,0,0,0
X600690.SH,0,0,0,0.065985891990687,0,0.238368155651316,0,-0.0260945887638315,0,0.340572535895982,0,0,0,0.122127421245673,0,0,0.0828988676496792,0,-0.0532898090575564,0,0,0,0,0,0,0,0,0,0,0.0137716744168999,0,0,0,0,0,0,0.0310088081041412,0,0,-0.10736930204684,0,0.0974585779443931,0,0,0,-0.0384084121143822,0,0,0,0,0,0.0246125301041147,-0.00283509832678369,0.0973049158312083,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0.00786907636677366,0,0,0,0,0,0,0,0,0,0.129062225436271,0,0,0.0720449425276107,0,0,0,0,0.0800071274094899,0,0,0.548292505307161,0,-0.0804263081890291,0,0.418316104143813,-0.0773334651100718,0.00817070224900944,0,0,0.134340948120093,0,0,0,0,-0.0193386242233226,0.114845155065215,0,-0.0852328304148738,0,0,0.0552726759447492,-0.05699085995669,0,0,0,0,0,0
X002304.SZ,0,0.145661150972777,0.259025882486155,0,0,0,0,0,0,0.0728748939977881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0174542101501199,0,0,0,0,0,0,0,0,0,0,0,0.0632186756569817,0,0,0,0,0,0,0,0.0232861355421501,0,0.00824830142589038,0,0,0,0.0174067767524935,0,0,0,0,0,0,0
X000651.SZ,0,0.0401748611912438,0,0,0,0,0.218387741774792,0,0.505341021262938,0,0,0,0,0,0,0,0,0,-0.0924254507797838,0,0.181696879250998,-0.53042828959821,0,-0.0364845054193883,0,0,0.0829087710365081,0,-0.0259533528822286,-0.0311102532086934,0,0,0,0,0,-0.0303835124093479,0,0,0,0,0,0,0,0,0,0,0,0.136337941659989,0,0,0,0.05589798086919,-0.0241435992086849,0,0,0,0,0,0
