,X600519.SH,X600104.SH,X000725.SZ,X000651.SZ,X002415.SZ,X000858.SZ,X002304.SZ,X600276.SH,X000063.SZ,X000625.SZ,X600690.SH,X600118.SH,X000100.SZ,X600031.SH,X600703.SH,X600271.SH,X600372.SH,X000157.SZ,X000559.SZ,X000338.SZ,X002241.SZ,X002129.SZ,X600066.SH,X600741.SH,X600089.SH,X002475.SZ,X002236.SZ,X600839.SH,X600177.SH,X000547.SZ,X300124.SZ,X002465.SZ,X600582.SH,X000568.SZ,X002506.SZ,X600435.SH,X000016.SZ,X300003.SZ,X000800.SZ,X002294.SZ,X600252.SH,X002456.SZ,X000977.SZ,X000581.SZ,X002242.SZ,X002008.SZ,X600498.SH,X600060.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.256103419631254,0,0.0153589834301978,0,0,0,0,0.0865305919205225,0.0139830699293091,0,0,0,0,0,0,0,0,0,0,0.180615446670326,0,0,0,0,0.00528019706546384,0,0,0,0,0,0.042820394027447,0,0,0,0,0,0,0,0,0,-0.00263263501040541,0,0,0.0406459676400609,0,0,0,0,0,0.0262615445836615,0,0,0,0,0,0
X600104.SH,0.0797244589375828,0,0,0,0,0,0.328399174889258,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0885047634092591,0,0,0.0521973723189718,0,0.0640274798527421,0,0,0,-0.0356508833379664,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0753906376333193,-3.46944695195361e-18,-0.00682061953426902,0,0,0,0.0376909012899027,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0.0764938459087613,0,0,0,0,0,0,0.0986083738473036,0,0,0.190897456920785,0,0,0,0.0249282760398986,0.223205897029997,0,0,0,0,0,0,0,0,0,0.011347749048431,0,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0.131602947607866,0,0,0.000734051135723814,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0.17090336350639,0,0,0.144715707285169,0,0,0,0,0.0864034855354738,0.178327078669467,0,0,0,0,0.0146280122060074,0.111512771813765,0,0,0,0,0,0.0216869701915151,0,0,0,0,0,0,0,0.193453186749747,0,0,0,0,0,0,0,-0.00155607648996447,0,0,0,0,0.0158453819935949,0,0,0,0.00124095964209972,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.149059963136627,0,0.0959732977868628,0,0,0,0,0,0,0,0,0,0.170309346375896,0,0,0.153697632169557,0,0.0192354577199594,0,0,0,0,0,0,0,-0.0209442739195398,0.0951635116566245,0,0,-0.166303414823817,0,0,0,-0.0327876605725893,0.0363534828582167,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0.245697494718365,0,0,0,0,0,0,0,0,0,0,0,0,0.195660178869543,0,0,0,0,0,0,0,0,0.0513894396143815,0,0,0,0,0.512110411930771,0,0,0,-8.18781874785063e-05,0,0,0,0,0,0,-0.0918724420461234,0,-0.0778815458805415,0,0,0.0155016498178145,-0.0317883225508465,0,0,0,0,0,0
X002304.SZ,0,0.270948964481396,0,0,0,0.421483759293527,0,0,0,0,0,0,0,0,0,0,0,0,0.00103655418497724,0,0,0.0134718875763007,0,0,0,0,0,0,0,0,0.055138182792411,0,0,0,0,0,0,0,0,0.0474330784947148,0,0,0,0,3.46944695195361e-18,0,0,0,-0.0866330541855344,0.00637525734847838,0.0291579679574628,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0.0197172143867459,0,0,0,0.0692774256546086,0,0.137378805015168,0,0,0,0.0204509497871344,0,0,0,0,0.0879544146489487,0,0.206308535647612,0.0968332445630774,0,0,0,0,0.12317393392543,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0.156633894001927,0,0,0.00491448548887221,0,-0.0176606404462455,0.0371145628035116,0,0,0,0,0,0
X000063.SZ,0,0.0514557044094761,0,0,0,0,0,0,0,0,0,0.254046535329223,0,0,0,0,0,0,3.46944695195361e-18,0,0.0883977042630414,0,0,0.0943792846704527,0.224377853276118,0,0,0,0,0,0.00881038071234615,0,0,0,0,0,0,0,0,0,0,0,0.00290088365447829,0,0,0,0,0,0,0,-0.047636087405749,0,0,0,0,0,0
X000625.SZ,0,0.0113575152155464,0,0,0,0,0,0,0,0,0,0,0.140509626071802,0,0,0,0,0.0498560579493703,0.0929448804409384,0,0,0,0,0.19359741101725,0,0,0,0,0,0,0,0,0,0.101569315381794,0,0,0,0,0.0395984211576614,0.00809356822395631,0,0,0,0,0.0505293183203211,0,0,0,0,0,0,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0860855025611092,0,0,0,0,0.130553999753088,0.00194258245564073,0,0,0,0,0,0,0,0,0,0,0,0.186296345377774,0,0,0.116427429221473,0,0,0,0,0.0685958336092035,4.33680868994202e-19,0,0,0,0,0.078163073616565,0,0,0,0,0.0193092577467433,0,0,0,0,0,0,0
X600118.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.505735720041841,0,-0.111188974652169,0,0,0,0,0.113073487235305,0,0,0,0.195842593015535,0,0,0.0470847905635102,0,0,0,0,0.359632068138727,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,-0.020906630690036,0.0243802800833512,0,0,0,0,0,0
X000100.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0.0340929189505811,0,0.338601184408559,0,0.0171919001513825,0,0.138079791220143,0.198765975530188,0.00534689954718002,0.0376872658889085,0,0,0,0,0,0,0,0.0707683573292812,0.20058231237188,0,0,0,0,0,0,0,0,0,0,-0.0207471109632866,0,0.0702380422915143,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0,0.00269941241108741,0,0,0.236215072981629,0,0,0,0,0,0.0538059114089359,0.204495443835062,0,0,0,0,0.0207530285696442,0,0,0,0,0,0,0,0,0,0,0,0,0,0.034061424537353,0.049807730305661,0,0,0,0,0,0,0,0,0.0224691677342057,0,-0.00228059284576656,-0.00475774059179928,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0,0,0,0,0,0.224353787298558,0,0,0,0,0,0.159439002291443,0,0,0,0,0,0,0,0,0.0799466301165076,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0.117453430198767,0.263570942100932,0,0,0,0,0,0,0,-0.0178296057052284,-0.0550699749296781,0,0,0,0,0,0
X600271.SH,0,0,0,0,0,0,0,0.0368752617736102,0.00181240432781069,0,0,0.223246124033964,0,0,0,0,0,0,0.201572223317447,0,0,0,0,0,0.0805027011653884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00336221718063099,0,0.0816859955713456,0,0,0,-0.0183749464575817,0,0,0,0,0,0
X600372.SH,0,0,0,0,0,0,0,0,0,0,0,0.240470215221346,0,0,0,0,0,0,0.17286964793991,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0.0977928587878684,0.0958134726994803,0,0,0,0,0,0,0,0.103773311267631,0,0,0,0,0,0,0.150585603637244,0,0.00152439081167379,0,-0.00957080163580906,0,0,0.0262573885940383,0,0,0,0
X000157.SZ,0,0,0,0.034281927111715,0,0.132809481962044,0,0,0,0,0,0,0.0863498528088088,0.299934915068473,0,-0.0351836546587529,0,0,0,0,0,0,0,0.034534081441921,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0381131084310258,0.299437578512596,0,0,0,0,0,0,0,0,0,0,-0.0261608737099033,0.0428486922790923,0,0,0,0,0,0
