,X600519.SH,X000858.SZ,X002415.SZ,X600809.SH,X000568.SZ,X600276.SH,X600690.SH,X002475.SZ,X002304.SZ,X600104.SH,X000651.SZ,X000725.SZ,X600031.SH,X300124.SZ,X300014.SZ,X003816.SZ,X002371.SZ,X002129.SZ,X002049.SZ,X002241.SZ,X000338.SZ,X000063.SZ,X600703.SH,X002179.SZ,X300142.SZ,X000596.SZ,X000625.SZ,X601877.SH,X600089.SH,X000100.SZ,X000661.SZ,X600460.SH,X600741.SH,X002180.SZ,X000157.SZ,X600884.SH,X000733.SZ,X002074.SZ,X600522.SH,X600702.SH,X000799.SZ,X002236.SZ,X600584.SH,X600563.SH,X000800.SZ,X600779.SH,X000977.SZ,X002414.SZ,X002008.SZ,X000066.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0.315897672855934,0,0.26029215012009,0,0.172520828942329,0,0,0,0,0.0183301710039011,-0.00422334244805827,0,0,0,0,0,0,0,0,0,0,0.015341262244344,0,0,0,0,-0.0460575363906081,0,0,0,0,0,0,0,0.087367726486652,0,0,0,0,0,0,0,0,0,0,0,-0.0188009435134503,-0.00860889368879452,-0.0245999733361997,0,0,0,-0.0347934844205425,0,0
X000858.SZ,0,0,0,0,0.192185898252391,0,0.150087375836426,0,0.148372011195317,0,0,0,0,0,0,0,0,0,0,0,0,0.0806586958492433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0120185177517336,0.00640823644905977,0.0638764257877028,0,0,0,0,0,0,0,0,0.0414131466094041,0,0,-0.00634548440344679,0.00613764716037244,0,0,0,0.0225968499898648,0,0
X002415.SZ,0,0,0,0.0588825446802975,0,0,0,0.113978356891916,0.0526911987190355,0,0,0,0,0,0.0717823365188267,0.0472679251325157,0,0,-0.0473692606863223,0,0,0,0,0,-0.0182497895892369,0,0,0,0,0,0.0408607359219316,0,0.0171465616607429,0.0640564825535274,0,0,0,0,-0.0386813897077923,0.0275799396692394,0,0,0,0,0,0,0.297974600529303,0,0,0,0,0,0.0142368322540369,0,0,0,0,0,0
X600809.SH,0,0.160113889671861,0,0,0.404923767153038,0,0,0,0,0,0,0,0,0,0,0,0.00585068416917024,0,0,0,0,0,0,0,0,0.127509332545362,0,0.0339435801578655,-0.152130957815482,0,0.017176090386435,0,0,0,-0.182126704667779,0,0,0,0,0.160230722377869,0.0686286866689327,0,0,0,0,0,0,0,0,0,0,0.0294679199281283,0,0,0,0,0,0,0
X000568.SZ,0.245612543547102,0.185162087981316,0,0.028116110557411,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0.0285735845289184,0,0.0677436751187798,0,0,0.0198971331670179,0,0.0559336628700236,0,0,0.0122894164159936,0.165906232310456,0,0,0,0,0,0,0,0.0151823724704565,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0.0431398501486599,0,0,0,0.0214340608801481,0,0
X600276.SH,0,0,0,-0.0721647127048721,0.0247809467190979,0,0.246505198101538,0,0,0,0,0,0,0,0,0,0,0,0,0.0760996736236647,0,0.228395157317582,0,-0.023997491382348,0.0157753525310131,0,0,0,0,0,0.122582377729509,0,0,0,0.12399602520958,0,0,0,0.0140013086284618,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0.0197427563447388,-0.0324472458762685,0,0,0,-0.022813746533285,0,0
X600690.SH,0,0.144580375771581,0,0,0,0.129400516012928,0,0,0,0,0,0,0.0671126503508731,0,0,0,0,0,0,0,0,-0.000525677731811025,0,0,0,0.157157742928806,0,0,0,0,0,0.0394910622719632,0,0,0,0,0,0,0.0909013140181226,0.0131500643858578,0,0,0,0,0,0.0778697641819066,0,0,0.150481279481725,0,0,0,-0.00813069308993775,0,0,0,0,0,0
X002475.SZ,0,0,0,-0.0285612464256556,0.161551459986064,0,0,0,0,0,0,0,0,0,0,-0.216916323594407,0.218769250919084,0.13814553361474,0,0.486571285302905,0,0,0,0,0,0,0.0227965249607826,-0.125159985097107,0,0,0,0,0,0,0,0,0,-0.158739723115618,0.110458616448212,0,0,0,0,0,0,0,0,0,0,-0.118618766060563,0.00302159387347265,-0.0438324170473739,0,0,0,0,0,0,0
X002304.SZ,0.22794465166981,0,0,0,0.00919703494795957,0,0,0,0,0,0,0,0,0.0804936899489707,0,0,-0.102118251157518,0,0,0,0,0,0,0,0,0.281678327456736,0,0,0,0,0,0,0.306421846195759,0,0,0,0,0,0,0.237314373955236,0.00347556539734517,0,0,0,0,0,0,0,0,0,0,-0.00404398182435711,0,0,0,0,0,0,0
X600104.SH,0.0378305767695835,0,0,0,0,0,0,0,0,0,0.0339487925513888,0.11730338154167,0.00804190586483478,0,0,0.197896642828271,0,-0.0391576600487459,0,0,0,0.00443916481569297,0,0,0,0,0.135286898424325,0,0,0,0,0,0,0,0.0324147451671698,0,0,0,0,0,0,0.110660795542339,0,0.00728099365483069,0,0,0,0,0,0,0,0,0.0158020025512068,0,0,0,0,0,0
