,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X600276.SH,X002304.SZ,X000725.SZ,X000625.SZ,X600690.SH,X000063.SZ,X600741.SH,X600703.SH,X600066.SH,X002241.SZ,X002236.SZ,X000568.SZ,X000100.SZ,X600031.SH,X600271.SH,X002475.SZ,X600118.SH,X002292.SZ,X000157.SZ,X600177.SH,X002456.SZ,X000338.SZ,X002180.SZ,X002007.SZ,X000559.SZ,X600372.SH,X300003.SZ,X600867.SH,X002085.SZ,X601877.SH,X002506.SZ,X600498.SH,X300124.SZ,X002426.SZ,X002508.SZ,X002294.SZ,X002074.SZ,X600522.SH,X600089.SH,X000977.SZ,X000050.SZ,X600418.SH,X600487.SH,X000981.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.0530804927971367,0.177373543857878,-0.0307486095991718,0,0,0.163107478578496,0,0.0109908181756951,0.173132931392154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0188068566999632,0,0,0,0.0791735107888685,0,0,0,0,0,0,0,0,0,-0.028311516156331,0,0,0.0698440002205394,0,0,0.0961524234035052,0,0,0,0,0,0.119983677531587,0,0,0,0,0,0,0
X600104.SH,0.0818670912543964,0,0,0,0,0,0,0,0.403144856753998,0.00359787202355201,0,0.0781442524658244,0,0,0.0427968140678101,0,0,0,0,0,-0.0255779124415162,0,0,0,0.151021553271434,-0.110066475020342,0,0.0121478299476084,-0.00801313919078423,0,0,0,0,0,0,0,0.148930179422271,0,0,0,0,0,0,0,0,0,0,-0.0753196248328133,0.0404451182295404,0,0,-0.0725670811636838,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0.0311729286811201,0,0,0,0,0,0.121580414276232,0.00670285683521687,0,0,0,0.0485902892277946,0,0,0,0.178518737743156,0,0,0,0,0,0,0,0,0,0.0583971531413265,0,0.0374062786099928,0,0,0.0713729616812082,0.469605503123477,0,0,0,-0.0551885037211658,0,0,0,0.163656111121514,0,0.0525978573894173,-0.0970529043289359,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,-0.00797979996009235,0,0,0,0,0,0,0,0,0,0,0,-0.134547171063188,0,0,0,0,0,0,0,0,0.0207886127190743,0,0,0,0,0,0.114363611914825,0,0,-0.0463659067780003,0,0,0,0.0447556541038394,0.099232969646565,0,-0.017066610734449,0,-0.018332833564748,0.00745714247385068,0,0,-0.107763930703934,0.129736373517172,0,0,0,0,0,0
X000858.SZ,0.0505378611017544,0,0,0,0,0,0,0,0,0.100939193472527,0,0,0,0,-0.012008643831104,0.0132980637441505,0.610705977150263,0,0,0,-0.0416364628133473,0,0,0,0,0,0,0,0.0836543520385422,0,0,0,0,0,0,0,0,0,0,0.120375320331397,0,0,0,0,0,0,0.0991406597029476,-0.0102393814901887,0,0,-0.00606223757842826,-0.00898840668546476,0,0,0,0,0,0
X600276.SH,0.132430363970771,0,0.115715947877454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0593832071140756,0,0,-0.0536638923626135,0,0,0,0.172012668685944,0,0,0,0,0,0,0,0,0,-0.0464061713639893,-0.122415059943021,0.028495070069599,0,0,0,-0.0568403546918714,-0.02224676503238,0,0,0,0,0,0
X002304.SZ,0.0569702192942694,0,0,-0.00840620676886833,0,0,0,0,0,0,0,0,0,0,0.0276296122249003,0.00966241719082132,0.28044180767779,0,0,0,0,0,0,0,0,0,0,0.0848029696693239,0,0,0.140648682453732,0,0,0.0070870242931576,0,0,-0.0650554955238376,0,-0.0181917462501955,0,0,0,0.10481287996661,0,0,0,0,0,0.0103508348974285,0,0.0167199782669203,0.0699724223815557,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.176704928839737,0,-1.73472347597681e-18,0,0.0454783008283656,0,0.126173469554913,0,0,0,0,0,0,0,0.0344972201926607,0,-0.0160079662359793,0,0.0925909292384751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00673624947722349,0,0,-0.086320427168441,0,0,0,0,0,0,0
X000625.SZ,0,0.0975409901001354,0,0,0.0305599163851563,0,0,0,0,0,0,0.138963173128805,0,0.0153223169232478,0,0.0874530282235553,0.00363621318601842,0,0,0,0,0,0,0,0,-0.0275762812094848,0,0,0,0,0.0969712294767926,0,0,0,-0.00239596602721234,0,0,0,0.0304172481284406,0,0,0,0.0431813221320945,0,0,0,0,0.0376489697100258,0,0,0,0,0,0,0,0,0,0
X600690.SH,0,0.119118579328711,0.101298052195226,0,0.065983941587912,0,0,0,0.243688641174274,0,0,0,0,0.186045327582763,0.0514925132799655,0,0.0096644789010695,0,0,0,0.0149169836592381,0,0,0,-4.33680868994202e-19,0,0,0,0.150614265316648,0,0,0,0,0,0.0122790905483978,0,-3.46944695195361e-18,0,0,0,0.1242981689473,0,0,0.0609680680898674,0,0,0,0.0107279893047478,0,0,0,0.0129250780712239,0,0,0,0,0,0
