,X600519.SH,X000858.SZ,X600276.SH,X000651.SZ,X002415.SZ,X600104.SH,X003816.SZ,X002304.SZ,X002475.SZ,X000063.SZ,X000725.SZ,X000568.SZ,X600031.SH,X600690.SH,X000338.SZ,X600741.SH,X600183.SH,X600809.SH,X000661.SZ,X600703.SH,X000596.SZ,X002241.SZ,X002236.SZ,X000100.SZ,X002463.SZ,X601877.SH,X300003.SZ,X002007.SZ,X000157.SZ,X000066.SZ,X002008.SZ,X300142.SZ,X002179.SZ,X300124.SZ,X600271.SH,X000625.SZ,X600867.SH,X002129.SZ,X300136.SZ,X002049.SZ,X002371.SZ,X000977.SZ,X002456.SZ,X600498.SH,X002506.SZ,X002180.SZ,X600177.SH,X600584.SH,X600066.SH,X600487.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.411895771491957,0,0,0.0523440782171524,0,0,0,0.155502551996525,0,0,0.0867628858447011,0,0,0,-0.0978120085044283,0,0,0.0046404586497966,0.0291160715675047,0,0,0,0,-0.0466562256396337,0,0,0,0,0,0.0158687629924396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0235641445280467,0,0,0,0,0,0,0,0,0,0,0,0,0
X000858.SZ,0.0379356353321082,0,0,0,0,0,0,0,0,0,0,0.295224682905832,0,0,0,0,0,0.370598229590937,0,0,0.119908648318784,0.0232611897374887,0,0,-0.0847396352816528,0,0,0,0,0,0,0,0,0,0,0,0,0.0671652074730104,0,0,0.0609529315939291,0,0,0,0,0.00402100574505151,0,0,0,0,0,0,-0.00863893376719749,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0.147914338855768,0,0,0.178752071074643,0,0,0,0.0817295128836953,0,0,0.0878925112569641,0,0,0,0,0,-0.0124726972896961,0,0,0,0,-0.0307071334079505,0,0,0,0,0,0,0.0913636230103256,0,0,0,0,0,0.00231167737922758,0,0,0,0,0.0281670941700069,0,0,0.148743645805879,0.0196491153742149,-0.0480234705072048,0,0,0,0.0134991743077224,0,0
X000651.SZ,0,0,0,0,0.0653235484744369,0,0,0,0,0,0,0,0,0,0,0,0,0.155519827967004,0,0,0,0,0,0,0,0,0,0.116881960444425,0,0.0941645397553023,0,0,0,0,0,0,0.0608905591432967,0,0,0,0.00038837142271125,0,0,0,0,0,0,0,0,0,0,-0.0340143113214603,0.0460972915889164,0,0,0,0.0195150565312229,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0.160167409147608,0,0,0,0.0843612554140443,0,0,0,0,0,0,0,0,0.0713289827604875,0.0729509932377687,0,0,0.0753915575857908,0,0,0,0,0,0,0,0,0,0,-0.0194145030236712,0,0,0,0,0,0.0184936859731004,0,0,0.0109094436088806,0,0.074565835456163,0,0,0,0,0,0,0,0,-0.0182178656898865,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017592784374742,0.0996570751287944,-0.0306176656970425,0,0,0,0,0,0,0,0,0.0699020852072297,-0.00136661846622249,0,0,0,0.0375087260806792,0,0,0,0,0.0625317978653171,0,0,0.0271250535467559,0,0,0.0774059195228929,0,0,0,0,0,0,0,0,0,-0.00957254070098341,0,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0.0175278792526519,0,0,0,0,0,0,0,0,0,0.144154379079696,0,-0.0112691719965561,0,0,0,0,0,0,0,-0.0163058368357099,0.108100554574827,0,0,-0.211179470485209,-0.186989243436838,-0.0761857512652948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0438783505664388,0,0,0,0,0.19412800994689,0,0
X002304.SZ,0,0,0.0550681838579874,0,0,0,0.144344135312739,0,0,0,0.0432704232722691,0.0674890375818071,0,0,0,0.015939984482166,0,0,0,0,0.260105574211634,0.021918664266133,0,0,0,0,0,0,0,-0.0780754999599334,0.170945273914926,0,0,0,0,0,0.0387206611097556,0,0,0,0,0,0.0023241066611443,0,0,0,0,0,0,0,0,-0.00315082253885242,0,0,0,0,0,0,0
X002475.SZ,0,0.0607968787904565,0,0,0.175355344447391,0,0,0,0,0,0,0,0.0305222914636496,0,0,0.00690347521181191,0,0.110136980556433,0.25850267962877,0,0,0,0.0871274798428991,0,0,0,0,0,0,0,0.145219315761027,0,0,0,0,0,0,0,0.0859895971169417,0,0,0,0,0,0,0,0,0.0986317421494821,0,0,0,0.0113169666052233,0,0,0,0,1.73472347597681e-18,0,0
X000063.SZ,0,0,0,0.140144509222876,0,0,0,0,0,0,0,0,0,0,0,0,0,0.239541042841435,0,0.0475876118736937,0,0,0.415240841645471,0,0,0,0,0,0,0.0945730738802637,0,0,-0.0318391279887702,0,0,0,0,0,-0.128430308611289,0,0,0,0,0,0,-0.265479391648379,0,0,0,0.696909388402307,0,0,0.0549391507582404,0,0,0,-0.0173981549339033,0,0
