,X600519.SH,X000858.SZ,X000651.SZ,X600276.SH,X600104.SH,X002415.SZ,X002304.SZ,X000725.SZ,X000063.SZ,X000568.SZ,X600031.SH,X002475.SZ,X600690.SH,X000338.SZ,X600741.SH,X000596.SZ,X600809.SH,X000661.SZ,X601877.SH,X600183.SH,X002236.SZ,X600703.SH,X000157.SZ,X000100.SZ,X300003.SZ,X002007.SZ,X300124.SZ,X300142.SZ,X002179.SZ,X600271.SH,X000625.SZ,X600498.SH,X002241.SZ,X002129.SZ,X002506.SZ,X600177.SH,X002463.SZ,X600867.SH,X300014.SZ,X002049.SZ,X300146.SZ,X600487.SH,X300136.SZ,X600066.SH,X000050.SZ,X002371.SZ,X002008.SZ,X000066.SZ,X000977.SZ,X600118.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.30307955687069,0.0746360710843627,0,0,0.176103731680566,0,0,0,0,0,0.0510331106683786,0,0,0,0,0,0.0272977406184312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0533577197077791,0,0,0.109986548249632,0,0.0616514714223827,0,0,0,0,0,0,1.35525271560688e-20,0,0,0,0,-0.0158097525498028,0.0115462313036431,0,0,0,-0.0199649543913549,0,0
X000858.SZ,0.0265505706825351,0,0,0,0,0,0,0,0,0.338914693148943,0,0.124833833266752,0,0.105324269644427,0,0.0713854814514593,0.0744088987519858,0,0,0,0,-0.0113162466776288,0,0,0,0,0,-0.00629628914058202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0547160153745901,0,0,0,0,0,-0.0476616193284713,0,0,0,0,-0.00939829871762932,0,0
X000651.SZ,0,0.0268276067723222,0,0,0,0,0.325535949202874,0,0.102422344037609,0.0193208250952479,0,0.117580811595431,0,0,0.0405373884792717,0,0.021966699906059,0.0154698776262184,0,0,0,0,0,0,0,0.144414390535166,0,0.0529514055556695,0,0,0,0,0,0,0,0,-0.016479200336287,0,0,0,0.00618337317565292,0,0,0,0,0,0,0,0,0,0,0.0295186680954219,0,0,0,0,-0.0649866030299197,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0.172343902380157,0,0,0,0,0,0.0111711540229494,0,0.123984710917291,0,1.73472347597681e-18,0,0,0,0.346772064414258,0,0.128063331581516,0,0,0,0,0,0,0,0,0,0.0956203491465057,0,0.0701561887836149,0,0,0,0,0,0,0,-0.136687203471154,0,0,0,0,-0.00667587718407314,0,0,0,0.00114353720109178,0,0
X600104.SH,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0.00866929092408439,0,0,0.212000303035377,0,0,0,0,-0.139063020589182,0,-0.00570896358067681,0,0,0.0694638311990809,-3.46944695195361e-18,0,0,0,0,0.179453214614592,0,0,0,0,0,0,0,0.121643282540198,0,0.00494011052758417,0,0,0,0,0,0,0.056176994643037,0.0581599076094518,0,-0.162449717471556,-0.00250138342996671,-0.00898597091129606,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0.108921115057275,0,0,0,0,0,0,0,0,0.592154444052027,-0.0235092950677863,0,0,0,0,0,0,0,0,0,0,0.210967670232621,0.2395452371739,0,0,0,0.0706824355974303,0,0,0,0.0466153795019623,0,-0.0677597713619449,-0.0354738393421139,0,0,-0.0268766010517452,0,-0.0671565415399768,0,-0.00459435258821877,-0.0130850685223626,0,0,0,0.0676590602595155,0,0
X002304.SZ,0,0.111765907182029,0,0.0615688738639902,0,0,0,0,0,0.141319733109847,0,0,0,0,0.213010704998068,0,0.0979842988516824,0,0,0,0,-0.0288786553707276,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,-0.0508104318720907,0,0,0,0,0.071690453313848,0,0,0,0,0,0,0,0,-0.0351637428321298,0,0,0.10741630752397,-0.0268293141757145,0.0536669938606642,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0.168021619674418,0,0,0,0,0,0.00603250156756841,0,0,0,0,0,0,0,0,0,0.0292543171045528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0734752309078493,-0.0581118600616902,-0.0117514863009725,0,0,0,0,0,0.410417900428619,0.0150106910075804,0,0.0476731484889156,0,0,0,-0.00372572176433635,0.0766563401089465,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0.255164456104445,0,0,0,0,0,0,0,0.216631127094034,0,0,0.122930265466066,0,0,0,0,0,-0.113032104536366,0,0,0.27117143881292,0,0,0,0,0.0347325650136471,0,0,0,0,0,0.0342448528812206,0,0,0,0.105193909517119,0.13476083130789,0,0,0,0.0457488038225057,0.0179552360176,0,0,0,0,0,0
X000568.SZ,0,0.601939080827987,0,0,0,0.0537809522412626,0,0,0,0,0,0,0,0,0,0,0,0.250148941074837,0,0,0.0723806945004244,0,0,0,0,0,0,0,0,0,0,0,-0.154755752277833,0,0,0,0,0,0,0,0,0,0,0,0,0,1.38777878078145e-17,0,-0.0201557822303313,0,0,0.0221595122912267,0,0,0,0,0.0842132220857472,0,0
