,X600519.SH,X600104.SH,X002415.SZ,X000858.SZ,X000651.SZ,X600276.SH,X002304.SZ,X000725.SZ,X000063.SZ,X600690.SH,X000568.SZ,X600703.SH,X600741.SH,X002475.SZ,X002236.SZ,X000338.SZ,X300003.SZ,X600031.SH,X601877.SH,X002008.SZ,X300124.SZ,X002456.SZ,X600809.SH,X000625.SZ,X600867.SH,X600487.SH,X600066.SH,X600271.SH,X000100.SZ,X002294.SZ,X000981.SZ,X600566.SH,X002241.SZ,X000596.SZ,X300142.SZ,X300136.SZ,X000050.SZ,X002180.SZ,X000661.SZ,X002508.SZ,X600522.SH,X000157.SZ,X002007.SZ,X002179.SZ,X002049.SZ,X600498.SH,X002038.SZ,X000977.SZ,X600089.SH,X600177.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.356535710049732,0.135390680140938,0.0889048242155538,0.0104250720016026,0,0,0,0.0395138433410816,0,0.0294381064791291,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0.00185378479367634,4.33680868994202e-19,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0.163064604193427,0.180880332167571,0,0,0,0,0.0486201372301921,0,0,0,0.039747908315664,0,0,0,0,0,0,0,0,0.0966659058384249,0,0.0434957056909287,0,0,0,0,0,0,0,0.0648705347306765,0,0,0,-0.0600157665748465,0,0,0,-0.0866032086573292,0,-0.124598326630048,-0.00677954527007769,0,0,0,0,-0.0311871947582986,-0.0695417885809747,0,0,0,0,0,0
X002415.SZ,0.029497758802019,0,0,0,0.0209453463830737,0,-2.16840434497101e-19,0,0,0,0,0,0,0,0.104185898477843,0,0,0,0,0.148814631623509,0,0,0,0,0,0.19640455837765,0,-0.0405910548071992,0,0,-0.0411582793340513,0.183166850347344,0.195339661292656,0,0.0784721126970318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00182624705002249,-0.0228910785973674,0,0,0,0,0,0
X000858.SZ,0.211518859868878,0,0,0,0.14753061399061,0,0.030374018248248,0,0,0,0.405690495499009,0.0372058451568209,0,0,0,0,0,0,0,0,0,0,0,0,-0.0310395032423085,0,0,0,0,-0.0138956799921478,0,0,0,0,0,-0.0122820610355903,0,0.0385504500668953,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00378177397053444,-0.0143073661739699,0,0,0,0,0,0
X000651.SZ,0,0,0,0.489326680744744,0,0,0,0,0,0.13694215979344,0,0,0,0,0,0,0,0,0,0,0,0.0565150937467212,0.0416311734998689,0,0,0,0,0,0,0,0,0,0,0,0,0,0.327831800528688,0,0,0.0428182401505674,0.137735794984324,0,0,0,0,0,0,-0.124075915786771,0,0,0,0.0405434482342212,0.0694590287516133,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0.0495279962844222,0,0,0,0.11121023431267,0,0,0.0209427855536317,0,0,0.256919023632186,0,0,0,0,0,0,0,0.0226743380199124,0,0,-0.107578710363814,0,0,0,0.153727614075837,0,0,0,0,0,0,0.0390691588551986,0.0297625725615568,0,0,0,0,0,0,0.165888711490887,0,0,0,0,-0.0615067591938015,0,0,0,0,0,0,0
X002304.SZ,0,0,0,0.106499769308696,0,0,0,0,0,0.12677863295505,0.165054623619661,0,0.32902356903462,0,0,0,0,0.0243840320758151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0291027432088533,0,0,0,0.290277315437603,0,0,0,0,0,-0.0548464026615264,0.115067977154774,0,0,0,0,0.0239971454991868,0.0174038137918393,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0.138092484878946,0,0,0,0,0,0.160997208086112,0.304631768887899,0.0927415441214942,0,0,0,0,0,0,0,0,0,0.0728642049973971,0,0.366379716932014,0,0,0,0,0,0,0,0,-0.146396708995838,0,0,0,0,0,0,0,0,0,-0.0598455129828765,0.0621037192720384,0,0,0.00870888515966699,0.0788345908566866,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,-0.0386998855987032,0,0,0,0,0,0,0,0,0,0,0.0466272618442042,0,0,0,0,0,0.0809649449022214,0,0.0805291243699043,0,0,0,0.175869575098122,0.3236022605285,0,0,0.0706291856106912,0,0,0,0,0.121567628903214,0,0,0,0,0,0,-0.00149099227876319,0,0,0,0,0,0,0
X600690.SH,0,0,0,0.264168378967411,0.201570098272813,0,0.142776724243536,0,0,0,0.154391600975253,0,0.0121004479994036,0,0,0,0,0,0,0,0,0,0.0466088874645774,0,0,0,0,0,0,0,0.0652787198085734,0,0,0,0.124712957606806,0,0,0.0324096234151433,0,0.0161590841039281,0,0,0,-0.140320555697623,0,0,0,0,0,0,0,-0.0053281163259981,8.67361737988404e-19,0,0,0,0,0,0
X000568.SZ,0.350179585319004,0,0,0.297173925619233,0.0258354088383462,0.172768963587055,0.036306541065473,0,0,0,0,0,-0.0457436379923664,0.0155979851419418,0,0,0,0,0,0.068488109727581,0,0,0,0,0.0346224763774855,0,0,-0.0136387667041263,0,0,0,-0.120845877442484,0,0.0733957191886287,-0.0944108811764637,0,0,0.0623424530009439,0,0,0,0,0,0,0,0.0709864766148796,0,0,0,0,0,0,0,0,0,0,0,0,0
X600703.SH,0,0,0.22672796997451,0,0,0,-8.67361737988404e-19,0,0,0,-0.153200819405518,0,0,-0.0396425874081968,0.0681926473662226,0,-0.1442096772857,0,1.38777878078145e-17,0,0,0.547241299672968,0,0,0,0,0,0,0,0,-0.357533608928244,0,0,0,0,0,0,0,0,0,0,0,0,0.272086949925648,0.0698263396607275,-0.0379881042368273,0,0.0272827308110665,0,0,0,0,0,0,0,0,0,0,0
