,X600519.SH,X000858.SZ,X600276.SH,X002475.SZ,X002415.SZ,X600690.SH,X600809.SH,X000651.SZ,X002371.SZ,X600104.SH,X000568.SZ,X003816.SZ,X300124.SZ,X000725.SZ,X000063.SZ,X600031.SH,X000625.SZ,X002304.SZ,X000338.SZ,X000596.SZ,X300014.SZ,X002241.SZ,X000100.SZ,X002179.SZ,X600418.SH,X002463.SZ,X600584.SH,X000977.SZ,X600089.SH,X600703.SH,X002028.SZ,X600372.SH,X000157.SZ,X002049.SZ,X000066.SZ,X600522.SH,X002236.SZ,X600741.SH,X600839.SH,X600183.SH,X600066.SH,X601877.SH,X002156.SZ,X600460.SH,X600487.SH,X002456.SZ,X000661.SZ,X002129.SZ,X000800.SZ,X002085.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.364868592132153,0,0,0,0,0.0668536238920186,0,0,0,0,0,0,0,0,0,0,0.167152225811843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000437823516544189,0,0,0,0,0,-0.0356464587189403,0,0,-0.00225067043083391,0,-0.0162890208325231,0,0,0,0,0,0,-0.0994018033365793,0,0,0,-0.0680165054471937,0,0
X000858.SZ,0.569288914063571,0,0,0,0,0,0,0,0,0.0848115244176691,0.19917763400398,0,0,0,0,0,0,0.00226622699964944,0,0.13814017356681,0.00214829673193964,0,0,0,0,-0.0418178124705054,0,0,0,0,0.0094900825113884,0,0,0,0,0,0,0,0.0454851601984545,0,0.0892022317186295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0883969384165658,0,0,0.329082397692997,0.054768512706537,0,-0.00246107348985674,0.0466468495021004,0,0,0,0,0,0,0.181733699588305,0,0,0,0,0.187165195711994,0,0,0,0,0,0,0,0,0,-0.0821618421433531,0,0,0,0.0397939210862268,0,0.0811024136670076,-0.171211616919078,0,0,0,-0.128898016405691,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.0776960769876446,0,0,0,0,0,0,0,0.0919120416815374,0.470052337925939,0,0,0,0.0810866399521156,0,0,0,0,0,0,0,-0.00634276503391159,0,0,0,0,0.0555349104964954,0.00162523384823694,0,0,0,0,0,0.00424871765593409,0,0,0,0,0,0,-0.123826404164234,0,0,0,-0.00322038139033334,0,0
X002415.SZ,0.158328233567011,0,0,0,0,0.0462397442872663,0.0738168845917165,0,0.0730237654572009,0,0,0,0,0,0.0393383657399271,0.0874377737713262,0,0,0,0,0.21080399653348,0,0,0,0,0.0369125733567412,0,0,0,0,0,0,0,0,0.0103349311460434,0,0,0,0,0,0,0,0,0.0520854135161458,0,0,0,0,0,0,0,0,0,0,0,0,-0.0363362814371379,0,0
X600690.SH,0,0,0,0.107549748531768,0,0,0,0.260140633146804,0,0,0,0,0,0,0,0.0436688457124331,0,0,0,0.088979610338669,0,0,0,0,0,0.00554049777126642,0,0,0,0,0,0,0,0,-0.00700837395894877,0,0,0,0.042616413727012,0,0,0,0,0,0,0.0562751489741877,0,-0.0181553057451393,0,0,0,0,0.0854241666023701,0,0,0,0.0399476717477199,0,0
X600809.SH,0,0.00037206959600287,0,0,0,0,0,0,0,0,0.503839228352361,0,0,0,0,0.0703917926923029,0,0,0,0.36814312782237,0,0,0,0,0.0346347326606062,0,-0.00297409381580708,0,0,0,0,0,0,0,-8.35446983778539e-05,0,0,0,0,0,0,0,0,0,-0.0561959730983772,0,0,0,0,-8.67361737988404e-19,0,0,0.0145371876401578,0.00559531349113026,-0.0336400283971353,0,0,0,0
X000651.SZ,0,0,0,0,0,0.257357491490741,0,0,0,0.0606087216584321,0,0,0.00831216142052666,0,0,0,0,0.189925906012793,0,0,0,0,0,0,-0.087193588869101,0,-0.0310594020736462,0,0,0,0,0,0,0,-0.00448974778896941,0,0,0,0,0,0.21522924561001,0,-0.0104223369031838,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002371.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.406458826080176,0,0,0,0,0,0,0,0.0282339367563485,-0.0496557205961593,0,0,0,0,0,0.173878597423985,0,0,0.0217335819535373,0,0,0.0106202046514061,-4.33680868994202e-19,0,0,0,3.46944695195361e-18,0,0,0,0.115755742266662,0,0.0323092545131929,0,0,0,0,0.0540293605291372,0,0.0842688247300279,-0.0559617961192733,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0.404560259476516,0,0,0,0,0.404197849117183,0,0,0,0,0,0,0,0.382211491987173,-0.146241530949165,0,0,0,0,0,0,0,-0.0197614673721468,-0.220327786155655,0,0,0.622977004359243,0,0,0,0,0,-0.252898277113988,0,-0.0709636664375787,0.115371089392198,0,0,0,0,0,0.131794962697827,0,0.321427481556807,0,0.0608208180316462,0,0
