,X600519.SH,X000858.SZ,X002415.SZ,X600809.SH,X000568.SZ,X002475.SZ,X600276.SH,X600690.SH,X002304.SZ,X600104.SH,X000651.SZ,X000725.SZ,X002371.SZ,X300014.SZ,X600031.SH,X300124.SZ,X002129.SZ,X003816.SZ,X002241.SZ,X002049.SZ,X000063.SZ,X000338.SZ,X600703.SH,X000596.SZ,X300142.SZ,X002179.SZ,X601877.SH,X000625.SZ,X600460.SH,X600089.SH,X000100.SZ,X000661.SZ,X600741.SH,X002180.SZ,X002074.SZ,X600522.SH,X000733.SZ,X000157.SZ,X600884.SH,X600702.SH,X002236.SZ,X000799.SZ,X600584.SH,X601799.SH,X002176.SZ,X600563.SH,X002008.SZ,X002414.SZ,X600779.SH,X002007.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.315834443252573,0,0,0,0.0328935981487029,0,0.104604242902408,0.0673190775661014,0,0,0,0,-0.0625593610815309,0,0,0,0,0,0.0222123211131905,0,0,0,0.132664948242226,0,0,0,0,0,0,0,-0.0104584649200957,0,0,0,0,0,0,0,0,0,0,0,0,-0.033820127949386,0,0,0,0.147249297451364,0,0,-0.000612056789339056,-0.0138778240782443,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0.207378190339335,0,0,0.145137476041435,0.136040894352745,0,0,0,0,0,0,0,0,0,0,0,0.107087498526342,0,0,0.0165978687777187,0,0,0,0,0,0,0,0,0,0,0.0261654940006001,0,0,0,0,0.037987790420113,0,0,0,0,0,0,0,0,0,0,0,-0.00846666765964447,0.0165843143532124,0,0,0,3.31255133548481e-05,0,0
X002415.SZ,0.0339761242038133,0,0,0.0838098407227674,0,0.0897320852128389,0,0,0,0,0,0,0,0,0,0.118254064943126,0,0,0,0,0,0,0,0,-0.0470103897395002,0,0,0,0,0,0,0.135559911977545,0,0.0693014712807437,0,0.028687291816657,0,0,0,0.0117092502143374,0,0,0,0,0,0,0,0,0,0,0,0,-0.00013175268082371,-0.0675728806729825,0,0,0.03208132832211,0,0
X600809.SH,0,0.0291827072378434,0,0,0.441848955415957,0,0,0,0.102079686874461,0,0,0,0,0,0,0,0,0,0,0.0453872173733251,0,0,0,0,-0.165734652769762,0,0,0,0,-0.00360176325284652,0,0,0,0,0,0,0,0,0,0,0,0.17999752793401,0,0,0,0,0,0,0,-0.133831010825717,0.0144416262427761,0,-2.16840434497101e-19,0,0,0,-0.0325196059141317,0,0
X000568.SZ,0.289562082591516,0.239151592567831,0,0.0221815711612259,0,0.0432788246942216,0,0,0,0,0,0,0.0709102816008865,0,0,0,0,0,0.0714415949448558,-0.0377983606318774,0.0245461311387343,0,0,0.170664408044282,0.00463152878841116,0,0,0,0,0,0,0,0,0,0,-0.00581965670575772,0,0,0,0,0,-8.67361737988404e-19,0,0.0133644277360248,0,0,0,0,0,0,0,0.0329420094061545,0.0271428147662725,0,0,0,0.0338270176666277,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.290765291907751,0.110830156147366,0,0,0.0386257056523054,0,0.324055590047102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0330293015454384,0,-0.0653133514203518,0,0,0,0,0,0,-0.101982786626632,0,0,0,0,0,0,-0.0266523533208933,0,0,0,0,0.0307419373102313,0,0
X600276.SH,0,0,0,0,0.0399466796713943,0,0,0.316468375511186,0,0,0,0,0,0,0,0,0,0,0,0,0.210785127786412,0,0,0,0.011647583463698,0,0,0,0,0,0,0.00557888670806086,0,0,0,0,0,0,0,0,0,0.101150979128136,0,0,-0.0560246744597994,0,0,0,0,0,0,0.021832132036596,-0.0406326409185879,0,0,0,-0.016836733819998,0,0
X600690.SH,0,0.108665221407318,0,0,0,0,0.115279670100968,0,0,0,0,0,0,0,0,0,0,0,0.0295975401070418,0,0,0,0,0.235529012950302,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0.0374859898106676,0.056616337942187,0,0,0.0766025277138756,0.0242907776620671,0,0,0,0,0,0,0.108819071924748,0,0.0326366218497928,0,0,0,-0.0120047030420326,0,0,0,0,0,0
X002304.SZ,0.136570668138711,0,0,0,0,0,0,0,0,0,0,0,-0.0419580702513189,0,0,0.324805211416881,0,0,0,0,0,0,0,0.252823186911727,0,-0.06191030471561,0,0,0,0,0,0,0.165163243538299,0.0452321833294484,0,0,0,0,0,0.117657025571349,0,0,0,0,0,0,0,0,0,0.00993680148043388,0,-0.0087242367676704,0.00230898781371682,0,0,0,0.0184932355836569,0,0
X600104.SH,0.0271334157543247,0,0,0,0,0,0,0,0.0580172250946045,0,0,0.103693920784066,0,0,0,0,0,0.170056435309931,0,0,0,0.0685249897723985,0,0,0,0,0,0.101751993296364,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0.0327564440227125,0,0,0,0,0,0,0,0,0,0,0.00621264986028041,0,0
