,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X600276.SH,X000725.SZ,X002304.SZ,X000063.SZ,X600690.SH,X600703.SH,X000568.SZ,X600741.SH,X002475.SZ,X002236.SZ,X000338.SZ,X600031.SH,X002008.SZ,X300124.SZ,X002456.SZ,X300003.SZ,X000625.SZ,X601877.SH,X600487.SH,X600066.SH,X600809.SH,X000100.SZ,X002241.SZ,X002294.SZ,X600867.SH,X600271.SH,X300136.SZ,X600522.SH,X600566.SH,X002508.SZ,X000050.SZ,X000981.SZ,X600089.SH,X000157.SZ,X000661.SZ,X600177.SH,X000596.SZ,X002179.SZ,X300142.SZ,X600498.SH,X002049.SZ,X600707.SH,X600584.SH,X600699.SH,X000977.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0.290775770683092,0.0869942984859947,0.0385520272694392,0.0996744951557817,0,0,0.0325754780919348,0.105325089105027,0,0,-0.135046919265276,0,0,0,0,0,0,0,0.073976033953231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.163451964858397,0,0.12143552378667,0,0,0,0,0,0,0,0.00585924086962591,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,-0.176133138476151,0,0,0,0.238116421285097,0.320793763882005,0,0,0,0,0,-0.152176217498934,0,0,0.144703577551012,0,-0.0539197404411882,0,0,0,-0.0329925157883964,0,0,-0.0172711100713972,0,0,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0.0252440995674375,0.0789724420829871,0,0,-0.00430584488687782,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0.1055542062166,0,0.00625726569692602,0,0,0,0.134634956693292,0,0,0,0,0.155229661258444,0.142435981653933,0,0,0,0,0,0,0,0.263653460863925,0,-0.0035356848480989,0,0,0,0,0.107776558179603,0.137944683059371,0,0,0,0,0.156520162048403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00366264253592037,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0.304143670702101,0,0,0,0,0.278630611064722,0,0,0,0,0,0,0.0692941281942881,0.0755584805166651,0.0581314493599858,0,0,0,-0.00304835003664646,0,0,0,0,0,0,0.0250135311484775,0,0,0,0,0.0777524564326388,0,0,0,0,0,0,0,0,0.026425218782811,0,0,-0.0596920419130243,0,0,0,0,2.16840434497101e-19,-0.00538452027425712,0,0,0,0,0,0
X000858.SZ,0.184429365129678,0,0,0.358703227765853,0,0,0,0.0491483829322534,0,0,0,0.391307595241562,-0.0341740483067133,0,0.0820841132107055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0826981651633053,0,0,0,0,0,0,0,0,0,0,0,0,-0.00554046816632735,0,0,0,0,0,0,-0.00908099511321933,-0.000265191276411612,0,0,0,0,0,0
X600276.SH,0,0,0.0218859477345434,0.0709581242473544,0.0473428816773518,0,0,0,0,0.069513841523662,0,0,0,0,0,0,0,0,0,0,0.0310069210048204,0,0,0.288282752326824,0,0.03266434308579,0,0,0,0.0864704847528768,0,0,0,0,0.126645348140342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00866093544405529,0.0517089713673036,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0.200445547655497,0.0532359005110905,0,0,0,0,0,0.1083438364321,0,0,0,0,0.0590179824466138,0,0,0,0,0,0.307433167192694,0,0,0.194703844243132,0.112056083508288,0.00839111055562362,0,0,0,0,0,0,0,0.0747951228114815,0,0,0,0,0,0,0,0.118189420643564,0,0,0,-0.00674057014549796,0.0116836672383373,0,0,0,0,0,0
X002304.SZ,0.255674956465203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0613662452017778,0,0,0,0,0,0,0,0,0,0,0,0.411559159004739,0,0,0,0,0,0,0.201606270928618,0,0,0,0.0398417601989247,0,0,0.0124998092162092,0,0,0,-0.011204674180725,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0.369614809273528,0,0,0,0,0,0,0,-0.0159699727383231,0,0,0,0,-0.0821043258788529,-0.0310891046941064,0.0511410715510695,0,0.315497481443788,0,-0.219674260558865,0.226936232502035,0,0,0,0.310426550701931,0,0,0.239348371018399,0,0,0,0,0,0,0,0.0822270753301748,0,0,0.135832517042166,0,0,0,0,0,0,0.00763145355464004,0,0,0,0,0,0,0
X600690.SH,0,0,0,0.0712437386024485,0.325110131673808,0.103974964183988,0,0,0,0,0,0,0,0,0,0,-0.0238701040928357,0.0330466938387756,0,2.16840434497101e-19,0,0,0,0,0,0,-0.141149373618272,0,0,0,0,0,0,0,0.134831756945201,0,0,0,0,0,0,0.0473072798094226,0,0,0,0,0,0,0,0.0654389271643431,0,-0.000348154762988195,0,0,0,0,0,0,0
