,X600519.SH,X000858.SZ,X002475.SZ,X600276.SH,X002415.SZ,X600690.SH,X000651.SZ,X600104.SH,X600809.SH,X003816.SZ,X002371.SZ,X000063.SZ,X000568.SZ,X000725.SZ,X300124.SZ,X600031.SH,X000625.SZ,X002304.SZ,X000338.SZ,X300014.SZ,X000100.SZ,X000596.SZ,X002241.SZ,X002179.SZ,X600418.SH,X000977.SZ,X002463.SZ,X600584.SH,X600089.SH,X000157.SZ,X600703.SH,X600372.SH,X600183.SH,X600066.SH,X002028.SZ,X600741.SH,X002049.SZ,X002236.SZ,X601877.SH,X600522.SH,X000066.SZ,X002156.SZ,X600839.SH,X000988.SZ,X600460.SH,X600487.SH,X002281.SZ,X600177.SH,X000661.SZ,X000800.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.137915050335666,0,0,0,0.00631206201055307,0,-0.00625418143784533,0.142065434777598,0,0,0,0,0,0,0,0,0.317648338015205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00328231899701124,0,-0.020125612422779,0,-0.0137022182191191,0,0,0,0,0.00437426825128426,6.7762635780344e-21,-0.00838233065905437,0,0,-0.0435562139913931,0,0
X000858.SZ,0.0949071445215055,0,0.101384807097513,0,0,0,0,0.0243533370340341,0.109891602512439,0,0,0,0.200011247594047,0,0,0,0,0.272419858973878,0,0,0,0,0,0,0,-0.055660906089564,0.0136987412688127,-0.00374473174232279,0,0.188170602842622,0,0,0,0.0420663117048544,0,0,4.33680868994202e-19,0,0,0,0,0,0,0,0,0,-0.0139256451973098,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0
X002475.SZ,0,0,0,0,0,0.040122918509668,0.137356914226649,0,0,0,0,0,0,0,0.121787729699256,0,0,0,0,0.0348618180569369,0,0,0.278659119436936,0,0.0500819319488464,0,0.0306799164718837,0,0,0,0,0,0.15705138285576,0,0,0,0,0,0,0,-0.0105814773908058,-0.0117423009796306,0.0527611547736214,0,0,0,0,0,0,0,0,0,0.0221676710818118,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0.139207157677721,0,0,0,0,0,0,0,0,0,0,0,0.0126313048257941,0,0.293582333256418,0,0,0,0,0,0,0,0,0,0,0,0.0378312346632051,0,0,0,0,0,0,0.117713369745121,0,-0.0339438411716087,0,0,0,0,0,0,0,0,0,0.0352071574097319,0.0898746478495455,0,0,-0.0013554805816963,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0.0730514669259702,0,0,0,0,0,0.0918412802914734,0,0,0,0,0.18717920752944,0,0,0.0311363112018042,0,0,0,0.0223667063639914,0.0390230290086811,0,0,0,0,0.0370251601604541,0,0,0,0,0,0,0,0.0226263432316788,0,0,0.0222438007126837,0,0,0,0,0,0,0,0,0,0,0,0,-0.0622267953654451,0,0
X600690.SH,0,0,0.337337466091389,0,0,0,0.240964391001111,-0.177586993709045,0,0.0439206539955222,0,0,0.0968479490020597,0,0.0121362231428198,0,0,0,0,0,0,0,0,0,-0.00877900868367262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0162037893504446,0,-0.0174302065718083,0.016356490059628,-0.0178149799542115,0,0,0,0,0,0,0,0.0101078094405061,-0.00429732984210962,0,0,0,0,0,0
X000651.SZ,0,0,0.140144014846301,0,0,0,0,0.00599694468386502,0,0,0,0,0,0,0.140030997111267,0,0,0,0,0,0,0,0,0,-0.207430845729303,0,0,0,0,0,0,0,0,0.242698399053083,0.0316541623714671,0,0,0,0,0,0,-0.0312598091281725,0,0,-0.00290911677806184,0,0,0,0,0,0,2.16840434497101e-19,0.0219738828739176,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0.0618327002136857,0,0,0,0,0,0,0,0.0287148202034792,0,0,0,0,0,0,0,0.306624531233187,0,-0.0339830283411164,0,0,0,0,0,0,0,0,1.30206368320409,-0.306802545532815,0,0,0,-0.196892892900361,0,0,0,-0.185320098476544,0,0,0,0.147604812581177,0,0,0.0753035559126459,0.0180386284833928,0,0,0,0.060507423321008,0,0
X600809.SH,0.0500417937720238,0.0954448946023447,0,0,0,0,0,0,0,0,0,0.109084880487585,0.406767929968952,0,0,0,0,0,0,0,0,0.264461049393349,0,0,0,-0.00632638028869172,0,0,0.0840880683654518,0,0,0,0.0652307946594778,0,0,0,0,0,0,0,-0.0424553920773467,0,0,0,0,-0.0430157260235295,0,0,0,0,0.0318991407328024,0,0,0,0,0,0.0171766835703684,0,0
X003816.SZ,0,0.0341394718834294,0,0,0,0.273314128212128,0,0,0,0,0,0,0,0,2.16840434497101e-19,0,0.113283170725415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.138109016656888,0,0,0,0,0,0,0.0372246196332338,0,0.0267506933783794,0,-0.0402840425993941,0,0,0.0820271794381156,0,0,0,-0.0272161294246153,0,0,0,0,-0.00125561715191467,0,0
