,X600519.SH,X000858.SZ,X002415.SZ,X600809.SH,X000568.SZ,X600690.SH,X600276.SH,X002304.SZ,X002475.SZ,X600104.SH,X000651.SZ,X000725.SZ,X600031.SH,X300124.SZ,X003816.SZ,X002129.SZ,X300014.SZ,X002371.SZ,X000338.SZ,X002241.SZ,X002049.SZ,X000063.SZ,X600703.SH,X000596.SZ,X300142.SZ,X002179.SZ,X000625.SZ,X600089.SH,X601877.SH,X000100.SZ,X000661.SZ,X000157.SZ,X600741.SH,X002180.SZ,X600460.SH,X000733.SZ,X600884.SH,X600522.SH,X600702.SH,X000799.SZ,X002074.SZ,X002236.SZ,X600584.SH,X002414.SZ,X000800.SZ,X600779.SH,X002432.SZ,X000977.SZ,X600183.SH,X002008.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.146030522201444,0,0,0.285459807038614,0.230534205467147,0,0.132160083450688,0,0,0,0,0,0.00531622708897879,0.0266138554917761,0,-0.0810995963517916,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0700573999649988,0,0,0,0,0,0,0.0584212855075707,0,0,0,0,0,0,0,0,-0.0159210379976681,0,0,0,0,0,-0.021799326896057,0,0,0,-0.0259491327451,0,0
X000858.SZ,2.77555756156289e-17,0,0,0.0167627528686125,0.203271532213663,0.161545807031431,0,0.157495330598884,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0583704388798928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0782054445807617,0,0.0570373746997165,0,0,0,0,0,0,0.0408210151428221,0,0,0,-0.0166689352775545,0.0140558539906545,0,0,0,0.00191256682098015,0,0
X002415.SZ,0,0,0,0.127720126099787,0,0,0,0.0271750679652732,0.0983237726567803,0,0,0,0,0.0217402258118283,0,0,0.0914362870581856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0263274197514806,0.10145898138317,0,0,0,0,-2.16840434497101e-19,0,0,0,0,0,0,0,0,0.196865533054736,0,0,0.00718938496790698,0,0.0084579557277274,0,0,0,-2.16840434497101e-19,0,0
X600809.SH,0,0.133969131076263,0,0,0.480102426565975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0221747202928841,0,0,0,0,0,0,0,0,0,0.090741361405812,-0.0606243787104263,0,0,0,0.130592212283168,0,0,0.184027072091121,0,0,0,0,0,0,0,-0.06538723201468,0,0,0,0,0.0248726201656651,0,0,0,0,0,0,0
X000568.SZ,0.269024687662798,0.143920068643631,0,0.023961275589644,0,0,0,0.000581147710751024,0,0,0,0,0,0,0,0,0,0.0886057421406986,0,0,0,0.0288502661190807,0,0.188591517596021,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0.0526853133774723,0,0,0,0,0,0,0,0,0,0,0,0,0.0184432932287977,0,0,0,0,0,0.0476366321258988,0,0,0,0,0,0
X600690.SH,0.0112096859191143,0.103105116093503,0,0,0,0,0.122778012982404,0,0,0,0,0,0.0412649285180027,0,0,0,0,0,0,0,0,0,0,0.206566968524749,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0212928927354998,0,0.0156816594182894,0,0,0,0,0,0,-0.0291938534959404,0,0,0.266842974605684,0,-0.00049343806841585,-0.00967482790793759,0,0,0,0,0,0
X600276.SH,0,0,0.0787119984666239,0,0,0.265136395180162,0,0,0,0,0,0,-0.077465249394731,0,0,-0.0210721214447972,0,0,0,0,0,0.145412639318326,0,0.149106362620018,0,-0.00125015349779766,0,0,0,0,0,0,0,0,0,0,0,0.0191354181491441,0.056069015753942,0,0,0,0,-0.0102367579681985,0,0,0.077775336711347,0.0371735470985942,0,0,0,0,-0.0204540034087341,0,0,0,-0.0780399557493798,0,0
X002304.SZ,0.0553398251980283,0,0,0.0115631764685026,0.133431339469778,0,0,0,0,0,0,0,0,0.0575943538887797,0.0221170056481186,0,0,-0.0751563556875478,0,0,0,0,0,0.245232356849018,-0.0119229353748379,0,0,0,0,0,0.016378026276938,0,0.359039588840292,0,0,0,0,0,0.19254029217083,0,0,0,0,0,0,0,0,0.099749568327777,0,0,0,-0.0121565167712486,0,0,0,0,0.0156451772318062,0,0
X002475.SZ,0,0,0,-0.00203946007083368,0.134886380267996,0,0,0,0,0,0,0,0,0,-0.271179130480703,0.0327530429703595,0.01925017078646,0.201908744178605,0,0.445939177650014,0,0,0,0,0,0,0,0,-0.139605355978611,0,0,-0.0418557434257508,0,0,0,0,0,0.068563827310916,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0429131181608074,0,0,0,0,0,0,0
X600104.SH,0.0367224534976838,0,0,0,0,0,0,0.0973121478657062,0,0,0,0,0.0537565272536969,0,0.121060837793914,0,0,0,0.0843365740023048,0,0,0.00486037926768183,0,0,0,0,0.12256327873975,0,0,0,0,0.0404552792640926,0,0.0145193799911268,0,0.0259182947786069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0102563530029061,0,0,0,-0.00507114639676516,0,0
