,X600519.SH,X000858.SZ,X000568.SZ,X002415.SZ,X600276.SH,X600809.SH,X600690.SH,X002475.SZ,X000651.SZ,X002304.SZ,X000063.SZ,X300124.SZ,X002371.SZ,X600104.SH,X003816.SZ,X000725.SZ,X600031.SH,X000596.SZ,X000625.SZ,X002129.SZ,X300014.SZ,X000338.SZ,X002179.SZ,X600089.SH,X600703.SH,X002049.SZ,X000977.SZ,X000100.SZ,X600372.SH,X002236.SZ,X002241.SZ,X601877.SH,X000157.SZ,X600741.SH,X600584.SH,X000661.SZ,X600522.SH,X002180.SZ,X002074.SZ,X000733.SZ,X000066.SZ,X300003.SZ,X600702.SH,X600460.SH,X300142.SZ,X300146.SZ,X002007.SZ,X000800.SZ,X000921.SZ,X002463.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.291145711577307,0,0,1.73472347597681e-18,0,0,-0.0127431313884553,0,0,0,0,0.025313998350436,0,0,0,0,0,0,0,0.0944737618024612,0,0,0,0,0,-0.0327396230016936,0,0,-0.0337106923048072,-0.0559578976174009,0,0,0,0,0,0,0,0,0,0,0,0.112561509331902,0,0,0.00183781156836768,0,0,0.0987125813618802,0,0,0,-0.00413002810516525,0,0,0,0,0,0
X000858.SZ,0,0,0.408123942560498,0,0,0.0373041939082586,0,0,0,0,0,0,0.0033184642762399,0,0,0,0.0845300092696174,0,0,0,0,0,0,0,0,0.020312114095902,0,0,0,-0.0397663998268581,0,0,0,0,0,0,0,0,0,0,0.0518450750393613,0,0.154642680397339,0,0,0,0,0,0.0192290343738442,0,0.0075724828501483,-0.0369524106583244,-0.0096443164225315,0,0,0,0,0,0
X000568.SZ,0,0.421396522858117,0,0,0,0,0,0,0,0,-0.0419483766081449,0,0,0,0,0,0.049785418132012,0,-0.0708865416891903,0,0,0,0,0,-0.0157496129724105,0,-0.0492989108290212,0,0,0.044793471676093,0,0,0,0,0,0,-0.0744970851305884,0,0,0,0,0,0.254787041623547,-0.00843987009305741,0,0,0,0,0,-8.67361737988404e-19,0,-0.00760820404639882,-0.0288241599378632,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0.0176571422574691,0,-0.162908808332918,0,0,0,0,0,-0.146593823297949,0,0.285361950121301,0,-0.0968841761408405,-0.0138400209836904,0.207591543949171,0,0,0,0,0.288139301122384,0,0,0,0,0,0,-0.0958110744139652,0.174102804067866,0,-0.0355893417508339,0.100492624098056,0,0,0.0658382409848945,0,0.221475264318997,0,0,0,-0.151140896891906,0,0.00186051646705271,0,0,0,0,0,0,0
X600276.SH,0,0,0,0.297001488490333,0,0,0,0,0,0,0,0,0,0,0.0506705478920814,0,0,0,0,0,0,0,0,0.0252330940906684,0,0.0505492250814739,0,0,0,0,0,0,0,0,0,0,0.0423284703538838,0,0,0,-0.0186554270468917,0,0,0,0,0.0531235609474579,0,0,0.193115627434808,-0.239026840684366,0,-0.00429761163197139,0,0,0,0,0,0,0
X600809.SH,0,0,0.1376379541084,0,0,0,0,0,0.043829286347997,0,0,0,0,0,0,0,0,0,0,-0.0815528457025392,0,0,0,0,0.12206018360919,0,0.00364790421254151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0545302049810946,0,0,-0.147628131291873,0,0.0413141796930363,0,0.615988827169047,0,0.0284232700672299,0,0,0,0,0,0
X600690.SH,0,0,0,0,0.284043699897463,0,0,0.112775373241055,0.29909712971474,0.584869429519303,-0.0192259689142751,0,0,0,0,0,0.00515858978828147,-0.335571292178643,0,0,0,0,0,0,0,0,0,0.0114029192087279,0.00184376809820968,-0.00200546543317232,0,0,0,0,0,1.73472347597681e-18,0.0438025825942829,0,0,0,-0.161621735019126,0,0,0,0,0,0,0,0,0,0.0853941298944091,0.103986148254247,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0.0362522491406304,0,0,0,0.0581044573473997,0,0,0,0,0,0,0,0.0967818514851471,0.0792563206277879,0,0,0,0,0,0,0,0,0,0.07757169700071,0.751007755781667,0,0,0,0.137927737052329,0,-0.0884397976464443,0,0,0,-0.0190672962676242,0,0.00444318652444985,0,0,-0.2450536476175,0,0,0,0,0,0,-0.0623021232540556,0,0,0,0,0,0
X000651.SZ,0,0,0.248438955212093,0,0,0,0,0,0,0,0.245496140032597,0.120294451594877,0,0,0,0,0,0,0,0.0283524965465183,0,-0.466355809926606,0,0,0.0167754076900975,0.0242156933354678,-0.00151836393086463,0,0.103299804392637,-0.0192567958427782,0,0,0,0,0,0,0,0,0,0,0.0260887482626357,0,0.329267399749306,0,0,0,0,0,0,0.0287072457515988,0,0,0,0,0,0,0,0,0
X002304.SZ,0,0,0.0719783415073106,0,0,0.0450834791645447,0.0660139102929359,0,0.0543210437932367,0,-0.00865404860525177,0,0,0,0,0,0.0695862638443336,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,-0.0861260102197735,0,0,0,0,0.00823744139650544,0,0,0,0,0,0,0,0.108610557264038,0,0,0,0,0,0,0.00869670653411161,0,0,-0.0224308544376076,0,0,0,0,0,0
X000063.SZ,0,0,0,0.0966952026526764,0,0,0,0,0,0,0,0,0.132368881371468,0,0,0,0,-0.0605639234842887,0,0,0,-4.33680868994202e-19,0,0,0,-0.341064214938643,0.317768513863888,0,0,0,0,-0.020730080314339,-0.0479259410501153,0,0,0,0,0,0,0,0.201475694369723,0,0.114394679786247,0,0,0,0,0,-0.0834680426098383,0,0,0.150431102015677,-0.219191920162409,0,0,0,0,0,0
X300124.SZ,0,0,0,0,0,0,-0.0406368308117056,0.0382632187537331,0,0,0.0677415464499535,0,0,0,0,0,0,0,0.13842001620766,0.111242274083904,0.01660030094792,-0.179294596193755,0,0,-0.0477261888382712,0,0.0535730566712103,0,0,0.0221360801470128,0.225628480475423,0,0,0,0.0109720747644504,0,0,0,0,-0.121481406907188,0,0,0,0,0,0,0,0,-0.0645281873904589,-0.0882423466767035,0,0.0375954562985447,-0.0737043868317337,0,0,0,0,0,0
X002371.SZ,0,0,0,0,0,0.0655623477107536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.133107373393432,0,0,-0.568876940141386,0,0.166499476907641,0,0,-0.229571625791017,0,0,0,0.315472706259991,0,0,0.104343048868725,0.306782053937931,0,0,0,0,0,0,0,0,0,0.0884078440686023,0,0,0,0,0,0,0
