,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000725.SZ,X000858.SZ,X002304.SZ,X600276.SH,X000625.SZ,X000063.SZ,X002292.SZ,X600703.SH,X600690.SH,X002241.SZ,X002506.SZ,X000100.SZ,X000559.SZ,X600271.SH,X600118.SH,X600031.SH,X600066.SH,X600741.SH,X600372.SH,X002236.SZ,X000157.SZ,X002475.SZ,X000338.SZ,X600089.SH,X000568.SZ,X300124.SZ,X002049.SZ,X600177.SH,X002465.SZ,X601877.SH,X002129.SZ,X002074.SZ,X002456.SZ,X002294.SZ,X000869.SZ,X300003.SZ,X600867.SH,X000977.SZ,X002426.SZ,X600498.SH,X002085.SZ,X300001.SZ,X002276.SZ,X600582.SH,X300146.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.0261310248621437,0,0,0,0,0,0,0,0,0,0,0,0.0698567919802993,0,0.0610917066734179,0.013895057572227,0,0,0,0,0,0,0.0281631998684023,0,0,0,0,0,0,0,0.112801486516103,0,0,0.00910498308931678,0,0,0,0,0,0.0535149654633624,0,0,0,0.0176272319933685,0.0271842398570718,0,0,0,0,-0.000854331675933773,0.0110928328084052,0,0,0,0,0,0
X600104.SH,0,0,0,0.0095107731996659,0,0,0,0,0.217690560768185,0,0,0,0,0.108885311365947,0,0,0,0,0,0,0,0,0.0653802235011223,0,0.0240779419202372,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0558932183545129,-0.0813397296581684,0,0,0,0,-0.0386221793665458,0,0,0,0,0,0.00132560932293283,0.0202908656553914,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00777637492395773,0.0638659441622953,0,0,0,0.0268099601375056,0,0,0,0.193334533105019,0,0,0,0,0.306917079950066,0,0.0477995662780372,0,0,0,0,0,0,0.0512229342034573,0,0,0,0,0,0,0,0,0.0208986608141841,0,0,0.0347588271473819,0,-0.00231415387868006,-0.0149078963861325,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0.138963044661707,0,0,0.123833546005547,-0.0293009866284879,0,0,0,0,0.0765426330180399,0,0,-0.00465194601583651,0,0,0,0,0,0,0,0,0,0,0,0,0.272542685097311,0,0,0,-0.089299147124651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0278618118377534,0,0.0175668817831356,0,0,-0.0378540632509737,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0.0293192477615114,0,0.00797622684622809,0,0,0,0,0,0.0162688682360261,0,0.0243848867816505,0,0,0,0,0,0,0,0,0,0,0.0255308734845975,0.0458596939537848,0.219168264564718,0,0,0.0939792882094931,0.00054937608447917,0.0533911113862262,0,0,0,0,0,0,0,0,0.0143133329388366,0.0019099624814567,0,0,0,-0.0030508666582246,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0,0,0.125783004102289,0,0,0,0.0305982141138259,0,-0.0118865668503868,0,0.0801426872098566,0,0.293735621537139,0,0,-0.00815770488820874,0,0,0,0,0,0,-0.000121229520754091,0,0,0,0,0.0365399337736228,0,0,0.171215522070245,0,0,0,-0.00935664202949871,0,0,0.0585370769616223,-1.73472347597681e-18,0,-0.10698099430429,0,-0.0115608584509474,-0.00344270477280209,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0,0,0,0,0.133236708779522,-0.00989846263208448,0,0,0,0,0,0,0,0.118866833210269,0,0,0,-0.0524830634935295,0,0,0,0,0,0.207475272719538,0,-0.0361963137495908,0,0,0,0,0,-0.0231843409836929,0.113362633029193,0,0,0.0712248798023446,-0.0447945208218817,0,0,0,0,0,0,0,0,0.00263926950125363,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0.0830610117124968,0,0,0.147573461645105,0,0,0,0,0,-0.0258060412819695,0,0.0885166977850214,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,-0.061012807068576,0,0,0,0,-0.143281726318386,0,0,0.0959329082651808,0,0,0,0,0,0,0,0,0,0,-0.0213134218583767,-0.0276564899846429,0.0223952395490896,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0,0,0,0,0,0,0.0256870228221872,0,0,0,0,0,0.279289676449355,0,0,0,0,0,0.107680863935395,0,0,0,0,0,0,0,0,0.149075455906143,0,0,0,0.00317703615975255,0,0,0,0,0,0.0217023798923397,0,0,0,0,0,0,4.33680868994202e-19,0,0.00479969204307378,0.00746693177990212,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0355264164806145,0,0,0,0,0.0443831248767929,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0.159381960435925,0,0.187691156313817,0,0,0.0896822209127018,0,0,0,0,0,0,0,0,0.0274348741872478,0,0.0666843883001596,0,0,1.73472347597681e-18,0,0.0067488059251524,0,0,0,0,0,0,0
