,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X600276.SH,X002304.SZ,X000725.SZ,X000625.SZ,X600690.SH,X000063.SZ,X600703.SH,X600741.SH,X600066.SH,X002241.SZ,X002236.SZ,X600031.SH,X000568.SZ,X000100.SZ,X600271.SH,X002475.SZ,X600118.SH,X002456.SZ,X600177.SH,X002292.SZ,X000338.SZ,X000157.SZ,X002180.SZ,X000559.SZ,X600372.SH,X002007.SZ,X300003.SZ,X600867.SH,X002506.SZ,X601877.SH,X002085.SZ,X002074.SZ,X300124.SZ,X600522.SH,X002294.SZ,X600498.SH,X600089.SH,X002508.SZ,X002426.SZ,X000050.SZ,X000977.SZ,X600418.SH,X000869.SZ,X000981.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0.0607070683175705,0,0,0,0.273922133600586,0,0,0.035030193435372,0,0,0.00909546357597215,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0.210409766070486,0,0,0,0,0,0,0.0907584268128547,0,0,0,0.0145501292490493,0,0.180368152288066,0,0,0,0,0,0,-0.0930829026641849,0,0,0,0,0,0,0.0912327258681463,0,0,0,0,0,0,0
X600104.SH,0.0699796734620399,0,0.0676761233284472,0,0,0,0,0,0.4042641095792,0.0472395308284195,0,0,0,0,0.0313314844323271,0,0,0,0,0,0,0,-0.0739909823463266,0.158707330729534,0,0,0,0.0644232299168059,0,0,0,0,0,0,0,-0.0643104376417227,0,0,0,0,0.0143286518228887,0,0,0,0,0.0708989736777285,0,0,0.0397862122308459,0,-0.00605803944637752,-0.0593760850581196,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0.0993879015435455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0740949927788663,0,0,0,0,0,0,0,0,0,0.0397867622722632,0,0,0,0.0508702088513383,0,0,0,-8.67361737988404e-19,0.371542008612746,0.109783767588462,0,0,0,0,0,0.0396832120783168,0,0.118750209948178,0,0,-0.0407602250984608,0,0,0,0,0,0
X000651.SZ,0,0.0153263304552557,-0.0388187139423596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022998725328699,0,0,0,0,0.0724129014583632,0,0,0,0,0,0,0.0343289794615639,0,0,0,0,0.0687814691391987,0,0.0785204173281431,-0.144996688450792,0.0324775932335091,0,0.0351746173066956,0,0,0,-2.16840434497101e-19,0,-0.0292830852850765,0,0,0,-0.0929170096803904,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0.0944439584075326,0,0,0,0.109133708765597,0,0,0.0769086248780631,0,0,0,0,0.571012423049973,0,0,0,0,0,0,0,0,0,0.0285691868663104,0,-0.0130369181427277,0.0650854229158198,0,0,0,0,0,0,0,0,0,0,0,0.042358848752976,0,0,0.00267932168566395,0.124354410354985,0,0,0,-0.00705028517316076,0,0,0,0,0,0,0
X600276.SH,0.147618305290603,0,0.108531190787235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0501659016412176,0,-0.0566569000358331,0,0,0,0,0.157116941634889,0,0,0,0,0.0716777987089306,0.0239054451653925,0,0,0,-0.158845791031078,0,0.0312222165775482,0,0.00613140914514563,0,-0.0567957325621395,-0.0328410024369001,0,0,0,0,0,0
X002304.SZ,0.146975993173104,0,0,0,0.137426001810287,0,0,0,0,-0.0336257443021032,0,0,0,0,0,0,0,0.240135775709542,0,0,0,0,0.0399811292803816,0,0,0,0,0.0627171220478568,0,0.146347926495245,0,0,0,0,0,0,0,0.0770533476365662,0,0,-0.0683154492137878,0,0,0,0,0,0,0.0771607447368007,0,0,0.0302152674912231,0.00995991427356959,0,0,0,0,0,0
X000725.SZ,0.0259300189631466,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0.144658472257247,0,0,0,0,0.189241527573578,0.0288857781544985,0,0,0,0,0,0,0.00474607684184878,0.0287425269139764,0,0,0,0.0918372253177982,-0.0254076121418616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0151732476836218,0.00871784056094906,0,-0.0812966333829377,0,0,0,0,0,0,0
X000625.SZ,0,0.109064728586382,0.00983142085118133,0,0,0,0,0,0,0,0,0,0.0620403162389631,0.00564287796238827,0,0.0994228972732465,0,0.0209595050274815,0,0,0,0,-0.000865513226686327,0,0,0,0,0,0,0.0345527580040656,0,0,0,0,0,0,0,0,0.0748802301943374,0,0,0,0,0.0413109784053502,0,0,0,0.0210174066632865,0,0,0,0,0,0,0,0,0,0
X600690.SH,0,0.046871584163947,0.100078717521441,-4.33680868994202e-19,0.0696199267512665,0,0,0,0,0,0.0570639837398695,0,0.0147739343323333,0.156686285430293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.117365245215782,0,0,0,0,0,0,0,0.0214456664677512,0.000352941642181206,0.0143442062973224,0.0797282715039202,0.0556918886180364,0,0,0,0,0,0,0,0,0.0477280203257666,0,0,0,0,0,0
