,X600519.SH,X000858.SZ,X000568.SZ,X002415.SZ,X600276.SH,X600809.SH,X002475.SZ,X600690.SH,X000651.SZ,X002304.SZ,X000063.SZ,X300124.SZ,X600104.SH,X000725.SZ,X003816.SZ,X600031.SH,X002371.SZ,X000596.SZ,X000625.SZ,X002129.SZ,X300014.SZ,X000338.SZ,X002179.SZ,X600703.SH,X600089.SH,X000100.SZ,X002049.SZ,X600372.SH,X002236.SZ,X000977.SZ,X600584.SH,X002241.SZ,X000661.SZ,X601877.SH,X000157.SZ,X600741.SH,X600522.SH,X000733.SZ,X002074.SZ,X002180.SZ,X600702.SH,X002463.SZ,X300142.SZ,X600460.SH,X000800.SZ,X002007.SZ,X300003.SZ,X002028.SZ,X000988.SZ,X000066.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.253937786955174,0.181004365864169,0,0.0434943119130718,0,0,0,0,0,-0.0291139743018427,0,0,0,0,0,0.0285419189958474,0,0,0.064714239201582,0,0,0,0,0,0,0,0,0,-0.00220084336383899,0,0,0,0,0,0,0,0,0,0,0.0430817830112832,-0.061706909410457,0,0,0,0,0,0,0,0,-0.0332328075559172,0,0.0612904696333929,0,0,0,0,0,0
X000858.SZ,0.0641158165135112,0,0.414946493608896,0,0,0.0377369407839901,0,0,0.0510967136097673,0,0,0,0,0,0,0.092987832103504,0,0,0,0,0,0,0,0,0,0,0,0,-0.00515130670534481,-0.00792730713636088,0,0,0,0,0,0,0,0,0,0,0.211800843899416,0,0,0,0,0,0,0,-0.0259266877272712,0,0.0368711780847794,0,0,0,0,0,0,0,0
X000568.SZ,0.0616608060463855,0.249988960587279,0,0,0,0,0,0,0,0,-0.0353760475717128,0,0,0,0,0,0.139722519161764,0.14539470801512,0,0,0,0,0,-0.0777025094867047,0,0,0,0,0,-0.0252926776290633,0,0,0,0,0,0,0,0,0,0,0.389989645161165,0.039106003976515,0,0,0,0,0,0,-0.0348906495996726,0,0,-0.00340331945474126,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.15231800877409,0,-0.112861082695191,0,0.314858480923558,0,0,0.200826749889891,0,0,0,0,0.340209742018975,-0.0194795795830996,0,0,0,0,0,0,-0.12324602779932,0,0,0.20947842386119,0,-0.0606197126317664,0,0,0,0,0,0,-0.0482531047862472,0,0,0,0,0,0,0,0,0,0
X600276.SH,0,0,0,0.0278472754968284,0,0,0,0.0441514603723337,0,0,0,0,0,0,0,0,0,0,0.100260854473626,0,0,0,0,-0.230320450761231,0,0,0.0612135221414947,0,0,0.054948691199269,0,0,0,0,0,0,0.182858952027326,0.0689097815644944,0,0,0,-0.224573336568165,0,0,0,0,0,0.123337475104054,0.0896748175165146,0,0,0.000305011501131839,0,0,0,0,0,0,0
X600809.SH,0,0.0625340996177468,0,-1.73472347597681e-18,0,0,0,0,0,0.181481843141509,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0585836825742454,0,0,0,0,0,0.00345607292497563,0,0,0,0,0,0,0,0,0,0,0,0.100302960318573,0,0,0,-0.347937364246692,0,0,0,0,0.373844883811872,0,0.0724924145079519,0,0,0,0,0,0
X002475.SZ,0,0,0,0.0802726718943867,0,0,0,0,0,0,0,0.0759520158191443,0,0,0,0,-0.033373335650588,-2.16840434497101e-19,0,0.231030149463318,0,0,0,0.0958778536822978,0,0,0,0,0.0126439892071424,0,0.239350612358308,0.553910377885212,-0.197135258574874,0,0,0,0,0,0,0,0.152854199854948,-0.0100255536685931,0,0,0,0,0,0,0.152131599053988,0,0,0,-0.103683298906584,0,0,0,0,0,0
X600690.SH,0,0,0,0.0529692920571018,0.214499266956724,0,-0.0147677092241428,0,0.290945554055837,0,-0.000336528059224663,0,0,0.114322518952902,0,0.138822514046049,0,0,0,2.16840434497101e-19,0,0,0,0,0,0,0,0,0.0104691247952144,0.00783412066183733,0,0,0,0,0,0,0,0.0284400581315047,0.128388862623585,-0.140882226016805,0,-0.0346532260302482,0.0295183278602897,0,0,0,0,0,0,0,0,0.0272711805109452,0,0.161035063115908,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0.141736673276956,0,0,0,0,0,0,0,0.25561258643107,0,0,0,0.151043350439419,0,-0.576474980731003,0,-3.93870462782192e-05,0,0,-3.46944695195361e-18,0,-0.0161850749796728,-0.0559757034184293,-0.0151415959580849,0,0,-0.105437107738628,0,0,0,0,0,0,0.181306621144506,0,0,0,0,0,0,0.186055209230415,0,0.0747025353146346,0,0.0608578261375646,-0.0710283119459269,0,0,0,0,0,0
X002304.SZ,0,0.267770579642778,0.29756835100896,0,0,0.0279734712604992,0,0,0.0390291636726223,0,0.0101857341206025,0,0,0.0204036016361755,0,0,-0.0257653579760472,0,0,0,0.0337989007424938,-0.101088435794979,0,0,0,0,0,-0.0201650811527751,0,-0.0117379902800123,0,0,0,0,0,0,0.0176444541772097,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0348795437065865,0.013373914981272,0,0,0,0,0,0,0
