,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X600276.SH,X002304.SZ,X000725.SZ,X000063.SZ,X600690.SH,X600703.SH,X000568.SZ,X600741.SH,X002236.SZ,X002475.SZ,X002241.SZ,X000625.SZ,X002456.SZ,X000338.SZ,X600031.SH,X600066.SH,X000100.SZ,X002008.SZ,X300124.SZ,X601877.SH,X600809.SH,X300136.SZ,X600487.SH,X002508.SZ,X300003.SZ,X600522.SH,X002085.SZ,X600867.SH,X600089.SH,X000596.SZ,X002294.SZ,X600177.SH,X600271.SH,X000157.SZ,X600498.SH,X600699.SH,X600566.SH,X600118.SH,X000050.SZ,X600707.SH,X000559.SZ,X002180.SZ,X002179.SZ,X300115.SZ,X000981.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0.0588345454793456,0,0.0311772783642554,0,0,0,0,0.157040989423312,0,0,0,0,0,0,0,0,0,-0.0203253410299376,0,0,0,0,0,0,0,0,0.0254003121592927,0,0,0,0.123202529143472,0.047177244750688,0,0,0,0,0,0,0,-0.00371214181465873,0,0,0,0,0.0268957759494891,0,0,-0.0136305210548951,0.00183241796461929,0,0,0,0,0,0
X600104.SH,0,0,0.0260810587181516,0,0,0,0,0.0285490682734072,0,0,0.0700660701641462,0,0.414330637933378,0,0.134676570140133,0,0,-0.0496234997549106,0,-0.0734706249821111,0,0,0,0,0,0,0.0205233688044468,0,0,0,0,0.0622610491182145,0,0,0.00616268608026045,-0.0435023247402399,0,0,0,-0.0141790545119246,0,-0.0418721085641541,0,0,0,0,0.0457487733616799,0,0,0,0,-0.00423934992102004,0.00540078170867216,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0.0880336693973781,0,0,0,0,0.104407472125014,0.0226164259189167,0.0496940419560701,0,0,0,0,0,0,0.0945109172951712,0.11827397817993,0,0,0.0259945239527772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0633847043159834,0,0,0.0330795802828638,0,0,0,0,0.00897370734598709,0.0149341401452528,0.0919899874019933,0,0,0,0,0
X000651.SZ,0,0,0,0,0.112151044049354,0,0,-0.0342263594980183,0,0.21853997454992,0,0,0.0351170737393991,0.0715737158236446,-0.0330245481164988,0,0,0,0,0.110959241655805,0,0,-0.0203217343028072,0,0,-3.46944695195361e-18,0,0,0.192379457013394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00648832056488683,0,0,0,0,0.0177657522041982,-4.33680868994202e-19,0,0,0,0,0,0
X000858.SZ,0,0,-0.14629569103447,0.0967627332784278,0,-0.0100269722298276,0.0558319408158615,0,0,0,0,0.375115518347874,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0.0788026837787595,0.0609472017532905,0,0,0,0,0,0.197196270642505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0328551687769038,0.0160461342609666,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0.021385185635193,0,0,0.147408855629048,0.0165393847177947,0,0,0,0,0,0,0,0,0,0,0,-0.138521998565779,-0.0444584080990787,0,0,0,0,0.0427009982150404,0,-3.46944695195361e-18,0,0,0.0250702762770979,0,0,0,0,0.137091328057487,-0.0949025798475116,0,0,0.0294026837482624,0,0,0,0,0,0,0,-0.0288890578114155,0.0341042411534453,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0.280707771862273,0,0,0,0,0,0,0.236334685754622,0,0,-0.106741497304943,0,0,0,0,0,0,0,0,0,-0.0326446049426776,8.67361737988404e-19,-0.0319143883856831,0,0,0,0,0.0389415749790888,0,0,0.0184903813388482,0,0,0,0,0,2.71050543121376e-20,0,0,0,0,0,-0.0823751084201818,0,0.0773844161493068,0,0,-0.0331913274902039,0.0329873300967969,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,-0.0269121586753568,0,0.205609717900215,0,0.049146041102339,0,0,-0.0323338222504216,0.179638511242596,-0.0577787911293353,0,0,0,0,-0.108792196652471,0.0980065076084048,0,0,0,0,0.177904086847007,0,0,0,0,0.036239342417443,0,0,0,0,0,0.0312074766744697,0,0,-0.0464925593628631,0,0,0,0.189450567417024,0.165921891640568,0,0,0,0,0,-0.0289490942075976,0.0327512123927704,0,0,0,0,0,0
X000063.SZ,0,0,0,0,-0.0554318153630782,-0.39132937022008,-0.0133121735223821,0.409900471251546,0,0,0,0,0,0.134644570211556,0,0,0,0,0,0,0,0,0,0,0.0349350838769622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.245996860944252,0,0,0,0.0376725591000144,0,0,0,0,0,0,0,-0.0863647823945512,0.09905945655126,0.190300444717278,0,0,0,0,0
X600690.SH,0,0,0,0.0313586243335268,0,0,0,0,0,0,0.00854347095858222,0,0.194781348091216,0.139218885065111,0,0,0,0,0,0,0,0,0,0,0,0,0.219165083741932,0,0,-0.142908605004456,0.228905916604668,-0.0768953448840947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00376883433015607,0,0,0,0,0,0
X600703.SH,0,0.210206625094706,0,0,0.0487370781103049,0.243581204166184,-0.0344987029326961,0.0511961064597939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.243167353288705,0,0,-0.0388362792170315,0,0,0,0,0.0552695906041651,0,0,0,0,0,0,0.113731995532643,0.0309120381590481,0,0,0,-0.0993844376464196,0,-0.092336697731221,0,0,0,0,0.0272186573202741,0,0,0,0,0,0,0
X000568.SZ,0,0,0,0.0808468539987637,0.382174572752884,0,0,0,0,0.189759974722399,0,0,0,0,0,0,0,0,-0.0710044976648244,0,0,0,0,0,0,0.128910422753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0239666112918225,0.196861673811034,0,0,0,0,0,0,0,-0.0189446166308577,0,0,0,0,0,0
X600741.SH,0,0.509569999969806,-0.0718583239521097,0,0,0,0,0,0.138605079562077,0.115065530782281,0.07400338729975,0,0,0,0,0.121393166110242,0,-0.0605809033792891,0,0,0,-0.306837159239376,0,0,0,-0.071554688485947,0.0872054036119938,0.0219838159450633,0,0,0,0,0,0,0,0,0,0,0,0,0.0579254129216272,0,0,-0.00513862344802999,0,0.0415707480456167,0,0,0,0,0,0,-0.00785242327919873,0,0,0,0,0,0
