,X600519.SH,X000858.SZ,X600809.SH,X000568.SZ,X002415.SZ,X002475.SZ,X600690.SH,X600276.SH,X002304.SZ,X000651.SZ,X600104.SH,X300014.SZ,X002371.SZ,X002129.SZ,X300124.SZ,X002049.SZ,X003816.SZ,X000625.SZ,X600031.SH,X000596.SZ,X000725.SZ,X000063.SZ,X002241.SZ,X600703.SH,X002179.SZ,X000338.SZ,X600089.SH,X600522.SH,X000661.SZ,X002180.SZ,X000733.SZ,X300142.SZ,X601877.SH,X002074.SZ,X000100.SZ,X600741.SH,X600460.SH,X600884.SH,X000157.SZ,X600702.SH,X002414.SZ,X601799.SH,X600487.SH,X600584.SH,X002236.SZ,X000799.SZ,X600563.SH,X600418.SH,X300003.SZ,X002176.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.246216470047136,0,2.16840434497101e-19,0,0,0.00847240450251604,0,0,0,0,0,0,0,0,-0.0137627814315715,0,0,0,0,0,0,-0.0564032783108186,0,0.0311436040060429,-0.0318735840429532,0.096429841190049,-0.00896503752679223,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0.0665490727034733,-0.00866230920834745,-0.0249887152297254,-0.0447698910043723,0,0,0.041003743217306,0.00569243933400445,0,0,0,0,0,0
X000858.SZ,0,0,0.0240683557962864,0,0,0,0,0,0.0305453901457126,0,0,0,0.00628639637664727,0,0,0.0432183297084361,0,0,0,0.0225184434270519,0,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0.125601425464947,0,0,0.334047427037826,-0.102887378723805,-0.0141291437355473,0,0,0,0,0,0,0,0.0462258007661891,-0.0507265007787361,0.0249126121711985,-0.000203139727855981,0,0,0,0,0,0
X600809.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00669732305432263,0,0,0,0.175209509266094,0,0,0,0,0,0,0,0,0.0976314935780822,0,0,0,0,0.0291572584948432,0,0,0,0,0,0.0221603826136101,0.0155961407388455,-0.135441114766399,0.0730448234904965,0,0,0,0,-0.122385010248838,0,0,0.318129108213094,0,-0.0135787389668798,-0.0378965359099805,0,0,0,0,0
X000568.SZ,0,0,0.183956755250389,0,0,0,0,0,0,0,0,0,0,0,0,-0.0270068684768413,0,0,0,0.0473091892109389,0,0,0,0,0,0,0.0370930685429403,0,0,0,0,0,0,0,0,0,0,0,0,0.333764901334152,-0.00128638334679032,0,0,0,0,0,-0.0251106295672051,-0.00102717731575192,0.0345530853646641,0,0,-0.0377766737306855,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0.0425763129573981,0,0,0,-0.150931028944954,0,0,0,0,0,0,0,0,0,0,0,0.179220512644228,0,0,0,0,0,0,0,0.0837978978880247,0,0,0,0,0,0.112036865345783,0,-8.67361737988404e-19,0,-0.0154518175184034,0,0.108121924931033,0.53457129996824,0,-0.020195577375022,0,0,0,0,0,0.026387250858014,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.07680179218688,0,0.35757870072108,0,0,0.0529626379223575,0,0,0,0,0.169661032150629,0,0,0,-0.0152174905870352,0,0,0,-0.16991687999036,0,0,0,0,0,0,0,0,-2.16840434497101e-19,0.0515687702897334,0,0,0,0,0,0,0,0,0,0,-0.132069582628241,0,0,0,0,0,0,0
X600690.SH,0,0,0.132461023793462,0,0,0,0,0,0,0,0,-0.0382789198462597,0,0,0,-0.0401518275130825,0,0,0,0.0105433260377098,0,0,0,0,0,0,0.256230568546684,0,0,0,0,0,-0.208427710652242,0,0,0,0,0,0,0,-0.0179602244392373,0.0387995792715757,0,0,0,0,0,-0.0508852350230081,0.277835806759454,0,0,0,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,-0.160705774502592,0,0,0,0,0,0.0185123526816211,0,0,0,0,0,0,0,0,0,0,0.166246386885183,0,0,0,4.33680868994202e-19,0.121827975579557,0,0.273470499307431,0,0,0,0.0599020085776037,0,0,0,0,-0.202810408537803,0,0,0,0,0,0,0,-0.211289708563839,0.258382648544272,-0.0518379804575443,0,0,-0.0310540696933534,0,0,0,0.20528783578373,0,0
X002304.SZ,0,0.369791090545511,0,0,0,0.0156060593065182,0,0.0139947732302602,0,0,0,0,0,0,0.014449676434131,0,0,0.0575273611304278,0,0,0,0,0,0,0,0,0,0,0,0.108386548549682,0,0,0,0.0109880407322902,0,0,0,0.0192928031301223,0,0.0779887190371367,-0.104405690759071,0,-0.0316441955517056,0,0,0,0,4.33680868994202e-19,0,-2.16840434497101e-19,0,0,0.039149139451169,0,0,0,0.021679373701541,0,0
X000651.SZ,0,0,0,0,0,0.0597429599935949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0425681253957437,0,0,0,0,0,0.0950493458553539,0,0,0.163155369486566,0,0,0,0.075729661838208,0,-0.0707324245268882,0,0,0,0,0,0,0,0,0,-0.0576956059609288,0.0894520857522239,0.101839462482039,0,0,-0.0599043147545079,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0.0219528094115517,0,0,0.104779645210625,0,0.0845593081996414,0,0.0299289843837736,0,0,0,0,0,0,0,0,0,0,0,0,0.0235089444448187,0.0865892960014763,0.0667356385128877,0,0,0,0.0740603912249045,0.292707781176885,0,0,0,0.14946597181855,0,0,0,0.0631998254974572,0,0,-0.137694116710065,0.105448299245904,0,-1.73472347597681e-18,0.0619585766812245,0,4.33680868994202e-19,0,0,0,-0.106256100198949,0,0
X300014.SZ,0,0,0,0,0,0.00184466644512527,0,0,0,0,0,0,5.42101086242752e-20,0,0,0,0,0.159355805561916,0,0,0,0,0,0,-0.137416441599888,0,0.0859578050087112,0.107770511172685,0,0,0,0.263210954655232,0.0868646337314611,0.331271917603087,0,0,0,0,0,0.0161359439416629,0.0602344726425388,0.0497398306924768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002371.SZ,0,0,0.0755012003712751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.398423118698645,0,0,-0.106069272621554,0,0.174220204652707,0,0,0.067604934291117,0,0,0,0,0.447438121919666,0,0,0,0,0,-0.0570030910387469,0,0,0,0,-6.93889390390723e-18,0,0,0,0,-0.0405869635685679,0,0,0,0,0,0
X002129.SZ,0,0,0,0,0,-0.0599472259651215,0,0,0,0,0,0.0920508555198524,0.123615493558582,0,0,0.0416887620517647,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0.288618859475244,0.0887741917146157,0,0,0,0,0.0611982320821155,0,0,0,0,0,0,0.0200770601375503,-0.155536471670313,0,0,0,0,0,0.0339747451958929,0,0,0,0,-0.0482625206585772,0,0,0,0,0,0
X300124.SZ,0,0,-0.104812372519286,0,0,0.29828875309195,0,-0.0857045364639454,0,0,0,0.0351267148453639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21349741665264,0,0,0,0,-0.0636714058214259,0,0,0,0.164296387738236,0,0,0,0,-0.0213221336002717,0,0,0,0,0,0,-0.029258943769348,-0.068773928021047,0,0,0,0.0516984137557844,0,0,0,0,0,0
X002049.SZ,0,0,0,0,0,0,0,0,0,0,0,0.220567845336516,0.279749863848287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.277678930862086,0,0,0.149721535915198,-0.0755335802373531,0,0.0587284686928695,0,0,0,0,0,0,0,-0.126783757157235,0,0,0,0,0.187272460374855,0.111887334463964,0,0,0,0,-0.0357005856801763,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,0,-0.0211596351050149,0,0,0,-0.0174524150220687,0,0,0,-0.0549750549286541,0,0,0.232214822162325,-0.0738673083124329,0,0,0,0,0,0,0,0,8.67361737988404e-19,-0.0136185805356357,0,0,0,-0.0141222144315332,0,0,0,0,0,0.0923726157941186,0,0,0,0,0,0,0,0.00548431124482383,0,0.0245194919378892,0,0.0590656061497704,0,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0,0.108784401543689,0,-0.290608526682875,0,0,0,0.0130211200264349,0,-0.339038557326484,0,-0.035655589294775,0,0,0,0,0,0,0.024965491744099,0,0,0,0,-0.0380782787165639,0,-0.0034702306719186,0,0,0,0,0,0.237668250508564,-0.0987852460174797,0.754739724915033,0,0,0,0,0,0,0,0,0,0.174580818396158,0,0,0,0,-0.0403943778303813,0,0,0,0,0,0
X600031.SH,0,0,0,0,0.173694329977932,0,0.0998996339995343,0.00664646846242551,0,0,0,0.114112862600008,0,0,0,0.0210402591793064,0,0,0,0,0,0,0,0,0,0,0,0,0.00505774131203437,0,0,0,0,0.0149920000095105,0.333467947229336,0,0,0,0.222271616060012,0.0116599866428643,0,-0.13536781167771,0,0,0,0,0,0,0,0,0,0,-0.0249213470044729,0,0,0,0,0,0
X000596.SZ,0,0.329095719883674,0.358680728061492,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0.173419527984429,0,-0.0610853680630767,0,0,0,0,-0.0540399375332695,0,0.0118843864807727,0,0,0,0,0,0,-0.145536739766497,0,0,0,-0.167972666479523,0,0,0,0.101420962868812,0,0,0,0,0,0,0,0,0,0,0,5.42101086242752e-20,-0.00680294160990088,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0.17120479777987,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.063764473073766,0,0,0,0,0,0.0238774289516303,0,0,0,0,0,0,0,0.0350623911102314,0.101368495461307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0448549444061863,0,0,0,0,0,0,0.0144765653744118,0,0
X000063.SZ,0,0,0,0,0,0,0,0.115047771201711,0.0243552231050559,0,0,0,0,0,0,0,0,0,0,-0.0462915844466498,0,0,0,0.0276059766475713,0,0,0,-0.06692311557225,0,0.000695405046145911,0,0,0.0594055535610521,0,0,0,0.0996555836107198,0,0,0,0,0,0,0.226869848447081,0,0,0,0,0,0,0,0,-0.0065726640145339,0,0,0,0,0,0
X002241.SZ,0,0,-0.0232888020674663,0,0,0.794800212325343,0,0,0,0.174268522634372,0,0,0,8.67361737988404e-19,0,0.0720643363345989,0,0,0,0,0,0,0,0,0,0,0,0,0.435794142559638,0,-0.100124393981072,0,0,0,0,0,0,0,0,0,0,0,-0.186477930427619,0,0,0,0.0883964057547198,0.0460456707774577,0,0,0,0.103262553241727,0,0,0,0,-0.152834928742794,0,0
X600703.SH,0,0,0,0,0,0,0,0,0,0,0,0.11474242846068,0.146800538974705,0.00634851940782742,0,0,0,0.0381357069537671,-2.16840434497101e-19,0,0,0,0.0433378828609922,0,0,0,0.0362163327845759,0.0803039075373676,0,0,0,0,0,0,0,0,0.0321789500288442,0,0,0,0.123987000276609,0,0,0,0,0,0,0.0672186312462254,0,0,0,-0.120879077135273,0,0,0,0,0.0778097475667627,0,0
X002179.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.0366697161270482,0,0,0.19298574434155,0,0,0,6.93889390390723e-18,0,0,0.00908817306387269,0.0465854300595219,0,0,0,0,0,0.00442009650864161,0.0485167062774812,0,0,0,0,0,0,0.0413537725859192,0,0,0.108809845422031,0,0.107554164118584,0,0,0,0,0,0,0,0,0.00541618830002777,-0.0344155303485734,0,0,0,0,0,0
X000338.SZ,0,0,0,0,-1.38777878078145e-17,0.0783875904569176,0,0,0,0,0.282308515966713,0.0404111840120817,0,0,0,0,0,0,0.26814439195445,-0.102253220988975,0,0,0,0,0,0,0.002132618875903,0,0,0,0,0.102344498214387,0,0,0,0,0,0,0,0,0.000844282351741971,0,0,0.0154655881879114,0,0,0,0,0,0.000637641177420684,0,0,-0.00586152484324554,0,0,0,0,0,0
X600089.SH,0,0,0,0,0,0.0110148087706394,0,0,0,0,0,0.0169418532559252,-0.28620711648725,0,0,0,0,0,0,0,0,0,0.0693183442045962,0,0,0.0610202402312057,0,0,0,0,0.384083268553228,0,0.319248880437436,0,0,0,0,0.0363179846879384,0,0,0.0186472996867744,0,0,0,0,0,0,0,0,0.0272175110078578,0,0.0791111938788233,0,0,0,0,-0.144029448298018,0,0
X600522.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.170825854627462,0,0,0,0,0,-0.0220588395332178,0,0,0,0.21765592154695,0,0,0,0,0,0,0,0,0.0103614553821442,-0.0446521602839299,0,0,0,0,0,0,0.009245332865293,0,0.594236345936239,0,0,0,0.152399170817434,0.0543325976791884,0,0,0,0.0537055898482908,0,0,0,0,0,0,0
X000661.SZ,0,0,0,0,0,-0.170711163714595,0,0.0394892021779468,0,0.0978522589288412,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.104341625714155,0,0,0,0,0,0.0357240707403426,0,0,0,-0.0737827439251856,0.0542286842033038,0,0,0.0418178698747232,0,0.498522824337649,-0.043275298088853,0,-0.124941096034976,0,0,0,0,0.112452346573781,0.683018475395987,-0.251852334949233,0,0,0.125903294379421,0,0,0,0,0,0
X002180.SZ,0,0,0,0,0,0.16190379914267,0,0,0.0900607949081771,0,0,0,0,0,0.255615392506048,0.168025188070408,0,0,0,0,0,0,0.00174334075939518,0.026781086588179,0,0,-0.130020467246071,0.122489797050165,0,0,0,0,0,0.146300624652263,0,0,0,0,0,0,-0.475849888111669,0,0,0,0,0,0.0126253504647279,0,0,0.0497092091992362,0,0.046883116342596,0.026661608956397,0,0,0,0,0,0
X000733.SZ,0,0,0,0,0,-0.150268536212478,0,0,0,0,0,-0.0130168980505861,0,0,-0.0444864705810646,0.0678879408829418,0,0,-0.0955914997023174,0,0,0,0,0,0.0929564992704726,0,0.299231649370675,0,0,0.17890415780587,0,0,-0.0735014600095079,0,0,0,0.244296268894287,0,0,0,0,0.0169160068512358,0,0,0,0,0,0,0,0,0,0.0280406697656278,8.67361737988404e-19,0,0,0,-0.124119000811833,0,0
X300142.SZ,0,0,0,0,0,0,0,0.462821913718745,0,0,0,0.0114016655327749,2.16840434497101e-19,-0.2376693362304,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00395903339669229,0.00396799539477302,0,0,0,0,0,0,0,0,0,0,0,0.292136604958344,0,0,0.00130818795131838,0,0.142964099667016,-4.33680868994202e-19,-0.0462726740777011,0,0,0.132439180836026,0,-0.0488242854609094,0,0,0,0.0860380681687373,0,0
X601877.SH,0,0,0,0,0.0071500401075262,0,0,0,0,0,0,-4.33680868994202e-19,0,0.0228189587594474,0,0,0,0,0,0,0,0,0,0.0280521134169933,0,0,0.0749726332360872,0.0853500857565682,0,0,0,0,0,0,0,0.0140174802660652,0,0,0,0,0.183954543756966,0,0.0823633759760242,0,0,0,0.106346711827941,2.16840434497101e-19,0,0.173800662372313,0,0,0.0162685878657519,0,0,0,0,0,0
X002074.SZ,0,0,0,0,0,-0.109210895289499,0,0,0.286752248376341,0,0,0.159534905832592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.279015724242764,0,0,0.383059956879471,0,0.12496675843641,0,0,0,0,0.495881642550326,0,0,0,0.21397427796493,0,0,0,0,0,0.0736630600921758,0,0,0,0.0918112311203619,0,0,0,0,-0.122803769651909,0,0
X000100.SZ,0,0,0,0,0.0228598799251355,0.0678418597864098,0,0,0,0,0.0340119513841614,0,0,0.230075255274611,0.0580804422265398,0,0,0,0.458820211136774,0,0.198106696442102,0,0,0,0,0,0,0,0,0,0,0,-0.175260318754999,0.041369055331079,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0237078700661249,0,0,0,0.0493229546227195,-0.0155470271003885,0,0,0,0,0,0
X600741.SH,0,0,0,0,0,0,0,-0.0199934794325651,0,0,0.288185210301649,0.0455411633422821,0,0,0.00440623509477915,0,0,0.0927468269627041,0,-0.14941559095131,0,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0.0944364649811464,0,0.103679310026958,0,0,0,0,-0.00583565875800306,0,0.0849577897392971,0,0,-0.0163745923397007,0,0,0,0,0,0
X600460.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.310387530193541,0.00828090242374571,0,0,0,0,0,0.073383674143196,0,0,0.0631502808636191,0.078688219409264,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10860270671963,0,0,0,0,0.117567734243319,0.143238942676222,0,0,0,-0.0437873032560128,0,0,0,-0.0371621983063332,1.0842021724855e-19,0,0,0,0,0,0
X600884.SH,0,0,0,0,1.0842021724855e-19,0,0,0,0,0,0,0.0166789014750908,0.0580915223263958,0,0.123681333567559,0,0,0.0815705595624337,0,0,0,0,0,0,0.0545686768683109,0,0.115463529744316,0,0,0,0,0,0,0.147481646290503,0.203506981799368,0,0,0,0,0,0,0.0643789700307779,0.199984813968305,0,0,0,0.000407974849294638,0,0,0.129484850459424,0,0.0897922768157348,2.71050543121376e-20,0,0,0,0,0,0
X000157.SZ,0,0,0,-0.0326814858043273,0,0,0,0,0,0,0,3.46944695195361e-18,0,0.0140845882354134,-0.0384491101900961,0,0,0.0774864211986013,0.312961570605516,-0.0116403535928576,0,0,0,0,0,0,0,0.0119050356231629,0,0,0,0,0,0,0.124976640501977,0,-0.0428079595862606,0,0,0,0,0,0,0,0,0,0.0352639296090474,0,0.0125205749839592,0,0,0,-0.010654797258413,0,0,0,0,0,0
X600702.SH,0,0,0,0.230262510165966,0,0,0,0,0,0,0,0,0,0.0734090899580768,0,0,0.222815103979786,0,0,-0.0481561049090441,0,0,-0.0457104911229743,0,0,0,0,0,0,0,0,0,0,-0.0307122481720901,0,0,0.105953121031847,0,0,0,0.0397097684256915,0,0,0,0,0.957481934186603,-0.00325789289540459,-0.0191028245518207,0,0,0,0,0.048007928413351,0,0,0,0,0,0
X002414.SZ,0,0,0,-0.0494361355724895,0,0.0882123766219772,0,0,0,0,0,0.0233058428933902,0,0.122156400062908,0.121249464416067,0.125484050895518,0,0,0,0,0,0,0.214138386055159,0,0.0220049772496046,0,0,0,0,0,0,0.18718900375276,0,0,0,0.360769999449619,0,0,0,0,0,0,0,0,0,0,0.0125463326623011,0,0,0,0,0,0.119918839442075,0,0,0,0,0,0
X601799.SH,0,0,0,0,0,0,0,-0.0248457097784402,-0.222849487635528,0,0,0.145506153439093,0,0,0,0,0,0.147236836774559,0,0,0,0,-0.0579604099136883,0,0,0,-0.00296473395394227,0,0,0.0596386068863085,0,0,0,0.161499224926951,0,0.116779376189808,0,0,0,0,0,0,0,0,0,0,0,0,-0.125075938945642,-0.0915002465241321,0,-0.0559650092937918,-0.075666931788244,0,0,0,0.230105839871357,0,0
X600487.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.214946868494786,0.538560559389411,0.114708080044257,0,0,0,0.0763886950410199,0.112487522267153,0,0,0,0,0,0,0,0.0509457336028592,0,0,-0.326960118816663,0,0,0.0652143471182146,0,0,0,0,-0.064869213461165,0,0,0,0,0,0
X600584.SH,0,0,0,0,0.103089433416256,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0377602598819346,-0.125972331268482,0,0,0,0,0,0,0,0.109823604136347,0,0,0,0,0,0,0,0,0.419115685652341,0,0,0,-0.00997808650826283,0,0,0,0.164569176340667,0,0.0484288738672748,-0.043853733084816,0,0.0547483020597905,0,0,0.0269455511024061,0,0,0,0,0,0
X002236.SZ,0,0,0,0,0.375278466877903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0362443817763911,0.00514123729586847,0,0.00740656873392673,0,0,0,0,0,0,0,0,0,0,0.0191890765203301,0.0184180403928328,0,0,0,0,0,0.124507481416161,0,0,0,0,0,0.0629638360097211,0,0,-0.0145377857366484,0,0,0,0,0,0
X000799.SZ,0,0,0,0,0.0137690511696768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0631597439914784,0,0,0.0116405322538001,0,0,0,0.0126529493266489,0,0,0,0,0.104254188730541,0.0378754397445664,0.0227842155489961,0,0,0,0,0,0.477290607796612,0.0225572348356039,0.0996940492007932,-0.0168070409036488,0,0,0,0,-0.017800501266428,0,0,0,0,0,0,0,0,0,0,0
X600563.SH,0,0,0,0,0,0,0,0,0,0,0,0.196335617420609,0,0,0,0.209171934150958,0,-0.0227657349137119,0,0,0,0,0,0,0,0,0,0.133478644117514,0,0,0,0,0.558382584902947,0,0,0,0,0,0,0,1.73472347597681e-18,-0.00131668101894484,0,0.083021607715329,0,-0.365266810755568,0,0,0.120530601828031,0,0,-0.0450752150788733,-0.0280010292700126,0,0,0,0,0,0
X600418.SH,0,0,0,0,-0.0470542994023457,0,0,0,0,0,0,-0.0621142265541908,0,0,0,0.0546766352120023,0,0.553606989894618,0,0.162259496916178,0,0,-0.0246998658429347,0,0,0,0.138121823474645,0,0,-0.202804490324722,0,0,0,0,0,0.361120103027861,0,0.29940335658224,0,-0.572471044813555,0,0.108873876245924,0.132500309265093,0,0,0,0,0,0,0.0408074849707037,0,0.0415105701380005,-0.0174689853014954,0,0,0,0,0,0
X300003.SZ,0,0,0,0,0,0,0,0.390371549069952,0,0,0,0.0187838299928654,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0.017727348577592,0,0,0,0,0.104352212840439,0,0,0.0831158153638112,0,-0.030828566278004,0,0,0,0,0,-0.0133794514602645,0,0,0,0,-0.0564986784147334,0,0,0,0.07149336458236,0,0
X002176.SZ,0,0.00844818520366174,0,0,0,0,0,0,0,0,0.183545692238287,0,-0.221227915750961,0,0,-0.0874150028293861,0,0.0765683705707547,0.1996489845406,0,0,0,0,0,0,0,0.280622027193075,0,-0.170876696223853,0,0.326745535011657,0,0,-0.068319596715247,0,0,0,0,0,0,0,-0.00601724320711808,0.0359305653514084,0,0,0,0,0,0,0,0,0.18775544618277,-8.67361737988404e-19,0,0,0,0.0276185499261751,0,0
Change_TY3M,0,0,0.135074383903584,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,-0.112943218421416,0,0,0,-0.0239494883192881,0,0,0,0.024776704745553,0,0,0,0,0,0,0,0,0.0747022296852482,0,0,0,0,0,0,0,0.0152898752775254,0,0,0.116459179740774,0,0,0,-0.043720086136769,0,-0.167764669512067,0,-0.0737167675700657,-0.0404522486773967,0,0,0,0,0,0
Slope,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0513722988011353,0,0.00521446034071151,0,0,0,0,0,0,0,0,0,0.0476022350453357,0,0,0,-0.0952943289880565,0,0,0,0,0,0.0681368028479964,0,-0.0589889572376966,-0.115890698711422,-0.105960612251757,0,0.125075112728044,0,0,0,0,0,0,0,0,0.176878859250301,0,0,0,-0.258671592376291,0,0
