,X600519.SH,X600104.SH,X002415.SZ,X000858.SZ,X000651.SZ,X600276.SH,X002304.SZ,X000725.SZ,X600690.SH,X000568.SZ,X600703.SH,X002475.SZ,X600741.SH,X600031.SH,X000338.SZ,X000063.SZ,X300003.SZ,X002236.SZ,X600809.SH,X600271.SH,X002008.SZ,X601877.SH,X000596.SZ,X300124.SZ,X002456.SZ,X600867.SH,X600487.SH,X000100.SZ,X600566.SH,X000625.SZ,X600066.SH,X002294.SZ,X000661.SZ,X002179.SZ,X000977.SZ,X300136.SZ,X300142.SZ,X000157.SZ,X002007.SZ,X002180.SZ,X002241.SZ,X600498.SH,X000981.SZ,X000050.SZ,X000869.SZ,X600522.SH,X002049.SZ,X002508.SZ,X600779.SH,X600177.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.34743978616916,0,0,0,0,0,0.0944012667142078,0,0.0181018438324631,0,0,0,0,0.07697286269111,0,0,0,0.0280114380532763,0,0,0,0,0,0,0,0,0,0.00743982998925567,0,0,0,0,0,0.0431957729366476,0,0,0,0,0,0,0.00950836476108975,0,0.0637711742982,0,0,0,0,0,0,0.00217907933431637,0,0,0,0,0,0
X600104.SH,0,0,0,0.192946605267408,0,0,0,0,0.0772023304862779,0,0,0.0239046757657748,0.151458538867326,0.101139008148091,0,0,0,0,0,0,0,0,0,0.00420511008280345,0,0,-0.0409772469453169,0,0,0,0.00501717331375493,0,0,0,0,0.127352767481775,-0.115564972662213,0,0,-0.19402019220462,0,-0.047095522781745,0,0,0,0,-0.00913032595918135,0,0,0,0.00684877483708942,0.0244361284958689,0.0358585644670774,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0.0872150376676655,0,0,0.00234753653434261,0,0,0,0.000985111561525313,0,0,0,-0.110418598517956,0,0.167023801152848,0.0241611512895961,0,0.0106262181537329,0,0,0,0,0,0.0601037171935802,0,0,0,0,0,0,0,0,0.148038742889744,0,0,-0.0141498736416366,0,0,0,0,0,0,0,0,0.151496202769331,0,0,0,0.0121778785612016,0.0210262660160659,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0.0515679116834152,0.155348026585614,0,0.184646871011183,0,0,0.0621452417074459,0,0,0,0,0,0.0755019810002997,0,0,0.193553497443505,-3.46944695195361e-18,0.213770706486261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0168476180848329,-0.0212843943512215,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0.271744154682036,0,0,0,0,0.14133816409572,0,-0.0058953843751506,0,0,0,0,0,0,0.0156961495000035,0.0386685458317343,0,0,0,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,-0.0285842990059065,0,0,-0.0621081221630904,0,0,0,0,0,0.174857354350672,0.198390154673104,0,0,0.00639187090900912,0.00459468127578272,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0.273818834695982,0,0,-0.0527232524974229,0,0,-0.0553576767572511,0,0,0,-0.0059050670956401,0,0,0,0.0940186859202142,0,0,0,0,0,0,0,0.0678646003986027,0.269233546527714,0,0,0,0,0,0.0646159264754496,0,0,0.111938418674128,0,0,0,0,-0.00173497422306668,0,0,0,0,0.0301841544449477,0,0,0,0,0,0,0
X002304.SZ,0,0,0,0.158332515033596,0,0,0,0,0.173876822126994,0.151372389338488,0,0,0,0,0.100116211076085,-0.0905445410837393,0,0,0.215638917042525,0,0,0.107130348071257,0,0,0,0,0,0,0,0,0,0.049262938216128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.147731772125993,0,0,0.0170721482108873,0.0130570206322394,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0.00674045936510924,0,0,0,0,0,0,0,0,0,0,0,0,0.030663869381114,0,0,0,0,0,0,0.0490026045037686,0.0858603051892506,0,0.0294926349541218,0,0,0,0,0,0,0.0143871772115392,0,0,0,0.0981181381599743,0.0800279570542577,0.110359584655944,0.065482707116148,0,0.112919175606681,0.117562324327654,0,0,0,0,0.00362827727273972,-0.0233859507857843,0,0,0,0,0,0
X600690.SH,0.15271636520597,0,0,0.287406738515995,0.267888308854955,0,0,0,0,0,0,0,0.0940015719702508,0,0,-0.00614554244654535,0,0.0733858056579064,0,0,0,0,0,0,0.0405103257365436,0.047969812120416,0,0,0,0,0,0,0,0.172517466385196,-0.0945765259798053,0,0,0,0,0,0,0,0,0.0814504073897402,0.137463785899782,0,-0.128734559730783,0.036692716267512,0,0,0,-0.00834311071461351,0.0169958251386376,0,0,0,0,0,0
X000568.SZ,0,0,0,0,0,0.0433201694566115,0.119725399224006,0,0.0192733308829603,0,0,0,0,0.130833965049969,0.0769817221520245,0,0,0,0,0,0,0,0.295735603278304,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0591118701963433,0,0,0,0,0,0,0,0,0.0426809959703435,0,0,0.0174413106748273,0,0,0.0212409507396601,0.00298790874981857,0,0,0,0,0,0
