,X600519.SH,X000858.SZ,X002415.SZ,X600809.SH,X000568.SZ,X600690.SH,X002304.SZ,X002475.SZ,X000651.SZ,X600104.SH,X600276.SH,X300124.SZ,X000725.SZ,X003816.SZ,X600031.SH,X002129.SZ,X300014.SZ,X002371.SZ,X002241.SZ,X002049.SZ,X000063.SZ,X000596.SZ,X000338.SZ,X000625.SZ,X002179.SZ,X600703.SH,X300142.SZ,X600089.SH,X601877.SH,X600741.SH,X000661.SZ,X000733.SZ,X600460.SH,X000100.SZ,X002180.SZ,X600522.SH,X000157.SZ,X600702.SH,X000799.SZ,X600884.SH,X002236.SZ,X002074.SZ,X600584.SH,X002432.SZ,X600183.SH,X601799.SH,X002414.SZ,X000977.SZ,X000800.SZ,X600779.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.223684594634439,0,0,0,0.0643022002679085,0.0754243766903225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.277334910086606,0,0,0,0,0,0,0,0,0,0,-0.0928016365968723,0,0,0,0,0,0,0,0,0,0,0,0,0.0166610063865512,0,0.0163854101924862,0,0,0,-0.00364152534428825,-0.0387145534343787,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0.208691644240736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.190254973773458,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0.103838695550396,0,0,0,0,0,0,0,0,0,-0.0183403158669089,0,0,0,0,0,0.180315761414821,0,-0.00729408894982026,0.00710077212985578,0,0,0,0,0,0
X002415.SZ,0,0,0,0.205918016833659,0,0,0,0,0,0,0,0.0701688547799738,0,0,0,0,0,0.101197713466777,0,0,0.176095624421539,0,0,-0.399138131801851,0,0,0,0,0,0,0,0,0,0,0,0.136747802562265,0,0.187766371232672,0,0,0.198314502038564,0,0,0.0696178806212827,0,0,0,0,0,0,0.104302529536382,-0.10256095489674,0.0708399319865676,0,0,0,0,0,0
X600809.SH,0,0,0,0,0.447349891107114,0,0,0,0,0,0,0,0,0,0,0,0,0.0581271484854896,0,0,0,0,0,0,0,0.209116953658489,0,-0.0485424551183951,0,-0.0356604110279106,0,0.00589323511459859,0,0,0,0.0813518439635002,0,0.153104774052877,0,0,0,0,0,-0.0500031269330618,0,3.46944695195361e-18,0,0.0719594695243493,0,0,0.0827445654395905,0.0163395338599507,0,0,0,0,0,0,0
X000568.SZ,0,0.202272934403642,0,0.121982287494367,0,0.0452291358037631,0,0,0,0,0,0,0,0,0,0,0,0.0142572336479306,0,0,0.054777701868261,0.21951655293494,0,0,0,0,0.0286061554842074,0,0,0,0,0,0,0,0.0489595221842386,0,0,0.00286900890671246,0,0,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0.0379713549041574,0,0,0,0,0,0
X600690.SH,0,0.112008153005512,0,0,0.259229731608119,0,0,0,0,0,0.0726489510206795,0,0,0,0,0,0,0,0,0,0.00483370879042789,0,0.0372829249540092,0,0,0,0,0,0,0.180142205495086,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0.0698411818678472,0,0,0,0.0572812634356628,-0.00874164191105803,-0.024678746782101,0,0,0,0,0,0
X002304.SZ,0.249336135674185,0,0,0.167222189194644,0.0224773755126836,0,0,0,0,0,0,0.0458762086730776,0,0.16660996585191,0,0,0,-0.113578758573662,0,0,0,0.159131278686578,0,0,0,0,0,0,0,0.0178335021014274,0.0501932987062246,0,0,0,0,0,0,0.241028761420479,0,0,0,0,0,0,0,0,0,0,0.011149421553478,0,0.0778775735583779,0,-0.00808574964263284,0,0,0,0,0,0
X002475.SZ,0,0,0,-0.085356332105012,0,0,0,0,0,0,0,0,0,-0.100261515328158,0,0,0,0.159347187684683,0.309189379708085,0,0,0.258929326927638,0,0,0,0,0,0,-0.0533498650256426,0,0,0,0,0,0,0.0692132375355362,-0.266664631801426,0,0,0.0492531511661681,0.261533390569481,0,0,0,0,0,0,0.111764970862166,0,0,0,0,-0.0454420347794817,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0.038973046547833,0.0799053888486747,0,0,0,0,0.024471990354549,0,0,0.187650386129878,0,0,0,0,0,0,0.0218537613298596,0,0,0,0,0,0,0,0,0,0,0,0.0571889647178387,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0389713426079278,0.245646536371447,0,0,-0.00222305387334032,-0.0255383385908975,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0.0485505017627719,0,0,0,0,0,0,0.116148224440144,0,0,0,0,0,0,0.0120405098683255,0,0,0.117208023420402,0,0,0.0204982967346802,0,0,0.1026062937152,0,0.0310628422241836,0,0,0.0221875044911084,0.00989634459729303,0.046829541471133,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0.069004082897112,0,0,0.0633998392884645,0,0.00752120954336452,0,0,0,0,0,0
