,X600519.SH,X000858.SZ,X002415.SZ,X600276.SH,X000568.SZ,X600809.SH,X002475.SZ,X600690.SH,X000625.SZ,X000651.SZ,X300124.SZ,X002304.SZ,X600104.SH,X003816.SZ,X000725.SZ,X000596.SZ,X000063.SZ,X000338.SZ,X002371.SZ,X600031.SH,X002179.SZ,X300014.SZ,X000100.SZ,X600089.SH,X600703.SH,X002129.SZ,X002236.SZ,X600372.SH,X000661.SZ,X002241.SZ,X002049.SZ,X000157.SZ,X600584.SH,X600741.SH,X000977.SZ,X601877.SH,X600522.SH,X000800.SZ,X002007.SZ,X601799.SH,X600460.SH,X002463.SZ,X600183.SH,X300142.SZ,X002180.SZ,X002074.SZ,X600418.SH,X002028.SZ,X000066.SZ,X002294.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.41878135173387,0,0,0.0829651440525205,0.0642829602998188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.106028275495604,0,0,0,0,0,0,0,0,0,-0.13159113067318,0,0,0,0,0,0,0,0,0.132741373641907,0,0,0,0.0571887963336505,0,0.0173357783130709,0.0942163669274357,0.239599890892627,0,0,0,0.00538114911295882,0,0.0653592852681713,0,0,0.090156400248913,0,0
X000858.SZ,0.255006696023793,0,0,0,0,0.104224267826827,0,0.103786445616308,0,0,0,0.153259279439855,-0.105621342537257,0,0,0,0,0,0,0,0,0.0743495460597265,0,0,0,0.0353148112870023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0474263484916045,0,0,0,0,0,0.0419391992606572,0,0,-0.000461909726549336,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,-1.73472347597681e-18,-0.06132794842129,0,0.0439500709196435,0,0,0,0,0,0,0,0.11674073604578,0,0,0,0,0,0,0,0.0111435189083399,0,0.0770406633960523,0.195584592428915,-0.0927814354049391,0,0,0,0.0803937756495143,0,0,0,0,-0.180742812253988,0,0.0722289282604156,0,0,0,0,0,0.115753495311437,0,0,0.0310928312798183,0.00564528204015028,-8.67361737988404e-19,0,0,0,0,0,0
X600276.SH,0,0,0,0,0.0764315825504187,0,0.0799496060167831,0,0.0319949208709417,0,0,0,0,0,0,0,0,0.0974134783565184,0,-0.0701964833796139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00662809416430199,0,0,0.0133647151334911,0,0.0122610375833276,0,0,0,0,0,0,0,0,0,0.294244993629285,0,0.00989131311292902,-0.000820623169907202,0,0,0,0,0,0
X000568.SZ,0.303605881945676,0.165297762844033,0,0,0,0.169967528858448,0,0,0,0,0.160665737042565,0,0,0,0,0.301597594821008,0,0.0719163135806713,-0.0318906807231225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0383871043100355,0,-0.00859207196517021,0,0,0,0,0,0,0
X600809.SH,0.250369126212669,0,0,0,0.331885696767537,0,0.011502534673683,0,-8.67361737988404e-19,0,0,0,0,0,0,0.192624522513006,0,0,-0.0200109705538461,0,0,0,0,0,0,0,0.10728836739492,0,0,0.0302594766019904,0,0,0,0,0.0239746360768512,0,-0.0440266804279597,-0.0894865242638908,0,0,0,0.043701925376345,0,0,0,-0.0428933756455577,0,0,0,0,-0.0125639868143064,0.0334036575913128,-0.0641248861507539,0,0,0,-0.00853849978610824,0,0
X002475.SZ,0,0,0,0,0,0.403571630688563,0,0,0,0,-0.249068057818441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00786889351161645,0.104845333992334,0,0,0.143033615536622,0,0,0,0,-0.0418661973521831,0,0,0.0888031048397661,0,0,0,0.350013067683311,0,0,0,0,0.0640497947420751,0,0.108403844206676,0.287811667983438,0,-0.0570800155919488,0.0977096787489084,0,-0.0343322529552469,0,0,0,0
X600690.SH,0.200606853022037,0,0,0,0,0,0,0,0,0.0409027000362883,0,0,0,0,0,0.120816812478604,-0.0210299282782511,0.0528490565544394,0,0,0,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,-0.0152265213449711,0,0,0,0,0,-0.0175399049132574,0,0,0,0.0104523693637063,0.000314590520041343,0,0,0,-0.0670321058523158,0,0
X000625.SZ,0,0,-0.056206108472151,0.164937528518087,0,0,0,0,0,0,0,0.0788229258109113,0,0,-0.136117594137824,0,0,0.392774823874219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.704082514890719,-0.0588843650468832,0,0,0,-0.120587704799113,0.085141630568129,0,0,0,0,0.403103437628856,0,0,0,0,0,0.0014693024254268,-0.322689991479291,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0.0496840600295931,0.232284553087371,0,0,0,0,0,0,0,0,0,0.0143864887173414,0,0,-0.090753391731408,0,0,0,0,0,0,0,0,0,-0.192266463147112,0.0403015738312808,0,0,0,0,0.0816219105885279,0.035103985271189,0,0.0995489099144539,0,0,0,0.0942888762561599,0,0,0,0,0,0,0,0.0591616754277474,-0.130081448492569,0,0,0,0,0,0
X300124.SZ,0,0,0,0,0.105868545741058,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.113856717925511,0.101266239421222,0,0,0,0,0,0,0.124075469036047,0,0,0,0,0.27305963499966,0,0,-0.0294578910544324,0,0,-0.17695163444385,0,0,0,0,-0.102439961657695,0.0185973564211732,0.151541141391727,0,0,0,0,0,0,0.00257832064957107,-0.0026905876930612,0,0,0,0,0,0
X002304.SZ,0,0.0538548567365963,0,0,0.00203906826021625,0.282690944893173,0,0,0.0513451495729264,0,0,0,0,0,-0.0585012691239978,0,0.0724989610262073,0,0,0,0,0.202533169671001,0,0,0,0.00220944531057787,0,0,0,0,0,0,-0.0412753897423798,0,0.0326534007481641,0,0,0,0,0,0,0,-0.0415024171196376,0,0,0,-0.0312164926107207,0,0,0,0,-0.00558129635531734,-0.0169219156961791,0,0,0,0,0,0
