,X600519.SH,X000858.SZ,X002415.SZ,X000568.SZ,X600809.SH,X600276.SH,X002304.SZ,X600690.SH,X002475.SZ,X000651.SZ,X300124.SZ,X600104.SH,X000725.SZ,X002129.SZ,X600031.SH,X000063.SZ,X300014.SZ,X000596.SZ,X003816.SZ,X002371.SZ,X000625.SZ,X000338.SZ,X002179.SZ,X600703.SH,X002049.SZ,X600089.SH,X000661.SZ,X000100.SZ,X002180.SZ,X002241.SZ,X600702.SH,X601877.SH,X300142.SZ,X600741.SH,X000157.SZ,X000733.SZ,X600522.SH,X002074.SZ,X000977.SZ,X600584.SH,X000799.SZ,X600460.SH,X002236.SZ,X000066.SZ,X300003.SZ,X600183.SH,X000800.SZ,X002007.SZ,X600884.SH,X601799.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,1.73472347597681e-18,0,0.193685490901891,0,0.227820945138147,0.0333461251651872,0.103483976424198,0.070740689961176,0,0,0,0,0,0.0573872461926973,0,0,0,0,0,0,-0.0203527063184947,0,0,0,0,0,0,0,0.00570719147683232,0,0,-0.163009413093182,0,-0.00437804605877775,0.0172323641711233,0,0,0,0.0633440958232055,0,0,0,0,0.0402009200572828,0,0,0,0,0,0.00468914793662514,0,0,0,0,0,0,0
X000858.SZ,0,0,0.0749770440296609,0,0.118159609489376,0,0.58620009790631,0.0365351153272212,0,0.180796845828589,0,0,0,0,0.0712703503131017,0,0,0.0195654497440223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0264221524524274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0463721106230443,0.0149520526301886,0,0,0,0,0,0
X002415.SZ,0,0.199446045606498,0,0,0,0,0,0,0.153048388540176,0,0,0,0,0,0,0,0.0400622433618984,0,0,0.138355544119776,0,0,0,0,0.012707070014902,0,0,0,0,0,-0.135207188031891,-0.0635373292507503,0,0,-0.113358897593769,0.0551211631694949,-0.181326877545018,0,0,0.0289696455579198,0,0,0.228653832393207,0.0227306127996794,0,0,0,-0.0784851898058149,0,0,0,0,-0.00806399425968007,0,0,0,0,0,0
X000568.SZ,0,0.494822324226658,0,0,0,0,0.331821133801778,0,0,0,0,0,0,0,0,0,0,0,0,0.0381022490612239,0,0,0,0,-0.136736163561238,0,0,0,0,-0.0146899635887374,0,0,0,0,0,-0.0625106433968841,-0.144258778356913,0,-0.0647281009248825,0,0,0,0,0,0,0.274990548730663,0,0,-0.0884821135881356,-0.0153747957594503,0,-0.00570071473221946,-0.00265295236947578,0,0,0,0,0,0
X600809.SH,0,0,0.0420366749377884,0.121770594816565,0,0,0.203703449667644,0.129008001094566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00323387767703754,0,0,0.0118534147949685,0,0,0,-0.0103538941742394,-0.0664010921896274,0,0,0,0.246077650840817,0,0,0,0,-0.0275809590496028,0,0,0,0.034175560799065,0,0.0288949349946667,-0.0252330550131749,0,0,0,0,0,0
X600276.SH,0,0,0,0.297966028201502,0,0,0,0,0,0,0,0,0,0,0,0,-0.0458621527673848,0,0,0,0,0,0,0,-0.0424448609754509,0,0.00899455336420055,0,0.132828009302467,0,0,-0.118161861493339,0.0124828388517641,0.249890036735694,0,0.171289633766223,0,0,0,0,0.0517739973404166,0,0,0.125183398868101,0.0271352264327954,0,0,0,-0.0061959867230518,0,0,-0.0257541806592692,0.0266925363951212,0,0,0,0,0,0
X002304.SZ,0,0.303386255574809,0,0.402394785771832,0,0,0,0,0,0,0,0,0,0,0.0808030346469611,0,0,0.213676998373809,0,0,0,0,0,0,0,0,0,0,0,-0.0524453326631003,0,0,0,0,0,0,0,0,0.00404185193773312,0,0,0,0,-0.0662581711156841,-0.0509031971557951,0,0,0,0,-0.01475504067037,0,-0.0111513289541076,0.0164357884146789,0,0,0,0,0,0
X600690.SH,0,0,0,0.0473421422275051,0.0815053929389935,0,0,0,0,0,0.0546758010368271,0,0,-0.0779942531605156,0.163500370343526,0,0,0.0835534927009991,0,0,0,0,0,0,0,0,0.0358824102931871,-0.00425765269687702,0,-0.00358293718113338,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0.0379791180448579,0,0,0,0,0,0.0368764507457841,0,0,0,0,0,0.00166526747216129,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0.290325570680895,0,0,0.0220397876244562,0,-0.0121268207544682,0.156649662884413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.295477240495252,0.16034889754273,0.287019129799951,-0.0204646169266765,0,0,0,0,0,0,0,0,0.0720607148746431,0,0,0.572394255251785,0,-0.00388814673694279,0,0,0,0,0,0
X000651.SZ,0,0.194286102364524,0,0,0,0,0,0.300995591238751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0299027960427236,0,0,0,0,0,0,0,0.0142404373796808,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0.0295775552133953,0,0,0,-0.0199500982361804,0,-0.00245971290928625,-0.0127093413374224,0,0,0,0,0,0
