,X600519.SH,X600104.SH,X002415.SZ,X000858.SZ,X000651.SZ,X600276.SH,X002304.SZ,X000725.SZ,X000063.SZ,X600690.SH,X002475.SZ,X600031.SH,X000338.SZ,X000568.SZ,X600741.SH,X600703.SH,X601877.SH,X600271.SH,X002236.SZ,X300003.SZ,X000100.SZ,X300124.SZ,X600809.SH,X002008.SZ,X600487.SH,X000625.SZ,X000596.SZ,X000661.SZ,X600498.SH,X002456.SZ,X002007.SZ,X600776.SH,X000157.SZ,X002179.SZ,X300142.SZ,X000050.SZ,X600066.SH,X300146.SZ,X600177.SH,X600522.SH,X600867.SH,X600089.SH,X600372.SH,X300136.SZ,X002241.SZ,X600566.SH,X000977.SZ,X002129.SZ,X002180.SZ,X600118.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0.0865793537982242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00691141917689542,0.0218054051277387,0,0,0,0,0,0,0,0,0.100424058322798,0,0,2.71050543121376e-20,0,0,0,4.33680868994202e-19,0,0.0558931914885028,0,0,0.00442641809058741,0,0,0.0107157424688721,0,0,0,0.0955550426501604,0,0,0,-0.00342280000393863,0.00903570282808065,0,0,0,0,0,0
X600104.SH,0,0,0,0.16354117584921,0,0,0,0,0,0.15583726113536,0,0,0.30693513157817,0,0,0,0,0,0.102255596810243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.131032464316215,0,0,0,0,0,0.018223996901501,-0.0612159458752311,0,0,0,-0.013171590540123,0,0
X002415.SZ,0,0,0,0,0,0.0273424439255537,0.141983581060704,0,-0.0236490895704111,0,0.0896544800071247,0,0,0.0205487781920774,0,0,0.0640680436506432,0,0.337047786777191,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0.0105499790442846,0,0,0,0,0,0,-0.0323516035713575,0.0693937712486167,0,0,0,0.0441596770417118,0,0
X000858.SZ,0,0,0.0620041076226123,0,0.0278959239412056,0.0314192199406361,0.0905320837270295,0,0,0,0,0,0,0.30568708504312,0,0,0,0,0.060439930333848,-3.46944695195361e-18,0,0,0.0496398310582237,0,0,0,0.0547002903392205,0,0,0,0,0,0,0,0,0.0188480443543722,0,0,0,0,0,0,0,0.00575329798021609,0,0,0,0,0,0.0437402495804457,0,-0.01018321264601,0,0,0,0,-0.019874378834025,0,0
X000651.SZ,0,0.231590457098145,0,0,0,0,0,0,0,0.170926127855265,0,0,1.73472347597681e-18,0.0557037034606172,0.0259773298274557,0,0,0,0.0749874362869752,0,0,0,0,0,0,0.0533104721605266,0,0,0,0,0,0.0110591927020784,0,0,0,-0.00101076334673136,0,0.0108723884485231,0,0,0,0,0,0.000594574479004894,0,0,0,0,0,0,0,-2.16840434497101e-19,0.0126658329478614,0,0,0,0,0,0
X600276.SH,0.128734214452538,0,0,0,0,0,0,0,0,0,-0.398895855156198,0,0,0,0,0.21923951318718,0,0,0,0.286376914861632,0,0,0,0,0,0,0.216204119505591,0.311515545042325,0,0,0,0,0,0,0,0,0,0.0212470947891021,0,0,0,0,0,0,0,0.183844376075513,0,0,0,0,0,0.0405401953563076,0.0601244986802029,0,0,0,0,0,0
X002304.SZ,0,0,0,0.229723478087247,0,0,0,0,0,0.106458565139034,0,0,0,0,3.46944695195361e-18,0,0,0,0,0.0703772665952448,0,0.212570463537792,0,0,0,0,0.0349015953104201,0,0,0,0,0,0,0,0,0.000748359624063372,0,0.241807502529696,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0236291349016216,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0.187470088076822,0,0.0390599659280016,0,0,0.0422557061750969,0,0.0253969690715356,0,0.343480022327883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.211885182730691,0.0200007168137838,0,0,0,0,0,0,0,0,0,0,0,0.0138984473317556,0,0,0,0.0242282536026997,0,0,0,-0.0262962820089194,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0159277405162148,0,0.0361576728288402,0,0,0,0,0,0,0.287790273550941,0,0,0,0.17623061544157,0.0426884702068751,0,0,0,0,0,0.0658644987857573,0,0,0,0.0313432234682099,0.0450279178087444,0,0,0,0,0,0,0,0,0,0,0.0105389697256815,0,0,0,0,0.150497143622849,0,0
X600690.SH,0,0.280867012544736,0,0,0.10171174226902,0,0.139222072513243,0,0,0,0,0,0.0276653760625914,0,0,0,0,0,0,0,0,0,0.0913694601028518,0,0,0,0,0,0,0,0,0,0,0.0858031777033578,0,-0.0397040956511881,0,0,0,0,0,0,0,0.0131873923787275,0,0,0.0929174197322346,0,0,0,0,-0.00998920434615993,-0.00228857927732243,0,0,0,0.0283638809641962,0,0
