,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X600276.SH,X000725.SZ,X002304.SZ,X000063.SZ,X600690.SH,X000568.SZ,X600703.SH,X002475.SZ,X002236.SZ,X600741.SH,X000338.SZ,X600031.SH,X300003.SZ,X002008.SZ,X601877.SH,X002456.SZ,X000625.SZ,X300124.SZ,X600066.SH,X600809.SH,X600487.SH,X000100.SZ,X600271.SH,X002241.SZ,X600867.SH,X002294.SZ,X600566.SH,X300136.SZ,X000981.SZ,X600522.SH,X300142.SZ,X002179.SZ,X002508.SZ,X000157.SZ,X000050.SZ,X600089.SH,X000661.SZ,X600177.SH,X000596.SZ,X600498.SH,X000977.SZ,X600707.SH,X002007.SZ,X600584.SH,X002180.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0.512221463740598,0.0776361823356372,0.00688085279621687,0,3.46944695195361e-18,0.0456116779711307,0,0.00306371441543193,0,0,0,0,0,0,0,0.0564067725288524,0,0,0,0,0,0,0,0.00414854839711083,0,0,0,0,-0.0352546223058491,0,0.0342745856324122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0191865964335745,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,-0.0321521713552186,0.109571211367396,0,0,0,0,0.300672481364363,0,0,0,0,0,-0.211903291586592,0,0,0,-0.0494095000660831,0,0,0,0,0,-0.0862956358473311,0,0.0744074540629352,0,0,0.0755093796898546,-0.139051979286728,0,0,0,0,0,0,-0.092980264014255,0,0,0.115153976483948,0,0.0996455030774125,0,0,-0.0263629432734033,0,0,0.24308968760443,0,0,0,0
X002415.SZ,0.125454614383807,0,0,0,0,0.0754345482541696,0,0,0,0.171601216313683,0,0.00528301833576934,0,0.231275365027301,0,0,0,0.0766549998473567,0,0,0,0,0,0,0,0.271223910656072,0,-0.0560630721637392,0,0,0,0,0.125444697917653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0015249233765396,0.0240622498725391,-0.0943750503856025,0,0,0,0,0
X000651.SZ,0,0,0,0,0.281872787325234,0,0,0,0,0.34511538056871,0,0,0,0,0,0,0,-0.0215011922839841,0.00332238601221912,-0.0252608786522022,0,0,0.0839706523110962,0.00694011483728665,0,0,0,0,0,0,0.0390659949102179,0,-0.0173049787259747,0,0,0.0547492233999894,0,0.117839385660292,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0157197881786308,0,0,0,0,0,0,0
X000858.SZ,0.184554649416951,0,0,0.288091980370633,0,0,0,0.034601685533441,0,0,0.472282412537492,0.0120501522413163,0,0.0705021850233754,0,0,5.38643367836862e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0568311938774732,0,0,0,0,0,0,-0.004111698118147,0,0,0,0,0,0,0,0,-0.0445715248636412,0,0,0,0,0,0,0,0,0,0
X600276.SH,0,0,0.0781854862485562,0.0547758719130303,0,0,0,0,0,0.142483222876519,0,0,0,0.00772862366094121,0.0750487117102668,0,0,0.0942198560289199,0,0,0,0,0,0,0.0526787681212846,0.222678900123601,0,-0.0295615461315882,0,0.0896330754102922,0,0,0,0,0,0,0,0.0552419894080179,0,0,0,0.042377940401314,0,0,0,0,0,0,0,0,0,-0.0112598158759474,-0.00383935118459884,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0.219568314945493,0.0278007616745764,0,0,0,0,0,0,0,0,0,0,0,0,-0.0374380141933379,0,0,0,0.251207569316922,1.38777878078145e-17,0.0923880758959854,0,0,0,0,-0.0256422007148006,0,0,0,0.00953583683103015,0,0,0.570158925516909,0.160792858107298,0,0.0701787776221962,0,0,0,0,0,0,0,0.00679872923822434,0.0113758745646457,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0.0695710013852979,0.0733117503002339,0,0,0,0,0.271672183349605,0.120001222460224,0.046529615808231,0,0.208532874880609,0,0,0,0,0,0,0,0,0,0,-0.119239882048241,0,-0.0978820818973914,0,0,0,0,0,0,0,0,0,0.296477803581635,0,0,0,0,0,0,-0.0466057199827236,0,0,0,0,0,0,0.0222983682770781,-0.0333418205906382,-0.0437723039410028,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0.454086455239193,0,0,0,0,0,0,0,0,0,0,-0.0572408498208512,0,0,-0.0206703408407357,0,0,0,0,0.282754809369615,0.0856354816664163,0.104312901002062,0,-0.136143893029049,0,0.158001416345737,0,0,0,0,0.152018291244566,0,0,0,0,0,0,0.292946120417946,0.176599809526336,0,0,0,0,0,0,0.0322316735487626,0.033322430676657,0,0,0,0,0,0
X600690.SH,0,0,0,0.400750663061865,0.157192670733465,0,0,0.114507526216565,0,0,0.146966741511298,0,0,0,0.0458016122116158,0,-0.0692339168517317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.141803006230557,0,0,0,0,0.0500988838036576,0,0,0,0.00815611907218033,0,0,0.0393267218101239,0,0,0.0216731920565741,0.00151202791647416,0,0,0,0,0,0
X000568.SZ,0,0,0,0.050336386382677,0.5388715238093,0,0,3.3881317890172e-21,-2.16840434497101e-19,0,0,0,0,-0.0402435209149344,0,0.149832991950668,0,0,0.0452048130943928,0,0,0,0,0,0.104800885863397,0,0,0,0,0.112509997285153,0,0,0,0,0,0,0,0,0,0.0163813839287123,0,0,0,0.0923739224324069,0,0,0,0,0,0,0,0.0203056685739988,0,0,0,0,0,0,0
X600703.SH,0,0,0.197930830584351,0,0,0,0,0,0,0,-0.171508353396799,0,0,0.258120762525072,0,-0.29033460755719,0,-1.73472347597681e-18,0,0.231323179434895,0,0,-0.0600154083493845,0,-0.0277753443325162,0.180801215227286,0,0,0,0,0,0,0,0,0.0623673341683339,0,0,0,0,0,0,0,0,0,0,0,0,0,0.317762182235273,0,0,-0.0199591560214009,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0.0183943986375984,-0.0211360974011715,0,0,0,0,0.0272253606586084,0,0,0,0,0,0.133664268037441,0.312143863427927,0,0,0,-0.0119261954652296,0,0,0,0,0,0,0.0199671709820809,0.0498189624030201,0,0,0.033953984066987,0,0,0,0,0,0.0634296323011817,0,0,0,0,0,0,0,0,0,0.00816081458814196,0.00250339784036271,0,0,0,0,0,0
X002236.SZ,0,0,0.254614305969822,0,0.0973593773922957,0.253674755131191,0,0,0,0,0,0,0,0,0,0.440119857133954,0,0,0.384186494489502,0,0.274682859930503,0,0,0,0.106361682519498,0,0,-0.0924527017654466,0,0,0,0,0,-0.462572405819667,0,0,0,0,0,-0.0296991592727828,0,0,0,0,0,0.234740772051856,0,0,0,0,0,0,-0.0264480156296005,0,0,0,0,0,0
X600741.SH,0,0.604137510174397,0,0,0,0.083829765818674,0,-3.46944695195361e-18,0,0,0.0880776273984587,0,0,0,0,0,0.0858140100114478,0.000561356831122567,0,0,0,0,0.12801111190869,0,0,0,0,-0.117584175759875,0,0,0,0,-0.0619731813066124,0,0,-0.0928907071607964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00548215753473362,-0.145555793590737,0,0,0,0,0
X000338.SZ,0,0,0.0402902530348375,4.33680868994202e-19,0,0,0.178361638823242,0,0,0,0.105744196226282,-0.0993427756690362,0,0,0,0,0.519489632830563,0,0,0,0,0,0,0,0,0,0,0.20974627102958,0,0,0,0,0,0,0,0,0,0,0,0,0.0172611357060092,0,0,0,0,0,0,0,0,0,0,0,0.0124371334919642,-0.00960589665515721,0,0,0,0,0
X600031.SH,0,0,0,0,0.206749493605719,0,0,0,0,0,0,0,0,0,0.286842933492745,0.162275311752652,0,0,0,0,0,0,0,0,0,0.0429637584947895,0,0.0636722831258198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0226135820106918,0.0353969601637986,0,0,0,0,0,0
X300003.SZ,0,0,0.0613684549238597,0,0,0,0.0369580294961387,0,0,0,0,0,0.0184312298888901,0,0,0.0980777848789489,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32528066785127,0,0.176115770014971,0,0,0,0.0170588317343749,0,0.0705705857364232,0,0.166005536211535,0.0738705131028295,0,0,0,0,0,0,0,0,0.0193211580382557,0,-0.0221978950261813,0,0,0,0,0,0,0
X002008.SZ,0,0,0.134305088349446,0,0,0,0,0,0,0,0.233265598581898,0,0,0.144602341945508,0,0,0,0,0,0,0,0,0,0,0,0.213657660918,0,0.255432012959569,0,0,0.00718801893436862,0,0,0,0,0,0,0,0,0,-0.00453647630133313,0.142249313094826,0,0,0,0,-0.116734836059361,0,0,0,0,0.0143774767827953,-0.0167863338301068,-0.358125867220092,0,0,0,0,0
X601877.SH,0,0,0,0,0,0,0,-0.20329999048046,0.0375897035392041,0,0,0,0.210187019002668,0,0.0311853304968204,0,0.225940849063127,0,0,0,-0.116128179996976,0,0,0,0,0.10492907767586,0,0,0,0,0.146288083691097,-8.67361737988404e-19,0,0,0,0,0,0.0108325115417,0,0.00959965574221235,0,0,0,0,0,0.112152780157255,0,0,0,0,0,0.0133904485915962,0.00372637878452843,0,0,0,0,0,0
X002456.SZ,0,0,0.339536335272869,0,0,0,0,0,0,0,0,0,0.0622303171982873,0.00465074951371754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.296999866925873,0.139960020083884,0,0,0.128552581398261,0,0.0121199677061297,0,0,0,0,0,0,0,0,0,0,0.0753292560078343,0,0,0,0,0,0.0351891890212946,-6.93889390390723e-18,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0,0,0.0808989145588554,0,1.73472347597681e-18,0,0,0,0,0,0,0.00708740397257719,0.222412860838222,0,0,0.000384786364184841,0,0,0,0,0,0,0,0.0654728882543609,0.0395997204094317,0,0,0,0.0537379755453503,0,0,0,0,0,0,0,0,0,0.0532264266607465,0,0,0,0,0,0.117005576611814,0.21515275863602,0,0.00361064991597439,-0.0615166846570144,0,0,0,0,0,0
X300124.SZ,0,0,0,0.125494996649386,0,0,4.50497379789691e-05,0,0,0,0,0,0,0,0,0.132063422507205,0,0.0320721235022643,0,0,0,0,0,0,0,0,0,0,0.0894821343287251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0611850477892898,0,0,0.243293052453196,0.0260621923899146,0,-0.0488512120047096,0.00746131295378533,0,0,0,0,0,0
X600066.SH,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0.153359089601545,0.114974169969105,0.0728862530713634,0,0,0,0,0.0349121168812987,0,0,0,0,0.0339788076850147,0,0,0,0,0.0105966495009342,0,0.030034365123598,-0.0405260219410748,0,0,0,0,0,0,0,0,0,0,0,0,0.0650393869321389,0.123391163369202,0,0,0,0,0,0.000796275435317931,0,-0.0042550534395027,0,0,0,0
X600809.SH,0,0,0,0,0.236207277417401,0,0,0.0950431652079128,-0.55344993160182,0,0.378164319630705,0,0,-0.0584984211927493,0,0,-0.287305110460647,0.0264516469667796,0,0,0,0,0,0,0,0.802007096682989,-0.0123420078080971,-0.138885998287043,0,0,-0.118633126581331,0,0,0.277610859044914,0,0,0,0.106158153914935,0,0.177887230055899,0,0,0,0,0,0,0,0,0,0,0,0.0326862048182333,0,0,0,0,0,0,0
X600487.SH,0,0,0.0435270865607672,0,0,0,0.0686604316653,0,0.469866935752073,0,0,0.181747624022425,0,0,0,0,0,0.0342139192377996,0.133578108899309,0,0,0,0.030421705501464,0,0,0,0,0,0,0.0882760348505881,0,0,0,0,0,0,-0.0852302160362055,0,0,0.190401530869107,0.330725879678056,0,0,0,0,0,0,0,0,0,0,-0.0134374343155641,0.0377014460129528,0,0,0,0,0,0
X000100.SZ,0,0.00335769282619003,0,0,0.142738109286771,0,0.145544530372806,0,0.21561813151518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0575445284524285,0,0,0,0,0.0107275433273004,0,0,0,-0.0619209388577855,0,0,0.0838452919216258,0,0,0,0,0,-0.030514577276324,0,0,0,0,0,0.016594306745706,-0.0102710747443415,0,0,0,0,0,0
X600271.SH,0,0.00613214815245801,0,0,0,0,0.386714228200397,0,0,0,0,0,0,0,0,0.120458134939535,0.200610506897534,0,0.126731604232833,0,0,0,-3.46944695195361e-18,0,-0.158440834752606,0,0,0,0,0,0,0,-0.0546088430160678,0,0,0,0,-0.016127281569828,0,0,0,0,0,0,0,0.154072424134472,0,0,0,0,0,-0.0389855546448421,0.0782395716303592,-0.126089239851886,0,0,0,0,0
X002241.SZ,0,0,0,0,0,0,0.055760161871832,0,0.0335253319755174,0,0,0.0738838820462992,0,0.18278485520319,0,0,0,0,0,0,0,0,0,0,0.00796734591335567,0,0,-0.218625829866156,0,0,0,0,0.143378814476988,0,0,0,0,0,0,0.285761316833086,0,0,0,0,0.124508380248819,0.045253367906601,0,0,0,0,0,0,0.0216782443454578,0,0,0,0,0,0
