,X600519.SH,X002415.SZ,X600104.SH,X000858.SZ,X000651.SZ,X600276.SH,X002304.SZ,X000725.SZ,X000063.SZ,X600690.SH,X600031.SH,X002475.SZ,X000338.SZ,X000568.SZ,X600741.SH,X600703.SH,X601877.SH,X600271.SH,X002236.SZ,X600809.SH,X000100.SZ,X300003.SZ,X300124.SZ,X002008.SZ,X000625.SZ,X600487.SH,X000596.SZ,X002456.SZ,X000661.SZ,X600498.SH,X600776.SH,X002007.SZ,X000157.SZ,X000050.SZ,X300142.SZ,X002179.SZ,X300146.SZ,X600066.SH,X600177.SH,X600522.SH,X000977.SZ,X600867.SH,X300136.SZ,X600089.SH,X600372.SH,X002241.SZ,X600566.SH,X002180.SZ,X002129.SZ,X600118.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0,0.0278428658099401,0,0,0,0,0,0,0,0,0,0,0,0.0423649027914219,0,0,0.0252184853993778,0,0,0,0,0,0,0,0.0887326217988277,0,0,0,0,0,0,0.0391553381728349,0,0,0,0,0.00533654824243004,0.0192952951597924,0,0,0,0,0,0.108362657156569,0,0,-0.00480842861281632,0.0117179976939136,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0.0856447084403981,0,0,0.0438270614173632,0,0.0525214282014215,0,0.00939330237577393,0,0,0.094661800659225,0,0.349813084309551,0,0,0,0,0,0,0,0,0,0,0,0.00724790358611954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0256947626486412,0.0632462246848017,0,0,0,0.0543573201161838,0,0
X600104.SH,0,0,0,0.182933135220716,0,0,0,0,0,0.107607152194005,0,0,0.156313736323314,0,0.13744371015048,0.00652423944995948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00816051488869766,0,0,0,0,0,0,0,0,0,0,0,0,0.228468294943765,0,0.122654392137438,0,0,1.0842021724855e-19,-0.057600325321867,0,0,0,-0.0285675577335866,0,0
X000858.SZ,0,0.0467940122663376,0,0,0,0.0300071580556424,0.0853425752706236,0,0,0,0,0,0,0.288205344214879,0,0,0,0,0.0930753543598396,0.0722537799365222,0,0,0,0,0,0,0.0459578268074418,0,0,0,0.00387959805157491,0,0,0.0213901641588286,0,0,0,0,0,0,0,0,0.00864737800686757,0,0,0,0,0,0,0,0,-0.0141386397098039,0,0,0,0,-0.00257025966731076,0,0
X000651.SZ,0,0,0.241918059182158,0,0,0,0,0,0,0.194483222039615,0,0,0,0.0567770107892456,0,0,0,0,0.0597379678302477,0,0,0,0,0,0.0652774910927979,0,0,0,0,0,0.00997460086727537,0,0,0,0,0.00655302247167606,0.00897411656671442,0,0,0,0,0,0.0110022112877113,0,0,0,0,0,0,0,0,1.0842021724855e-19,0.0117009208287,0,0,0,0,0,0
X600276.SH,0.23323716495455,0,0,0,0,0,0,0,0,0,0,-0.313649586872688,0,0,0,0.324409692482272,0,0,0,0,0,0.336696600767406,0,0,0,0,0.0786849842627402,0,0.201909593008488,0,0,0,0,0,0,0,0.000643667918503335,0,0,0,0,0,0,0,0,0,0.0974267849590312,0,0,0,0,0.0456246068483635,0.0532882093621468,0,0,0,0.0300314041851925,0,0
X002304.SZ,0,0,0,0.203205883848921,0,0,0,0,0,0.173525647246461,0,0,0,4.33680868994202e-19,0,-0.0150828531492115,0,0,0,0,0,0.0683532699453939,0.212005546158366,0,0,0,0.0307706068574391,0,0,0,0,0,0,0.0182362619453196,0,0,0.256293512174141,0,0,0,0,0,0,0,0,0,0,0,-0.0113151224823453,0,0,0.0225355753246887,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0.0685336651069177,0,0,0,0,0,0.129118577662525,0.123941732471284,0,0,0.312437546973955,0,-0.0481491186666584,0,0,0,0,0.0113791561848054,0,0,0,0,0,0.242647753284627,0,0.0791189166801361,0,0.00926298613188113,0,0,0,0,0.00476611912260846,0,0,0,0.0364676889291746,0,0,0,0,0,0.0132971041394994,0,0,0,-0.0421714620334995,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0537586294863392,0,0,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0.354762929865186,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0.0477187765254296,0.0842041571415926,0.0476440305845363,0,0,0,0,0,0,0,0,0.00541753022834467,0,0,0,0,0.142688475895935,0,0
X600690.SH,0,0.016503814984674,0.100139492895035,0,0.252540283233939,0,0,0,0,0,0,0,0,0,0.132534090365935,0,0,0,0.0787571212058186,0,0,0.00126886737527901,0,0,0,0,0,0,0,0,-0.00361395082346151,0,0,-0.0529013012049377,0,0.151104464665728,0,0,0,0,0.05177864028842,0,0,0,0,0,0,0,0,0,0,0.012650020618759,-0.0439100427130592,0,0,0,0,0,0
