,X600519.SH,X002415.SZ,X600104.SH,X000858.SZ,X000651.SZ,X000725.SZ,X600276.SH,X002304.SZ,X000063.SZ,X600690.SH,X600703.SH,X000568.SZ,X600741.SH,X002475.SZ,X600031.SH,X002236.SZ,X000338.SZ,X000625.SZ,X601877.SH,X002456.SZ,X600487.SH,X002241.SZ,X600066.SH,X002008.SZ,X000100.SZ,X300136.SZ,X600809.SH,X300124.SZ,X002508.SZ,X002294.SZ,X600522.SH,X300003.SZ,X600271.SH,X600867.SH,X600089.SH,X002085.SZ,X000981.SZ,X000157.SZ,X000596.SZ,X600498.SH,X600177.SH,X600699.SH,X600566.SH,X002179.SZ,X002129.SZ,X000661.SZ,X002049.SZ,X600118.SH,X300142.SZ,X600584.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.630318108810743,0,0,0.173596070245173,0.106610613109207,0,0,0,0,0,0,0,-0.144028155719262,0,0,0.0969168035029477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.025321698791604,0.0463914832667036,0,0,0,0,0,0
X002415.SZ,0,0,0.0524402849139753,0,0,0,0,0,0,0.00928065434248465,0.0241413548503345,0,0,0,0,0.100565750784886,0.0194229521427053,0,0.0462687311918082,0,0.197765597942749,0,0,0.321179037922256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0119103957236229,0.139768576362573,0,0,0,0.0915090407408719,0,-0.00610087222216373,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,0.312252345432193,0,0,0,0,0,0,0,0.211680019738683,0.0806775091063713,0,0,0,0,0,0.0122461429641892,0,0,0,0,0.0276016089898119,0,0,0,0,0,0,0.0537401344698644,0,0.102385322303823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0623475192627426,0,-0.0307438718219868,0.0300295363672025,0,0,0,0,0,0
X000858.SZ,0.140299669707073,0,0,0,0,0,0,0.207748639142708,0,0,0,0.158469282355364,0,-0.0460557731408068,0,0,0,0,0,0,0.0929268310103046,0,0,0,0,-0.0398633546597416,0.356354751272151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0526148099454719,0,0,0.00604037848880126,0,0,0,0,0,0
X000651.SZ,0,0,0,0.219183780769713,0,0,0,0,0,0,0.00759003706567349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0295891785932795,0,0,0.214424903527279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0353747583194015,0,0,-0.00751422284106849,0.033514962960955,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0.476210729282421,0,0,-0.122814849420363,0.0558848229243003,0,0.215669203575402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0.105580215374651,0.402047163470721,0,0,0,0,0,0,0.257524074414083,0,0,0,0,-0.113762425756775,0,0,0,0,0,0,0,-0.0553902357523062,0.132728139353702,0,0,0,0,0,0
X600276.SH,0,0.0181605393210835,0,0,0,0,0,0.0391115142324217,0.0354736571865558,0,0.30125400897192,0,0,0,0,0.012617491007246,0,0,0,-0.0804641129492121,0.00287608835936473,0,0,0,0,0,0,0.144867839190522,0,0,0,0,0,0,0,0,0,0,0.0790267914524292,0,0,0,0,0,0,0,-0.142383185272461,0,0.0751368138668876,0,0,-0.0157396381366181,0.0444263617776274,0,0,0,0,0,0
X002304.SZ,0.282842927997504,0,0,0.20757240244224,0,0,0,0,0,0,0,0.149957722297701,0.0872915126047559,0,0,-0.00528688053255834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0760606032654909,0,0,0,0,0,-0.00919219847357628,-0.0118654460561055,0,0,0,0,0,0
X000063.SZ,0,0,0,-0.0444614223333685,0,0.387478490796194,0,-0.0126356421290779,0,0,0,0,0,0,0,0.156818722261748,0,0,0,0,0.10765512961459,0.158822611688836,0,8.67361737988404e-19,-0.129124053213872,0,0,0,0,0,0.113870243851335,0,0.138568555697551,0,0,0,0,0,0,0.27423060926581,0,0.155317289710123,0,0,0,0,0.177586771661433,0,0,0.0451488945161718,0,-0.0167520955217994,0,0,0,0,0,0,0
X600690.SH,0,0,0.367339167523712,0,0.153934066419855,0,0.180090906540612,0,0,0,0,0.0324163957077804,0.110480066713444,0,-0.0648857284862146,0,0,0,0,0,0,0,0,0.114959247683104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0223283920967238,0,0,0,0,0,0,-0.0140023773737057,-0.0187326360066682,0,0,0,0,0,0
