,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000725.SZ,X000858.SZ,X002304.SZ,X000625.SZ,X600276.SH,X600690.SH,X000063.SZ,X000100.SZ,X600703.SH,X600271.SH,X600031.SH,X600118.SH,X000338.SZ,X000157.SZ,X002241.SZ,X002292.SZ,X600089.SH,X600372.SH,X600741.SH,X600066.SH,X601877.SH,X002475.SZ,X002129.SZ,X002223.SZ,X002236.SZ,X600177.SH,X000559.SZ,X000016.SZ,X002456.SZ,X600839.SH,X000568.SZ,X300003.SZ,X300124.SZ,X002276.SZ,X002294.SZ,X600582.SH,X000800.SZ,X002465.SZ,X000066.SZ,X000869.SZ,X000550.SZ,X002008.SZ,X600435.SH,X600252.SH,X000623.SZ,X000581.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.143554067042487,0,0.0206315365863068,0,0.0960747040236026,0.092762460492274,0,0,0,0,0.0669159905917506,0,0.0314494735803386,0,0,0,0.0129588692123063,0,0,0,0,0,0,0,0,0,0,0.0353056813583342,0.140912085550901,0,0,0.0181906894026271,0,0,0,-0.0433253511845809,0,0,0,0,0,0,0,0,0,0,0.00620091626048825,0,0,0,0.00790379668154686,0.0136656995497723,0,0,0,0,0,0
X600104.SH,0,0,0.124036599038949,0.0921480223239463,0,0,8.67361737988404e-19,0,0,0,0.00826154685306603,0,0.0264402181905027,0,0,0,0.0181724613171163,0,0,0,0.173588583062661,0.0123332982605782,0,0,0,0,0,0,0,0.0307905740611904,0,0,0,0.0654113374464276,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00497020924210811,0.00392213519725401,0,0,-0.00298214597685595,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0.188425050098392,0,0,0,0.0132405407223147,0.140656201822413,0,0.0436193147300691,0,0,0,0,0.0202694517315089,0,0,0,0,0,0,0.0717316252064207,0,0,0,0,0.166511655028324,0.0262198136273697,0.114827204548314,0,0,0,0,0.0339010704918423,0,0,0,0,0,0,0,0,0,0,0,0.148868159304599,0,0.0650859952538178,0,0,-0.00520708215673348,0,0,0,0,0,0,0
X000651.SZ,0,0,0.423614599504613,0,0,0.139572202577733,0,0,0.129484722590215,0,0,0,0,0,0,0,0.170795265494054,0,0,0,0,0.0260542088281134,0.0431858796280832,0,0,0,0,0,0,0,0,0.02640922057097,0,0.00611443942737808,0,0,-0.0500958122870482,0,-0.0555604645823305,0,0,0,0,0,0,0,0,0,0,0,0,0.00344393828884823,0.0215347583566737,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.198002580305914,0,0,0.16637456002468,0,0,0,0.0351483460621062,0,0,0,0,0,0,0,0,0,0,0,0,0,0.109859108752319,0.0972051573015602,0,0,0,0,0.159953417281248,0.0797790655932459,0,0.0532918141487954,0.203114123213257,0,0,0,0.03771753225301,0,0,0,0.0158785890210498,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0.144917272718226,0,0,0,0,0,0.103130667177411,0,0.00223497041771937,0,0.132147495475724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.474041553503659,0,0.0352813770060171,0,0,0,0,0,0,0.0704816666244501,0,0,-6.93889390390723e-18,0,0,0,0,-0.00599496100209924,0,0,0,0,0,0,0
X002304.SZ,0.00607806980239345,0,0.0378217327812954,0,0,0.240746747294195,0,0,0,0,0,0,0.142872271855257,0.0367228976927963,0.0596212063750888,0,0,0,0.0882295632184892,0,0,0.0347887830578306,0,0,0,0,0,0,0,0,0.0257090849054945,0,0,0,0,0,0.0155901765256555,0,0.0459928487367988,0,0,0.0013329034344467,0.0332123453220883,0,0,0,0.00147422359391408,0.0807202569023859,0,0,0,0,0,0,0,0,0,0,0
X000625.SZ,0,0,0.138315804740131,0,0,0,0,0,0,0,0,0.119934819800667,0,0,0,0,0.088341210809743,0.0862326516877289,0,0,0,0.0550067169164668,0.0783915755677262,0,0,0,0,0,0,0,0,0,0,0.00923368675167753,0,0,0,0,0,0,0,0,0,0.0842386994364209,0,0,0,0.0321123054552923,0,0,0,0.00587087661118608,0.0157718266187885,0,0,0,0,0,0
X600276.SH,0,0,0.183589021594715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0612962869552265,0,0,0,0,0,0,0,0,0,0,0.104077244418187,0,0,0,0.0832164402804085,0,0.0156316295928953,0,0,0,-4.33680868994202e-19,0.00909078642958818,0.0643517233460947,0,0,0,0,0,0.133013740121555,0,0,0,-0.00341948083790513,0.0279678247124823,0,0,0,0,0,0
X600690.SH,0,0,0,0.17474522773754,0,0,0.0300422528263763,0,0,0,0,0,0,0,0,0.0815039699999829,0.13799223130522,0,0,0,0,0,0,0,0,0,0,0,0,0,0.103223445433869,0,0,0.0322131892958588,0.0373870305793202,0,0,0,0,0,0.00537795813636961,0,0,0,0,0,0,0,0.0237120098795584,0,0,-0.00866976567112752,-0.00979663513432505,0,0,0,0,0,0
X000063.SZ,0,0,0.0270466164481458,0,0,0,0,-1.73472347597681e-18,0,0,0,0.135374818732695,0,0.0775293422467425,0,0,0,0.11513213356277,0,0,0,0,0,0,0,0,0,0,0,0.226104728154987,0,0,0.0301608375851007,0.0281260728370682,0,0,0,0,0.181620051509754,0,0,0,0.0445106383142407,0,0,0,0,0.0517444023608557,0,0,0,-0.000887297066292387,0.00515090159622841,0,0,0,0,0,0
X000100.SZ,0,0,0,0,0,0,0,0,0,0,0.0221849171630742,0,0,0,0.174247750962613,0,0,0,0,0,0.149444480398681,0.105614117888366,0,0,0,0,0,0,0,0,0,0,0,0.266122118949045,0,0.0251268068451023,0,0.00492409689731844,0,0,0,0,0,0,0,0,0,0,0.0366250646020676,0,0,-0.00997449975633706,-0.00969510999612057,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.148298426055869,0,0,0.0598632718618637,0,0,0,0,0,0,0,0,0,0,0,0.0487126357237485,0.0561708750686628,0,0,0.380946185693633,0,0,0,0,0.000787389035193264,0,0,0,0,0.104205447189736,0,0,0,0,-0.0202575753272233,0.00745272409772071,0,0,0,0,0,0
X600271.SH,0,0,-2.16840434497101e-19,0,0,0,0,0,0,0,0.0490341475800147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.429941281168908,0,0,0,0,0.00983269229675789,0,0,0.0917545117682853,0,0,0,-0.077437409745527,0.0420174166859297,0.11344689216363,0,0,0,0,0,0,0,0,-0.0228971011968433,-0.00264513209539252,0,0,0,0,0,0
X600031.SH,0,0,0.0829236470301743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.236275021978069,0.0997868447850047,0,0,0,0,0,0,0,0.173197692024017,0,0,0,0,0.0223390139120369,0,0,0,0,0,0,0,0,0.0244583938724834,0,0.118040580207288,0,0,0,0,-0.00154088447586947,0.012898339442612,0,0,0,0,0,0
X600118.SH,0,0,0,0,0.235818425201723,0,0,0,0.000989618890660912,0,0,0,0.0532551236563634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0258008876050514,0,0.0303381431645235,0,0,0.191600560876867,-0.0589469486810056,-0.111841148122963,0.0281322024345844,0.0565920772589874,0.201531180764428,0,0,0,0,0.301836426202956,0.210681128050737,0,0,0,0,0,0,0,0,0,0,0
X000338.SZ,0,0,0.069731289171467,0.0431275038703245,0.0303840990383171,0.10391505705769,0,0,0,0,0,0,0,0,0.0842192533094784,0,0,0.199326718974331,0,0,0,0,0,0,0,0,0,0,0,0,0.1417301463014,0,0,0,0.0662160011945729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0758475379307926,0,-0.0077302397021257,0,0,0,0,0,0,0
X000157.SZ,0,0,0.334799127687209,0,0,0,0,0,0,0,0,0,0.0544005717142134,0,0.449851566876249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0387903271449921,0,0,-0.0151511999938295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00391099194063747,0.0245616292816187,0,0,0,0,0,0
