,X600519.SH,X000858.SZ,X600276.SH,X000651.SZ,X002415.SZ,X600104.SH,X002475.SZ,X000063.SZ,X003816.SZ,X000725.SZ,X002304.SZ,X600031.SH,X600690.SH,X000568.SZ,X000338.SZ,X000661.SZ,X600703.SH,X600741.SH,X600809.SH,X002241.SZ,X000100.SZ,X002371.SZ,X300014.SZ,X000596.SZ,X300003.SZ,X601877.SH,X002236.SZ,X000977.SZ,X002007.SZ,X600183.SH,X300124.SZ,X000157.SZ,X002129.SZ,X002456.SZ,X000625.SZ,X600118.SH,X300142.SZ,X600584.SH,X002008.SZ,X002180.SZ,X600271.SH,X300136.SZ,X000066.SZ,X002179.SZ,X002463.SZ,X002414.SZ,X600699.SH,X002049.SZ,X600177.SH,X000050.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.108107046019685,0,0,0,0,0,0,0,0,0,0,0,0,-0.0353867703953966,0,0,0,0.0997716903322535,0,0,0,0,0.194930443770859,0.197527869476794,0,0,0,0,0,0,0,0,0,0,0,0.0584507743291975,0,0,0,0,0,0,0,-0.0725416377531839,0,0.120070437035192,0,0,-0.123493331880449,0,0,-0.0893611246297081,0,0,0,-0.0946608894549963,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0,0.0199368139885509,0,0,0,0.538431822060504,0,0.0609454995759315,0,0,0,0,0,0.0592282321775179,0,0.00354185102340231,0,0,0,0,0,0,0,0,0,0,0.0453978200260693,0,0,0,0,0,0,0.0145521225775205,0.0220511310130553,0,0,0,0.0775501353375234,0,0,0,0,0,0,0,0,0,0.0421916220484988,0,0
X600276.SH,0.227758048936461,0,0,0,0,0,0.0481757024227465,0,0,0,0,0,0.0421197204160375,0,0,0.13698438596994,0,0,0.00601287224708484,0,0,0.0577714018841645,8.67361737988404e-19,0,0.126011662447823,0,0,-0.0917301888898788,0.149563978004579,0,0,0,0,-0.0331679177879478,0.00616266365334677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0459720869319871,-0.0306610254337125,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0.0784393075722528,0,0.0584555282963701,0,0,0,0,0,0,0,0,0,0.0447973231335523,1.73472347597681e-18,0.0211473958052153,0.0952357045969335,0,0,0,0,0,0,0,0,0.0770588372179819,0,0,0,0,0,0,0.109957871407236,0,0.106680114680932,0,0,0,0,0.0150949829972506,0,0,0,0,0,0.00497680291766718,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0.225587561382931,0,0,0,0,0,0,0.202452388826019,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0.0679775489811684,0.11735926622685,0,0,0,0.227767635372206,0,0,0,0,0,0,0,0.0110476247612766,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0.026204870725002,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0.265583318519601,0.024529281599328,0,0,0.0171401841992778,0,0.0402164137911755,0,0.184978255896975,0,0,0,0,0,0,0,0,0,0,0,0,0.0623552988383104,0,0,0.101899867759876,0,0,0,0,0,0,0,0,0,0,0,0.0424288433194144,0,0,0,0,0,0,0,0,0,0.0151713906697468,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.197701447299763,0,0.080959706828603,0,0.246149491938506,0,0,0.0718293511279458,0,0,0,0,0,0,0,0,0,0,0.0219943458159608,0,0,0.0642181651719437,0,0.111333409288575,0,0,0.0537045445033072,0,0,0,0,0,0,0,0,0,0,-0.00321049399311624,0,0,0,0.0376363453538438,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.180028243151533,0,0,0,0.0675566746158708,0,0.0261790158263585,0.0866154235119163,0,0,0,0,0,0,0,0,0,0.150830295068036,0,0,0,0,0,0,0,0,0.25856697328858,0,0,0,0.0224217418539515,0.141363830119455,0,0,0,0,-0.0500829483880586,0.0486245425998314,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.257601130294264,0,0,0,0,0,0,0,0,0,0,0.0698754842218382,0,0,0,0,0,0.041131265798477,0,0,0,0.112674715334246,0,0,0,0,0,0,0,0.0263873414500381,0.0977715093034278,0,-1.38777878078145e-17,0,0.0151072042695683,0,0,0.236686360087052,0,0.0289135588541627,0,0,0,0,-1.0842021724855e-19,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0.0299270190960671,0,0,0,0,0,0,0,0.0946445197836799,0,0,0,0.391802044023105,0.00460563309253966,0.0327852909540546,0,0,0,0,0,0,0,0.0610663432941833,0,0,0,0,0,0,0,0,0,0,0.115154245304223,0.0227806782831814,0,0.0445847550996394,0,0,0,0,0,0,0,0,0,0,0,0.0383013693584117,0,0
