,X600519.SH,X600104.SH,X002415.SZ,X000858.SZ,X002304.SZ,X600276.SH,X000725.SZ,X000625.SZ,X000063.SZ,X600690.SH,X600703.SH,X000568.SZ,X600271.SH,X600066.SH,X600741.SH,X002241.SZ,X600118.SH,X000100.SZ,X002236.SZ,X600031.SH,X600372.SH,X002292.SZ,X002475.SZ,X002074.SZ,X000559.SZ,X600177.SH,X002506.SZ,X300003.SZ,X000157.SZ,X000338.SZ,X300124.SZ,X002456.SZ,X002085.SZ,X002007.SZ,X000050.SZ,X002180.SZ,X002426.SZ,X000869.SZ,X600867.SH,X002294.SZ,X002249.SZ,X600089.SH,X002508.SZ,X000981.SZ,X002465.SZ,X002049.SZ,X600498.SH,X002179.SZ,X600699.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0,0,0,0,0.0940524462384073,0,0,0,0,0,-0.0694751259694476,0,0,0,0,0,0,0.0470968876053054,0.268305554745315,0,0,0,0,0,0,0.15754538468193,-0.0859562566805637,0.10696119356589,0.242111640094446,0,0.108522152742292,-0.121788423032432,0,1.73472347597681e-18,0,0,0,-0.0521338295754548,0,0,-0.0630095064774658,0,0,0,0,-0.027265434356214,0,0,0,0,0,0,0
X600104.SH,0.00437620409448823,0,0,0.0446881487182909,0,0,0,0.0902255071937206,0,0.0480119395951083,0,0,0.0234101010992439,0,0.128875354571363,0,0,0,0,0,0,0,0.0472415329218561,0,0,0,-0.00117310320686916,0,0,0,0,0,0,0.00448314260826086,0,0.035194082244701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0624557716685554,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.0556322110944168,0,0,0,0.062931151982849,0,0.0518615305647688,0,0,0.000472332026697387,0,0.0762086060148551,0,0,0,0,0,0,0.0448504094308014,0.083759957180632,0,0.0636507829380844,0,0,0,0,0,0,0.0947862663360314,0,0,0,0,0,0,0,0,0,0.00381312538562222,0.0332860321115368,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0.227545436674046,0,0,0,0,0,0,0,0.0348689425811122,0,0,0,0,0,0,0,0,0,0,0,0.0100821391284882,0,0.027216130889483,0,0,0,0,0,0,0,0,0,0.0711716795688289,0,0,0,0,0,0,0.105132653482745,0,0,0,0,0,0,0.0168244572000211,0.00154208601939884,0,0,0,0,0,0
X002304.SZ,0,0,0,0.73194077477253,0,0,0,0,0,0,0,0.0463978186890523,-0.0260669389157929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16479063277018,0,0,0,0,0.00512993740721424,3.46944695195361e-18,-0.0490794532601127,-0.0715807681916712,0,0,0,0,0,0,0,0,0,1.0842021724855e-19,0,0,0,0,0.0464933593211898,-8.67361737988404e-19,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0.0489300644385744,0,0.0761019848260027,0.00742904858598248,0.0799740704836928,0,0,0,0,0,0,0.135233405888249,0,0,0.0588339350087027,0,0,0,0,0,0,0,0.0412321328191795,-0.119620224355671,0,0,-0.0510030870026973,0.00358926322889092,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,-0.00789685954946192,0,0.115655624696773,0,0,0.0198339970475998,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0.0313970946919465,0,0,0,0,0,0,0.190173156671536,0,0,0,0,0,0,0.112364072272906,0,0,0,0,0.202446800817971,0,0.0694963169427372,0,0.0286719623053806,0,-2.93307702680865e-05,0,0,0,0,0,0,-8.67361737988404e-19,0,0.126211710478421,-6.7762635780344e-21,0,0,0,0,-0.0488966145243862,0.0179249535331255,0,0,0,0,0,0
X000625.SZ,0,0.123389034092143,0,0.107636800423412,0,0,0,0,0.0968573298049976,0,0,0,-0.000858328385927263,0,0,0.361908103974079,0,0,0,0,0,0,0,0,-0.289287269126163,0,0.12082530154373,0,0,0,-0.179747498845875,0,0,0,0,0,0.230635981327102,0,0,0,0.16957436852945,0,0,0,0,0,0,0,0,0,0,0.0389163620229042,0,0,0,0.287367906096999,0,0
X000063.SZ,0,0,0,0,0.126576956846971,0,0,0.503173289950565,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0923567907025394,0.167765319244609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0612429186951697,0,0,0.0679066823215659,0,-0.0698824312964514,-0.0436756841299831,0,0,0,0,0,0
X600690.SH,0,0,0.051695223259588,0.17782735972407,0,0,0,0,0.0465355216503059,0,0,-0.124550871787888,0,0,0,0,0,0,0,0,0,0,0,0,0.121633409194819,0,-0.0332416473553867,0,0,0,0,0.00677064150694307,0,0.0365037994238162,0.0405147371900384,0.00725164832729955,0,0.0600150881447917,0,0,0,0,0.0449341310893969,0,0,0,0,0.086926507059319,0,0,-0.0159027234369085,0.0180648957634936,0,0,0,0,0,0
