,X600519.SH,X000858.SZ,X002415.SZ,X600104.SH,X600276.SH,X000651.SZ,X002304.SZ,X000725.SZ,X000063.SZ,X600690.SH,X600031.SH,X002475.SZ,X000568.SZ,X000338.SZ,X600741.SH,X600703.SH,X601877.SH,X000100.SZ,X000661.SZ,X000596.SZ,X600271.SH,X600809.SH,X002236.SZ,X300003.SZ,X002008.SZ,X300124.SZ,X002007.SZ,X600487.SH,X000625.SZ,X002456.SZ,X300142.SZ,X600776.SH,X600498.SH,X600867.SH,X000157.SZ,X002241.SZ,X000977.SZ,X300146.SZ,X002371.SZ,X600177.SH,X000066.SZ,X000050.SZ,X002508.SZ,X002180.SZ,X002179.SZ,X600089.SH,X600522.SH,X600118.SH,X600066.SH,X600372.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.298049727829965,0,0,0.154217011561621,0,0,0,0.00846764726390638,0,0,0.0495743051192825,0,0,0,-0.111387468742273,0,0,0.0436505380383248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0357095167256925,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0243809406666284,0.0305420188071108,0,0,0,-0.00241370606496374,0,0
X000858.SZ,0.0931094162164496,0,0,0,0,0,0.276836078126714,0,0,0,0,0,0.186308372651688,0.0567257882285375,0,0.0224681273768225,0,-0.0270257866008386,0,0,0,0.150743206317734,0.0333762718715884,0,0.00181621946583109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012569008246972,0,0,0,0,0,0,0,0,0,-0.0166603253082454,-0.00954980728672078,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0.0695015718120782,4.33680868994202e-19,0,0,0.0443979399878175,0.00347109427812724,0,0,0.0498925635767637,0,0,0,0,0,0,0.0111611389298486,0.198486314901449,0,0.115154678575453,0,0,0,0,0,0,-0.000735010258222866,0,0.00604034433981262,0,0.0661789660628761,0,0,0,0,0,0,0.0920722893912521,0,0,0,0,0,0,0,0,-0.0387758292253309,0.0636725106958855,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0.107134949674509,0,0,0.0924509812777479,0.0421327612144154,0.293481658467562,0.00860289105384587,0,0,0.0113395407064274,0,0.0427601932031288,0,0.0231084032935505,0.0648375018325588,0,0,0.120805688871398,0,0,0,0,-0.0112533970212718,0,0,0,0.0645146594441098,0.0565099229486103,0,0,0,0.0958475199463443,0,0,0.0428554851917298,0,0,0,0,0,0,0,0,-0.0874865686480265,0,0,0,0.0187509909793494,0,0
X600276.SH,0.155179899972944,0,0,0,0,0,0,0,0,0,0,-0.402653871091882,0.2211181389923,0,0,0.291151439306826,0,-0.061813289932486,0.0815079618431726,0,0,0,-0.141324877363818,0.437734795019406,0,0,0,0,0,0,0.0478357435718909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.171871105948746,-0.00185174374719256,0,0,0,0.0380446137492563,0,0,0,0,-0.034313874861187,0,0
X000651.SZ,0,0.188352365684015,0,0.184621269371951,0.0810609703927579,0,0.0558908665313631,0,0,0.0359526227351361,0,0,0,0.0214016720632644,0.0318751021433024,0,0,0,0,0,0,0,0.0666737206021805,-0.0444413263579115,0,0.0437522963378308,0,0,0,0,0,0.00553387132424599,0,0,0,0,0,0,0,0,-0.0162275241269562,-0.0325104379320025,0,0,0,0,0,0,0,0,0,0,0.00828420533413362,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0,0,0,0,0,0.17478140713313,0,0.462991628232577,0,0,0,0,-0.0366924713030376,0,0,0,0,0,0,0,0,0.0178716107263838,0,0,0,0.0765978110312449,0,0,0,0,0,0,0.0306735429339868,0,0,0,0.0166059728709737,0,0,0,0,0,0,0,0,0,-0.00652752687658107,0,0,0,0,-0.00983294736842079,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0.0469983049228102,0,0.0828786712024927,0,0,0,0,0.0439668821963231,0,0.2007401598288,0,0,0.0282208686382909,0,-2.16840434497101e-19,0.0481623765518938,0,0,0.0862173386604974,0,0,0.0768875296198315,0,0,0,0.0480358889957868,0,0,0,0,0,0,0,0.183862301188668,0,0,0,0,0,0,0,0,0,-0.0487245289369642,0.0243744760991966,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0476660164142169,0,0.021790417616696,0,0,0,0,0,0,0,0.0169386276418966,0,0,0,0.146142826092004,0,0,0.506134165123532,0,0,0.0272003685946926,0.157160570505831,0,0.0318245210866912,0,0,0,0,0,0,0,0,0,0,0,0,-0.00360146730614805,0,0,0,0,-0.113320969488928,0,0
X600690.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166371105527367,0.030783057044594,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0790866506630438,0,0,0,0,0,0,0,0.0697809685753783,0,0,0,0,0,0.358372192462109,0,0,0,0,0,0,0,0,-0.00357051909764276,-0.0297556313519416,0,0,0,-0.0559133823475147,0,0
X600031.SH,0,0,0,0,0,0,0,0.146578879478493,0,0,0,0.0111853946804189,0,0.475374081874171,0,0,0,-0.0231196261396209,0,0,0,0,0,0,0.0935254292732088,0,0.129370395588954,0,0,0,0,-0.0152170433621674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0301395481416798,0,0,0,-0.017992804299014,0.0404809294703995,0,0,0,-0.0154815861367132,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0.128378129526247,0,0,0,0,0,0.101383409436511,0,0,0,0,0,0,0,0,0,0,0,0.00326186244957389,0.248744330953924,0,0,0,0.00538523517526629,0,0.193905212690647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021088920082333,-0.100933015540771,0,0,0,-0.0757770050441665,0,0
X000568.SZ,0,0.51652182584595,0,0,0,0,0.0656697820273502,0,0,0,0,0,0,0,0,0,0,0,0,0.0254977237862515,0,0,0,0,0.0520727492804426,0,0,0.00847041718390813,0,0,0,0.0106540587998466,0,0.0939046447376493,0,0,0,0,0,0,0,0,0.0438091041577367,0,0,0,0,0,0,0,0,0.00106039519886023,0.00283497281204166,0,0,0,0,0,0
X000338.SZ,0,0,0,0.193218735913165,0,0.21359053392209,0,0,-0.0640455041207133,0.0873779541500285,0.151864993544873,0,0,0,0,0.00270443700140793,0,0,0,0,0,0,0.201535667466445,0,0,0,0,0,0.0242274283453724,0,0,0.00854287047847951,0,0,0,0,-0.0180300782350231,0,0,0,0,-0.0332357848305258,0,0,0,0,0,0,0,0,0,-0.0165478545859894,0.0198554993921908,0,0,0,0,0,0
X600741.SH,0,0,0,0.249316589808514,0,0,0,0,0,0,0,0,0,0.321339480754004,0,0,0,0.0314165860983613,0,0,0,0,0.00594835960558993,0,0.263858121589324,0,0,0,0,0,0,0,0,0.120857010425554,0,0,0,0,0.00914096423117919,0,0,-0.0725990053476077,0,0,0,0,0,0.136309815409806,0,0,0,0,0.0145524975027279,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0,0,0.0550126050077826,0,0,0,0,0,-0.0273348374263914,0,0,0.083506308251241,0,0,0,0.319121795399951,0,-0.236120083547745,0,0,-0.137728675071145,0,0.0194320591011095,0.5486738187954,-0.195082214148712,0.0161262537871729,0,0,0,0,0,0,0,0,0.340798923329138,0,0,0,0,0,0,0,0,0,0,0.0480394221377073,0.122119681690225,0,0,0,0,0,0
