,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X600276.SH,X002304.SZ,X000725.SZ,X000625.SZ,X000063.SZ,X600690.SH,X600741.SH,X600703.SH,X600031.SH,X000568.SZ,X600066.SH,X002241.SZ,X002475.SZ,X002456.SZ,X000338.SZ,X002236.SZ,X600271.SH,X002085.SZ,X600118.SH,X000157.SZ,X600177.SH,X002292.SZ,X000559.SZ,X600867.SH,X600372.SH,X002007.SZ,X300003.SZ,X300124.SZ,X002294.SZ,X002180.SZ,X002074.SZ,X002506.SZ,X600498.SH,X600089.SH,X601877.SH,X002426.SZ,X600522.SH,X002508.SZ,X002465.SZ,X000550.SZ,X000050.SZ,X000981.SZ,X000869.SZ,X600566.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.0303173929881654,0,0,0.0364219397820761,0,0,0,0,0,0,0,0,0,0,0,0.103893236850177,0.0546823733691124,0,0,0,0,0.0259032666054044,0,0,0.14105665253002,0,0,0.206289289716049,0,0.00676786936937065,0,0,0,0,0,0,4.33680868994202e-19,0,0,-0.0791019692578033,0.193954225352032,0,0,0,0,-0.00359836412008779,0,-0.017706894643782,0,0.0548450118733542,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0.063027597721148,0,0,0,0,0,0,0,0.0472047597460858,0,0,0,0,0,-0.0432876144389265,0,0,0.117225093932424,0.109535329952165,0,0,0,0,0,0.0662392504845869,0,0,0,0,0.0790610381978519,0,0,0,0,0,0,-0.0757925571519646,0,0.141296603590889,0,-0.0602274050663032,0,0.0363057632339279,0.0403339658172181,0,0,0,0,0,0
X002415.SZ,0,0,0,1.73472347597681e-18,0,0,0,-0.0130293792700015,-0.156092315722766,0,-0.20633536645888,0,0.318562143390176,0.119967482940801,-3.46944695195361e-18,0,0.0186549388977804,0,0,0.0919385130263597,0,0,0.0340895622532702,0,0,0,0,0,0,0,0,0,0,-0.0172090211734788,0.240317161617497,0,0,0,0,0,0,0.0564193061658647,0.303914916008745,0,0,0,0.05718190844559,0,0,0,0,0,0,0,0,0,0,0
X000651.SZ,0,0,2.16840434497101e-19,0,0,0,0,0,0,0,0,0,0,0,-0.0387637685279188,0,2.16840434497101e-19,0,0,0,0,0,0.0125484333312824,0,0,0,0,0,0,0,0,0,0,0,0,0.0617946511538635,0,0,0,0.163315645899886,0.0678743718456772,0,0,0.122960739427791,0.0693081679305274,0,0,0,-0.00270809685253982,0,-0.053654672242038,0.0915119353366242,-0.0847102324089974,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.209325500987707,0,0,0,-0.00250269853710762,0.0653907898467928,0,0,0,0,0,0,0,3.46944695195361e-18,0,0.130844459550759,0.0586887426499465,0,0,0,0,0.234375067937559,0,0,0,-4.33680868994202e-19,0.00686435856650741,0.0825179249999839,0,0,0,0,0,0,0,0,0.0222202787279763,0,0,0,0,0,0,0
X600276.SH,0.0748670333390449,0,0,0,0,0,0,0,0,0,0,0,0,0.0383749648733382,0,0,0,0,0.0705131155801515,0,0,0,0.0263854205788534,0,0,0,0,0,0,-0.163871217414275,0,0,0,0.206983205321821,0.0579567976812275,0.0996272325947691,0,0,0,0.0935560975123541,0,0,-0.0781103525488577,0,-0.00605229400564525,-0.0108631668042319,-6.93889390390723e-18,0,0.154734953917472,0,-0.0549161423365575,-0.0715521019015316,0,0,0,0,0,0
X002304.SZ,0.307361957981233,0,0,-0.00224373236117176,0.093912083327803,0,0,-0.0352590565077758,0,0,0,0.132246918010063,0,-0.0378719225699915,0.031306825266048,0,0,0,0,0,0,0,0.00372546026791764,0,0,0,0,0,0,0,0.0405675609294751,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0264474186955252,0,0,0.259042066700205,0,0,-0.010797218962303,-0.00568158033421741,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0.00933787867389906,0,0,0.129651901901355,0,0,0,0,0.0748381602186394,0,0,0,0.0701655895799378,0,0,0.0616239319303768,0,0,0.0884850361575658,0,0,0,0,0,0,0,0,0.0473245987590862,0,0,0,0,-0.0310986492167947,0,0.127241089293074,0,0.0619821255434558,0,0,0,-0.0450918526770859,-0.00600903185268487,-0.0715945031536939,0,0,0,0,0
X000625.SZ,0,0,0,0,0.0351320055858922,0,0,0,0,0,0,0.0309703006278936,-0.0304324310457249,0,8.67361737988404e-19,0.118730106404415,0,0.0981017948044682,0,0,0,0,0,0,0,0,0,0.0810322753657845,0,0,0,0,0,0,0,0,0,0.0169021759009424,0,0.0305870523913449,0.129476045549967,0,0,0,0,0,0.0563159266294146,0,0,0,0.0913722876628891,0,0,0,0,0,0,0
X000063.SZ,0,0,0.019107346763453,0,0,0,0,0.0334226947057326,0,0,0,0,0,0.169007586084988,0.0718976054845695,0,0.0785665968042274,0,0,0.137936454758949,0,0,0,0,0,0,0,0.0533694149494801,0.0020209245756436,0,0,0,0,0,0,0,0.0236519366399302,0.0537413227692954,0,0,0,0.0429101594905867,0,0,0,0,0,0,0,0.0234361606297905,0,0,0,0,0,0,0,0
X600690.SH,0,0,0.0263284594340031,0,0.041978686069266,0,0,0.0623420046918268,0,0.129167824956678,0,0,0,0.0650850109541553,0,0,0.03656307923738,0,0,0,0.0428069220139032,0,0,0,0,0.293703626496721,0,0,0,0,0,0,0,0,0,0,0.0625128324351219,0,0,0.0791527140586825,0,0.101087974772481,0,0,-0.00229411078360283,0,-0.0264183781127954,0,0,0,0,0.0549568843603639,0,0,0,0,0,0
X600741.SH,0,0.265655609483767,0,0,0,0,0,0,0.168969624292401,0.0990215241795014,0,0,0.0675329445875114,0,0,0,0.0992198593557263,0,0,0,0,0,0,0,0,0.148531176793013,0,0,0,0.00655188145572363,0,0,0,0,0,0,0.00786578330499019,0,0,0,0,0,0,0,0,0,0.00679475313449484,0,0.119458615809163,0,0.0157942380137308,0.000635808743648477,0,0,0,0,0,0
