,X600519.SH,X600104.SH,X000725.SZ,X000651.SZ,X002415.SZ,X000858.SZ,X002304.SZ,X600276.SH,X000063.SZ,X000625.SZ,X600118.SH,X600690.SH,X600703.SH,X000100.SZ,X600031.SH,X600271.SH,X600372.SH,X002292.SZ,X002241.SZ,X000157.SZ,X000338.SZ,X002236.SZ,X600741.SH,X600089.SH,X600066.SH,X002475.SZ,X600839.SH,X000559.SZ,X002465.SZ,X600177.SH,X601877.SH,X000547.SZ,X002129.SZ,X600435.SH,X300124.SZ,X000016.SZ,X300003.SZ,X600582.SH,X002498.SZ,X000568.SZ,X600252.SH,X002294.SZ,X002456.SZ,X002179.SZ,X002049.SZ,X002276.SZ,X000977.SZ,X002008.SZ,X000066.SZ,X600198.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.212199944916371,0,0,0,0,0.00748504036464961,0,0.160589425414001,0.0586792533127562,0,0,0,0,0,0,0,0,0.0230990825701624,0,0,0,0,0,0,0.0811339825440112,0,0,0.0153018907619382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0262099975092548,0,0.0119318178540128,0.0183271848720878,0,0,0,0,0,0
X600104.SH,0.40713217399216,0,0,0,0,0,0.0114519072279222,0,0,0,0,0,0,0,0,0,0,0,0.113580616202591,0,0,0,0,0,0.201779786337902,0.0598489351623541,0,0,0,0,0,0,0,0,0.0111916155769042,0,0.0433106816564692,0,0,0,0,0,0,0,9.71306288204757e-05,0,0,0,0,0,-0.065797556814564,0.0155643573098696,0.0191051627970591,0,-0.0948084750960441,0,-0.0785205251661629,0,0
X000725.SZ,0,0,0,0,0.0640676671376484,0,0,0,0,0,0.0801717621239679,0,0.207406792329747,0,0,0,0,0,0,0,0.0248953619600613,0,0,0,0,0,0.0342720745883538,0.0238467259366882,0,0,0,0.0123261149957066,0,0,0,0,0,0,0,0.0853731727867574,0,0,0,0,0.00913027049501579,0,0.0697767004023522,0,0,0.11760733521645,0,0,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0.0666178921934193,0,0,0,0,0,0.0869050928388414,0.103595027801101,0,0,0,0,0.100522944232645,0,0,0.00281167375686566,0,0,0,0,0,0.00321396012164729,0,0,0,0,0,0,0,0,0,0,0.367905123712116,0,0,0,0,0.0681735253426583,0,0,0,0,0,0,-0.0162638833526957,0,0,0,0,0,0,0
X002415.SZ,0.0888876667827702,0,0,0.0710592581738146,0,0,0,0,0.0177357299940535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0816127612656038,0.0527029190481437,0,0,0,0,0,0,0,0,0.170398128679853,0,0,0,0,0,0.164267187789238,0,0.176984805063395,-0.0377116359731408,0,0,0,-0.00551446748598725,0.0257697798834595,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0.24296982723986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0417172996920431,0.040914926520085,-0.0579589472371713,0,0.153427171857863,0,0,0,0,0,0,0,0,0,0.657858505657958,0,0,0,0,0,0,0,0,0,0,0,-0.00748964344563356,0.00123280795768282,0,0,0,0,0,0
X002304.SZ,0,0.268104819689813,0,0,0,0.362090228130136,0,0,0,0,0,0,0,0,0,0,0,0,0.0455099553062416,0,0,-0.020804453938902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0.116931759850285,-0.00264055415537566,0.00436306914097005,0.0452665855862141,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0.0197041248085785,0.155280147512825,0.0960543138476439,0,0,0,0,0,0.116301856209272,0,0.00606403819226014,0,0,0,0.198315815147174,0,0,0,0,0,0,0.115456976325251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0351166619178568,0,0,0,-0.00103337453445546,0.022007541409758,0,0,0,0,0,0
X000063.SZ,0.163154821994608,0,0,0,0.0702602534014875,0,0,0,0,0,0,0,0,0,-1.0842021724855e-19,0.183307732511223,0,0,0,0,0,0,0.0958257280914732,0.291858236032932,0,0,0,0,0,0,0,0,0,0,0,0,0.0255363667028618,0,0,0,0,0,0.0147667119817294,0,0,0,0,0,0,0,0,-0.00958693092508747,-0.0381786019742915,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0,0.0815706919450431,0,0.021589184130224,0,0,0,0,0,0.131110571333165,0,0.0261873034690259,0.0801653351807907,0,0,0,0,0,0.213833741063026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.135592822445697,0,0.0216966337511774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600118.SH,0,0,0.128610635054857,0,0,0,0,0,0,0,0,0,0,0,0.0761815131978587,0,0.0843235806707362,0,0,0,0,0,0.0392817356650357,0,0,0,0,0,0,0,0,0,0,0.48656582138641,0,0,0,0,0,0,0,0,0,0,0.1943420596675,0,0,0,0,0.0229711636097796,0,0.0356675229386757,-0.0380010712087318,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0.00209958304045113,0,0,0,0,0,0,0.0782134604295214,0,0,0,0,0,0.124496640097105,0.181526067074396,0,0.0875766765840909,0,0,0,0,0,0,0,0,0,0,0,0.0951416592907481,0,0,0,0,0.0844320661855862,0,0,0,0.0484394813860436,0,0,0,0,0,0,0,0,0.0329009789189182,0,0,0,0,0,0
X600703.SH,0,0,0.010405407701774,0,0,0,0,0,0,0,0.213141779315942,0,0,0,0,0,0,0,0.00965893184796719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.199540733080534,0,0,0,0,0,0.107623442856883,0,0.16288627164849,0,0,0,0,0,0,0.0105651459557341,0,-0.0211844533604728,-0.0188599090157947,0,0,0,0,0,0
X000100.SZ,0,0,0,0,0,0.0732646948687078,0,0,0,0,0,0,-0.0178074468550528,0,0.164872368266448,0,0,0,0,0.0691102462171476,0,0,0.218336859334483,0,0,0,0.13192637011462,1.38777878078145e-17,0,0.108536618898145,0,0,0,0,0.082983576459288,0,0,0,0,0,0,0.104799859067676,0,0,0,0.0994977345564464,0,0,0,0,0,0,0,0,0,0,0,0,0
X600031.SH,0,0,0,0.0281847010041895,0,0,0,0,0,0,0.0744705185443912,0,0,0,0,0,0.223893320187155,0,0,0.0461849099002956,0,0.00978047323487016,0.197435881116512,0,0,0,0,0.0673875616200005,0,0,0,0,0,0,0,0,0.0529056180489876,0,0,0,0,0,0,0,0,0,0,0,0,0.058175552372713,0,-0.0111290862165058,0.000469549938585288,0,0,0,0,0,0
X600271.SH,0,0,0,0,0,0,0,0.010383767285486,0,0,0,0,0.0288295331606342,0,0,0,0.0703244431965355,0,0,0,0,0,0.034730410463231,0.0259077102874489,0,0,0,0.347985094397444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00309923988477837,0,0,0,0.0310642447160674,0,-2.16840434497101e-19,0,-0.0188683549777683,0,0,0,0,0,0,0
X600372.SH,0,0,0,0,0,0,0,0,0,0,0.0461602812267289,0,0,0,0.04024201751501,0.125462600409696,0,0,0,0,0,0,0,0,0,0,0,0.125264315038653,-1.73472347597681e-18,0,0,0.0102290978703168,0,0.220932860784177,0,0,0,0,0,0,0,0,0,0,0.251887445964795,0,0,0.0352477627475193,0,0,0,-0.00283340373213878,-0.0422793821417397,0,0,0,0,0,0
X002292.SZ,0,0,0,0,0.00792999824038501,0,0.00156696619913916,0,0,0,0,0,0,-0.107213363849478,0,0,0,0,-0.0110549076960441,0,0,0,0,0,0,0,0,0,0,0.0258545112841041,0,0,0,0,-0.00146244517932306,0,0,0,0,0,0.02186112846333,0,0,0,0.0239911732258189,-0.0538542383164939,0,0,0,0,0,0.0140048477690063,-0.023361096334665,-0.0289001575433419,0,0,0,0,0
X002241.SZ,0,0,0,0,0,0,0,0,0.238443140649995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0567960913394272,0,0.0697581838638107,0.0506138029214073,0,0,0.0744516452258434,0,0.0105171795601327,0,0,0,0,0,0.0363039295927051,0,0.0985914190309361,0,0.0755926517259107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
