,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X600276.SH,X000725.SZ,X002304.SZ,X000063.SZ,X600690.SH,X600703.SH,X000568.SZ,X002236.SZ,X600741.SH,X000625.SZ,X002241.SZ,X002475.SZ,X000338.SZ,X600031.SH,X002456.SZ,X600066.SH,X300124.SZ,X601877.SH,X600809.SH,X002008.SZ,X600487.SH,X000100.SZ,X002508.SZ,X300136.SZ,X600522.SH,X300003.SZ,X002085.SZ,X600089.SH,X600867.SH,X600498.SH,X600699.SH,X600271.SH,X000157.SZ,X600177.SH,X000596.SZ,X002294.SZ,X600118.SH,X000050.SZ,X000559.SZ,X600566.SH,X002179.SZ,X002180.SZ,X600372.SH,X300115.SZ,X000981.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0.135667586351944,0,0,0.032012011006109,0,0,0,0.106690360857965,0,0,0,0,0,0,0,0,0,0,0,0.00414675223470485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0818991719169701,0.0328449826386942,0,-0.0023194479580101,0,0,0,0.0222173927132301,0,0,0,0,-0.00781657304758577,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0.0487873404828355,0,0,0,0.0654292236209896,0,0.0370916627729795,0.411392785753842,0,0,0.088020017841053,0,-0.0633475776239753,-0.0361968645250115,0,0.0267174112793484,0,0.0504851278714739,0,0,0,0,0,0,0,0.0477239413562546,-0.0152546724555175,0,0,0,0,0,0,0.00102999774897556,-0.0449327708421022,0,0,0,-0.0207357054272081,0,0,0,0,0,0,-0.0176156110806246,0.0192912734911965,0,0,0,0,0,0
X002415.SZ,0,0.048852180864426,0,0,0,0,0,0,0,0.0365740188133028,0,0,0.153337377707324,0,0,0.0532119950924555,0.0260500608023705,0,0,0,0,0.138063424734332,0,0,0,0,0,0,0,0,0.0320850689191599,0,0,0,0,0,0,0,0,0.0335521929565882,0,0,-0.0267060845470504,0,0,0,0.0787362523439765,0,0.0399957114178301,0,0,0.0225811206889026,0.00685842904045462,0.202063993588542,0,0,0,0,0
X000651.SZ,0,0,0,0,0.00266603994664629,0,0,0,0,0.310638075569861,0,0,0.107977827717534,0,0,0,0,0,0.068581425778038,0,0,0,0,0,-0.0280541259688029,0,-0.0879527941537726,0.206575495916946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00637608313153919,0,0,0,-0.0244550009308769,0,0,0,0,0.00833711425059886,0,-0.0587469681850081,0,0,0,0,0
X000858.SZ,0,0,0,0.181066042785524,0,0,0,0.0269553342875847,0,0,0,0.419916307921726,0.023569131975989,0,0,0,-0.0918089209962135,0,0,0,0.100634191264651,-0.107166118775381,0,0.0991309299081689,0,0.0819350476589975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0215718086305734,0.00802884422977889,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0.1777815880771,0,0,0,0,0,0,0,0,0,0,-0.163386267545868,-0.0778107081608155,0,0,0,0,0,0,0,0.0648066800032548,0.00815219665055862,0,0,0.119472771752196,-0.0410266839451663,0,0,0,0,0,0,0.0317319611978322,-0.0510591609785929,0,0,0.0167275069557799,0,0,0,0,-0.0342922908436883,0.0333190936768797,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0.0895274343795482,0,0,0.0962237788547165,-0.0261269025850644,0,0,-0.130961199212928,0,0,0,0,-0.0315283093344218,0,0,0,-0.0590880463478234,0,0.0428060796758905,0,0,0,0,0,0,0,0.00511124997317024,0,0,0,0,0,0,0,0,0.0591948246613802,0,0,0,0.098683249828241,0,0,0,-0.0208260946200769,0.0316301843392853,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0.33442009278577,0,0,0,0,0,0,0.141121655770278,0,0,0,0,-0.193805439736121,0,0,0,0,0,0,0,-0.00603873339944614,0,0,0,-0.00159829265072896,0,-0.0303220015566153,0.0292050285970522,0,0,0,-2.71050543121376e-20,0,0,0,0.0343644680759772,0,0,0.0117891345175329,0,0,0,-0.0760060477877062,0,0.117316216980671,0,0,-0.0292488423389469,0.0386609611521524,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0.047531811418532,0,0,0.0695993302481951,0,0,0,0,0,0,1.73472347597681e-18,0,0,0.111455823222331,0,0,0.0645367965262197,0,0,0,0,0,0,0,-0.087887301515258,0.0246164696413085,0.04504990070141,0,0,0,0.0141576203144392,0,0,0,0.032908542637478,0.0602883439774596,0,0,0,0,0,0,0,0.0666088668417592,0,0,0,0,0,0
X600690.SH,0,0,0.0128070250050968,0.105877147425548,0,0,0,0,0,0,0,0,0.158488578007765,0.196353144143334,0,0,0,0,0,0,0,0,-0.119507555537054,0,0,0,0,0,0.156921334231766,0.265517662967321,-0.0993164517412669,-0.000612958183855006,0,0,0,0,0,0,0,0,0.0264054159396677,0,0,0,0,0,0,0,0,0,0,0,-0.00306896810694042,0,0,0,0,0,0
