,X600519.SH,X000858.SZ,X600809.SH,X000568.SZ,X002415.SZ,X002304.SZ,X002475.SZ,X600276.SH,X600690.SH,X600104.SH,X300014.SZ,X000651.SZ,X000625.SZ,X300124.SZ,X002129.SZ,X002371.SZ,X000725.SZ,X600031.SH,X000596.SZ,X003816.SZ,X002049.SZ,X000063.SZ,X002241.SZ,X600703.SH,X000338.SZ,X002179.SZ,X600089.SH,X000661.SZ,X600522.SH,X601877.SH,X002180.SZ,X002074.SZ,X300142.SZ,X000733.SZ,X600741.SH,X600884.SH,X000100.SZ,X600460.SH,X600702.SH,X000157.SZ,X000799.SZ,X601799.SH,X600584.SH,X002236.SZ,X600418.SH,X600563.SH,X002414.SZ,X002176.SZ,X000800.SZ,X600487.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.332479033426618,0,0,0,0,0,0,0,0.0251662407293851,-0.0397061018292844,0,0,0.0468673094162888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0943898433575559,0.0316108519584836,0,0,0,0,0,0,0,0,0,0,0.0336623825933178,-0.0296094578862556,0,-0.00707320110892475,0.00145634102435892,0,0.02552087683895,0,0,0,0,-5.42101086242752e-20,0,0
X000858.SZ,0,0,0.355904992511965,0,0.0160848895443945,0,0,0,0,0,0,0,0,0,0,0.00287600898577078,0,0,0,0,0.0904953682731198,0,0.0740228327977185,0,0,-3.46944695195361e-18,0,0,0,0,0,-0.018653186644446,0,0,0,0,0,0,0.15762303022711,0,0,-0.0570560649074884,0,0,0,8.67361737988404e-19,0,0.0969968012697495,0,0,-0.00624318203301056,-0.0129271900383105,0,0,0,0,0,0,0
X600809.SH,0,0,0,0.628872324972314,0,0,0,0,0,0,0,0,-0.017073238073273,0,0,0,0,0,0.0202269285224234,0,0,0,0,0,0,0,0,0,0,0,0,0.0462100184309938,0,0,0,0,0,0.00852445475808473,0.0731187834197586,0,-3.46944695195361e-18,0,0,0,-0.0104712046867526,0.0299374090943581,0,-0.220767705294334,0,0,0,-0.0164711456736457,0,0,0,0,0,0,0
X000568.SZ,0,0.153851067497644,0.230274183375516,0,-0.0348605515329785,0,0.0117929283230583,0,0,0,0,0.028207522628597,0,0,0,0,0,0,0,0,0,0,0,0.0672936421076739,0,0,0.0721564580729353,0.0321189317761094,0,-0.0287419673788296,0,0,0,0,0,0,0,0,0.29126930921404,0,0,0,0,0,-0.00456235000291882,0,0,0,0,0,0.0138509698040014,-0.0286002191839627,0,0,0,0,-0.047311539576769,0,0
X002415.SZ,0,0,0,0,0,0,0.0174737932079843,0,0,0,0,0,-0.148735313181214,0,0.0383263448945521,-0.0555273746446585,0,0,0,0,0,0,0,0.132458302356094,0,0,0,0.0182746372700093,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0.104763103507612,0,0,0.643693966428896,0,0,0,4.33680868994202e-19,0,0,0,0.1170746753963,0,0,0,0,0,0,0
X002304.SZ,0,0.175101455281038,0,0.0953291400601514,0,0,0.00756850976934054,0,0.0691393518699307,0,0,0,0,0,0,0,0,0,0.0252634641242803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105335481323291,0,0,0,0,0.135958745510902,0,0,0,0,0,0.0264979917194442,0.0287293192141641,0,0.0242810115606583,-0.0192903000630796,0,0,0,0,0,0,0,-0.0158426894295336,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.119997262070283,0,0,0,0,0.0834059706701322,0,0,0,0,0.47695938080661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166445688751106,0.138893164397822,0,0,0,0.00252885763377045,0,0.0413196527743041,0.187927109371622,0,0,0,0,0,0,-0.188949592044759,0,0,0,-0.0105488328346345,0,0
X600276.SH,0,0,0,0,0,0,0.214586020897901,0,0,0,0.0914100064424806,0,0,-0.24276577931109,0,0,0,0,0,0,0,0,0,0.314406228992105,0,0,0,0.263038370538909,0,0,0,0,0.136130875540335,0.00552724442871368,0,0,0.0875497392045484,-0.06835533230903,0.0194141152970133,0,0,0.0366060388509973,0,0,-0.0663167230312621,0,0,0,0,-0.210213058333427,0,0,0.33359107222148,0,0,0,-0.0228129569099049,0,0
X600690.SH,0,0,0,0,0,0,0.0247899378638124,0,0,0,-0.0193917040415126,0.366338716454923,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0.101205604367931,0,0,0,1.73472347597681e-18,0,0,-0.0508240939239075,0,0,0.0987148030904012,0,0,0,0.0526473466083984,0,0,0,0,0,0,0,0,0,0.00743792638612324,0,0,0,0,0,0,0,0,0,-0.00786193329365127,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,-0.0800985185896257,0,0,0.070100469761136,0,0,0,0,0,0.01080161835725,0,0,0.00477186340743705,0,0,0,0,0,0,0,0,0,0,0.244866357824929,0,0,0,0.14913278320506,0,0,0,0,0,0.0624926579650978,0,0.226610482936334,6.93889390390723e-18,0.206231212871303,0,0,0.00524827037100174,0,0,0,0,0,0,0
X300014.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.0813968788972568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105041137681053,0,0,0,0,0,0,0,0,0,0,0,0.000261520013448792,0,0,0.151684203165296,0,0,0,0,0.244439222501181,0,-0.0771179641923199,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0.0584590927255454,0,0.183196429918076,0,0,0,0,0,0,0,0,0,0,0,-0.0296504521026967,0,0.130650178583334,0.0558441068027471,4.33680868994202e-19,0,0.0569942266322028,0,-8.67361737988404e-19,0,0,0,0,0,0.076489646083806,-0.0151378761030639,0,0,0,0,0,0,0,0,-0.116274553967376,0,0,0.0619991469870698,0,0,0,0,0,0,0,0,0.00341751938193115,0,0
X000625.SZ,0,0,0,-0.0688435240195636,0,0,0,0,0,0,0.175839007020713,0,0,0.279031371950036,-0.184033599783416,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,-0.177801564620502,0,0,0,0,-0.079498843342533,0,0,0.291337186059879,0,0,-0.0435479651395596,0,0,0.0376587204326093,0,0,0.138752056824279,0,0,0,0.283370439594382,0,0,0,0.117016693937064,0,0,0,0.0473808335110636,0,0
X300124.SZ,0,0,0,0,0,0,0,0,0,0,0.078849146275942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.126684875620381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142690016078671,0,0,0,0.194171966569563,0,0,0,0,0,0,0.0501654237372988,0,0
X002129.SZ,0,0,0,0,0.0723765765794726,0,0,0,0,0,0,0,0,0,0,0.0290821601675511,0,0,0,0,0,0,0,0,0,0,0.195082826595533,0,0.115768594347215,0,0,0.0472098068165718,0,0,0,0.0608328251329357,0.0549371480218237,0,0.097284009919618,0,0,0,0,0,0,0.119273848028044,0,0,0,0,0,0.0397306159163814,0,0,0,0,0.0713380078492914,0,0
X002371.SZ,0,0,0,0,0,0,0.278134095523535,0,0,0,0.0682388364809134,0,0,0,0,0,0,0,0.110895497107797,0,0,0,0,0.414986849696058,0,0,0,0.0993411917327276,0,0,0,-0.0645958356015979,0,0,0,0,0,0.341065962524125,0,0,0,0,0,0,0,0,0,0,-0.112437951996628,0,0,0.0351686149572527,0,0.257190166338709,0,0,-0.0310019608666164,0,0
X000725.SZ,0,0,0.0271139656356886,0,0.0679840039525345,0,0,0,0,0,0.0189384399803014,0.0489416893531185,0,0,0,-0.024182676216337,0,0,0,0,0,0.0785123445702473,0,0,0,0,0,-0.00974333285841437,-0.0522097778973478,0,0,0,0,0,0.0615715689390764,0,0.47203586486724,0,0,0,0,0,0,0,-0.00376956734595671,0,0,0,0,0,0,-0.010737399476038,0,0,0,0,0,0,0
X600031.SH,0,0,0,0,0.021404219680867,0,0,0.0738099102832527,0,0,0,0,-0.0717825696526209,0,0.0538182857332052,0,0,0,0,0,0,0,0,0,0.164846673270221,0,0,0.0064430743330852,0,-0.138056753607668,0,0.0326511865749559,0,0,0,6.93889390390723e-18,0.180645454706353,0,0,0.207418809913073,0,-0.0362872853993177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0437027422818819,0,0
X000596.SZ,0,0.659096228606413,0.014843997667817,0,0,0,0,0,0,0,0,0,-0.0402306846210689,0,0,0,0,0,0,0,0.0118351960878878,0,0,0.0478509984101393,0,0.0675691273444993,0,0,-0.0276537901611709,0,0,0.0339838887526508,0,0.028571847760115,0,0,0,0,0.292600392901672,0,0,0,0,0,0.0569201829621389,0.0731658499218279,0,0,0,0,0,0,0,-0.0372440899859101,0,0,0,0,0
