,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X600276.SH,X002304.SZ,X000725.SZ,X000625.SZ,X600690.SH,X000063.SZ,X600703.SH,X600741.SH,X600066.SH,X002241.SZ,X002236.SZ,X000568.SZ,X600271.SH,X000100.SZ,X600031.SH,X600118.SH,X002475.SZ,X002456.SZ,X002292.SZ,X600177.SH,X000559.SZ,X000338.SZ,X600372.SH,X002007.SZ,X000157.SZ,X300003.SZ,X002074.SZ,X002506.SZ,X002180.SZ,X600867.SH,X600522.SH,X300124.SZ,X002294.SZ,X002085.SZ,X600498.SH,X600089.SH,X002426.SZ,X002508.SZ,X000050.SZ,X601877.SH,X002249.SZ,X600487.SH,X002465.SZ,X000869.SZ,X000981.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.095219579740241,0,0,0,0,0.0981502291207062,0,0.00247264016912687,0,0,0,0,0,0,0,0.136585707799055,0,0,0,0,0,0,0,0.210664445394173,0.0301623889234992,0.0195179308660556,0,0.180368765928745,0,0,0.0288440811474953,0,0,0,-1.73472347597681e-18,0,0.0357086428245428,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0994084784729916,0,0,0,0,0.153134423559136,0,0
X600104.SH,0.134831960446183,0,0.107088666916795,0,0,0,0,0,0.455317413796322,0,0,0,0,0,0.053931176802626,0,0,0,0,0,0,0,-0.0866952373183961,0,0,0,0,0,0,0,0,0,0,0.0505438027088711,0,0.00182208518524461,0,0,-0.0648772690372832,0.00721092700777692,0,0,0,0,0,0,2.16840434497101e-19,0,0,0.0132733442891759,0,0,-0.0056597451709167,0,0,0,-0.337052580587931,0,0
X002415.SZ,0,0,0,0,0,0.0853383626175585,0,0,0,0,0,0.0745013869852532,0,0,0,0.137893777873241,0,0,0,0,0,0.0862355947401559,0,0,0.0780423457761652,0,0,0,0,0,0,0.00828563198743999,0,0.0201517182468651,0,0,0,0.504168053030224,0,0,0,0,0.111728398394696,0,0,0,0,0,0,0.143379278174671,0,0.0687025645469912,-0.0696864166373301,0,0,0,-0.191874630917762,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0.198960707783015,0.173524827296978,0,0,0.115695734790713,0,0,0.054524567381275,0.0138657802767324,-0.0125881963314075,0,0.452132993623098,0,0,0,0,0,0,0,0,0,0,0,0.0569330765528695,0,0,0.0475725097995738,0,0.0182477644293416,0,0,0,0,0,0.0130166234366839,0,0,0,0,0,0,0,0,0,0,0,-0.0222791629426616,0,0,0,0,0,0,0
X600276.SH,0.130675360134763,0,0.206124174230523,0,0,0,0,0,0,0,0.118377144395138,0,0.0156942331887811,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0.0022493426356701,-0.0109748558334812,0,0,0,0,0,0.0553442342494182,0,0,0,0,0,0,0,0,-0.0119895797251374,-0.0714437158439961,0.0869828477060472,0,-0.10566353278429,0,0,0,0,-0.0102385017706879,-0.0444791249343778,0,0.0820076829320699,0,0,0,0
X002304.SZ,0.0314570256228961,-0.00505423599367398,0,0,0.625588150161718,0,0,0,0,0,0,0,0,0,0,0,0.13116579363703,0,0,0,0,0,-0.0181901640785924,-3.46944695195361e-18,0,0,0,0.085328885400336,0,0,0,0,0.0909874028532899,0.0614100723600946,0,0,0,0,0.000155957688072273,0,0,-0.0194500839038727,0,0,0,0,0.0483000104039861,0,0,0,0,0,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,-0.0176926863080866,0.150134057904456,0,0,0,0,0.0478745774219554,0,0,0.164581097977276,0,0,0,0,0,0,0.0292595821681203,0.0941980775723243,-0.0359240196195266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0155323919046012,0,-0.078700867312375,0,-0.0258441322784018,0,0,0,0,0
X000625.SZ,0,0.137809606365207,0,0,0,0,0,0,0,0,0,0,0.160785621432202,0.0514894568936706,0,0,0,0,0,0,0,0,-0.0470557420619861,0,0,0,0,0.0477788907200803,4.33680868994202e-19,0,0,0,0,0,0,0.0185398199588017,0,0,0,0,0,0,0.0419745112468757,0,0,0,0.10302362965932,0,0,0.0130229585439065,0,0.00534853127922866,0,-0.0168650959849714,0,0,0,0,0
X600690.SH,0,0,0,0,0.147902331389197,0,0,0,0,0,0,0,0.00252584088428048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.152570829019961,0,0.0285759730727031,0,0,0.0274332002369016,0,0.0721690749133637,0,0,0,0,0,0,0,0.0135705895155625,0.01052289963735,0,0.00745704249451107,0,0,0.0379824589298384,0,0,0.0819345251442077,0,0,0,0,0,0
