,X600519.SH,X000858.SZ,X000568.SZ,X002415.SZ,X600809.SH,X600276.SH,X002304.SZ,X600690.SH,X002475.SZ,X000651.SZ,X300124.SZ,X600104.SH,X600031.SH,X000725.SZ,X000063.SZ,X300014.SZ,X000596.SZ,X003816.SZ,X002129.SZ,X000625.SZ,X002371.SZ,X000338.SZ,X600703.SH,X002179.SZ,X002049.SZ,X600089.SH,X000661.SZ,X000100.SZ,X002180.SZ,X002241.SZ,X600702.SH,X601877.SH,X300142.SZ,X000157.SZ,X600741.SH,X000977.SZ,X600522.SH,X000733.SZ,X600584.SH,X002074.SZ,X000799.SZ,X600460.SH,X002236.SZ,X000066.SZ,X300003.SZ,X600183.SH,X601799.SH,X600884.SH,X002007.SZ,X000800.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.0685735030662388,0,0,0.126088945257028,0,0.232043140565738,0.0863111253925943,0.0262656046143655,0,0,0,0,0,0.0405433216891691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.118452761936336,0,0.00937464656642184,0,0,0,0.0999171466067991,0,0.0690438417802017,-0.0244173824041642,0,0.0720758373118516,0,0,0,0,0,0.00250685036588189,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0.0593268874184418,0.12993002123518,0,0.617805357649533,0.0159420116794286,0,0.202673627640698,0,0,0.0994441503810787,0,0,0,0.0109201928824451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0111256154148596,0,0,0,0,0.0127297269725894,0,-0.0226897107863116,0,0,0,0,0,0,0
X000568.SZ,0,0.490661373886862,0,0,0,0,0.325720654483123,0.0274536198734553,0,0,0,0,0,0,0,0,0,0,0,0,0.0599816900525702,0,0,0,-0.151131175681747,0,0,0,0,0,0,0,0,0,0,-0.0638853395446282,-0.117133110999383,-0.0427933812808459,0,0,0,0,0,0,0,0.255818492155673,-0.021612347857237,-0.0789438887716594,0,0,0,0,-0.00746600109559866,0,0,0,0,0,0
X002415.SZ,0,0.272177578313769,0,0,0,0,0,0,0.0560736353942154,0,0,0,0,0,0,0.0538466288708238,0,0,0,0,0.151768974019003,0,0,0,0.0454187832515345,0,0,0,0.0544670511662869,0,-0.189158021987781,-0.0801200134970728,0,-6.93889390390723e-18,0,0.0035151791751128,-0.134162461169892,0,0.0313542689219988,0,0,0,0.182342814799642,0.024457699466481,0,0,0,0,-0.0914840676014113,0,0,0.0210921933649053,-0.0303106780922869,0,0,0,0,0,0
X600809.SH,0,0,0.242715891015347,0.177562027539945,0,0,0.112063103058727,0.12831013250191,0.0298091318989829,0,0,0,0.00127483105469114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0790354244900884,0,0,0,0,-0.0136489016854487,0,0,0,0.24256188505766,0,0,-0.0724990425430854,0,-0.0269963347471251,0,0,0,0,0,0.00228188325728692,0,0,0,0,0,0,0
X600276.SH,0,0,0.155508573106386,0,0,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,0.0753640232991704,0,0.0577642549855143,0,0,-0.194449317256514,0.0384693488313445,0,0.225711471647905,0,0,0.0127508126717976,0.0238549390828842,0,0,8.67361737988404e-19,0,0.126743246571925,0.00280212736761223,0,0,0,0,0,0,-0.0405163878096812,0.0347723866280149,0,0,0,0,0,0
X002304.SZ,0,0.320479357315501,0.351408364778578,0,0,0,0,0,0,0,0,0,0.0337760459324875,0,0,0,0.232186519218571,0,0,0,0,0,0,0,0,0,0,0,0,-0.04139482536942,0,-0.00686214976722257,-0.0614845116120154,0,0,0,-0.0210605897768975,0,0,0,0,0,0,-0.0399064988567391,-0.0646253113208236,0,-0.0432529565387057,0,0,0,-0.0110898233658887,-0.0220820165449716,0.0194268965070223,0,0,0,0,0,0
X600690.SH,0,0,0.112859089346071,0,0.0168314045342725,0,0,0,0,0,0,0,0.114394707791537,0,0,0,0.0904216407325639,0,0,0.0619635682175879,0,0,0,0,0,0,0.0204260814656968,0,0,0,0,0,0,0,0,-0.0291454101996309,0,0,0,0,0.0462926111303918,0,0,0,0,0,0,0,0.0454735050123346,0,0,0.000261716935154453,0.00371247341493934,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0.344598336769286,0,0,0,0,0.237558433569371,0,0,0.220023578333882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.147721270605668,0.0724670473247405,0,0,0,0,0,0,0,0,0,0,0.110394714237483,0,0.513292594238169,-0.0173074704698686,-0.00415855831576414,0,0,0,0,0,0
X000651.SZ,0,0.144314717333731,0,0,0,0,0,0.347401310722918,0.0287583986299359,0,0,0,0.067959284576824,0,0,0,0,0,0,0,0,0,0.0482980117825351,0,0,0,0,0,-0.0280079037867129,0,0,0.0113976494608138,0.0340749350054319,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,-0.0427953892474806,0.026087401516596,-0.00720704841708792,0,0,0,-0.0134028664137764,0,-0.00830857937064941,0,0,0,0,0,0
