,X600519.SH,X000858.SZ,X600276.SH,X002475.SZ,X000651.SZ,X002415.SZ,X600104.SH,X002304.SZ,X000063.SZ,X000661.SZ,X000568.SZ,X000725.SZ,X600031.SH,X003816.SZ,X600809.SH,X600703.SH,X000338.SZ,X600690.SH,X002241.SZ,X002371.SZ,X002007.SZ,X000596.SZ,X300014.SZ,X300142.SZ,X000100.SZ,X300124.SZ,X600584.SH,X300003.SZ,X002049.SZ,X600183.SH,X600741.SH,X002129.SZ,X000800.SZ,X002236.SZ,X000977.SZ,X000625.SZ,X002456.SZ,X000157.SZ,X002414.SZ,X601877.SH,X002185.SZ,X300136.SZ,X000066.SZ,X002179.SZ,X002463.SZ,X002180.SZ,X600118.SH,X002008.SZ,X600522.SH,X002294.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.0497409662614295,0.245927322743432,0,0,0,0,0.0396010266313461,0,0,0.0912237257854513,0,0,0,0,-8.67361737988404e-19,0,0.0538504290145582,0,0,0,0.0796051634627225,0,0.0189882631103978,0,0,0,0,0.0369744735237436,-0.0460018718413511,0,-0.0114327474459741,0,0.0670391796616201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0083087791469754,0.0125206867980065,0,0,0,0,0,0
X000858.SZ,0.122405314036885,0,0,0,0,-0.0389678355666232,0,0.067636110860854,0,0,0.165068286512157,0,0,0,0.232028923910914,0.0187728486931041,0,0,0.151751435136988,0,-0.0613516390378254,0.047228766340642,0,0.182465217022598,0,0,0,0,0,0,0,0.0140638316066348,0,0,0,0,0,0,0,0,0,0,0.0284930753016296,0,0,0,0,0,-0.11438446605243,0,0,-0.00798202822238423,0.0139712057687939,0,0,0,0,0,0
X600276.SH,0,0,0,0.0670675588945934,0,0,0,0,0,0.0521157593037084,0,0,0,0,0.0921946710813341,0,0,0,0,0.0374310359259172,0,0,0,0,0,0,0,0.22343467229762,0.00883125945282255,0.108563267427175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0318680107150189,0,0,-0.00677510437426867,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.287021039784292,0.00532906067931968,0,0.0202167646102843,0,0,0,0,0,0,0.0456077930643938,0.0380793109031102,0,0,0,0,0.0331632953236767,-0.0501940514659379,0,0,0,0,0.095029248747269,0.0592175381287433,0,0,0,0,0,0,0,0,-0.0416621383211257,-0.00932144022181768,-0.0242333862846848,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0.112779284235728,0,0,0,0,0,0,0.28171944424332,0,0,0,0,0.396912406291239,0,-0.0343159248244685,0,0,0,0,0,0,0,0,0.0148920653793479,0,0,0,0,0,0,0,0,0,0,0,-0.0102392865030218,0,0,0,0,0,0,0.0189038463834774,0,0,0,0.00138649655550327,0.0116897177269593,0,0,0,0,0,0
X002415.SZ,0,0,-0.114775276439909,0,0.0242148968270814,0,0,-0.0679329608540006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.249227720036422,0,0,-0.0561671574785453,0,0.502548191799184,0.00624890106413427,0,0,0,0,0,0,0,0,0,0,0.0422307073275832,0.0775247967018755,0,0.226103354431229,0,0,0.000944770630484379,0.0133592802890681,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0563537590774927,0,0,0,0,0,0,0.0777987408137597,0,0,0,0,0,0,0,0.0396938043393819,0,0,0,0,0,0,0,0,0,0,0,0,0.0096798792867973,0,0.00122582318240103,0,0,0,0,0.10719503798718,0,-0.0472523027433254,-0.100272045467467,-0.00427979582991804,0.00776610385218085,0,-0.163815882714686,0,0,0,0
X002304.SZ,0,0.372244900323819,0,0,0,0,0,0,0,0,0.109880473603946,0.0059604314496594,0,0,0,0,0.256893715692776,0,0,0.0157168016230154,0,0,0,0.0151752000375118,0,0,0,0,-0.0172402127220018,0,0.0480079753300293,-0.0331850703337076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.107366707700053,0,0,0,-0.00824770004618181,0.0105268707481534,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,-0.297385184293667,0,0,0,0,0,0,0.0740567423961063,0,0,0.0575523641605708,0,-0.0179473253716571,0.176825216198461,0,0,0,0,0,0,0,0,0,0.0642660550565127,0,0,0,0.0471156603236335,0,0,0,0,0,0,0,0,0.316332892535875,0,0.0882909195048791,0.114808510900051,0,-0.0311534043719488,0.0104851072287828,-0.0100395949443246,0,0,0,0,0,0
X000661.SZ,0,0,0.0580484296582878,0.176982309245553,0,0,0,-0.0974909870676238,0,0,0,-0.100727557729912,0,0,0,0,-0.0624573783316483,0,0,0.0665761204987574,0.164666054146269,0,0,0.0124438675464751,0,0,-0.0957894192295718,0.0354219598390185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.119733437549682,0,0,-0.0516764334965701,0,0,0,0,0.0531514453707857,0,-0.00734780003890391,0,0,0,0,0,0
