,X600104.SH,X600519.SH,X000725.SZ,X000651.SZ,X002415.SZ,X000858.SZ,X002304.SZ,X000625.SZ,X600276.SH,X000063.SZ,X600690.SH,X600031.SH,X600372.SH,X000338.SZ,X002241.SZ,X000157.SZ,X600741.SH,X600703.SH,X600089.SH,X000100.SZ,X601877.SH,X002236.SZ,X000581.SZ,X002475.SZ,X000559.SZ,X000050.SZ,X000550.SZ,X600118.SH,X600066.SH,X000568.SZ,X002294.SZ,X600271.SH,X600839.SH,X002456.SZ,X002129.SZ,X300003.SZ,X300124.SZ,X000623.SZ,X000400.SZ,X000869.SZ,X600867.SH,X002007.SZ,X000800.SZ,X002292.SZ,X002038.SZ,X600435.SH,X600177.SH,X002465.SZ,X002049.SZ,X000977.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600104.SH,0,0,0,0,0.0898572031162642,0,0,0,0,0,0,0.136528129301431,0,0,0,0,0.313967641291878,0,0,0,0,8.67361737988404e-19,0,0,0.16654781350781,-0.0416230668885294,0,0,0,0,0,-0.0585246759173163,0.0428364070324462,0,0,0,0,3.46944695195361e-18,0,0.0674780758735066,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,-0.058687361727999,0.0839851847812271,0,0,0,-0.25475409971185,0,0
X600519.SH,0,0,0.0482724025755972,0,0,0,0.253688501971231,0,0,0,0,0,0,0,0,0,0.00761935050152701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0281053098853515,0,0,0,0,-0.0568857112440868,0,0,0.0579097306788183,0,0,-0.0150969490239212,-0.0230161355409432,0,0,0,-0.193106520550371,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.424748131965911,0,0.0717155489339836,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0370298528782562,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1567579885615,0,0.0229139973276484,-0.00952514921283353,0,0,0,-0.056684124976961,0,0
X000651.SZ,0,0,1.38777878078145e-17,0,0,0,-0.0472888688605597,0,0,0,0.271561110710914,0,0,0.179353306718016,0,0,0,0,0.000819609477316859,0,0.291830285421989,0,0,0,0,-0.0301975385718022,0.0732046201087609,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.12179859444861,0,0,0,0,0,0.0620765486916506,0,0,0,0,-0.00665642917194587,-0.00285426362825309,0,0,0,0,0,0
X002415.SZ,0,0,0,0.0509888607140373,0,0,0,0,0,0,0,0,0.17736433962014,0,0,0,0,0.146809589508384,-8.67361737988404e-19,0,0,0.176496104127314,0,0,0,0.0619914661797877,0,0,0,0,0,0,0,0,0.170331186365303,0.000611173438006708,0,0,0,0,0,0,0,0,0,-0.0546499689094506,0,0,0.0187240071529144,0,0,-0.00414821643366024,0.0181512031520714,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0678375733670576,0,0,0,0,0.141047996078048,0,0,0.0576328094280353,0,0,0,-0.0240590571352747,0.0477915135386372,0,0.0665489782140824,0,0,0.28653554224873,0,0,0,0,0,0,0,0,0,0.000777177251452047,0,0,0,0,0,0,0,0,0,0,0,-0.0136166384267215,0,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0.118706607255528,-0.0294076081616878,0,0,0,0,0,0,0,-0.0597468367287811,0,0,0,0.477402935505767,-0.345861901960021,0,0,0,0.0584163740117391,0,-0.0212594958297018,0,0,0,-0.0416652279171389,0,0,0,0.429411865057835,0,0,0,0.0942661733080107,0,0,0,0.0278518879632813,0,0,0,0,0,0
X000625.SZ,0.212183026896961,0,0,0,0,0,0,0,0,0,0,0,-0.0106546342039894,0,0,0,0,0.0387710181357384,0,0,0,0.0469202565810456,0,0,0.0717500120736931,0,0,0.105709411362938,0,0,0,0,0,0.281452141936313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0244771408052509,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10802159287223,-0.0291346731656577,0,0.0571858353774189,0,0,0,0,-0.0572509356338438,0.0575974586551817,0,0.00712402798462551,0,0,0,-0.00522737553067417,0.0862382440505019,0.156865721216576,0,0,0,0.00576769330094522,0,0,0,-0.124210239435407,0,-0.0151713014640844,0.0159133545050336,0,0,0,-0.190356045746946,0,0
X000063.SZ,0.12873575449037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0205399097000301,0,0,0,0,0,0,0,0,0,0.0711836690203846,0,0.146776115163526,0.0443539568750679,0.0367590376800018,8.67361737988404e-19,0,0,0.0312509946674977,0,0.0562986486243141,0,0,0,0,0,0,0.00810651187914969,0,0,0.00632637226035881,0,0,0,0,0,0,0
