,X600519.SH,X000858.SZ,X600809.SH,X002415.SZ,X000568.SZ,X600276.SH,X002475.SZ,X600690.SH,X002304.SZ,X300014.SZ,X300124.SZ,X000651.SZ,X600104.SH,X002129.SZ,X002371.SZ,X000725.SZ,X003816.SZ,X002049.SZ,X600031.SH,X000625.SZ,X000596.SZ,X000063.SZ,X002179.SZ,X600703.SH,X000338.SZ,X600089.SH,X002180.SZ,X002241.SZ,X600522.SH,X000661.SZ,X300142.SZ,X000733.SZ,X601877.SH,X002074.SZ,X000100.SZ,X600741.SH,X000157.SZ,X600460.SH,X600702.SH,X300003.SZ,X600884.SH,X600487.SH,X600584.SH,X002176.SZ,X600563.SH,X601799.SH,X002414.SZ,X000799.SZ,X002223.SZ,X000066.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.0940896519594272,0.307852723277114,0,0.0624346362203432,0,-0.0429582471114843,0.13237640488718,0,0.0366679386498488,0.0521220080492164,0,0,0.0146644005710788,0.07917308491301,0,0,-0.0819180083343251,0,0,0,0,0,0,0,0,-0.0300030489289194,0,0,0,0,-0.142778807960863,0,0,0,0,0,0,0,-0.0352171084070934,0,-2.16840434497101e-19,0,0.0483319908009549,0,0,0.000762411620497594,0.0956886239850881,0,0,0,0.0588269441717255,0,0,0,0,0,0,0
X000858.SZ,0.283317053371646,0,0,0,0.282397605674334,0.092419642121729,0,0,0.0904949835706234,0,0,0.118483482228015,0,0,0.0578710002577846,0,0,0,0,0,0.014285590935477,0,0,0,0,0,0.0618808403471543,0,0,0,0,0,0,0.0276123506858357,0,0,0,0,0.03368745818463,0,0,0,0,0,-0.0922960463178009,0.0283600028208876,-0.033029374925895,0,0,0,0,0,0,0,0,0,0,0,0
X600809.SH,0.0399417027783434,0,0,0,0.836458471145969,0,0,0,0,0,-0.00671974775170073,0,0,0.0951370112192438,0.00437756765432221,0,0,0,0,0,0,0,0,0,0,-0.0591610063521495,0,0,-0.0431774304900302,0.11287101474347,0.0430579792874254,-0.0743190759183967,0,0,0,0,0,0,0.0212387407330405,0.0551394471153245,-0.151455288942665,0,0,0,0,0,0,0,0,0,0,-0.00788731386626829,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0696937353793364,0,0,0,0,0,0,0,0.0329705467022381,0,0.0676784099370879,0,0,0,0.17668350092067,0,0,0.09852767306692,0,0.170433419670866,0,0,0,0,0,0,0,0.159093374316054,0,0.144797214712531,0,-0.280404315648764,0.0544192072126053,0,0,0.00980442089664292,0.0412722610791348,0.318743513135393,0,0,0,0,0,0,0,0
X000568.SZ,0.452043717808692,0.127946835940981,0.69469359296663,0,0,-0.047273555729027,0,0,0,0.0214611422076549,0,0,0,0,1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0746241910100918,0.056945690434246,0,0,0,0,0,0,0,0,0,0,0,0,-0.0220479419093016,0,0,-0.0387852876532374,0,0,0,0,0,0.00715019923210852,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,-0.0849125076419177,0,0,0,0,0,0,0,0.0603196853204387,0,0,0,0,0,0,0,0,0,0,-0.214663729233676,0.045237748823696,0.0300221318784934,0.121806884048272,0,0,0,0,0,0,0,0.0379625832928469,0,-0.00437491440346072,0,0,-0.0396777465724727,0,-0.00639404557188343,0.239206442027824,0.197377677360301,0,0,0.021796720334686,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0.0803521171013154,0,0,0,0,0.103249664046124,0.305375649056375,0,0,0,0.0886898145554508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0360208287548217,0,0,0,0,0.123780648757277,0,0.0719945967231383,0,0,-0.0123689015258339,0,0,0,0,0,0,0
X600690.SH,0,0,0,0,0.261039193383028,0,0,0,0,0.00293699481231387,0,0.280818591272851,0,0.08665420856683,0,0,0,0,0,0,0,0,0,0.0368549793644394,0,0.086138373665095,-0.0517158164068704,0.145539398645611,0.105130253745709,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,-0.0278047920743505,0,-0.107336418450092,0,-0.0328414122315317,0,-0.116225440139015,-0.0395239906899224,0.00696805388890433,0,0,0,0,0,0
X002304.SZ,0,0.494356560957095,0,0,0,0,0.0705652354084941,0,0,-0.0774047417581563,0,0,0,0,0,0,0,0,0,0,0.0909134427790709,0,0,0,0,0,0.100354878663458,0,0,0,0,0,0,0,0,0,0,0,0.176010229793204,0,0,0,0,0.0218117867696926,0,0.113527363971273,-0.0678234037102883,0,0,0,0,0,0,0,0,0,0,0,0
X300014.SZ,0,0,-0.0613296943034019,0,0,0,0,0,0,0,0.0781711080307849,0,0,0,0,0,0,0,0,0,0,0,0,0.00909283301483051,0,0,0,0,0.1478869722319,0.0226236994120716,0,-0.119413551433672,0,0.505617580889794,0,0,0,1.73472347597681e-18,0.0234801532930011,0,0,0.0306899439944027,0,0,0,0,0.251538072843112,0,0,0,0,0,0,0,0,0,0,0,0
