,X600519.SH,X000858.SZ,X002415.SZ,X600276.SH,X600809.SH,X000568.SZ,X000651.SZ,X002475.SZ,X002304.SZ,X600104.SH,X600690.SH,X600031.SH,X000725.SZ,X300014.SZ,X300124.SZ,X000661.SZ,X000063.SZ,X000338.SZ,X002241.SZ,X600703.SH,X003816.SZ,X000625.SZ,X002371.SZ,X000596.SZ,X000100.SZ,X002129.SZ,X300142.SZ,X002049.SZ,X002179.SZ,X000799.SZ,X600741.SH,X000157.SZ,X600702.SH,X002007.SZ,X600460.SH,X002414.SZ,X601877.SH,X002236.SZ,X601799.SH,X600584.SH,X300146.SZ,X600779.SH,X300003.SZ,X000800.SZ,X600183.SH,X000066.SZ,X002074.SZ,X000977.SZ,X002508.SZ,X002008.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0.160070349748647,0,0.138514498477814,0.000387670150980087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0.0442141672927183,0,0,0,0,0,0,0.0195396235085214,0,0,0,0,0,0,0,0,0.0763409102113376,0,0,0,0.0235547964412612,0.020700778634684,0,-0.145463989054766,0,0,0,0.0227440757402402,0,0,0,5.42101086242752e-20,0,0
X000858.SZ,0,0,0,0.133221770800159,0,0.410540932715266,0,0,0,0,0,0,0,0.0604723823803152,0,0,0,0,0.0334452102851961,0,0,0,0.0433703612365622,0,0,0,0,0,0.0488484024341974,0.0573716739111543,0,0,-0.0339467329650627,0,-0.0158019265607287,0,0,0,0,0,0.0785563035789645,0,0,0,0,0,0.0750661686031824,0,0,0,0,0.0237694716689283,-8.67361737988404e-19,0,0,0,-0.0101573052215375,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0.123755536101596,0,0,0,0.0197785571457745,0,0,0,0,0,0,0.154956985952002,0,0,0.0146225759511957,0,0.0323015349330179,0.0294145727290129,0,0.0339747592308627,0,0,0,0,0.102414530371043,0,0,0,0,0,0,0,0,0,0,0.014506201776583,0,0,0,0,0,-0.0402340154834387,0,0,0,0,0.00127411528775668,0,0
X600276.SH,0,0,0,0,0,0,0,0.0430949731685886,0.114067658914234,0,0,0,-0.116117801758362,-0.0135922519722406,0,0,0.0799182376322604,0,0,0,0,0,0.0196156274452139,0,0,0,0.0227620457609139,0.0221587439021379,0,0,0,0,0,0,0.0279788125807303,0,0.122604302850813,0.0854198330175865,0,0,0,0,0,0,0,0,0,0,-0.0339670482645785,0,0,0.137625497439294,0,0,0,0,0.026680570021394,0,0
X600809.SH,0,0,0,0,0,0,0,0,0.0641061577937114,0,0,0,0,0,0.111298340853207,0,0,0,0,0,0,0,0,0.0814972091664944,0,0,0,0,0,0.315873350880293,0,0,0.0274750538388783,0,0,0,0,0,0,0,0.0512719009742047,0.0474752004585659,0,0,0,0,0.216762591859181,0,0,0,0,0,0,0,0,0,0.0457831965483651,0,0
X000568.SZ,0,0.571096569927556,0,0,0,0,0,0,0.23052940577075,0,0,0,0,0,0,0,0,0,-0.0182320790481878,0,0,-0.0871631162150762,0,0.0515039791707742,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0.0688474710888788,0.0479899831416611,0,0,0,0,0.0546897637763476,0.0399220237637028,0,0.0819736007366502,0,0,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0.0394827250434418,0,0.152723875781633,0,0,0,0,0.0913259681404504,0,0.0847114507417702,0,0,0,0,0,0,0.0708977037588527,0,0,0,0,0.0639940709832981,0,0.11907076829555,0.0605441814456991,0,0,0,0,0,-0.141358799003361,0,0,0.0070076481496847,0,0,0,-0.0754096520894355,0,0,0,0,0,0,0,0,0,0,-0.0152251473844536,0,0
X002475.SZ,0,0,0,0.238201208595163,0,0,0,0,0,0.0710628168806188,0,0,0,0.0806462889445374,0.00801627911520479,0,0,0,0.145155036485243,0.307921215201002,0,-0.0756740896471715,0,0,0.1206202745431,0.00465984518774933,0,0,0,0,0,0,0,0,0,0.106803839134714,0,0,0,0,0,0.0335667600129382,0,0,0,0,0,0,-0.0295444600866742,0,0,0,0,0,0,0,-0.0528969152871663,0,0
X002304.SZ,0,0,0,0,0,0.130316463694147,0,0,0,0,0,0,0,-0.0884513940556884,0,0.0408816171558451,0,0,0,0.569558360359021,0,0,0,0,-0.0745836068527878,0,0.0421868822714501,0,0.0464400728298101,0,0,0,-0.00382790894511482,0.0161228904334086,0,0,0,0,0,0,0.26889685556902,0,0,0,0,0,0,0,0,0,0,-0.177355222021997,0.177501242825033,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0.0370321720935784,0.0790669515722551,0,0,0,0,0,0.00396343232836496,0.0902588092765473,-0.0051473048731612,0,0,0,0,0,0.0649323808560048,0,-0.0758846483952875,1.73472347597681e-18,0,0.0536686158493432,0,0,-0.0678200388556404,0,0,0.101714239241283,0,0,0,0,0,0,0,-0.0117654230732748,0,0,0,0,0,0,0,0,0,0,0.0378692890293288,0.0445879446407044,0,0,0,0,0,0
X600690.SH,0,0,0.115718686147376,0,0,0,0,0,0,0,0,0,0.39329400762573,0,2.77555756156289e-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00122306851520777,0,0,0.0104354691897348,0,0,0,0.207932997638215,0,0,0,0,0,0,0,0,-0.00448257019262207,0,0.109608316830027,0,0,-0.0475791368441694,0,0.0122972413111596,0,0,0,0.0255335192215144,0,0
X600031.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.303443404038525,0,0,0.157147936173389,0.100215921552867,0.141191098763978,0,0,0,0,0,0,0,0.0872428896785959,0.161419482928271,0,0,0,0.059152555951659,0,0,0,0,0,0.0377440729929863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0851535693611935,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0807785511440669,0,0,0.0189212817345623,0,0,0,0,0,0.2495692256887,0,0.0718747403541959,0,0,0,0,0,0,0.0470849731069346,0.0793472539700818,0.178415006240523,0,0,0.019603189282112,0,0,0.120199271229603,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,-0.025427161467998,0,0,0,0,0,0
X300014.SZ,0,0,1.06364858905405,0,0,0,0,0.160488983154081,-0.261558646422559,0,0,0,0,0,0.248748985449541,0.129076883596424,0,0,0.412932789766547,0,0,0,0,0,0,0,0,0,0,0,-0.0378812300460682,0,0.0472986798776613,0,0,0,0,0,0,-0.158211930931467,0,0,0,0,0,-0.0394195098419903,0,0,0,0,0,0,0.077306422516023,0.00266343477775342,0,0,-0.264207004350252,0,0
