,X600519.SH,X000858.SZ,X600809.SH,X000568.SZ,X002415.SZ,X600276.SH,X600690.SH,X002304.SZ,X002475.SZ,X000651.SZ,X300124.SZ,X300014.SZ,X600104.SH,X002129.SZ,X000725.SZ,X003816.SZ,X002049.SZ,X000625.SZ,X002371.SZ,X600031.SH,X000596.SZ,X000063.SZ,X002179.SZ,X002241.SZ,X600089.SH,X000338.SZ,X600522.SH,X600703.SH,X000661.SZ,X002180.SZ,X300142.SZ,X000733.SZ,X601877.SH,X000100.SZ,X002074.SZ,X600741.SH,X000157.SZ,X600487.SH,X300003.SZ,X600702.SH,X600884.SH,X600460.SH,X601799.SH,X000799.SZ,X002414.SZ,X600584.SH,X002236.SZ,X600372.SH,X600563.SH,X002007.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.302288661847952,0.227291580572454,0.0843978428952465,0,0,0,0,0,0,0,0.0270297283127582,0,0,0,0,0,0,0.0288951640338814,0,0,0,0,0,0,0,0,0,0,-0.0938790289852001,0,-0.0619110294032141,0,0,0,0,0,0,-0.0735229378503316,0,0,0,0,0,0,0,0,0,0,0,0,-0.0153132913145309,0.00534396637986368,0,0,0,0,0,0
X000858.SZ,0,0,0.159143091701288,0.0834379154024739,0,0.0615457757418701,0,0.116317400077985,0,0.0833564834238791,0,0,0,0,0,0,0,0,0.0982929521997531,0,0.038914268213967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.132376120048435,0,0,0,0.118704420137393,-0.0786037374425077,0,0,0,0,0,0,0.0133689256434204,0.0148999744966898,0,0,0,0,0,0
X600809.SH,0,0,0,0.57111431393152,0.0132332652507441,0,0,0,0.0646906506887083,0,-0.0768618183662519,0,0,0.102404315696629,0,0,0,0,0.0380419436176754,0,0,0,0,0,-0.0984919958771028,0,-0.0208981247823269,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0508732078465644,0,-0.130220758540794,0,0,0,2.77555756156289e-17,0,0,0,0.0160534211377831,-4.33680868994202e-19,0,0,0,0,0,0,0
X000568.SZ,0,0.135709789624412,0.364922470549821,0,0,-0.089245392808207,0,0,0,0,0,0,0,0,0,0,0,0,0.0260092716731685,0,0.0567057269990545,0,-0.0518125891037314,0,0,0,0,0,0,0,0,0,0,-0.0583316331760966,0,0,0,0,0,0.2256592127631,0,0,0,0,0,0,0.246473958468248,0,0,0,0,-0.054521719288433,0.0353144747772788,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,-0.092908768744299,0,0,-0.0240723569207019,0,-0.133067070917303,0,0,0,0,0,0.0349300429060458,0,0,0,0,0,0,-0.140207628160372,0,0,0,0.0333737435675225,0,0,0,0,0,0,0,0,0,0.313496565653037,0,0,0,0,0.306396964669287,0.177230690026093,0,0,0,0.0115720134392289,0,0.00702724790399227,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,-0.342943577562548,0,0,0,0,0,0,0,0,0,0,0.0145609790791068,0,0,0,0,0,0.379566160207102,0.165059919244297,0,0,0.0657460307584055,0,0,0,0,0,-0.145558875913189,0.0447277552751878,0,0,0,0.0377754981242916,0,-0.0265631632733951,0,0,0,-0.17488513132858,0.0941252259595795,0,0.0658867386690705,-0.137244342594833,0,0,0,0,0,0
X600690.SH,0.417129009359652,0.10385604840532,0,0.0780293445318186,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0419924791198055,0,0.146256431369049,0,0,0,0.0166164580051683,0.0459346641523732,0,0,0,0,-0.043582406960357,0,0,-0.088915866980783,0,0,0,0,0,0.0866462899971242,0,0,0,0,0,-0.0590329734982232,0,0,0,0,0,0,-0.0196573059701894,-0.00561857228884475,0,0,0,0,0,0
X002304.SZ,0,0.22159338294919,0,0,0,0,0,0,0,0,0,0,0.0235400262559508,0,0,0,0,0.0232834665954309,-0.024938632712178,0,0.0837100895690773,0,0,0,0,0,0,0,0,0.0999696089188725,-0.0601302843092936,0,0,0,0.0562870383041263,0.158776909551136,0,-0.10641700849831,0,0.173784110009193,0.0912734255596987,0,0,0,-0.116520435453239,0,0,0,0,0,0,0,0.0133785701394057,0,0,0,0.00349610249688951,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0.337524850492335,0.0648715167751616,0,0,0,0,0,0,0,0,-0.017486087384823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0190626973587407,0,0.207691923068402,0,0,0,0,0,0.0204449987166854,0,0,0,0,0,0
X000651.SZ,0,0,0,0,2.16840434497101e-19,0.0393518040304001,0.46713345761384,0,0.00588849938213672,0,0,-0.0593071022485553,0,0,0,0,0,0,-0.0387069925824284,0.13577250456626,0,0,0,0,0,0.059121500974462,0,0.0836774297770403,0,0,0.00742184506442663,-0.079757094130252,0,0,0,0,0,0,0.097793349387837,0,0,0,0,0.0297927898622332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X300124.SZ,0,0,0,0,0,0,-0.200865122460362,0,0.0553393326400211,0,0,0.0225680944127541,0,0,0,0,0,0.0851358445598115,-0.0922533554889362,0,0,0,0,0.207805519411551,0,0,0,0,0,0,-0.0865439006801536,0,0,0,0.123954519519895,0,0,-0.11161086211497,0,0,0,0,0,0,0,0,0,0.337937530276892,0,-0.038336369427351,0,-3.46944695195361e-18,0.00937692883545245,0,0,0,0,0,0
X300014.SZ,0,0,-0.0178667270808803,0,0,0,0,0,0.121775573617682,0,0.163267575531823,0,0,0,0,0,0,0.163940189435104,-0.0462014756317502,0,0,0,0,0,0,0,0,0,0,0,0,-0.145592267943198,0,0,0.629087534801334,0,0,0,0,0,0,0,0,0,0.169895435243826,0,0,0,9.33336026384341e-05,0,0,0,-0.0228868642670229,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0.0258152074720855,0,0,0,0,0,0.0335259104654184,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0.00289022404765419,0.0828412655396594,0,0,-0.00191455100439898,0.129202223196351,0,0.333392379024958,0,0,0,0,0,0,-0.0580313290805377,0,0,0.0283464646209691,0,0,0,0,0,0,-0.00238772363984793,0,0,0,0,0,0
X002129.SZ,0,0,0,0,0,0,0,0,-0.0171004223499031,0,0,0.0894582166643287,0,0,0,0,0.0106579671289838,0,0.0187403647683936,-0.0337261113583252,0,0,0,0,0,0,0,0,0.0649444678616533,0,0,0,0,0,0.198351499151176,0,0,0.12258879128739,0.218755540138841,0,0,0,0,0,0.0529114969819654,0,0,0,0.284075764864927,0,0,0.014845660229097,-0.0518443996179295,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0.055814503544914,0,0.0014189301862159,0,0,0,0,0,0,0,0,0,0,0.00338787443601633,0,0,0,0.216212797898936,0,0,0,-0.0426082339190859,0.013846321676656,0,0.0270648747178204,0.339761187500204,0,0,0,-0.00698207130127258,0,0,0,0,-0.0831528480987497,0,0,0,0,0,0,0,0,0,0.00478119135053929,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0342914809564556,-0.0426456242074641,0.0468742177213122,-0.122798028015162,0,0,0,0,0,0,0,0.0265910945313035,-0.0740582755432481,0,0,0,0,-0.0266533267581635,0,0,0,0,0.0230055790976318,0,0,-0.0455682669136527,0,0,0,0,0,0,0.188475084707011,0,0.0747872458633602,-0.0136097550486719,0,0,0,0,0,0
X002049.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0474341471939923,0.0596838347337612,0.0884973195391324,0,0.168446698041836,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0.154953590570499,0,0,0,0,0.112913300308475,0,0,-0.0538320590501995,0,0.190901009221827,0,0,0,0.192595039534976,0,-0.131487372910647,0.0946990507879246,0,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0,0,0,0,0.283847778655286,0,0,0.171737498756388,0,0,0,0,-0.0331423394562856,0,-0.0563385666244572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00154259032930596,0.0708064788937436,0.179453666127594,0,0,-0.00136315984627645,0.14667665310386,0,0,0,0,0,0.171821482550704,0,0,0,-0.0122869626309171,0,0,0,0,0,0
X002371.SZ,0,0,0,-0.0960518317750614,0,0,0,0,0.566461101925483,0,0,0,0,0,0,0,0,0,0,0,0.0702643869422544,0,-0.207091467153989,0,0,0,0,0,0,0.0719582506834705,0,0.452925604398293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.344291665432827,0,-0.10372560365462,0,0,-0.461873691002915,0.0451175970532111,0,0,0,0.180458331395898,0,0
X600031.SH,0,0,0,0,0,0,0.0439641439103365,0,0,0,0,0,0,0,0,0,0.0902371125217687,-0.0644017459981747,0,0,0.0292505228370073,0.18387727570771,0,-0.0473740800774126,0,0,0,0.0199348026254893,0,0,0,0,0,0.510932387612522,0,0,0,0.0528320926785534,0.073969877770265,0,0,0,-0.0340084757751819,0,0,0,0,0,0,0,0,0.00708409572324343,-0.0440153702730722,0,0,0,0,0,0
X000596.SZ,0,0,0.417150393205012,0,0,0,0,0.616690006455487,0,0,-0.285188085889073,0,0,0.185895151251989,0,0,0.107547989973866,0,0,0,0,0,0.12940197682027,0,0,0,0,0,-0.0194836402620108,-0.0411819085373113,-3.46944695195361e-18,0,0,-0.529210408327191,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0.00269591047686265,0,0,0,0.231212708993083,0,0,0,-0.00289569206121118,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,-0.0790300142290584,0,0,0,0,0,0,0,0.19623530099809,0,0,0,0,0,0,0,0.18328921632742,0,0.111347757006398,0,0,0.0555527305267598,0.0517845159448051,-0.0768728460894143,0,0,-0.103975401441554,0,0,0,0,0,0,0.0593550690779606,0.0384194884140409,0.227406400276932,0,0,0,0,0,0.00744932712326785,0.126281892671486,0,0,0,0,0
X002179.SZ,0,0,0,0,0,0,0,0,0,0,0.032414247154752,0,0,0,0,0,0.266979778535398,0,0,0,0,0,0,0.0548274666556461,0,0,0.0111620583083153,0,-0.0046543093843638,0,0,0.176089204439829,0,0,0,0,0,0,0,0,0.119572684649434,0,0,0,0,-0.0687633709226852,0,0,0.101872072663544,0,0,0,0,0,0,0,0,0,0
X002241.SZ,0,0,0,0,0,0,0,0,0.383500228308534,0,0.184366909581401,0,0,0,0,0,0,0,0.00131352116835486,0,0,0,0,0,0.169023116329127,0,0,0.0540227236508683,0,0,0.159516921950977,0,0,0,0,0,0,-0.180957552446092,0,0,-0.0530687817060239,0.0763404324106778,0,0,0,0,0,0,0.0683780111892545,0,0.0382843785605248,0,0.0479980539588434,0,0,0,0,0,0
X600089.SH,0,0,0,0,0,0.0332732659719223,0,0,0,0,0,0.0661779127790111,0,0,0.0464105996134533,0,0,0,-0.11947814622299,0,-0.0849461429682724,0,0,0.162321887719311,0,0,0.171189462469779,0,0,0,0,0,0.14969446448777,0.00808715534829721,0,0,0,0,0,0,0.0430154717651731,0,0,0,0,0,0,0,0,0,0,0.053229749561478,0,0,0,0,0,0,0
