,X600519.SH,X600104.SH,X002415.SZ,X000858.SZ,X002304.SZ,X600276.SH,X000725.SZ,X000625.SZ,X600690.SH,X000063.SZ,X600741.SH,X600066.SH,X600703.SH,X002241.SZ,X000568.SZ,X002236.SZ,X000100.SZ,X600271.SH,X600031.SH,X600118.SH,X600177.SH,X002475.SZ,X002292.SZ,X002456.SZ,X002007.SZ,X600372.SH,X000559.SZ,X000338.SZ,X300003.SZ,X000157.SZ,X600867.SH,X002506.SZ,X600522.SH,X002074.SZ,X002180.SZ,X300124.SZ,X002294.SZ,X002085.SZ,X002426.SZ,X600089.SH,X002508.SZ,X601877.SH,X000050.SZ,X000981.SZ,X002465.SZ,X002249.SZ,X000869.SZ,X600498.SH,X600487.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.483194569235449,0,0,0,0,0,0,0,0,0,0,0,0,0,0.052563067379632,0,0,0,0,0,0,0,0,0.0689486388711678,0,0,0,0,0,0,0,0,0.0966701053637227,0,0,0,0.128694357533766,-0.0857899355812044,0,-0.15069277598426,0,0,0,0,-0.096296202497692,0,0,0,0,-8.67361737988404e-19,0.0787950655277774,0,0,0,0.191959484621892,0,0
X600104.SH,0.178876871668559,0,0.0547625778385826,0,0,0,0,0.492488330350332,0,0,0,0,0,0.0169469890828862,0,0,0,0,0,0,0,0,0,-0.0606360659194131,-0.0244176904887569,0,0,0,0,0,0,0,0,0,0.0635253378715175,0,0,-0.0670322204379667,-0.00638894520543747,0,0,0,0,0.0221372415640264,0,0.012230616188197,0,0,0,0,0,-0.0116050295875094,0,0,0,-0.320813280796208,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0640562177848181,0.0159237563405219,0,0,0.0734127784349161,0,0,0,0,0,0,0,0,0.0297936640807618,0.0792886049436179,0,0.496170076466883,0,0,0,0,0,0,0.0846411158870812,0,0,0,0,0,0,0.0179099592853554,-0.0177235769851478,0,0,0,-0.214014882363167,0,0
X000858.SZ,0.114874549238569,0,0,0,0.18820008932934,0.234169065596123,0,0,0.128100631559555,0,0,0.0595180173643999,0,-0.0254310006914559,0.376024455479858,0,0,0,0,0,0,0,0,-0.00781008854844475,0,-0.0207739454557824,0,0,0,0,0,0,0.00940932904913585,0.0285864946015348,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0816979876014309,0,0,-0.00927760716846101,0,0.0131435433349129,0,0,0,0,0
X002304.SZ,0.0200866483253376,0,0,0.629741774572307,0,0,0,0,0,0,0,0,0,0.0111852682617096,0.112860575819309,0,0,0,0,0.00623183642920116,0,0,0,-0.0265092670723152,0,0.0686718432463342,0,0,0,0,0,0.0847802316511727,0.0130947543124525,0,0.0694569634244597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600276.SH,0.106679051682151,0,0.20538497668172,0,0,0,0,0,0,0.105782169094905,0.0101424715125786,0.0392758223277601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0.00212746027122842,0.0582003021049704,0,0,0,0,0,-0.00190196257839632,0.0850697046919721,-0.051416026084287,0.00545395899033285,0,0,0,0,-0.115705496236967,0,0,-0.0507958145371687,0,0.0962022215533036,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,-0.00882579743597618,0,0,0.156141482651152,0,0.0492001899351569,0,0,0,0.175590718475795,0,0,0,0,0,-0.0308675494803226,0.0949143211635519,0,0.0239881768354526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0150221369193506,0,0,0,0,0,0,-0.077953308926306,0,-0.0226987272733479,0,0,0,0,0
X000625.SZ,0.037113490076902,0.148814119213062,0,0,0,0,0,0,0,0,0.111819802621311,0.0277503900338516,0,0.000801452550967359,0,0.0387872474932284,0,0,0,0,0,0,0,0,0,0,-0.0629314135712141,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0388780382316566,0,0,0,0,0,0,0,0.0921891287342493,0,-0.0230905867241937,0,0,0,0,0,0,0
X600690.SH,0,0,0.0846447255539027,0.106035081014371,0,0,0,0,0,0,0.00208162663630982,0.0958009726116588,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0.109127157424691,0,0,0,0.0251148050844205,0,0,0,0.062717414869034,0,0.0442068942982104,0,0,0,0,0,0.0237473400897249,0.0219815977814982,0,0,0,0,0,0,0.0608609090881923,0,0,0.0834487338772442,0,0,0,0,0,0
X000063.SZ,0.00100184505384499,0,0,0.137194112163508,0.0371831524833088,0,0,0,0,0,0,0,0,0.0503371224927203,0,0,0,0,0,0,0,0,0,0.191616197003106,0,0,0,0.0505961981576669,0,0,0,0,0.0167241130785308,0,0,0,0,0,0,0,0,0.059098875623581,0,0,0,-0.0193977539833043,0,0,0.116006896775168,0,0,-4.33680868994202e-19,0,0,0,0,0,0
X600741.SH,0,0.324741345288216,0,0.152828953261783,0,0,0,0,0.0889241619872578,0,0,0,0,0,0,-0.0497832045166977,0,0,0,-0.0876833436487323,0.325073699971827,0,0,0.10729748308221,0,0,0.033765899794263,0,0,0,0,0,0,0.0628262093073636,0.105588099801627,0,0,0,0,0,0,0,0,0.0498957171019386,0,0.0560135116216018,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0
X600066.SH,0,0,0,0,0,0,0,0.177421891399899,0,0,0.323960595320362,0,0,0,0,0.114003804463719,0,0,0,0,0,0,0,0,0,0,-0.61441812825317,0,0.0736591617870052,0,0,0,0.0862336930130208,0.194204886805416,0,0,-0.155114432462878,0,0.32321677884721,0,0,0.176122853290867,0,-0.00789666866612225,0,0,0.0188114079362734,0,0,0,0,0.0919339586450853,-0.294470964764079,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0,0,0,-0.0588723159545335,0,0,0,0.164106260479413,0.0625088523248516,0,0,0,0,0,0.125621431904908,0,0,0,0,0.118080414784029,0,0,0,0,0,0.084648621667446,-0.0921432568801549,0.0603515000082398,0.138411396089834,0,0,0.136315679165599,0,0,0,0,0.0269809345989091,-0.120609724782918,0,0,0,0,-0.138500878679896,0,-0.05520205525107,0.0175638168449179,0,0,0,0,0,0
X002241.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0429060464755295,0,0,0,0,0,0,0,0.125974142351496,0.0404735118783523,-0.0190012650717942,0,0,0,0,0,0,0,0,0,0.159006437879527,0,0,0,0,0,0,0,0.28460442837817,0,0,0.0154422996021649,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0
