,X600519.SH,X000858.SZ,X002415.SZ,X600809.SH,X000568.SZ,X600276.SH,X002475.SZ,X002304.SZ,X600690.SH,X600104.SH,X000651.SZ,X300014.SZ,X600031.SH,X000725.SZ,X002371.SZ,X300124.SZ,X000063.SZ,X002129.SZ,X003816.SZ,X002241.SZ,X000625.SZ,X000338.SZ,X600703.SH,X000596.SZ,X002049.SZ,X601877.SH,X000661.SZ,X600089.SH,X002179.SZ,X300142.SZ,X000100.SZ,X600460.SH,X600741.SH,X000799.SZ,X002074.SZ,X000157.SZ,X600884.SH,X002236.SZ,X600702.SH,X601799.SH,X600779.SH,X600584.SH,X002414.SZ,X000733.SZ,X600183.SH,X002007.SZ,X000800.SZ,X300003.SZ,X002008.SZ,X000977.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.486974022065751,0,0.0560354817434598,0.0322775699746408,0,0,0,0,0,0,0,0,0,0,0.00347337512383813,0.0741268699973147,0,0,0,-0.027688930668832,0,0,0,0,0.0681532724271734,0,0,0,0.02539142016848,0,0,0,0,0,0,0,0,0.0206473975897962,0,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,-0.00567834864118512,0,0,0,0.0118312357641492,0,0
X000858.SZ,0.114528716789579,0,0,0,0.166503109453128,0,0,0,0,0,0,0,0,0,-0.00844929125498742,0,0,0,0,0,-0.00581681411321911,0,0,0,0,0,0.0728399259054046,0,0,0,0,0,0,0.171710960484298,-0.00132949142397275,0,0,0,0,0,0.245226009616642,0,0,0,0,0,0,0,0,0,0,-0.00113786936163884,-0.0311325313789465,0,0,0,0,0,0
X002415.SZ,0,0.147908555724256,0,0,0,0,0,0,0.163456657827599,0,0,4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0.0872832862097417,0,0,-0.0348803526408717,0,0,0,0.00989813876094872,0,0,0,0,0,0,0.0944595011324036,-1.73472347597681e-18,-0.0112141964880265,0,0.0491189616789213,0,0,0,-0.100595818025959,0,0,0,-0.113806176237876,0,0,0.00430858416483208,0,0,0,0,0,0,0
X600809.SH,0,0,0,0,0,0,0,0.197813580558115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0192424865891888,0,-0.0210274081022217,0,0,0,0,0,0.478755717518872,0,0,0,0,0.107910795446204,0,0.078684155243616,0,0,0.0434260949348636,0,0,0,0,0,0,0,0,-0.0214046260718429,0,0,0,0.0404041052386433,0,0
X000568.SZ,0,0.415450225005033,0,0.220907259024577,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,-0.067540538674153,0,0,0,0,0,0,0,0,0,0,-0.0141672560287364,0,0,0,0.0244586367405278,0,0,0,0.0232076570266741,0,0,-0.0460045281326537,0,0.0321284284033243,0,0.0827083828821191,0,0,0,0,0,0,0,0,0,0,0.00857141330087136,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0.216089968777992,0,0,0.0993864712638162,0.0327484336282463,0,0,0,0,0,0,0,0,0,0,0,-0.164626936419002,0,0,0,0,-0.0324789179305386,0,0,0,0.278776768506268,0,0,-0.00459935656632388,0,0,0,0,-0.0990938515883001,0,0,-0.112691994455112,0,0,0.390005531490035,-0.145493042200713,0,-0.0260852861257889,-0.0133704272980068,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.0320328153470333,0,3.46944695195361e-18,0.122555530539815,0,0,0,0.0673131631077097,0,0,-6.93889390390723e-18,0,0.0673135734022744,-0.00432295629628784,0,-0.243958183286379,0,0,0,0.0713884817341994,0,0.0201549074948871,0,0,0,0,0,0.0748703335441677,0,0.0181405799766798,0,0,0,0,0,0,-0.212341260907938,0,0,-0.00493910096902586,0,0,0,0,0.023806932297213,0,0
X002304.SZ,0,0,0,0.189145102393013,0,0,0,0,0.0222347496333029,0,0,0,0,0,0,0,0,0,-0.23705582166068,0,0.0504725596879199,0,0,0.0329111860492303,-0.0338776983869651,0,0,0,0,0.0348181813100258,0,-0.0521369824470861,0,0.198568236744762,0,0,0,0,0,0,0.0680031674602722,0,0,0,0,0,0,0,0,0,0,0,-0.0155214504705904,0,0,0,0,0,0
X600690.SH,0,0,0.184613139456015,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0.0481077972627367,-0.0218838247193911,0,0,-0.0538248265417606,0,0,0,0,0,0,0,0,0.0941487292677721,0,-0.0297735853289641,0,-0.0725351807433591,0,0,0,0.0539186493642596,0,0,0,0,0.182630304709926,0,0,0,0,0,0,0,0,0,0.0442064762921324,-0.00878431389897834,0,0,0,0,-0.0161158668104508,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.185488598519904,0.00136930135013871,0,0,0,0,-0.036288207807429,0,0,0,0,0,0.135904732767108,0.0842384082223817,0,0.0554858007903496,0,0,0,0,0,0,0,0,0,0,0.0602533106192821,0,-0.0123825845558894,0,0,-0.0261852900017962,0,0,0,0,0,0,0
