,X600519.SH,X000858.SZ,X000568.SZ,X002415.SZ,X600276.SH,X600809.SH,X600690.SH,X002304.SZ,X002475.SZ,X000651.SZ,X000063.SZ,X002371.SZ,X300124.SZ,X600104.SH,X000725.SZ,X003816.SZ,X600031.SH,X000596.SZ,X002129.SZ,X300014.SZ,X000625.SZ,X000338.SZ,X002179.SZ,X600703.SH,X600089.SH,X000977.SZ,X002049.SZ,X000100.SZ,X002236.SZ,X600372.SH,X002241.SZ,X601877.SH,X000661.SZ,X600584.SH,X000157.SZ,X600741.SH,X600522.SH,X002180.SZ,X002074.SZ,X600702.SH,X000066.SZ,X000733.SZ,X300003.SZ,X600460.SH,X300142.SZ,X002463.SZ,X000988.SZ,X002007.SZ,X300146.SZ,X000800.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.217522619751051,0,-3.46944695195361e-18,0.0030197907416059,0,0,0,0,0,-0.0583789955155446,0.0154993522957792,0,0,0,0,0,0.0506788663264534,0,0.0618308679923534,0,0,0,-0.0010626396832861,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0.0372851305955098,-0.00124783275051574,0,0,0,0,0,0,0,0.0597155009899268,0,0,0,-0.0760505952058609,0,0,0,0,0,0
X000858.SZ,0,0,0.199403354152879,0,0,0.0758411333055138,0,0,0,0,0,0,0,0,0,0,0.0785233281851455,0.0920435734361976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011761134411488,0,0,0,0,0,0,0,0,-0.0513406944014603,0,0,0,0,0,0
X000568.SZ,0,0.260528229694194,0,0,0,0.102150829549368,0,0,0,0,0,1.0842021724855e-19,0,0,0,0,0,0,0,0,-0.036690834299299,0,0,-0.0413618110608646,0,-0.102289706986877,0,0,0.103688837747819,0,0,0,0,-0.00743517563237975,0,0,-0.018276870064606,0,0,0.0730446777526119,0,0,0,-0.0282138240310705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0.0863888185284018,0,0.0204267591246229,-0.0806442148598534,0,0,0,-0.0737987805109497,0,0,0,0.217164741189157,-0.0780194030080641,0,0,0.249209142934041,1.73472347597681e-18,0,0,0,0.26650672710727,0,0,0,0,-0.0140098300652584,0,0,0,0,0,0.0131592088337534,0.0618375544247927,0,0,0,0,-0.14620230699205,-0.0685741306381218,0,0,0,0,0,0,0,0,0,0,0,0
X600276.SH,0,0,0,0.176029147040405,0,0,0,0,-0.0412163141638423,0,0,0,0,0,0,0,0,0,0,0.0130679960295548,0.140327473281392,0,0,-0.147284037035737,0,0,0.068824173966754,0,0.057988744222543,0,0,0,0.0174271431161998,0,0,0,0.0825647876934148,0,0,0,0,0,0,0,0,-0.342209403550718,0.171858523006707,0.0163149884721298,0,0,0,0.026199806085579,0,0,0,0,0,0,0
X600809.SH,0,0,0.19110234202917,0,0,0,0,0.0379549386568545,0,0.0603868006044684,3.46944695195361e-18,0,0,0,0,0,0,0,-0.10666553843343,0,0,0,0,0.126380908130486,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.2329578209845,0,0,0.056910851989672,0,0,0,0,0,-2.16840434497101e-19,-0.215856022339295,0,0,0.447757619073673,-1.0842021724855e-19,0,0,0,0,0,0,0
X600690.SH,0,0,0,0,0.130987785802401,0,0,0.591182827982059,0,0.190313521219895,-0.0509727213137937,0,0,0,0.191455472867964,0,0,-0.427120702681775,0,0,0.00860331143955463,0,0,0,0,0.0213233297869127,0,0,0,0.037834901152488,0,0,0,0,0,0,0.038289593227405,0,0,0,-0.229431581234811,0,0,0,0,0,0,0,0,0,0.0252197850457669,0.0782155936540608,0,0,0,0,0,0,0
X002304.SZ,0,0.324231096144384,0.105068814890406,0,0,0,0.0467569700352979,0,0,0.0733113397157539,-0.0159410374283269,0,0,0,0,0,0.00652502811569714,0,0,0,0,0,0,-0.00252102007229459,0,0,0,0,-0.121102461566202,0,0,0,0,0.0380368345627314,0,0,0,0,0,0.171048384389531,0,-0.0152835199084701,0,0,0,0.0302140739466684,0,0,0,0,0,0,-0.0090881432514247,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0.0398598218848467,0,0,0,0,0,0,0,0.0561282978973639,0,0,0,0,0,0.0308174185999001,0,0,0,0.0221103808527021,0,0.861142435855753,0,0,0,0,0,-0.0774981375112298,0,0,0,-0.0107132171271063,0,0,0,0,-0.112871763791056,0.16741317171997,0,-0.122386217287273,0,0,-0.00816419246733597,0,0,0,0,0,0,0
X000651.SZ,0,0,0.19418802050509,0,0,0,0.0745480906666249,0,0,0,0.00599268114500619,0.0553700105568815,0.363062932058382,0,0,0,0,0,0,0,0,-0.407259983227727,0,0,0,-0.00602901475476409,0,0,0,0.0852697084768677,0,-0.305764999974421,0,0,0,0,0,0,0,0.0247493364361643,0.0721633461701844,0,0,0,0.0302050197037741,0.0316346201936641,0.0802299972408661,0,0,0,0,0,-0.038034886838124,0,0,0,0,0,0
X000063.SZ,0,0,0,0.121349961766835,0,0,0,0,0,0,0,0.0579103938113645,0,0,0,0,0,-0.0180710173100711,0,0,0,0,0,0,0,0.310944041743555,-0.336479512396451,0,0,0,0,-0.0822294148784092,0,0,-0.0671331495610303,0,0,0,0,0.0773254598798932,0.255829470682458,0,0,0,0,0,0,0,0,-0.0126757596674445,0,0.163489260793958,-0.219789025602834,0,0,0,0,0,0
