,X600519.SH,X000858.SZ,X600276.SH,X000651.SZ,X002415.SZ,X002475.SZ,X600104.SH,X000063.SZ,X003816.SZ,X000725.SZ,X002304.SZ,X600031.SH,X600690.SH,X000568.SZ,X000338.SZ,X000661.SZ,X600703.SH,X600741.SH,X002241.SZ,X600809.SH,X000100.SZ,X000596.SZ,X002236.SZ,X002371.SZ,X300014.SZ,X300003.SZ,X601877.SH,X002007.SZ,X600183.SH,X300124.SZ,X000157.SZ,X000977.SZ,X000625.SZ,X002456.SZ,X300142.SZ,X002008.SZ,X002129.SZ,X600271.SH,X300136.SZ,X002179.SZ,X600584.SH,X002180.SZ,X000066.SZ,X600118.SH,X002463.SZ,X600177.SH,X002414.SZ,X002049.SZ,X600066.SH,X000050.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0577059686371773,0.0363553987364865,0,0,0,0.0618211817884769,0,0.236328642140453,0,0,0,0.225865607826014,0,0,0,-0.0129938369585528,0,0,0,0,0.0747709273308681,0,0,0,0,0,0,0,0,0,-0.0578584713751572,0,0,0,0,-0.021750026346843,0,-0.0358529528637666,-0.0528592396101657,0,0,0,-0.0720604196415603,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000138671208518024,0.24927239320261,0,0,0,0,0.0290819577287634,0,0,0.0725290485340997,0.0590729379120062,0,0,0,6.93889390390723e-18,0,0,0,0.0538633925709208,0,0,0.0435081105135875,0.130002367690172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0142331925265066,0,0,0,0.0954063081835105,0,0
X600276.SH,0.148834534961307,0,0,0,0,0,0,0,0,0,0,0.0035367124701325,0.116860739181708,0,0,0.0764209016584236,0,0,0,0.133410149930735,-0.0225975220822352,0,0,0.0148358026338704,0,0.107088902046882,0,0.178943146973808,0,0,0,-0.0792560628379541,0.0359217827004091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0297169352189025,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0.122464771828306,0,0.11095500235458,0,0.0504743043410817,0,0,0,0,0,0,0,0.0349318462364952,0,0.0478686083566229,0,0,0,0,0,0,0,0,0,0,0,0.104633065705509,0,0.0888517135224338,0,0,0.0944837109413871,0,0,0,0,0,0,0,0,0,0,0.0162382158143701,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0.279172260617807,0,0,-0.027791544234508,0,0,0,0,0,0,0,0,0,0.0228084261156831,0,0,0,0.179582996477076,0,0.050150683987611,0,0,0,0,0.223963904138569,0,0.0271729949179615,0.225535222355896,0,0,0.0164382265045474,0,0,0,0,-0.11516991311525,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0.0167896476675781,0,0,0,-0.00298605515837747,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.131255772014274,0,0,0,0.323610737942441,0,0,0,0.142000670220589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0.0106447979224904,0.0817844316570074,0,0.17752055181256,0,0,0,0,0,0,-0.0178226467718646,0.0441844221005841,0,0,0,-2.16840434497101e-19,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0.309088684249384,0,0,0,0,0,0.0209745361483475,0,0,0.12774538412259,0,0,0,3.46944695195361e-18,0.0938675569786732,0,0,0,0,0.0539012057063274,0,0,0,0,0,0,0.0446911823490288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0624290569862991,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.352376083382903,0,0,0,0,0.0257789169605357,0,0,0.0895749848792618,0,-0.0150691004242546,0,0,0,0.149039537433198,0,0.079622566764425,0,-0.0240710484715005,0,-0.0532281380135728,0.151665958387327,0.236569730615137,0.149078225784483,0,0,0,0,0,0,0,0,0,0,0,0,-0.0682792735784029,0.071199833422316,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.114640331260004,0,0.0687613094400295,0,0,0,0,0,0,0.236104713399291,0,0,0,0,0,0,0,0,0,0,0,0.112630826046806,0,0,0.154027331148491,0,0,0,0,-1.38777878078145e-17,0.0231091264938743,0,0,0,0,0,0,0.0485048923141139,0,0,-0.00860320005218743,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0.0950711664273254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.406491130266133,0,0,0.147169867067618,0,0,0,0,0,0,0,0,0,0.0259080592843114,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0872665137608025,0,0
X002304.SZ,0,0,0,0,0,0,0,0,0,0.0601073114673006,0,0,0,0,0,0,0,0,0,0,0,0.339794610811067,0,0.115658296117506,0,0,0,0,0.0341288768230582,0,0,0,0.171313794597036,0,0,0,0,0.0386119175991077,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0316078179427909,0,0,0,0,0.00638859511705189,0,0
X600031.SH,0,0,0,0,0,0,0,0,0,0,0.0885710492559866,0,0,0,-1.73472347597681e-18,0,0,0,0.247599782250534,0,0,0.0569414400995339,0,0,0,0,0,0,0,0,0.287423219050487,0,0.0309034291350911,0,0,0,0,0,0,0,0,0,0.0932402063115239,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016527279106443,0,0
X600690.SH,0,0,0,0.1224322534998,0,0,0,0,0,0,0,0.184908550695199,0,0,0,0,0,0,0,0,0,0.169508150763325,0,0,0,0,0,0,0,0,0,0,0.0172644213843218,0,0,0,0,0,0,0,0,0,0,0,0.0677070877273085,0,0,0.0569340739876581,0,0,0,-0.0191359158648784,0,0,0,0,0,0,0
X000568.SZ,0,0.143890212056136,0,0,0.0936073433628089,0,0,0,0,0,0,0,0,0,0,0.0452432388649897,0,0,0,0.276461297261461,0,0,0,0.0204515794217976,0,0,0,0,0,0,0,0,0.0377031925500941,0,0,0,0.0169561209691123,0,0,0,0,0.0817346002360564,0,0,0,0,0,0.037376365445858,0,0,0,0,-0.0424525192398828,0,0,0,0,0,0
X000338.SZ,0,0,0,0,0,0,0,0,0,0,0,0.434870363090896,0,0,0,0,0,0,0,0,0.0641732607865809,0,0,0,-0.0409051020923052,0,0,0,0,0,0.110984801960834,0,0,0,0,0,0,0,0,-0.0284839383386217,0,0,0.070803728379631,0,0,0,-0.00593562514394944,0,0,0,0,-0.076578689871118,-0.0218631156911606,0,0,0,0,0,0
X000661.SZ,0,0,0.0585635304877974,0,0,0,0,0,0,-0.052079980625796,0,0,0,0.201132536417207,0,0,0,0,0,0.33217075077222,0,0.188365975738085,0,0,0,0.0487193181291057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17905225413679,0,0,0,0,0,-0.0271719204388645,0,0,0,0.0357225733850753,0,0
X600703.SH,0,0,0,0,0,0,0,0,0,0.206114461183154,0,0,0,0,0,0,0,0,0,0,0,0,0,0.133238323981867,0.00884137337383825,0,0,0,0,0,0,0.0935074182736359,-0.118100003241673,0.359650838300029,0,0,0,0,0,0,0.0461589168607758,0,0,0,0.130876470127913,0.054789006759645,0,0,0,0,0,-0.0364509965537212,0.0549904605594125,0,0,0,0,0,0
X600741.SH,0,0,0,0,0,0.0966512477669462,0,0,0,0.106957781438469,0,0,0,0,0,0.00881706973022483,0,0,0,0,0.00113674989942228,0,0,0,0,0,0,0,0,0,0,0,0.210286722018817,-0.0450589447843002,0,0.00783097949679215,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0.0186450832664109,0,0,0,0.00703738506292944,0,0
X002241.SZ,0,0,0,0,0,0.344104641143341,0,0,0,0,0,0,0,0,0,0,0.219183136208008,0,0,0,0,0,0,0.0163433780300124,0,0,0,0.0372427052309598,0,0,0,0.263673473887253,0,0,0,0.107428987258328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0344725022951254,-0.0150871390497275,0,0,0,0,0,0
X600809.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.503050782298477,0,0.13123687396557,0,0,0,0,0,0.0939156152980689,0,1.73472347597681e-18,0.000608478154676397,0,0,0,0.0944118869482821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,-0.0129663023863153,0,0,0,0,0,0
X000100.SZ,0,0,0,0,0,0,0,0,0,0.42508004269756,0,0,0,0,0.182139079929743,0,0,0,0,0,0,0,0,0,0.0321567265142062,0,0,0,0,0,-0.0660959759772301,0,-0.134028504495437,0,0,0,0.0629491004113083,0,0,0,0,0,0,0,0,0,-0.0750615209243268,0,0,0.407517482070283,0,0.0138669915509423,0.025527300502201,0,0,0,0,0,0
