,X600519.SH,X600104.SH,X002415.SZ,X000858.SZ,X002304.SZ,X600276.SH,X000725.SZ,X000625.SZ,X600690.SH,X000063.SZ,X600741.SH,X600703.SH,X600066.SH,X002236.SZ,X000568.SZ,X600271.SH,X000100.SZ,X600031.SH,X002241.SZ,X600118.SH,X600177.SH,X002292.SZ,X000338.SZ,X002007.SZ,X002475.SZ,X600372.SH,X000559.SZ,X002456.SZ,X002180.SZ,X002074.SZ,X002506.SZ,X300003.SZ,X000157.SZ,X600867.SH,X600522.SH,X002426.SZ,X002294.SZ,X600089.SH,X000981.SZ,X002085.SZ,X002508.SZ,X300124.SZ,X601877.SH,X000869.SZ,X002465.SZ,X600498.SH,X000050.SZ,X002179.SZ,X002008.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.35944900433386,0,0.0616391235800283,0,0,0,0,0.249648228365817,0,0,0,0,0.0931528378678517,0,0,0,0,-0.0179688920302616,0.0194297272985644,0,0,0.0270411476179692,0,0,0,0,-0.0229285995392334,0,0.137688345050408,0,0,0,0,-0.00691502175871561,-0.115533411338709,0,0,0,0,-0.186455420195546,0.199901489415866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600104.SH,0.104432376600125,0,0,0,0,0,0,0.240846286202395,0.0817196512495765,0,0.0903474359302791,0,0,0,0,0,0,0,0,0,0,-0.115655106377697,0,-0.0344124054796703,0,0,0.0543614319009228,0,0.00943984672446921,0,-0.0512698317998923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.132217721933795,0,0,0,0,0.00613329928838703,0.0131739901818255,0,0,0,0,0,0
X002415.SZ,0.0646835145830675,0,0,0,0,0,0,0,0.146382945116869,0,0,0,0,0,0.0533238439143873,0,0,0,0,0,0,0,0.09140494288576,0.147934615782047,0.0622491054255928,0.0743409402266425,0,0,0,0.0383947545450249,0,0,0,0,0,0,0,0,0,0.0556441344351492,0.0810919750142527,0,0,0,0,0.0355833750798802,-0.00519327067007951,0,0,0,0.0280743791752093,0,0,0,0,0,0,0
X000858.SZ,0.15122045993318,0,0,0,0.293450141985943,0,0,0,0.24344496899681,0,0.0166736328408919,0,0,0,0.257534193336247,0,0,0,0,0,0,0,0,0,0,-2.16840434497101e-19,0,0,-0.0177039903714393,0,0,0,0,0,0,0,0,0,0,0.0657550927743484,0,0,0,0.170923149634282,0,0,0,0,-0.0196882385828193,0,0.00964602923100165,0,0,0,0,0,0,0
X002304.SZ,0,0,0,0.670580231293735,0,0,0,0,-0.00431856889990504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0103171262037703,0.127030778378679,0,0,0,-0.0402949024729002,0,0,0,0.0959858758249548,0,0,0,-0.0252769795743396,0,0,0,0,0,0,0.0321962752270056,0,0,0,0,0,0,0
X600276.SH,0,0,0,0.0226326497098536,0,0,0,0,0.216520760340904,0,0,0,0.0822417822705352,0.0235746010453217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0284296563347241,0.0213714786120816,0,0,0,0,-0.00321562949814975,0.0137550027151323,0,0,-0.0234542212730085,0,0.0271121287834669,0,0,0,0,0,-0.0189148846838178,0,0,0,0.00040318407701258,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0.0122195203687896,0,0,0.0505490635867618,0,0,0,0,0.306399851877955,0,0,0,0,0,0.185320368447295,0,0,0.0247294183009597,0,0,0,0,0.00994895468424994,0,0,0,0,0,0,0,0.00180919497987446,0,0,0,0.0358401200999018,0,0.100778672776649,0,0.105246860437595,0,0,0,-0.022574972335046,0.0409327912865607,0,0,0,0,0,0
X000625.SZ,0.0514912507227963,0.132994078689643,0,0,0,0,0,0,0,0,0,0,0.0752946183078555,0,0,0.211306225251312,0,0,0.0259762612166585,0,0,0,0.028666832857945,0,-0.0522748323236843,0,0,0,0.0376214367479506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,-0.0742097945858894,0,-0.00483300214015936,8.67361737988404e-19,0,0,0,0,0,0
X600690.SH,0,0,0,0.0732229909910039,0,0,0,0,0,0,0,0,0.00930725953605452,0,0,0,0,0,0,0,0,0,0,0.118951256918974,0,0,0,0,0.0046177355913986,0,0,0,0,0,0.147225680057891,0,0,0,0,0,0.078737782891126,0,0,0.129266872444931,0,0,0,0.0685843533919796,0,0,0,0,0,0,0,0,0,0
X000063.SZ,0,0,0.0454993935824451,0.12563649071686,0,0,0,0,0.0560175217263666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0152911983273602,0.00857533704484767,0.125594418507643,0.0311635629806657,0,0,0,0,0,0.0463325149750846,0,0,0,0.119997010520357,0,0,0,0,0,0,0,0.0395104999253066,0,0,0,0.008764796768926,0,0,0,0,0,0,0
X600741.SH,0,0.523978305675895,0,0.0295720000028636,0.181254448804323,0,0,0,0,0,0,0,0.197362808344335,0,0,0,0,0,0,0,0,0,0,-0.0677104152189268,0,0,0.108687068469751,0.121082936558457,0.0409893507363427,0,0,2.16840434497101e-19,0,0,0,-0.0182941724132827,0,0,0.0306762433939472,0,0,0,0,0,0,0,0.0280992479466627,0,0,0,0,0,0,0,0,-0.018832124236282,0,0
