,X600519.SH,X000858.SZ,X600276.SH,X000651.SZ,X002415.SZ,X002475.SZ,X600104.SH,X000063.SZ,X600031.SH,X003816.SZ,X002304.SZ,X000725.SZ,X000568.SZ,X000661.SZ,X000338.SZ,X600690.SH,X600703.SH,X600809.SH,X300003.SZ,X600183.SH,X002007.SZ,X002371.SZ,X600741.SH,X000596.SZ,X300014.SZ,X000100.SZ,X002241.SZ,X300142.SZ,X000977.SZ,X601877.SH,X300124.SZ,X002236.SZ,X000157.SZ,X000625.SZ,X000800.SZ,X002463.SZ,X002129.SZ,X600118.SH,X002456.SZ,X002223.SZ,X600498.SH,X002049.SZ,X002179.SZ,X300136.SZ,X600584.SH,X600271.SH,X002414.SZ,X000066.SZ,X600522.SH,X002185.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.375784083634371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0528762008294953,0,0,0,0,0,0,0,0,0.0151235330556263,0,0.0176443254296789,0,0,0,0,0.0524339745171415,0,0,0,0.0298308911920586,0,0,0,-0.0468301510662051,0,0,0,0,0,0,-0.0430390340527792,0.0162504291644177,0.0656101655609708,0.0289221605326344,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0.171359296206283,0,0,0,0,0,0.283494433944564,0,0,0,0,0.116600870472887,0,0,0,0,0,0.207649196143305,0,0.00657967264629794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00649248456787663,0,0,0,0,0.0706549626221583,0,0,0,0.030263417967266,0,0.00366878628213801,0.00839232656933222,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0420533552410203,0,0,0.0504530143083532,0,0,0,0,0,0,0,0.06818500724381,0,0,0,0.132670564683931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0154457694055647,0,0,0,0,0,0,0
X000651.SZ,0,0.152608065861215,0,0,0,0.159439312634224,0.0114606828118563,0,0.113621675332783,0,0.0830166441369771,0,0,0,0.0460964124549518,0.164810573751401,0,0,0,0,0,0,0,0,0,0,0,0.00647767359766985,0.0372021000746032,0,0,0,0,0,0,0,0,0,-0.0940729355779391,0,0,0.030205513234465,0,0,0,0,-0.0190150323842535,0,0,0,0,-0.00537014082616585,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0.0215030312123283,0,0,0,0,0,0,0,0,0,0,0,0,0.0566420689111511,0,0.15341019292676,0.206517500333824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.064852704924377,0.158190301437358,0,0,0,0,0,0,0,0,0,0.0398677749235635,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0.285578314339254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0766020193770674,0.126323016556269,0,0.120572241833348,-6.93889390390723e-18,0.142200816058295,0,0,0,0,0,0,0,0,-0.023686141565623,0,0,0,0,0,0,0,0.316794156394721,0,0,0,-0.025839723912867,0,0,0,0.0146105496995986,-0.00534829918672641,0,0,0,0,0,0
X600104.SH,0,0.309335175377564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.036589130995221,0.0893832792650729,0.0105066908089255,0,0,0,0,0,0,0,0,0.0834680171515997,0.169938423549587,0,0.0428839041454966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00320030735677203,0.0380769733974113,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0.116277225060164,0,0,0,0,0,0,0,0,0,0,0,0,0,0.113915961163091,0,-0.00636820849742194,0,0,0.193071289545116,0,0,0,0,0,0,0,0,0.132925848014368,0,0,0,0,0,0,0.51465830217243,0,0,0.0855828261236956,0,0,0.0444816872827001,0,-0.276383865205871,0,0,0.053088650936041,0.0235023813777511,0,0,0,0,0,0
X600031.SH,0,0.0734659001838445,0,0.02524938009011,0,0.0725803480350809,0,0,0,0,0.0813974458822667,0,0,0,0,0.074888077297397,0,0,0,2.16840434497101e-19,0,0,0,0,0.0200262156212011,0,0,0,0,0,0,0,0.456425635748124,0.0815701966547848,0,0,0,0,0,0,0,0.0100778538754685,0,0,0,0,0,0,0,0,0,0.00472902937082675,0.0124187681575354,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.249720429172742,0,0,0,0,0,0,0,0,0,0,0,0.0446639447850117,0,0,0,0,0,0,0,0,0.0745794797485637,0,0.00635344228322025,0,0,0,0,0,0,0,0.118080336553252,0,0,0.176623833504184,0.0200457315445863,0.0417225999704128,0,0.0160881403734069,-0.0233406780891425,0,0,0,0,0,0
