,X600519.SH,X002415.SZ,X000858.SZ,X600104.SH,X000651.SZ,X600276.SH,X002304.SZ,X000725.SZ,X000063.SZ,X600690.SH,X600031.SH,X002475.SZ,X000338.SZ,X000568.SZ,X600741.SH,X600703.SH,X601877.SH,X600271.SH,X002236.SZ,X000100.SZ,X600809.SH,X000661.SZ,X000596.SZ,X300003.SZ,X002008.SZ,X300124.SZ,X600487.SH,X002007.SZ,X600776.SH,X000625.SZ,X002456.SZ,X600498.SH,X000157.SZ,X002179.SZ,X600867.SH,X000050.SZ,X300146.SZ,X002371.SZ,X002180.SZ,X300142.SZ,X000977.SZ,X002241.SZ,X600089.SH,X600522.SH,X600118.SH,X600177.SH,X600372.SH,X600066.SH,X300136.SZ,X600566.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0.373852342734452,0,0,0.14117431359486,0,-0.0322946748578304,0,0,-0.0311047614460334,0,0,0,0,-0.0554327907117949,0,0,0,0,0,0.0504071009828263,0,0,0,0,0,0,-0.0254910941471412,0,0,0,0,0,0,0,0.0660828935421654,0,-0.0182524473377962,0,0,0,0,0,-0.0050683814390463,0,0,0,0,0,0,-0.0172840068250223,0.0435144100233388,0,0,0,-0.0277848438115082,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0.107798875732017,0.105481935358603,0,0.173826585955409,0,-0.0184547125351135,0,0,0.267956266474364,0,0,0,0,0,0,0,0,-0.0129649686167782,-0.00845871251106044,0,0,0,0,0.136136066532723,0,0,0,0,0,0,0,0.0145053599322748,0,0,0,0,0,0,0,0,0,-0.0285826988274642,0.048038390588643,0,0,0,0,0,0
X000858.SZ,0,0.103026234878039,0,0,0.0299708393607797,0,0.130884462367634,0,0,0,0,0,0,0.340491283803849,0,0.0219753629110639,0,0,0,0,0.0839452813280583,0,0.0291925838757064,0,0,0,0,0,-0.00564889727768376,0,0,0,0,0,0,0,0,0,0,0,1.35525271560688e-20,0,0,0,0.0804725770647692,0,0,0,0.00934171373047462,0,0,-0.0150953678446882,-2.16840434497101e-19,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0.0406652974711176,0.141836775755498,0,0,0.174869921422439,0,0.100572484751169,0.0154164380939955,0,0,0.10273067168421,0,0,0.0924908687145407,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0135192733510535,0,0,0,0,0,0,0,0,0,0,0,0,0,0.170697214703162,0,-0.00672718451928919,-0.079195266282479,0,0,0,0,0,0
X000651.SZ,0,0,0.154729305279553,0.0805788041086027,0,0,0,0,0,0.244691612720358,0,0,0.035452116455109,0,0.0272315371117277,0,0,0,0.0866149876299347,0,0,0,0,0,0,0,0,0,0.0256145400279168,0,0,0,0,0,0,-0.00958586245635398,0,0,0,0,0,0,0,0,0,0,0,0,0.0543362542108103,0,0,0.00337632544452983,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,-0.214528868719798,0,0,0,0.154403999005927,0,0,0,0,0,0.104725359524298,0.179265115874744,0.554141974834021,0.120810369716147,-0.136645835222134,0,0,0.0507010918209527,0,0,0,0,0,0,0.0429075164089838,0,0,-0.107673539650572,0,0,0,0,0.0882325911965701,0,0,0,0,0,0,0,0.00608863713854648,0.0563575655224416,0,0,0,0.0972126807266458,0,0
X002304.SZ,0,0,0.110575431155189,0,0,0,0,0,0,0,0,0,0,0.262334659211223,0.0874046400897359,0,0,0,0,0,0,0,0.0500482971700784,0,0,0.134160326515799,0,0.0574530155440238,0.00699091369529176,0,-0.0408714809592957,0,0.0559127356283692,0,0,0,0.0610789385873256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0180562047558619,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0.0887057088537949,0,0,0.00319002670022137,0,0,0,0,0.0669862279081803,0.104144220651938,0,0,0,0.076019247180669,0,0.0761229793537894,0,0,0,0,0.174644615141573,0,0,0.0578785734667933,0,0.165637696914268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0384031143279054,0.0324885318102284,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0810547263530017,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0.0200167146119837,0.0202395562633102,0.0992548956925797,0.598570625058465,0,0,0,0,0,0,0,0,0.16693545731853,0,0,0,0,0,0,0,0.0345819863037615,0,-0.0421269822213049,-0.0141571644966295,0,0,0,0,0,0,0
X600690.SH,0,0,0.102936761835506,0.175316406675741,0.156443637208146,0,0,0,0,0,0,0,0.144295108103885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0106170171878819,0,0,0,0,0.0836400340190873,0,4.33680868994202e-19,0,0,0,0,0.176062381469162,0,0,0,0,0,0,0,0,0,0,-0.0299047650784649,-0.00932916245677328,0,0,0,0,0,0
