,X600519.SH,X000858.SZ,X600809.SH,X002415.SZ,X000568.SZ,X002304.SZ,X600690.SH,X002475.SZ,X600104.SH,X600276.SH,X000651.SZ,X300124.SZ,X300014.SZ,X002371.SZ,X000725.SZ,X600031.SH,X002129.SZ,X003816.SZ,X002241.SZ,X000625.SZ,X000596.SZ,X000063.SZ,X002049.SZ,X000338.SZ,X002179.SZ,X600703.SH,X600089.SH,X601877.SH,X300142.SZ,X600741.SH,X000661.SZ,X002074.SZ,X600460.SH,X600522.SH,X000733.SZ,X002180.SZ,X000100.SZ,X600702.SH,X000157.SZ,X600884.SH,X000799.SZ,X002236.SZ,X601799.SH,X600584.SH,X000800.SZ,X600372.SH,X002414.SZ,X600563.SH,X600183.SH,X002056.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.0762409751013642,0,0,0,0,0.0779052269660354,0,0,0,0,0.0872034324160312,0,0,0,0,0,0.0961846590815279,0,0.00595233777871484,0.264639073521417,0.0282450642628642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0491836190776947,0,0,0,0,0,0.0479781178410128,0,0,-0.00114590324019517,-0.00452599455764979,0,0,0,0,0,0
X000858.SZ,0.187996902026311,0,0,0,0.388175015043164,0,0,0,0,0,0,0,0,0,0,0.0552947873308418,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,-0.119655210524386,0,0,0,0.153790128303992,0.0452778300757767,0,0,0.199333797960158,0,0,0,0,0,0,0,0,0,0,0.0134978419139817,-0.047959790266257,0,0,0,0,0,0
X600809.SH,0,0.233459380375759,0,0.113864444339228,0.29284721261909,0,0,0,0,0,0,0,0.0381246007682536,0.0863792898372985,0,0,0,0,0,0,0.158626852335767,0,0,0,0,0.120736475593737,0,0,-0.018267829969829,-0.0938387657556239,0,0,0,0,0.147640420941854,0,0,0.128101680003902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0335120657121407,0,-0.0260205389170547,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,1.38777878078145e-17,0.147059550226954,0,0,0,0,0,0,0,-0.390336681440306,0,0,0,0,0,0,0,0,0.00941173153311307,0,0,0,0,0,0,0,0,0.167526405394711,0,0.327565711260683,0,0.424711573672605,0,0,0,0,0,0,0,0.117168784180161,0,-0.0408831849974844,0.144697864995648,0,0,0,0,0,0
X000568.SZ,0,0.33158035528242,0.389828918062931,0,0,0,0,0,0,0,0,0,0,2.16840434497101e-19,0,0,0,0,0,0,0.188421616222661,0.0630685101694778,-0.077415860554895,0,0,0,0,0,0.0415996208620466,0,0,0,0,-1.73472347597681e-18,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,-0.133851627778263,0,0,0,1.38777878078145e-17,0,0.0118069527761896,0.0421424545100091,0,0,0,0,0,0
X002304.SZ,0,0,0.0773244150205958,0.0232771409367312,0.099015707316883,0,0,0,0,0,0,0.0928303152717694,0,0,0,0,0,0.378771909652738,0,0,0.0574280685654774,0.0932067650504596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.250859903080282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.05292853097707,0,0,0,0,0,0
X600690.SH,0,0,0,0,0.200038666218972,0,0,0,0,0,0.0961134258264257,0,0.00948628952645393,0,0,0.160762494005843,-0.147663219475061,0.156937359872857,0,4.33680868994202e-19,0,0.0942541153863114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0306330865509589,0,0,0,0,0,0,0.0919562775098922,0,0,-0.028739849073038,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.47699459982369,0,0.181669597553285,0,-0.175802434584596,0,0,0,0,0,0,0,0,0,0,0.178072115096521,0,0,0,0,0,0.0595128335936974,0,0.154754597273475,0,0,0,0,0,0,0,0,-0.0607654656272414,0.00464845326211064,-0.0347332214747879,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.138639022919676,0,0.191583053005997,0,0,0,0,0,0,0,0,0,0.113724405865084,0,0,0,0.0515016463547622,0,0.056335082638231,0,0,0,0,0,0,0.013190050764481,0,0,0,0,0,0,0,0.0241624880740359,-0.0176581140555338,0,-0.0224953198946661,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0.142291084037043,0.0547183930571256,0,0,0,0,0,0,0,-0.00403807825819989,0,0,0,0.0613588540236585,0,0,0,0,0,0.0942636784162936,0,0,0,0,0,0,0,0,0,0,0,0.173898773992174,0,0.00103567483368592,0,0,0,0,0.248038510075416,0.257329902855977,0,0,0,0,0,-0.00374293386725733,0.0186164503918597,0,0.283665331100689,0,0,0,0
