,X600519.SH,X600104.SH,X002415.SZ,X000858.SZ,X002304.SZ,X600276.SH,X000725.SZ,X000625.SZ,X600690.SH,X000063.SZ,X600741.SH,X600703.SH,X600066.SH,X002236.SZ,X000568.SZ,X002241.SZ,X600271.SH,X600031.SH,X000100.SZ,X600118.SH,X600177.SH,X002292.SZ,X600372.SH,X000559.SZ,X000338.SZ,X002475.SZ,X002456.SZ,X002007.SZ,X000157.SZ,X002180.SZ,X300003.SZ,X002074.SZ,X600867.SH,X002506.SZ,X600522.SH,X002426.SZ,X300124.SZ,X002294.SZ,X002085.SZ,X000981.SZ,X600089.SH,X601877.SH,X000869.SZ,X002508.SZ,X600498.SH,X002249.SZ,X000050.SZ,X002465.SZ,X002179.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.47876545163765,0,0,0,0,0,0,0.0971732147069123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0964328890188661,3.46944695195361e-18,0,0.0258892555337762,0,0.0765857037465435,0,0,0,-0.0454923855582979,-6.93889390390723e-18,0,0.335789635078984,0,0,0.0413459937928814,0,-0.167630424194439,0,0,0,0,0,0,0.0110839503543387,0,0,0,0,0,0,0
X600104.SH,0.145566738919201,0,0.0738946619823365,0,0,0,0,0.204826311282807,0.151878068940531,0,0.191943833459509,0,0,0,0,-0.0139235580185443,0,0,0,0,0,-0.022515241866801,0,0,0,0,0,0,0,0.00236188106656832,0,0,0,0,0,-0.029071528438431,0,0,-0.0457187654415258,0,0,0,0,0,0,0,0,0,0,0,0.0491384238041678,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0.138928420496132,0,0.109294300087937,0,0,0,0,0,0,0,0,0,0.0200328001481967,0,0.095382247195576,0,0.0913567228582672,0.113624437396512,0,0.125853875990558,0,0,0,0,0,0,0,0,0,0,0.066939156706042,0,0,0,0,0.114773050811005,0.00524003152964539,0,-0.00881687957868729,0,0,0,0.0208512865698521,0.0469503258525004,0.106637979801327,0,0,0,0,0
X000858.SZ,0.164298637949816,0,0,0,0.197643926499598,0.280712707438195,0,0,0.108600844710004,0,0.0104213535009479,0,0.0865326412777098,0,0.320819193232297,-0.00774401976022366,0,0,0,0,0,0,-0.044105655694308,0,0,0,0,0.0195797138036443,0,0,0,0.0118958733045861,0,0,0,0,0,0,0,0,0,0,0,0,0.0854455053405486,0,0,0,0,0,0.00166200219532265,0,0.00888372046363748,0,0,0,0,0
X002304.SZ,0,0,0,0.721534224699955,0,0,0,0,0,0,0,0,0,0,0,0.0396619549333349,0,0,0,0,0,0,0.0590395304268181,0,0,0,0,0,0,0.0442609949589833,0,0,0,0.0207001649372186,0.00372636565137361,-0.0238343898931394,0,0,0,0,0,0.0140374880363565,0,0,0,0,0,0,0,0,0.00314476181374562,0,0,0,0,0,0,0
X600276.SH,0,0,0,0.0708493971225055,0,0,0,0,0.0779844202651496,0,0,0,0.154859198354677,0.0613128108008152,0.0221672101753662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.038043648874507,0,0.0591880674654123,0,0,0,0.0177096622983765,0,0,0,-0.0464555076413109,0,0,0,0,0,0,0,0,0,0,0,-0.00307469455690024,0,0,0,0,0,0
X000725.SZ,0,0,-1.73472347597681e-18,0,0,0,0,0,0.101354631731181,0,0,0.0580919715659823,0,0,0,0,0,0,0.203197042352503,0,0,0,0,0,0.145845310664803,-0.0214764772448996,0,0,0,0.00850884126040197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.190397217560898,0,0,0,-0.0138814484560136,0.0347890714391084,0,0,0,0,0,0
X000625.SZ,0,0.172147165831004,0,0,0,0,0,0,0,0,0.179172641376328,0,0,0.129515837337978,0,0,0.0606891433910257,0,0,0,0,0,0,-0.0581004727882684,0,-0.0338161075811228,0,0,0,0,0,0,0,0,0.0480442804519452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00496450911724474,0,0,0,0,0,0,0
X600690.SH,0,0,0.0023864774133671,0.0981727803416831,0,0,0,0.18602673603544,0,0.0639336622765895,0.0189136130031778,0,0.0170690284880752,0,0.0104805859083666,0,0,0,0,0,0,0,0,0,0,0,0,0.122979550407817,0,0,0.0826860731387069,0,0,0,0.00237418182643735,0,0,0.239190081988288,0,0,0,0,0,0.0279243274950602,0,0,-8.67361737988404e-19,0,0,0,0.00779283848417862,0.0272669568210281,0,0,0,0,0,0
X000063.SZ,0,0,0,0.0785259335466492,0,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0.0808080805154526,0,0,0,0,0,0,0,0,0.0963103729216714,0,0.100820687692165,0,0,0.0699331930243336,0,0,0,0,0.0355017419219937,0,0,0,0,0.00504941136281209,0,0.0526722086097874,0.0126173086432247,0,0.139369690117069,0,0.0515952276286043,0,0,0,-0.00173530167480368,0,0,0,0,0,0,0
