,X600519.SH,X000858.SZ,X002415.SZ,X600276.SH,X600809.SH,X000568.SZ,X002475.SZ,X002304.SZ,X000651.SZ,X600104.SH,X600690.SH,X600031.SH,X000725.SZ,X300014.SZ,X300124.SZ,X000338.SZ,X000661.SZ,X000063.SZ,X002241.SZ,X000625.SZ,X600703.SH,X002371.SZ,X003816.SZ,X000596.SZ,X002129.SZ,X000100.SZ,X300142.SZ,X002049.SZ,X002179.SZ,X000799.SZ,X600741.SH,X000157.SZ,X600460.SH,X601877.SH,X600702.SH,X002007.SZ,X600584.SH,X002414.SZ,X601799.SH,X002236.SZ,X600779.SH,X300003.SZ,X300146.SZ,X002074.SZ,X600183.SH,X000800.SZ,X600089.SH,X000066.SZ,X002508.SZ,X002008.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0.134639845259364,0.136662873663626,0.0228386305369433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0116837926677114,0,0,0,0,0,0,0,0,0,0.0529555627976574,0.0909426128119939,0,0,0,0,0.047661039028197,0,0,0.0240406375895133,0,0,0,0.0201992628901396,-0.153508140081255,0,0,0,0.0180595056607476,0,0,0,2.16840434497101e-19,0,0
X000858.SZ,0,0,0,0.129914469095088,0.125152763952274,0.322841439487284,0,0,0,0,0,0,0,0,0,0,0,0,0.100520502232046,0,0,0,0,0,0,0,0,0,0.0612782997452299,0.0180361294682672,0,0,-0.060535614520917,0,0,0,0,0,0,0,0,0,0.0566310190626713,0.103825883297366,0,0,0,0,0,0,0,0.00512750612900287,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0.0991225966476723,0,0,0,0.00805551669413862,0,0,0,0,0.09835243888871,0,0,0,0,0,0.0552438204686091,0.00571077665071623,0,0,0.0787598678214566,0,0.0185574388409799,0.0624765812455354,0,0,0,0,0,0,0,0,0,0,0.0677489442712687,0,0,0,0.0310736655587315,0,0,0,-0.0110939911598435,0,0,0,0,0.0117247332410705,0,0
X600276.SH,0,0,0,0,0,0,0.0176032887780625,0.0583342034321027,0,0,0,0,0,0,0,0,0,0.0964443888095071,0,0,0,0,0,0,0,0,0.0425707884884718,0.113391114251078,0,0,0,0,0.020498171498365,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0793816729642391,0,0,0,0,0.154506778502793,0,0,0,0,0,0,0
X600809.SH,0,0,0,0,0,0.244424518164047,0,0.0986669469938754,-0.142884525158346,0,-0.103838201785697,0,0,0,0.273672237688654,0,0,0,-0.048856233034229,0,0,0,0,0,0,0,0,0,0,0.525061603636931,-0.246997879893586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0508295806558711,0,0,0,0,0.0564123454261438,0,0,0,0.0114534019468935,0,0
X000568.SZ,0.0422098596197767,0.459035107383805,0,0,0.134182756598476,0,0,0.197906003240922,0,-0.157644780864655,0,0,0,0,0,0,0,0,0,-0.019281919149625,0,-4.33680868994202e-19,0,0.0365526792617142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008301992143794,0,0,0,0.105018493449374,0,0,0,0,0,0,0.20091979867637,0,0,0,0,0,0,-0.0133891054382039,0,0
X002475.SZ,0,0,0,0,0,0,0,-0.00161385535504724,0,0.043586303147424,0,0,0,0.105882150014714,0,0,0,0,2.71050543121376e-20,-0.0412912015989568,0.247313044393814,0.0434271476625048,0,0,0.131624373728034,0.175104477155402,0,0,0,-0.0194490382523808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00907631295841098,0,0
X002304.SZ,0,0,0,0,0.266172621593814,3.46944695195361e-18,0,0,0,0,0.450464938655284,0,0,-0.245997162892384,0,0,0,0.181243264019317,0,0,0.38161598182924,0,0,0,0,-0.06719845853379,0.0546963926781121,0,0.232246410582743,0,0,0.128365605016002,0,0,0,0,0,0,0,0,0,0,0.201316780301349,0.0605648672454794,0,0,0,0,0,0,0,-0.112694921150354,0.0170400568089192,0,0,0,-0.00812708899063571,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0.242810225557582,0,0,0.140642076065038,0,0,0,0,0,0.0409422414223856,0,0.0774256813107811,0,0,-0.0174931284941329,0,-0.0323666702225567,0.0528774622976642,-0.074069348999385,0,0,0,0,0,0.0428852589932098,-0.0939761920030103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0673519599174785,0,0,0,-5.42101086242752e-20,0,0
X600104.SH,0,0,0,0,0,0,0.103212035555947,0,0,0,0,0.0265318184930211,0,0.0586347956777149,0.0156127210195031,0,0,0,0,0.0155074876492859,0,0,0,-0.174776379679447,0,0,0.0197707143461069,0,0,0,0.120899905979933,0,0.011814961844178,0,0.0648248398993548,0,0,0,0,0,0,0.0604386942669485,-0.0315885922690762,0,0,0.0426388600461356,0,0,0,0,0,0.0239525113847957,0.0557559448149875,0,0,0,0,0,0
