,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X000725.SZ,X600276.SH,X002304.SZ,X000063.SZ,X600703.SH,X600690.SH,X000568.SZ,X600741.SH,X002236.SZ,X002475.SZ,X002241.SZ,X000625.SZ,X000338.SZ,X600031.SH,X002456.SZ,X600066.SH,X601877.SH,X000100.SZ,X002008.SZ,X300124.SZ,X300136.SZ,X600487.SH,X600809.SH,X002508.SZ,X600522.SH,X300003.SZ,X002085.SZ,X600867.SH,X600089.SH,X600699.SH,X002294.SZ,X600498.SH,X000157.SZ,X000050.SZ,X600177.SH,X600271.SH,X000596.SZ,X002180.SZ,X600566.SH,X600118.SH,X000559.SZ,X600707.SH,X300115.SZ,X002179.SZ,X000661.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0,0,0.0305232583510027,0,0.0526755071078405,0,0.034343715442612,0,0,0,0,0,0,1.73472347597681e-18,0,0,0.0863282446201509,0,0,0,0,0,0.0414453135362533,0,0,0,0,0,0,0,0,0,0,0,0,0,0.193525280710902,0,0,0,0,0.0487939192795564,0,0,0,0,0.00625820574500528,0,0,0,0,0,0,0
X600104.SH,0,0,0.0314497454596229,0,0,0.0372504307039907,0,0,0,0.081365657140446,0,0,0.370194019063428,0.0202680476258071,0.128471949462547,0,0,0,0,-0.00268353891684834,0,0,0,0,0,0,0,0,0,0,0,0.0408616860020252,0,0,0,3.46944695195361e-18,-0.0332234796012869,0,0,0,0,0.00711192037863051,0,-0.0392145174645883,0,0,0,0,0,0,0,-0.0108145707835211,0.0165293703629251,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.00661991562216943,0.146209244491592,0,0.0541394649406177,0,0,0,0,0,0,0,0,0.131350846560072,0.139970126923086,0,0,0,0,0.103437235013325,0,0,0,0.00359474853720314,0,0,0,0,0,0,0.0275596821372256,0.0739698167543507,0,0,0,0,0,0,0,0,0,0.018026881018654,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0.176833701855113,-0.02077299371777,0,0,0,0,0.102227592902256,0,0.0288160292548512,0.0901613870656097,0,0,0,0,0.200995538513474,0,0,0.0591285530794479,0,0,0,0,0,3.46944695195361e-18,0.200362391943635,0,0,0,0,0,0,0,0,0,-0.0317037640564075,0,0,0,0,0,0,0,0,0,0,0,0,0.00895667217937944,0.000860680808155208,0,0,0,0,0,0
X000858.SZ,0,0,-0.146102116402096,0.0910925259520391,0,0,-0.0134968413136915,0.0510362877318198,0,0,0,0.369790030368326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0765914470631274,0,0.0711050797289289,0,0,0,0,0,0,0,-0.00247040330633454,0,0,0,0,0.211214119724594,0,0,0,0,0,0,0,0,0,-0.0347462712658047,0.0178802415211434,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0.25368592357828,0,0,0,0,0,0,-0.012995959810592,0,0,0,0,0,0,0.192108428247457,-0.121997635756512,0,0.293352419696747,0,0,0,0,0,0.00689094079192909,0,0,-0.0506829188542649,0,0,0,0,0,0,0,0,0,0,0.130785811903904,0.0254549716721051,0,0,0.00806174408662257,0,-0.0466477781260026,0.0447980460072021,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,-0.0228101977946103,0.118453674766951,0,0,0,0,0,0,0,0,0,-0.0302194737864561,0,-0.0828936700283492,0,0,0,0,0,0,0,0.0353458887777186,0,0,0,0,-0.106343859333573,0,0.142796688487451,0,0.0860320462623941,0,0,0,0,0,0,-0.0315928860302588,0,0,0,0.016954298747459,-0.0641853076537917,-0.0269236613100587,0.0178748221444578,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0.287033571820714,0,0,0,0,0,0,0.126115617957765,0.0255560089095963,0,-0.0379578613872735,0,0,0,0,0,0,0,0,0,-0.0350844360534567,0,0,0,0,0,0,0.131818380605823,0,0,2.71050543121376e-20,0,0,0,0,0,0,0.0168891773192207,-0.0838269691863925,0,0,0,0,0.00252542154904899,0,0,0,-0.0368077917420465,0.0261523238699118,0,0,0,0,0,0
X000063.SZ,-0.0348110325335642,0,0,0,0,0.416204813211926,-0.252948202671131,-0.123295210173151,0,0,0,0,0,0.130505115926703,0,0,0,0.0414349474684499,0,0,0,0.00442722508439501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.129611105751769,0,0,0,0,0,0,0,0,0,0,0,0,-0.0591439060642546,0.0910564217581729,0,0,0,0,0,0
X600703.SH,0,0.209319588723661,0,0,0,0.0418989372099386,0.256481503116312,-0.00433713400352472,0,0,0.0220312604177505,0,0,0,0,0,0,0,0,0,0,-0.156180580990883,0,0,0,0,-0.0568309029199002,0,0,0,0,0,0,0,0.00796414405214031,0,0.193014202996878,0,0,0,0,0,-0.116219817220356,0,0,0,-0.0954170482143258,0,0,0.12437565443079,0,0.0602348899078194,-0.0279863813335509,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0,0,-0.0144208215862379,0.0293824259584979,0,0,0.129356903192008,0.114995813991214,0,0,0,0,0,0,0,0,0,0.0376585559132354,0,0.134516444423997,0,0,0,0.292358643927876,0,0,0,0,-0.108942357963857,0,0,0,0,0,-0.168443839612204,0,0,0,0,0,0,0.0461399600061098,0,0.161031939332576,0,0,0.00748295527106869,0,0,0,0,0,0
X000568.SZ,0,0,0,0.252873474705589,0.257992348061815,-0.0696407925278403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0656141931110932,0,0.123852998375281,0,0.172081898250442,0,0,0,0,0,0,0,0,0,0,0,0,0,0.130148935821677,0,0,0,0,0.1390087156922,0,0,0,0,-0.0141903650589993,0,-0.00876653545709641,0,0,0,0,0
X600741.SH,0,0.489832958518054,0,0,0,0.0165777284586443,0,0,0.0198764018900003,0.0755309126943403,0.149233636237192,0,0,0,0,0,0,0,0,0,0,0,-0.247805163172554,0.0132492320158698,0,0.064432647097425,0,-0.121890023778318,0.00588198818807085,0,0.111884456704542,0,0,0,0.048618811024344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00525402977075311,0,0,0,0,0,0,0,0
X002236.SZ,0,0,0.177159381718139,0,0.0142279436532961,-0.0188161047291766,0,0,0.275447783679593,0,0.269266594812216,0,0,0,0,0,0,0,0,0,0,0,0,0.00783422153322333,0,0,0,0.014602104340202,0,0,0,-0.00686200456666864,-0.225056957401236,0,0,0,-0.110539249882267,0,0,0,0,0,0,0,0,-0.114569081961132,-0.122123129180524,0,0,0,0,0.00577409714024156,0,0,0,0,0,0,0
X002475.SZ,0,0.0633314234491064,0,0,0,0,0,-3.46944695195361e-18,0,6.93889390390723e-18,0,0.0373874942590704,0,0,0,0.0639030766061791,0,0,-0.0917653376943017,0.0599938273442459,0.021868554863882,-0.255213167312674,0,0.037693153430404,0,0.456266447662198,0,0,0,0,-0.011949505001407,0,0,0,0,0,0,0,0,-0.0348106458309397,0,0,0,0,0,0,0.147179042935482,0.354795477103732,0,0,0,-0.0525913905492746,0,0,0,0,0,0,0
X002241.SZ,0,0,0.151812390096267,0,0,0,0,0,0,0,0,-0.114870324216022,0.044810999766525,0,0,0,0,0,0,0.384449217848506,0,0,0,0.114352630296659,0,0,0,0,0,0,0.0674809091616779,0,0.114175529846106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.148540481684509,0,0,0,0.0148739363444938,0,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0,0,0,0.0717724284383582,-0.00493899362474877,0,0,0,0.297748940539293,0,0,0,0,0,0.131883911739949,0,0,0.010652490314287,0,0,0.0961074467030551,0,0,0,0.0790761501466269,0,0.0542633788578142,0,0,0,0.105136717854688,0,0,0.0320444590981094,0.0368934516567924,0,0,0,0,0,0,0,0.0259017355771391,0,0,0,0,-0.0143117309794552,0.0467249208881235,0,0,0,0,0,0
X000338.SZ,0,0,0.0436739420268691,0,0,0.0331691257026684,0,0.0267049587453225,0.0367410424060603,0,0,0,0,0,0,0,0,0,0,0,0,0.0561453881258555,0,0,0,0,0,0,0,0,0,0,0,0.419931071156842,0.0916672892558173,0,0.0202389390161168,0,0.136683691179735,0,0,0,0,0,0,0.149544892440557,0,0.0928414473442142,0,0,0,0.00544092708650895,0.00264973328141284,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0.332019185131806,0,0,0,-0.111499285993139,0,0,0,0,0,0.203300558142401,0,-0.0315606318502181,0,0,0.0177826063311913,0,0,-0.148566317855746,0.204599043813343,-0.136997307126763,0,0,0,0,0,0,0,0,0,0.571492963238375,0,0,0,0,0,0,0,0,0,-0.279116827063349,0,0,0,0,-0.0292426945669021,0,0,0,0,0,0
X002456.SZ,0,0,0,0,0,0,0,0,0,0,-0.0161399830977716,0,0,0.184474111350695,0.21647908754083,0.210923478622513,0,0,-0.0822036051035581,0,0,0,0.176475860581172,0,0,0,0,0.00161481597125427,0,0,0,0,0,0,0,0,0.200230939451759,0,0.215161764010166,0,0,0,0.156921649325914,0,0,0,0.0757508869471235,0,0,0,0,0.0178555189251665,0,0,0,0,0,0,0
