,X600519.SH,X000858.SZ,X600809.SH,X002415.SZ,X000568.SZ,X600276.SH,X002475.SZ,X600690.SH,X002304.SZ,X300124.SZ,X000651.SZ,X600104.SH,X300014.SZ,X002129.SZ,X000725.SZ,X003816.SZ,X600031.SH,X002371.SZ,X000596.SZ,X002049.SZ,X000625.SZ,X000063.SZ,X002179.SZ,X000338.SZ,X600703.SH,X600089.SH,X002180.SZ,X300142.SZ,X000661.SZ,X600522.SH,X002241.SZ,X000733.SZ,X000100.SZ,X601877.SH,X002074.SZ,X600741.SH,X600460.SH,X000157.SZ,X600702.SH,X600584.SH,X300003.SZ,X600884.SH,X002414.SZ,X000799.SZ,X600487.SH,X000066.SZ,X002223.SZ,X002236.SZ,X002294.SZ,X600563.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.127418347321021,0.190684927066157,0,0.229556852388635,0,0,0.0416395231055912,0,0,0,0,0,0,0,0,0,0,0,-0.13334710402117,0,0,0,0.115558569690501,0,0,0,0,0,0,0,-0.0714468135327184,0.143930123999293,0,0,0,0.0124767082289623,0,0,0,0,0,0.0513378219524845,0.0471619864218011,0.0432989961348515,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000858.SZ,0.240201546955073,0,0,0,0.301997174571385,0.0712768030057628,0,0,0.0341753459808597,0,0.11116483143331,0,0,0,0,0,0,0,0,0,0,0.0198247849499745,0,0,0,0,0.0633358532096072,0,0.0114582168834415,0,0,0,0,0,0,0,0,0,0.112473427659598,0,0,0,-0.053706986112658,0,0,0,0,0,0,-0.0201932035426177,0,-0.0176545820183939,0,0,0,0,0,0,0
X600809.SH,0,0,0,0,0.860421414821127,0,0,0,0,0,0,0,0.0604846264900432,0,0,0,0,0,0,-0.138428351350482,0,0,0,0,0,-0.0325283997585724,0,0,0.142162228960366,-0.00798779993692886,0,0,0,0,0,0,0,0,0.0625722419429855,0,0,-0.176936405911002,0,0,0,0,0,0,0,0,0,0,-0.0350936187220977,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.153382158478785,0,0,0,0,0,0,0,0,0,0,0,0,-0.10215228084894,0,0,-0.00235246228464055,0.126375267079722,0,0,0.0508030338878413,0,0,0,0,0,0,0,0.232647295456946,0,0,0,0,0.0282328906205371,0.353605568379645,0.209678904738067,0,0.0309600955937374,0,-0.115423368041378,0,0,0,0,0,0
X000568.SZ,0.405433073876114,0.130078470854209,0.65414549279495,0,0,-0.108479889966041,0.0157942528112965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13221408339679,0.0940673725110189,0,0,0,0,0,0,0,0,0,-0.0359272134273938,0,0,0,0,0,0,0,0,0,0,0,-0.0425270226807188,0.0662930923374449,0,0,0,0,0,0
X600276.SH,0,0.0578119085035824,0,0.0337843598845196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0469524621613143,0,0,0,0,0,0.0434006064929283,0.0517425989241945,-0.132687537691973,0,0.0388119062668401,0,0,0,0,0,0,0,0,0.115128095555967,0,0,0.0400826753601497,-0.0529039068275374,0,0.103638200752597,0.0362342985344769,0,-0.119795988046503,0,0,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0.156002203385788,0,0,0.141523721441175,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,-0.0636364611587831,0,0,0.0688254356104724,0,0.321825386436278,-0.0631564918395394,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,-0.0550635576807432,0,0.071304446522882,0.0865720404483923,0,0,0,-0.0268587004044934,0,0,0,0,0,0,0
X600690.SH,0.00468063986534079,0,0,0,0.2226215356004,0,0,0,0,0,0.32380298763091,0,0,0.075798987556511,0,0,0,0,0.0552498230076703,0,0,0,0,0,0.0910168379889426,0.068441173159274,-0.15029685583489,0,0,0.0912897522001109,0,0,0,0,0,0,0,0,0.0246261198040858,-0.107521628994486,0,8.67361737988404e-19,-0.0464486434432817,0,0,0.0977802322035506,0,0,0,0,0,-0.0261530460438607,0,0,0,0,0,0,0
X002304.SZ,0.0187765983440461,0,0,0,0.213848193930136,0,0,0,0,0.0210662031020013,0,0.219586771584172,1.73472347597681e-18,0,0,0,0,0,0.0215469725450962,0,0,0,0,0,0.0409380649858323,0,3.46944695195361e-18,-0.00934497386767861,0,0,0,0,0,0,0.0567306636462104,0,0,0,0.222664761173384,0,0,0,-0.241367451997287,0,0,0,0.0722558979900528,0,0,0,0,-0.0131514567304536,-0.0902957579657123,0,0,0,0,0,0
X300124.SZ,0,0,-0.0450676744959552,0,0,0,0.0168507650232576,-0.0312480992504121,0,0,0,0,0,0,0,0,0,0,0,0.034161209371832,0.37004403683803,0,0,0,-0.0605772672991545,0,0,0,0,0,0,0,0,0,0.189764667337922,0,0,0,0,0,0,0,-0.0490156364656029,0,-0.241752894699022,-0.0735525382364612,0,0,0,0,0,0,0,0,0,0,0,0,0
