,X600519.SH,X600104.SH,X000651.SZ,X002415.SZ,X000858.SZ,X600276.SH,X002304.SZ,X000725.SZ,X000625.SZ,X000063.SZ,X600690.SH,X600741.SH,X600703.SH,X600031.SH,X000568.SZ,X600066.SH,X002475.SZ,X000338.SZ,X002241.SZ,X600271.SH,X002456.SZ,X002236.SZ,X600118.SH,X600177.SH,X002085.SZ,X000157.SZ,X600372.SH,X002007.SZ,X300003.SZ,X300124.SZ,X600867.SH,X002292.SZ,X000559.SZ,X002426.SZ,X600089.SH,X002294.SZ,X002180.SZ,X601877.SH,X002506.SZ,X600498.SH,X002508.SZ,X600522.SH,X000623.SZ,X002074.SZ,X000981.SZ,X000536.SZ,X000050.SZ,X300136.SZ,X000869.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0.0284518631905262,0,0.317357509107174,0,0,0.0311130701391648,0,0,0.127700794041886,0,0,0,0.0273785124002661,0,0,0,0,0,0.059742768365303,0,0.0143392611536871,0,0,0.0102252117194515,0,0,0.00120162287078641,0,0,0,0,-0.0466903389350533,0,0,0,0,0,0,0,0,0.0284767395170166,0,0,0,0,0.0563436944615166,0,0,0,0.0220543529792745,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0.163156745165693,0,0.251182134023212,0,0,0.072790965971326,0,0,0,0.0319160971059054,0,0.184522086119005,0,0,0,-0.0471598456709563,0,0,-0.18500048664584,0,0,0,0,0,0,0,0.0628480371175602,0.0697243657771188,0,0,0.0959419350816302,0,0,0,0,0,0,0,-0.12662088641447,1.38777878078145e-17,0,0.00201600138363493,-0.007331299521086,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,1.73472347597681e-18,0,0.281261016435344,0.456553008941221,0,0,0,0,0,0,-0.00839192896907146,0,0,-0.102533401827586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0418871477268633,0,0,0,0,0,0.198946100094945,0,0.131125173486961,0,0,0,0,-0.00468635996124298,0.0321225200674333,0.182286625025194,0,0,0,-0.173829371798748,0,0
X002415.SZ,0,0,0.0238976724489555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0815150685064487,0,0,0,0,0,0,0.0234757342608441,0,0,0,0,0,0,0,0,0.0700363538711332,0,-0.00949926904412391,0,0,0,0,0.375816017570968,0,0.0706885494915918,0,0,0,0,0,0,0,0.0127325786764347,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0496153189789513,0.462959961545053,0,0,0,0,0,0.0207429931907356,0,0,0,0,0,0,0,0,0,0,0,0,0.00865485934595697,0,0,0,0,0,0,0,0,0,0.116442993730717,0,0.0232845377145598,0,0.0625854950009304,0.13570158079715,0,-0.00392411372155308,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0.248515476439143,0,0,-0.0432488694669262,0.0890849388246015,0,0,0,-0.120906771314386,0,0.0889393155454593,0,0,0,-0.0241015794190681,0,0,0,0,0,0,0,0,0,0.0540324839618515,0.140129405324352,0,0.0108106711005889,0,0,0,0,0,0.0186962017502416,0.119117771029656,-0.129996480168845,0,0.0166652266771815,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0.258807327748043,0,0,0,0,0,0,0.0566828323382614,0,0,0,0,0,0.0421145927453656,0.0964275988094597,0,0,0,0,0,0,0,0.021269232994999,0,0,0.0872657113545275,0,0,1.73472347597681e-18,0,0,0,0,-0.00104235000913442,0,0,0,0,0,0,0,0.110732411861683,0,0,0,0,0,-0.0131997822917262,0,0,0,0,0,0
X000725.SZ,0,0,0.0995904497937013,0,0,0,0,0,0,0,0,0,0,0.0320111001002547,0,0,0,0,0.0932599053664805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0350644687650874,0,0,0,0.0481539549019271,0.0393422392960044,0.296692537085893,0,0,0.0364850531711343,0,0.152698174661426,-0.00830914174940134,0,0.103964401508349,0,0,-0.0974195040197574,0,0
X000625.SZ,0,0,0.0219177817683059,0,0.360342985804671,0,0,0,0,0,0,0.0941752611488912,0,0,0,0,0,0,0,0,-0.0938718269833666,0,0,0,0,0.0462529359947883,0,0.0381834176258875,0,0,-0.0295368288906441,0,0,0.0847986360800613,0,0,0,0.133223610501203,-0.0141568234496623,0,0,0,0.0527777211987976,0,0,0,0,0.00756061370785618,0,0,0.0352307488820434,0,0,0,0,0,0,0
X000063.SZ,0,0.0874539573238775,0.109263892584804,0,0,0,0,0,0,0,0,0,0,0.0366010761208385,0,0,0,0.276639674788433,0.0615703369257932,0,0,0,0,0,0.0154190604362683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.136392227665262,0,-0.00757055677886776,0,0,-0.048458474563639,0,0,0,0.000657992823091884,0,0,0,-0.174272861640019,0,0
